EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyFG2A,NonHeaveArc3FGM,Arc3Assists,DefTwoPtRebounds,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,DefTwoPtReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyPoints,LostBallSteals,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyDefPoss,PenaltyFtPoints,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Travels,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,PtsUnassisted3s,FTDefRebounds,LongMidRangePctBlocked,DefFTReboundPct,Offensive Fouls Drawn,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,BlockingFouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedLongMidRange,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626144-1626168-1627736-1628470-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Torrey Craig, Will Barton","Mudiay, Lyles, Beasley, Craig, Barton",1626144-1626168-1627736-1628470-203115,DEN,326.0,1,5.0,-1.0,11.0,9.0,1.0,3.0,20.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,8.0,1.0,4.0,2.0,13.0,14.0,2.0,3.0,4.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,9.0,1.0,0.25,0.3333333333333333,1.0,0.25,0.25,0.5,0.6666666666666666,0.4583333333333333,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.25,0.125,0.16666666666666666,0.3333333333333333,1.0,0.5,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,0.2,88.34355828220859,17.454545454545453,14.88888888888889,16.0,13.333333333333334,0.5,0.5,0.6,0.3333333333333333,0.16666666666666666,0.5,0.5,0.25,0.3333333333333333,0.5,1.0,0.08333333333333333,0.6666666666666666,0.5,1.0,0.8333333333333334,0.5205624999999999,0.5389,0.3918,0.07692307692307693,0.1111111111111111,0.3076923076923077,2.9125,24.025,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-201163-202702,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Wilson Chandler, Kenneth Faried","Mudiay, Lyles, Beasley, Chandler, Faried",1626144-1626168-1627736-201163-202702,DEN,194.0,1,3.0,4.0,6.0,4.0,1.0,1.0,10.0,2.0,3.0,,,,1.0,,,,1.0,2.0,4.0,1.0,1.0,2.0,9.0,5.0,,,,,2.0,2.0,3.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,5.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,1.0,,2.0,2.0,3.0,2.0,,,,,9.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,,0.7,,0.75,,0.2,,0.25,0.3333333333333333,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,74.22680412371133,14.5,26.75,14.5,18.25,0.6,0.6666666666666666,1.0,0.5,0.2,,,,,,,0.2,,,,0.8,0.51711,,0.3346,0.3333333333333333,0.4,,2.225,26.9,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-201589-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Darrell Arthur, Will Barton","Mudiay, Lyles, Beasley, Arthur, Barton",1626144-1626168-1627736-201589-203115,DEN,335.0,1,6.0,5.0,11.0,11.0,3.0,1.0,22.0,2.0,3.0,,,,2.0,,1.0,,5.0,2.0,5.0,3.0,6.0,,13.0,8.0,,,,1.0,2.0,2.0,9.0,,5.0,1.0,,1.0,3.0,4.0,,1.0,11.0,,1.0,3.0,3.0,1.0,4.0,,2.0,,,,,1.0,,1.0,,,,,,,,13.0,3.0,0.5,0.5,1.0,0.5,0.5,0.4,,0.5909090909090909,,0.5909090909090909,,0.5454545454545454,,0.2,0.3333333333333333,,,0.3333333333333333,1.0,,1.0,0.2,1.0,,,1.0,,94.56716417910448,12.090909090909092,18.363636363636363,11.636363636363637,18.363636363636363,0.2727272727272727,0.6666666666666666,1.0,0.5,0.18181818181818182,,,0.09090909090909091,,,,0.45454545454545453,,,,0.8181818181818182,0.497565,0.54495,0.48305,,,,4.0600000000000005,26.933333333333334,0.2727272727272727,3.0,2.0,3.0,3.0,,1.0,,,,,,0.6,0.6,1.0,0.6,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-201589-203486,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Darrell Arthur, Mason Plumlee","Mudiay, Lyles, Beasley, Arthur, Plumlee",1626144-1626168-1627736-201589-203486,DEN,87.0,1,1.0,,2.0,2.0,,,4.0,,,,,,,,,,,1.0,1.0,,,2.0,4.0,4.0,,,,,2.0,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,4.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,66.20689655172414,23.0,20.5,23.0,20.5,,,,,,,,,,,,,,,,,0.4058,,,0.5,0.5,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-201589-203914,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Darrell Arthur, Gary Harris","Mudiay, Lyles, Beasley, Arthur, Harris",1626144-1626168-1627736-201589-203914,DEN,256.0,1,4.0,5.0,9.0,8.0,,1.0,17.0,1.0,3.0,,1.0,,1.0,,,,4.0,1.0,6.0,3.0,4.0,1.0,12.0,7.0,,1.0,3.0,,2.0,,9.0,,4.0,,,1.0,3.0,4.0,,1.0,11.0,,2.0,1.0,2.0,2.0,4.0,,,,,,,,,,2.0,2.0,1.0,,,,,9.0,,1.0,1.0,1.0,0.75,0.75,0.16666666666666666,,0.55,0.75,0.5454545454545454,0.75,0.4,,,,,,0.4,1.0,,1.0,0.3333333333333333,0.5,1.0,,,,95.625,17.444444444444443,12.375,16.555555555555557,12.375,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,,,,0.4,0.5,,,0.7,0.48039,0.582475,,0.09090909090909091,0.14285714285714285,0.25,7.516666666666667,25.6,,3.0,,3.0,3.0,1.0,,,,,1.0,1.0,0.75,0.75,1.0,0.75,,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,0.2,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-202702-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Kenneth Faried, Will Barton","Mudiay, Lyles, Beasley, Faried, Barton",1626144-1626168-1627736-202702-203115,DEN,1682.0,3,28.0,-18.0,57.0,58.0,12.0,5.0,115.0,12.0,23.0,2.0,4.0,4.0,10.0,1.0,3.0,,6.0,18.0,39.0,2.0,9.0,12.0,54.0,72.0,2.0,4.0,4.0,,14.0,22.0,6.0,4.0,6.0,2.0,,7.0,2.0,9.0,1.0,5.0,20.0,,5.0,8.0,17.0,5.0,22.0,1.0,2.0,1.0,5.0,3.0,2.0,9.0,1.0,13.0,11.0,13.0,7.0,3.0,2.0,1.0,3.0,50.0,12.0,0.3888888888888889,0.4375,1.0,0.2222222222222222,0.2222222222222222,0.46153846153846156,0.5,0.4375,0.5,0.5094339622641509,0.5,0.1875,,0.05128205128205128,0.08695652173913043,,0.5555555555555556,0.23809523809523808,0.8888888888888888,,0.6538461538461539,0.17857142857142858,0.2727272727272727,,,1.0,0.038461538461538464,98.45422116527942,14.824561403508772,14.431034482758621,14.719298245614034,13.327586206896552,0.4791666666666667,0.5217391304347826,0.5714285714285714,0.4166666666666667,0.20833333333333334,0.4,0.4,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,0.5,,0.6666666666666666,0.49614479166666664,0.567475,0.48111818181818183,0.1346153846153846,0.16279069767441862,0.07407407407407407,6.176923076923077,25.22222222222222,0.21052631578947367,1.0,11.0,1.0,1.0,9.0,4.0,1.0,,3.0,0.5294117647058824,,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,4.0,6.0,,,,5.0,13.0,1.0,,13.0,0.45454545454545453,0.45454545454545453,0.5416666666666666,0.5,,0.5454545454545454,0.6666666666666666,,0.24074074074074073,2.0,6.0,1.0,0.125,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,2.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5555555555555556,0.5714285714285714,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-202702-203914,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Kenneth Faried, Gary Harris","Mudiay, Lyles, Beasley, Faried, Harris",1626144-1626168-1627736-202702-203914,DEN,309.0,2,5.0,-2.0,12.0,11.0,4.0,1.0,23.0,2.0,3.0,1.0,1.0,,,,,,2.0,2.0,5.0,,2.0,6.0,10.0,12.0,1.0,1.0,2.0,1.0,4.0,,,,2.0,1.0,,2.0,,2.0,,2.0,4.0,1.0,,,2.0,1.0,3.0,,1.0,1.0,,,,3.0,,3.0,5.0,6.0,2.0,,,,1.0,8.0,4.0,1.0,1.0,,,,0.4,1.0,0.2857142857142857,1.0,0.5,1.0,0.2857142857142857,,0.2,0.3333333333333333,,,,,0.5,0.5,0.25,,,,,,107.18446601941747,12.666666666666666,14.272727272727273,12.583333333333334,14.272727272727273,0.42857142857142855,0.6666666666666666,1.0,1.0,,,,,,,,0.2857142857142857,1.0,1.0,,0.7142857142857143,0.5174857142857142,,0.46175000000000005,0.2222222222222222,0.2857142857142857,0.2,8.040000000000001,27.95,0.3333333333333333,,2.0,,,2.0,3.0,,,,0.5,0.6666666666666666,,,,,,1.0,,1.0,,,2.0,,,2.0,,,0.25,,,0.3333333333333333,,0.3333333333333333,0.2,,2.0,,0.2857142857142857,,,,,,,,,,,4.0,2.0,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-202702-2210,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Kenneth Faried, Richard Jefferson","Mudiay, Lyles, Beasley, Faried, Jefferson",1626144-1626168-1627736-202702-2210,DEN,85.0,1,1.0,1.0,2.0,3.0,2.0,,5.0,2.0,2.0,,,,,,,,,2.0,2.0,,,,4.0,3.0,,,,,4.0,,,,,,,2.0,,2.0,,2.0,4.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,4.0,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,0.6666666666666666,,,,,,,84.70588235294117,17.0,17.0,17.0,16.666666666666668,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,0.47635,,0.47635,,,,2.15,,1.0,,2.0,,,2.0,,,,,0.6666666666666666,,,,,,2.0,2.0,,,,2.0,4.0,,,4.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-203115-203486,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Will Barton, Mason Plumlee","Mudiay, Lyles, Beasley, Barton, Plumlee",1626144-1626168-1627736-203115-203486,DEN,943.0,7,16.0,10.0,34.0,32.0,8.0,7.0,66.0,6.0,8.0,1.0,1.0,3.0,6.0,,1.0,,6.0,12.0,21.0,4.0,7.0,8.0,44.0,34.0,1.0,1.0,11.0,,16.0,8.0,9.0,,6.0,1.0,,8.0,3.0,11.0,,4.0,25.0,2.0,4.0,5.0,11.0,6.0,17.0,3.0,4.0,4.0,2.0,,2.0,7.0,1.0,9.0,9.0,10.0,4.0,1.0,,1.0,1.0,33.0,8.0,0.6666666666666666,0.6666666666666666,0.75,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.6428571428571429,1.25,0.6666666666666666,1.1,0.25,,0.047619047619047616,,,0.2857142857142857,0.4444444444444444,1.0,1.0,1.0,0.5454545454545454,1.0,0.3333333333333333,1.0,1.0,0.3,100.7847295864263,14.0,14.59375,12.911764705882353,14.59375,0.2857142857142857,0.75,0.75,0.6666666666666666,0.21428571428571427,0.5,0.5,0.03571428571428571,,,,0.21428571428571427,0.5,1.0,,0.5357142857142857,0.47763392857142856,0.6038,0.45728,0.125,0.16,0.25,10.147619047619047,24.885714285714283,0.23529411764705882,4.0,5.0,4.0,3.0,4.0,5.0,2.0,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,3.0,3.0,,,1.0,3.0,8.0,,,8.0,0.6,0.6,0.5714285714285714,1.0,,0.6,1.0,,0.18181818181818182,3.0,7.0,3.0,0.25,0.42857142857142855,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,9.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.25,,1.0,1.0,0.3333333333333333,1.0,,,,1.0,1.0,6.0,3.0,2.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
1626144-1626168-1627736-203115-203999,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Will Barton, Nikola Jokic","Mudiay, Lyles, Beasley, Barton, Jokic",1626144-1626168-1627736-203115-203999,DEN,115.0,1,2.0,,3.0,4.0,3.0,,7.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,,,,1.0,2.0,,,,1.0,,,1.0,,1.0,,,2.0,,,2.0,3.0,,3.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,1.0,1.0,,,,1.0,,0.5,,0.75,,0.5,,,,,,,1.0,,0.6,,,,,1.0,,87.65217391304347,8.333333333333334,22.5,8.333333333333334,18.75,,,,,0.5,1.0,1.0,,,,,0.5,,,,0.5,0.531025,,0.531025,0.5,1.0,,6.9,25.3,1.0,,1.0,,,1.0,1.0,,,1.0,0.3333333333333333,,,,,,,,,1.0,,1.0,3.0,,,3.0,1.0,0.5,0.75,,,,,0.5,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,True
