EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Fouls,NonShootingPenaltyNonTakeFouls,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Corner3Assists,OffShortMidRangeReboundPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyFtPoints,Steals,LostBallSteals,LongMidRangeFGA,SecondChanceTurnovers,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFrequency,ShootingFouls,ShortMidRangeFGM,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Fg2aBlocked,BadPassSteals,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangeFGM,LongMidRangeAssists,BlockedAtRim,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,LostBallTurnovers,SecondChanceFtPoints,Technical Free Throw Trips,OffCorner3ReboundPct,ShortMidRangeAssists,FTOffRebounds,BlockingFouls,AtRimPctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,PtsUnassisted3s,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Charge Fouls Drawn,StepOutOfBoundsTurnovers,Travels,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101109-1628390-203518-203924-2546,1610612760,"Raymond Felton, Terrance Ferguson, Alex Abrines, Jerami Grant, Carmelo Anthony","Felton, Ferguson, Abrines, Grant, Anthony",101109-1628390-203518-203924-2546,OKC,88.0,1,1.0,-4.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,98.18181818181819,22.0,7.333333333333333,22.0,7.333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.6045833333333334,0.3333333333333333,0.5,1.15,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-201566-203500-203924,1610612760,"Raymond Felton, Corey Brewer, Russell Westbrook, Steven Adams, Jerami Grant","Felton, Brewer, Westbrook, Adams, Grant",101109-201147-201566-203500-203924,OKC,43.0,1,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,,2.0,1.0,1.0,2.0,1.0,5.0,,,,,5.0,1.0,1.0,1.0,1.25,1.25,0.5,133.95348837209303,11.0,10.5,11.0,7.0,0.5,1.0,1.0,1.0,0.5,1.0,0.620675,,,1.2,24.7,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.620675,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-201566-203500-2546,1610612760,"Raymond Felton, Corey Brewer, Russell Westbrook, Steven Adams, Carmelo Anthony","Felton, Brewer, Westbrook, Adams, Anthony",101109-201147-201566-203500-2546,OKC,23.0,1,,-3.0,1.0,2.0,3.0,,,1.0,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,1.0,187.82608695652172,11.0,6.0,11.0,6.0,,,,,1.0,1.0,0.42795,,,,25.7,1.0,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.42795,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-201566-203924-2546,1610612760,"Raymond Felton, Corey Brewer, Russell Westbrook, Jerami Grant, Carmelo Anthony","Felton, Brewer, Westbrook, Grant, Anthony",101109-201147-201566-203924-2546,OKC,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-202331-203500-203924,1610612760,"Raymond Felton, Corey Brewer, Paul George, Steven Adams, Jerami Grant","Felton, Brewer, George, Adams, Grant",101109-201147-202331-203500-203924,OKC,222.0,1,4.0,-7.0,8.0,9.0,17.0,2.0,3.0,3.0,2.0,3.0,3.0,,7.0,14.0,,3.0,,1.0,,3.0,,,,,2.0,,,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5,110.27027027027026,14.875,11.444444444444445,14.625,11.333333333333334,0.5,0.6666666666666666,0.6666666666666666,,0.5,1.0,0.46845000000000003,,,2.1666666666666665,25.7,4.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,,3.0,3.0,5.0,5.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,,0.75,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.6,0.3333333333333333,0.3333333333333333,0.45366,0.7142857142857143,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,0.5491,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-202331-203500-2546,1610612760,"Raymond Felton, Corey Brewer, Paul George, Steven Adams, Carmelo Anthony","Felton, Brewer, George, Adams, Anthony",101109-201147-202331-203500-2546,OKC,96.0,1,2.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,,8.0,3.0,,1.0,,2.0,,6.0,,,,,5.0,,,0.5,1.0,1.0,0.5,75.0,17.0,22.5,15.333333333333334,21.5,0.25,1.0,1.0,,0.25,0.75,0.474725,,,6.4,24.8,,2.0,,,1.0,,,2.0,,,,,,6.0,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,,1.5,1.5,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,0.51825,0.375,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-203500-203518-203924,1610612760,"Raymond Felton, Corey Brewer, Steven Adams, Alex Abrines, Jerami Grant","Felton, Brewer, Adams, Abrines, Grant",101109-201147-203500-203518-203924,OKC,64.0,1,1.0,2.0,2.0,2.0,4.0,,,,,,,2.0,2.0,,,,,,,,2.0,4.0,,2.0,2.0,,,,,0.5,,90.0,11.5,20.5,11.5,20.5,,,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,0.5,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201147-203518-203924-2546,1610612760,"Raymond Felton, Corey Brewer, Alex Abrines, Jerami Grant, Carmelo Anthony","Felton, Brewer, Abrines, Grant, Anthony",101109-201147-203518-203924-2546,OKC,132.0,1,2.0,-1.0,5.0,4.0,9.0,1.0,2.0,,1.0,4.0,,3.0,5.0,6.0,,,,,,,2.0,3.0,1.0,1.0,5.0,,,0.25,0.25,0.5,,98.18181818181817,15.2,14.0,11.6,14.0,0.5,0.5,0.5,,,0.5,0.48635,0.25,0.25,7.325,,5.0,1.0,1.0,2.0,,,,,1.0,4.0,,,5.0,,,,,,1.0,1.0,2.0,5.0,5.0,,,,,0.25,0.25,0.5,1.0,,1.0,,,,,,0.5,0.5,,,,0.48635,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,2.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,,1.0,,,1.0,,,,,0.6403,,1.0,,,,,0.25,,,,,3.0,,,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201566-202331-202335-203500,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Patrick Patterson, Steven Adams","Felton, Westbrook, George, Patterson, Adams",101109-201566-202331-202335-203500,OKC,96.0,1,2.0,5.0,3.0,2.0,5.0,,1.0,1.0,,1.0,2.0,,6.0,1.0,,1.0,,2.0,,6.0,1.0,,,,3.0,,,,1.0,1.0,0.6666666666666666,75.0,12.666666666666666,29.0,12.0,29.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.6041,,,1.3,23.55,,,,,1.0,,,2.0,,,,,,6.0,1.0,2.0,1.0,,2.0,2.0,3.0,,,1.0,1.0,,1.0,,,,0.6666666666666666,,0.5,1.0,,1.0,1.0,1.0,,,,,1.0,,,,2.0,,,,,1.0,,,1.0,1.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.5,1.5,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,0.60315,0.5,,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
101109-201566-202331-202335-203924,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Patrick Patterson, Jerami Grant","Felton, Westbrook, George, Patterson, Grant",101109-201566-202331-202335-203924,OKC,185.0,2,3.0,2.0,6.0,7.0,13.0,1.0,2.0,,2.0,3.0,1.0,1.0,8.0,6.0,,,,1.0,,3.0,1.0,2.0,,1.0,8.0,,,0.6666666666666666,0.875,0.8,0.25,101.18918918918918,17.833333333333332,11.142857142857142,17.833333333333332,10.857142857142858,0.5,0.5,0.5,,,0.75,0.5047,0.2,0.25,4.566666666666666,22.8,,,,,,,,1.0,,,,,,3.0,,1.0,,2.0,2.0,4.0,4.0,,,1.0,1.0,,1.0,,,,0.6666666666666666,1.0,0.8,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,True
