EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedLongMidRange,DefensiveGoaltends,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,FTDefRebounds,DefFTReboundPct,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffArc3ReboundPct,Offensive Fouls,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SelfOReb,Blocked3s,BlockedCorner3,SelfORebPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Travels,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1627748-1627763-1891-203114-203953,1610612749,"Thon Maker, Malcolm Brogdon, Jason Terry, Khris Middleton, Jabari Parker","Maker, Brogdon, Terry, Middleton, Parker",1627748-1627763-1891-203114-203953,MIL,57.0,1,1.0,2.0,3.0,5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.31578947368422,12.0,11.0,12.0,8.666666666666666,1.0,1.0,1.0,1.0,0.4149,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-1627763-202339-203114-203507,1610612749,"Thon Maker, Malcolm Brogdon, Eric Bledsoe, Khris Middleton, Giannis Antetokounmpo","Maker, Brogdon, Bledsoe, Middleton, Antetokounmpo",1627748-1627763-202339-203114-203507,MIL,2752.0,8,46.0,82.0,84.0,166,2.0,6.0,27.0,45.0,95.0,99.0,26.0,13.0,21.0,,50.0,14.0,13.0,27.0,33.0,6.0,3.0,13.0,87.0,0.48148148148148145,0.52,0.6,0.582089552238806,0.6266666666666667,0.46153846153846156,0.7222222222222222,0.875,0.7941176470588235,0.6,0.6666666666666666,86.86046511627907,15.792682926829269,17.345238095238095,15.292682926829269,16.928571428571427,0.08955223880597014,0.3333333333333333,0.3333333333333333,,0.4964955223880596,6.7333333333333325,-4.0,18.0,7.0,6.0,15.0,23.0,3.0,3.0,4.0,7.0,10.0,16.0,2.0,6.0,6.0,16.0,2.0,1.0,2.0,8.0,22.0,17.0,4.0,4.0,2.0,8.0,8.0,11.0,1.0,2.0,7.0,26.0,28.0,24.0,4.0,16.0,6.0,3.0,8.0,6.0,2.0,8.0,5.0,3.0,3.0,6.0,7.0,4.0,3.0,3.0,3.0,7.0,1.0,3.0,13.0,19.0,1.0,23.0,1.0,2.0,2.0,22.0,4.0,1.0,8.0,1.0,3.0,5.0,4.0,1.0,5.0,2.0,26.0,18.0,3.0,1.0,0.36363636363636365,0.5,0.36363636363636365,1.0,0.7272727272727273,0.6666666666666666,0.7307692307692307,0.6666666666666666,0.7647058823529411,0.3283582089552239,0.06666666666666667,0.13043478260869565,0.16666666666666666,0.21428571428571427,0.1875,0.25,0.25,0.75,0.6666666666666666,1.0,0.9230769230769231,0.4,0.34328358208955223,0.6521739130434783,0.75,0.5333333333333333,0.23880597014925373,0.625,0.625,0.5,0.08955223880597014,0.3333333333333333,0.3333333333333333,1.0,0.23880597014925373,0.375,0.375,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.5714285714285714,0.15384615384615385,0.5,0.6716417910447762,0.375,0.5505875,0.49557307692307695,0.125,0.16326530612244897,0.043478260869565216,0.08421052631578947,0.2736842105263158,25.272727272727273,0.21951219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-1627763-202339-203114-203953,1610612749,"Thon Maker, Malcolm Brogdon, Eric Bledsoe, Khris Middleton, Jabari Parker","Maker, Brogdon, Bledsoe, Middleton, Parker",1627748-1627763-202339-203114-203953,MIL,431.0,2,7.0,13.0,12.0,25,1.0,2.0,6.0,11.0,16.0,11.0,6.0,3.0,4.0,,9.0,2.0,2.0,4.0,6.0,,,,12.0,0.5,0.6,0.5454545454545454,0.5357142857142857,0.5333333333333333,,0.5,1.0,0.6666666666666666,,,83.52668213457076,15.615384615384615,19.0,15.23076923076923,18.166666666666668,0.14285714285714285,0.5,0.5,,0.5198607142857143,7.4,5.0,7.0,,2.0,3.0,5.0,2.0,2.0,,2.0,2.0,4.0,1.0,2.0,,1.0,,,1.0,1.0,3.0,1.0,2.0,2.0,,4.0,1.0,4.0,1.0,2.0,1.0,6.0,6.0,3.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,4.0,,,,2.0,,,1.0,,,1.0,,,1.0,,6.0,7.0,,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.25,1.0,0.4166666666666667,1.0,0.42857142857142855,0.21428571428571427,,,0.2,0.5,0.2857142857142857,,,1.0,0.6666666666666666,,1.0,,0.35714285714285715,0.6,0.6,0.6666666666666666,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,0.5,0.5,1.0,0.07142857142857142,,,,1.0,1.0,0.5,,0.3333333333333333,,0.16666666666666666,,0.5714285714285714,,0.6746,0.5271,0.06666666666666667,0.08333333333333333,,0.25,0.375,23.766666666666666,0.5384615384615384,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-1627763-202339-203507-203953,1610612749,"Thon Maker, Malcolm Brogdon, Eric Bledsoe, Giannis Antetokounmpo, Jabari Parker","Maker, Brogdon, Bledsoe, Antetokounmpo, Parker",1627748-1627763-202339-203507-203953,MIL,29.0,1,,1.0,1.0,2,,,,1.0,2.0,,,,,,,,,1.0,2.0,,,,,,,,,0.5,,,,,,,99.3103448275862,27.0,2.0,21.0,2.0,,,,,0.4458,4.7,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,1.0,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-1627763-203114-203521-203953,1610612749,"Thon Maker, Malcolm Brogdon, Khris Middleton, Matthew Dellavedova, Jabari Parker","Maker, Brogdon, Middleton, Dellavedova, Parker",1627748-1627763-203114-203521-203953,MIL,146.0,1,2.0,4.0,5.0,9,,,2.0,2.0,8.0,7.0,2.0,1.0,2.0,,5.0,,2.0,2.0,2.0,,,,8.0,0.5,0.5,1.0,0.875,0.8,,1.0,,1.0,1.0,,88.76712328767124,19.25,13.8,19.25,13.8,,,,,0.5378625,2.7,1.0,,5.0,,2.0,2.0,,,,,,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,2.0,3.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,1.0,0.5,,0.5,,,,,,,0.5,,,,,,,,,1.0,,,,0.5,1.0,1.0,0.5,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,1.0,,,,0.2,,0.3333333333333333,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-1627763-203507-203521-203953,1610612749,"Thon Maker, Malcolm Brogdon, Giannis Antetokounmpo, Matthew Dellavedova, Jabari Parker","Maker, Brogdon, Antetokounmpo, Dellavedova, Parker",1627748-1627763-203507-203521-203953,MIL,572.0,5,10.0,20.0,18.0,38,,1.0,5.0,9.0,19.0,14.0,4.0,2.0,4.0,,10.0,1.0,7.0,10.0,12.0,3.0,3.0,6.0,19.0,0.4,0.4,0.5555555555555556,0.5333333333333333,0.5588235294117647,0.5,0.875,0.2,0.6153846153846154,1.0,,95.66433566433567,14.65,15.5,13.3,14.38888888888889,0.06666666666666667,,,,0.53283,8.31111111111111,5.0,7.0,8.0,2.0,3.0,3.0,,,2.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,3.0,,1.0,1.0,,2.0,3.0,2.0,3.0,,10.0,6.0,6.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,3.0,2.0,2.0,2.0,3.0,,4.0,1.0,,,4.0,,,2.0,,,3.0,2.0,1.0,3.0,2.0,10.0,7.0,,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,,0.6666666666666666,,0.8333333333333334,,0.8333333333333334,0.4,0.1111111111111111,,0.25,0.25,0.25,,,,0.6666666666666666,1.0,0.25,0.6666666666666666,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.5,0.5,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.25,0.3333333333333333,1.0,,,,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.6,0.25,0.426425,0.5687583333333334,0.11764705882352941,0.18181818181818182,,,0.5263157894736842,25.349999999999998,0.35,1.0,1.0,,,0.3333333333333333,0.16666666666666666,1.0,,2.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-1891-202339-203114-203507,1610612749,"Thon Maker, Jason Terry, Eric Bledsoe, Khris Middleton, Giannis Antetokounmpo","Maker, Terry, Bledsoe, Middleton, Antetokounmpo",1627748-1891-202339-203114-203507,MIL,279.0,1,5.0,9.0,8.0,17,,,3.0,3.0,13.0,6.0,2.0,1.0,2.0,,5.0,2.0,1.0,4.0,4.0,,,2.0,13.0,0.3333333333333333,0.3333333333333333,1.0,0.9,0.9285714285714286,,0.3333333333333333,1.0,0.6,,,87.74193548387096,15.0,18.0,15.0,17.5,,,,,0.47232,3.766666666666667,7.0,,,,2.0,2.0,,,,,1.0,1.0,,,1.0,2.0,,,,1.0,2.0,4.0,,,,,,,,,,,4.0,3.0,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,2.0,,,1.0,2.0,,2.0,,,,4.0,,,2.0,,,,,,,,,,,1.0,0.5,,0.5,,,,,,,0.4,,,,,,,,,,1.0,1.0,,0.4,1.0,1.0,0.5,0.2,1.0,1.0,,,,,,0.4,0.5,0.5,1.0,,,,,,,,,0.8,0.5,,,0.2857142857142857,0.4,,,,27.45,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-202339-203114-203498-203507,1610612749,"Thon Maker, Eric Bledsoe, Khris Middleton, Shabazz Muhammad, Giannis Antetokounmpo","Maker, Bledsoe, Middleton, Muhammad, Antetokounmpo",1627748-202339-203114-203498-203507,MIL,63.0,1,1.0,1.0,2.0,3,,,,,3.0,2.0,,,1.0,,3.0,,1.0,1.0,1.0,,,,3.0,,,,1.5,1.5,,1.0,,1.0,,,68.57142857142857,19.0,22.0,19.0,22.0,,,,,0.5304,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-202339-203114-203503-203507,1610612749,"Thon Maker, Eric Bledsoe, Khris Middleton, Tony Snell, Giannis Antetokounmpo","Maker, Bledsoe, Middleton, Snell, Antetokounmpo",1627748-202339-203114-203503-203507,MIL,345.0,4,6.0,11.0,11.0,22,,2.0,5.0,8.0,12.0,10.0,4.0,2.0,2.0,,4.0,,3.0,3.0,3.0,2.0,,2.0,12.0,0.4,0.4,0.625,0.5555555555555556,0.6,1.0,1.0,,1.0,1.0,,91.82608695652173,13.363636363636363,18.0,13.363636363636363,18.0,0.2222222222222222,,,,0.5968388888888889,7.3875,2.0,,,,4.0,5.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,6.0,,,1.0,,,,,,2.0,,,,,3.0,,3.0,,2.0,,,,,1.0,,3.0,,,,3.0,1.0,,2.0,,,3.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,1.0,,0.6666666666666666,0.5555555555555556,0.8,0.8,0.5,0.1111111111111111,1.0,1.0,,,,,,0.1111111111111111,,,,,,,,,,,,0.6666666666666666,,,,0.2,0.2222222222222222,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
1627748-202339-203114-203503-203953,1610612749,"Thon Maker, Eric Bledsoe, Khris Middleton, Tony Snell, Jabari Parker","Maker, Bledsoe, Middleton, Snell, Parker",1627748-202339-203114-203503-203953,MIL,655.0,4,11.0,19.0,20.0,39,1.0,1.0,5.0,7.0,24.0,16.0,4.0,2.0,5.0,,13.0,1.0,8.0,9.0,10.0,,,1.0,22.0,0.4,0.4,0.7142857142857143,0.6111111111111112,0.6,,0.5714285714285714,1.0,0.6,0.2,,85.74045801526718,14.526315789473685,18.95,13.526315789473685,17.15,0.05555555555555555,1.0,1.0,,0.5166323529411765,6.571428571428571,8.0,1.0,5.0,1.0,2.0,3.0,,,,,2.0,3.0,,2.0,4.0,9.0,,1.0,2.0,4.0,11.0,2.0,1.0,1.0,,2.0,,,1.0,2.0,,3.0,6.0,9.0,,8.0,4.0,1.0,3.0,3.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,,,2.0,5.0,,3.0,,,,4.0,,,2.0,,,5.0,3.0,1.0,5.0,3.0,3.0,1.0,,0.75,0.36363636363636365,0.5,0.4,1.0,,1.0,0.75,1.0,0.75,0.6111111111111112,0.14285714285714285,,,0.16666666666666666,0.125,,,,0.8333333333333334,0.6666666666666666,1.0,0.6,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.6666666666666666,1.0,0.5,0.1111111111111111,,,,0.5,0.4444444444444444,0.4444444444444444,0.75,,,,,,,1.0,0.5,0.7777777777777778,0.5,0.3881,0.49425,0.1,0.2222222222222222,,0.08333333333333333,0.125,28.172727272727272,0.05263157894736842,,,1.0,,,,,,,,,1.0,,0.3333333333333333,,0.25,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612749,2018,2017-18,False
