EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyDefPoss,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PtsUnassisted2s,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,FTOffRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyPointsPct,OffLongMidRangeReboundPct,PtsPutbacks,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,ShortMidRangeAssists,ShortMidRangePctAssisted,Blocked3s,BlockedCorner3,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,FTDefRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceFtPoints,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Defensive 3 Seconds Violations,BlockingFouls,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,BlockedLongMidRange,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Technical Free Throw Trips,HeaveAttempts,3pt And 1 Free Throw Trips,3SecondViolations,BlockedArc3,DefensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1626143-1626156-1626178-1627747-203915,1610612751,"Jahlil Okafor, D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Spencer Dinwiddie","Okafor, Russell, Hollis-Jefferson, LeVert, Dinwiddie",1626143-1626156-1626178-1627747-203915,BKN,62.0,1,1.0,-4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,92.9032258064516,18.5,12.5,17.5,12.5,1.0,0.4236,0.4236,0.3333333333333333,0.3333333333333333,8.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1626178-1627747-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Joe Harris","Okafor, Russell, Hollis-Jefferson, LeVert, Harris",1626143-1626156-1626178-1627747-203925,BKN,425.0,2,7.0,-8.0,12.0,12.0,,1.0,24.0,2.0,9.0,15.0,,2.0,2.0,7.0,,3.0,,,,0.2857142857142857,0.25,,,81.31764705882354,21.25,14.166666666666666,20.5,13.833333333333334,0.18181818181818182,0.4622636363636364,,,,8.677777777777777,,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.5,0.5,0.2222222222222222,1.0,0.3181818181818182,1.0,0.3181818181818182,1.0,0.18181818181818182,0.2222222222222222,0.5,0.6666666666666666,0.6,1.0,0.7142857142857143,0.6666666666666666,0.75,1.0,0.36363636363636365,0.25,0.5,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,1.0,1.0,0.5454545454545454,0.5,0.7258,0.2857142857142857,26.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627747-1627821-203917,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, James Webb III, Nik Stauskas","Okafor, Russell, LeVert, Webb III, Stauskas",1626143-1626156-1627747-1627821-203917,BKN,412.0,1,7.0,-11.0,14.0,15.0,1.0,1.0,29.0,3.0,6.0,25.0,1.0,,,4.0,,4.0,6.0,3.0,1.0,,,,,101.35922330097088,15.428571428571429,13.066666666666666,14.714285714285714,13.066666666666666,0.3,0.5197350000000001,0.4009,0.23076923076923078,0.3333333333333333,3.6999999999999997,0.07142857142857142,2.0,3.0,,,,,1.0,2.0,3.0,1.0,4.0,14.0,,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,3.0,4.0,,,1.0,1.0,1.0,2.0,,,14.0,,,1.0,0.25,0.25,0.5,,0.45,,0.5384615384615384,,0.4,,,,1.0,1.0,1.0,,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,,,,,,0.2,0.5,0.5,1.0,,,,0.7,0.5,0.53835,,23.975,4.0,1.0,1.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627747-1627821-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, James Webb III, Joe Harris","Okafor, Russell, LeVert, Webb III, Harris",1626143-1626156-1627747-1627821-203925,BKN,672.0,3,11.0,-7.0,26.0,26.0,10.0,5.0,52.0,3.0,17.0,28.0,7.0,4.0,5.0,16.0,,3.0,2.0,2.0,10.0,0.4444444444444444,0.2857142857142857,0.5,,111.42857142857143,13.615384615384615,12.23076923076923,13.192307692307692,12.153846153846153,0.125,0.5005333333333334,0.45718333333333333,0.08333333333333333,0.11764705882352941,7.5058823529411764,0.38461538461538464,5.0,10.0,1.0,2.0,2.0,4.0,,2.0,7.0,2.0,7.0,21.0,1.0,3.0,2.0,4.0,6.0,2.0,,3.0,2.0,2.0,4.0,,2.0,,10.0,5.0,6.0,11.0,5.0,3.0,2.0,7.0,4.0,7.0,,,19.0,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.4117647058823529,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.4375,0.3333333333333333,0.2916666666666667,0.17647058823529413,0.3,0.7142857142857143,0.75,1.0,0.8461538461538461,0.6,1.0,1.0,0.4166666666666667,0.5,0.7142857142857143,0.4,0.16666666666666666,0.5,0.5,,0.08333333333333333,,,,0.6666666666666666,0.5,1.0,0.7083333333333334,,0.4413666666666667,0.09523809523809523,24.042857142857144,12.0,4.0,,5.0,,1.0,,10.0,2.0,1.0,,1.0,0.3333333333333333,,,0.20833333333333334,,0.4444444444444444,3.0,2.0,1.0,1.0,4.0,2.0,1.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.5714285714285714,0.4444444444444444,0.5,1.0,1.0,1.0,0.4,0.4,1.0,0.75,0.1111111111111111,0.1111111111111111,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627747-201960-203917,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, DeMarre Carroll, Nik Stauskas","Okafor, Russell, LeVert, Carroll, Stauskas",1626143-1626156-1627747-201960-203917,BKN,51.0,1,1.0,-3.0,1.0,1.0,,1.0,2.0,,2.0,3.0,,1.0,1.0,1.0,,,,,,0.5,0.5,,,56.470588235294116,36.0,15.0,26.0,15.0,,0.36765,,,,18.1,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627747-201960-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, DeMarre Carroll, Joe Harris","Okafor, Russell, LeVert, Carroll, Harris",1626143-1626156-1627747-201960-203925,BKN,323.0,2,5.0,-5.0,11.0,11.0,3.0,1.0,22.0,3.0,5.0,14.0,1.0,1.0,1.0,3.0,,2.0,2.0,,3.0,0.25,0.25,0.3333333333333333,,98.08049535603715,16.272727272727273,13.090909090909092,16.181818181818183,11.272727272727273,0.42857142857142855,0.4776357142857143,0.3574,,,8.08,0.2727272727272727,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,2.0,,6.0,2.0,2.0,1.0,,2.0,2.0,2.0,,,6.0,,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,,,7.0,,,1.0,1.0,1.0,0.2,1.0,0.5714285714285714,1.0,0.5625,1.0,0.2857142857142857,0.2,,0.6666666666666666,0.2857142857142857,,0.25,,1.0,,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,,0.42857142857142855,1.0,0.7436,0.2222222222222222,25.1,5.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,2.0,,2.0,,1.0,,,0.25,,,,,,,,,,0.1111111111111111,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627747-203112-203915,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, Quincy Acy, Spencer Dinwiddie","Okafor, Russell, LeVert, Acy, Dinwiddie",1626143-1626156-1627747-203112-203915,BKN,180.0,1,3.0,-2.0,5.0,5.0,,,10.0,3.0,5.0,6.0,,,,2.0,,1.0,,,,,,,,80.0,22.6,13.4,22.6,13.0,0.6,0.44188,,,,8.36,,,1.0,,,,1.0,,,2.0,,,4.0,,,,2.0,,,,,1.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,4.0,0.5,0.5,,,,0.4,,0.4,,0.4,,,,,,0.3333333333333333,1.0,0.5,,,1.0,0.2,,,,0.2,,,,,,,,,,,0.2,,,,,,,2.0,,,,,2.0,,,,0.5,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627747-203112-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, Quincy Acy, Joe Harris","Okafor, Russell, LeVert, Acy, Harris",1626143-1626156-1627747-203112-203925,BKN,823.0,3,14.0,2.0,26.0,24.0,,,50.0,6.0,15.0,25.0,,,,9.0,,2.0,3.0,2.0,,,,,,87.48481166464155,17.346153846153847,15.5,17.346153846153847,15.333333333333334,0.2727272727272727,0.4976068181818182,,0.08695652173913043,0.125,6.426666666666667,,5.0,7.0,,,1.0,2.0,2.0,5.0,8.0,3.0,7.0,27.0,,,,8.0,9.0,5.0,2.0,,4.0,3.0,7.0,2.0,3.0,1.0,17.0,5.0,4.0,9.0,1.0,1.0,2.0,3.0,2.0,6.0,,,27.0,0.5,0.5,1.0,0.42857142857142855,0.42857142857142855,0.5333333333333333,,0.5681818181818182,,0.5869565217391305,,0.3181818181818182,,,0.3333333333333333,1.0,0.8333333333333334,0.9,,1.0,1.0,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.6,0.09090909090909091,0.5,0.5,1.0,0.22727272727272727,0.4,0.4,1.0,,,,0.6363636363636364,0.4,,,24.67142857142857,,,2.0,2.0,,2.0,,8.0,1.0,,2.0,,1.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,0.6666666666666666,,0.5,0.5,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627785-1627821-203917,1610612751,"Jahlil Okafor, D'Angelo Russell, Isaiah Whitehead, James Webb III, Nik Stauskas","Okafor, Russell, Whitehead, Webb III, Stauskas",1626143-1626156-1627785-1627821-203917,BKN,336.0,2,6.0,-4.0,13.0,12.0,,,25.0,4.0,7.0,11.0,,,1.0,7.0,,2.0,3.0,2.0,,,0.1111111111111111,,,107.14285714285715,15.692307692307692,11.0,15.692307692307692,10.583333333333334,0.36363636363636365,0.4647727272727273,,0.16666666666666666,0.25,7.857142857142857,,2.0,2.0,,,,1.0,,2.0,2.0,,4.0,7.0,,,,2.0,,2.0,,2.0,1.0,,1.0,,1.0,,2.0,2.0,4.0,6.0,2.0,1.0,,2.0,1.0,2.0,,,7.0,0.5,0.5,,,,0.2857142857142857,,0.18181818181818182,,0.2916666666666667,,0.36363636363636365,0.2857142857142857,,1.0,0.8,1.0,0.8571428571428571,,1.0,1.0,0.18181818181818182,1.0,1.0,0.5,0.09090909090909091,,,,0.18181818181818182,,,,,,,0.5454545454545454,,,,25.65,,,,2.0,,3.0,,2.0,1.0,,,0.5,1.0,,,0.18181818181818182,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
1626143-1626156-1627785-201960-203915,1610612751,"Jahlil Okafor, D'Angelo Russell, Isaiah Whitehead, DeMarre Carroll, Spencer Dinwiddie","Okafor, Russell, Whitehead, Carroll, Dinwiddie",1626143-1626156-1627785-201960-203915,BKN,68.0,1,1.0,-4.0,2.0,2.0,,,4.0,,1.0,4.0,,,,,,,,,,,,,,84.70588235294117,18.0,16.0,18.0,16.0,,0.3659,,,,19.7,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,False
