EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,AtRimAssists,DefThreePtRebounds,Travels,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Offensive Fouls,SecondChanceCorner3FGA,PtsUnassisted3s,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Blocked3s,BlockedArc3,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,OffCorner3ReboundPct,3SecondViolations,SecondChanceTurnovers,Technical Free Throw Trips,Charge Fouls Drawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,BlockingFouls,Clear Path Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
101106-1626204-1627742-1628366-203484,1610612747,"Andrew Bogut, Larry Nance Jr., Brandon Ingram, Lonzo Ball, Kentavious Caldwell-Pope","Bogut, Nance Jr., Ingram, Ball, Caldwell-Pope",101106-1626204-1627742-1628366-203484,LAL,673.0,4,11.0,7.0,23.0,19.0,6.0,5.0,1.0,42.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,8.0,2.0,6.0,1.0,9.0,13.0,2.0,6.0,1.0,25.0,18.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,9.0,6.0,12.0,6.0,6.0,2.0,3.0,2.0,5.0,2.0,3.0,12.0,1.0,6.0,6.0,1.0,7.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,23.0,9.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6923076923076923,1.0,1.0,0.631578947368421,1.0,0.8,0.625,1.0,0.75,0.3157894736842105,0.6,0.5454545454545454,0.25,0.46153846153846156,0.14285714285714285,0.5,1.0,0.6,89.86627043090638,1.0,13.608695652173912,18.94736842105263,13.08695652173913,15.052631578947368,0.10526315789473684,1.0,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.42105263157894735,0.75,0.75,0.5,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.2,0.42105263157894735,0.3333333333333333,0.4445736842105263,0.3835,0.36075999999999997,0.05,0.07142857142857142,0.08,0.36,12.384615384615385,25.616666666666664,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1627742-1628366-203903,1610612747,"Andrew Bogut, Larry Nance Jr., Brandon Ingram, Lonzo Ball, Jordan Clarkson","Bogut, Nance Jr., Ingram, Ball, Clarkson",101106-1626204-1627742-1628366-203903,LAL,338.0,3,6.0,-4.0,11.0,13.0,,7.0,,24.0,2.0,3.0,,,2.0,2.0,,2.0,1.0,2.0,,4.0,7.0,1.0,2.0,1.0,12.0,16.0,,,,,,,,,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,7.0,,4.0,5.0,,5.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,,,4.0,,1.0,1.0,,,,,12.0,,,0.5,0.5,1.0,0.5,0.5,0.5714285714285714,,,0.6111111111111112,,,0.6666666666666666,,,0.2222222222222222,0.5,1.0,,1.0,,,1.0,1.0,102.24852071005917,,15.363636363636363,13.0,15.363636363636363,11.923076923076923,0.3333333333333333,0.6666666666666666,1.0,0.2222222222222222,1.0,1.0,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,1.0,,,,0.5555555555555556,0.5,0.4896611111111111,,,0.1111111111111111,0.14285714285714285,,,9.057142857142857,26.05,,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1627742-1628404-201147,1610612747,"Andrew Bogut, Larry Nance Jr., Brandon Ingram, Josh Hart, Corey Brewer","Bogut, Nance Jr., Ingram, Hart, Brewer",101106-1626204-1627742-1628404-201147,LAL,,1,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.17415,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1627742-1628404-203903,1610612747,"Andrew Bogut, Larry Nance Jr., Brandon Ingram, Josh Hart, Jordan Clarkson","Bogut, Nance Jr., Ingram, Hart, Clarkson",101106-1626204-1627742-1628404-203903,LAL,31.0,1,1.0,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,92.9032258064516,,24.0,7.0,24.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1627742-203484-203903,1610612747,"Andrew Bogut, Larry Nance Jr., Brandon Ingram, Kentavious Caldwell-Pope, Jordan Clarkson","Bogut, Nance Jr., Ingram, Caldwell-Pope, Clarkson",101106-1626204-1627742-203484-203903,LAL,78.0,1,1.0,,1.0,2.0,1.0,,,3.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,3.0,3.0,,,,1.0,1.0,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,,3.0,3.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,0.75,,0.75,,,,,,,,,,55.38461538461538,,31.0,23.5,31.0,23.5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.4253,,0.4253,0.5,0.5,,1.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1627936-201147-203903,1610612747,"Andrew Bogut, Larry Nance Jr., Alex Caruso, Corey Brewer, Jordan Clarkson","Bogut, Nance Jr., Caruso, Brewer, Clarkson",101106-1626204-1627936-201147-203903,LAL,833.0,2,14.0,-8.0,27.0,31.0,13.0,10.0,5.0,58.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,7.0,1.0,7.0,13.0,1.0,9.0,7.0,24.0,32.0,3.0,3.0,10.0,2.0,6.0,2.0,2.0,6.0,10.0,4.0,3.0,7.0,1.0,5.0,1.0,6.0,1.0,2.0,13.0,2.0,8.0,12.0,4.0,16.0,3.0,3.0,,4.0,,2.0,1.0,,2.0,5.0,4.0,3.0,10.0,8.0,,9.0,4.0,1.0,,1.0,1.0,14.0,6.0,13.0,0.7142857142857143,0.8333333333333334,1.0,0.1111111111111111,0.1111111111111111,0.5384615384615384,1.0,0.3333333333333333,0.38636363636363635,1.125,0.25,0.46153846153846156,1.0,0.3,0.4090909090909091,0.8,0.6153846153846154,0.3333333333333333,0.5882352941176471,0.2857142857142857,0.5,1.0,0.25,100.26410564225691,1.0,13.481481481481481,15.129032258064516,12.25925925925926,14.806451612903226,0.22727272727272727,0.6,0.75,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,1.0,0.3181818181818182,0.14285714285714285,0.14285714285714285,1.0,0.125,1.0,0.125,0.6363636363636364,0.14285714285714285,0.5026772727272727,0.4603333333333333,0.471125,0.16,0.25,0.4166666666666667,0.25,8.461538461538462,24.733333333333334,0.48148148148148145,1.0,2.0,2.0,,1.0,0.07692307692307693,0.2,0.5,0.6666666666666666,0.5,0.6666666666666666,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.5,0.15384615384615385,0.5,0.09090909090909091,0.5,1.0,0.5,0.25,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1628366-1628404-203484,1610612747,"Andrew Bogut, Larry Nance Jr., Lonzo Ball, Josh Hart, Kentavious Caldwell-Pope","Bogut, Nance Jr., Ball, Hart, Caldwell-Pope",101106-1626204-1628366-1628404-203484,LAL,101.0,1,2.0,-3.0,3.0,3.0,3.0,3.0,,6.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,6.0,,,,1.0,1.0,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,,1.0,2.0,,1.0,1.0,,,,,3.0,3.0,3.0,,,,,,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,,,,,,,85.54455445544555,,18.666666666666668,15.0,18.666666666666668,15.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,0.591,,0.591,1.0,1.0,,1.0,1.1,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-1628404-201147-203903,1610612747,"Andrew Bogut, Larry Nance Jr., Josh Hart, Corey Brewer, Jordan Clarkson","Bogut, Nance Jr., Hart, Brewer, Clarkson",101106-1626204-1628404-201147-203903,LAL,410.0,2,7.0,3.0,13.0,15.0,,,3.0,28.0,5.0,6.0,,,,2.0,,2.0,1.0,2.0,,5.0,10.0,1.0,3.0,4.0,17.0,14.0,1.0,1.0,4.0,,,,,,6.0,4.0,,2.0,1.0,3.0,,3.0,,,6.0,3.0,3.0,4.0,3.0,7.0,1.0,1.0,,1.0,,1.0,,,,1.0,,2.0,2.0,4.0,,5.0,1.0,1.0,,1.0,1.0,13.0,,,0.6,0.75,,0.3333333333333333,0.3333333333333333,0.5,1.0,,0.5,0.5,,0.5666666666666667,0.6666666666666666,,0.23076923076923078,1.0,0.75,0.6,0.8,0.42857142857142855,1.0,1.0,,98.34146341463415,1.0,14.846153846153847,14.466666666666667,13.307692307692308,14.266666666666667,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.15384615384615385,,,0.15384615384615385,,,,0.15384615384615385,0.5,0.5,,,,,0.6923076923076923,0.5,0.4839461538461538,0.609875,,0.13333333333333333,0.09090909090909091,0.23529411764705882,,6.32,25.166666666666668,,,3.0,1.0,,,,,1.0,1.0,1.0,0.6,1.0,1.0,1.0,,,,,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,0.07692307692307693,0.5,1.0,,,,,,,1.0,3.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1626204-201147-203898-203903,1610612747,"Andrew Bogut, Larry Nance Jr., Corey Brewer, Tyler Ennis, Jordan Clarkson","Bogut, Nance Jr., Brewer, Ennis, Clarkson",101106-1626204-201147-203898-203903,LAL,88.0,1,1.0,1.0,4.0,3.0,4.0,,,7.0,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,2.0,4.0,3.0,,,,1.0,1.0,1.0,2.0,4.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,,2.0,,,,,,4.0,4.0,4.0,,,,,,1.0,,1.0,0.5,,0.5,0.6666666666666666,,0.6666666666666666,0.5,,,,,,,,,114.54545454545455,,10.0,16.0,10.0,16.0,,,,0.5,1.0,1.0,,,,,,,,,,,,0.5,,0.513525,,0.513525,,,,1.0,4.2,22.5,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
101106-1627742-1627936-1628398-203903,1610612747,"Andrew Bogut, Brandon Ingram, Alex Caruso, Kyle Kuzma, Jordan Clarkson","Bogut, Ingram, Caruso, Kuzma, Clarkson",101106-1627742-1627936-1628398-203903,LAL,60.0,1,1.0,1.0,3.0,3.0,,,,6.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,2.0,,,2.0,,,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,1.0,,1.0,,,,,144.0,,7.666666666666667,12.333333333333334,7.666666666666667,12.333333333333334,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2018,2017-18,True
