EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Travels,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Offensive Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceShotQualityAvg,PenaltyCorner3FGA,PenaltyCorner3Frequency,PtsUnassisted3s,Offensive Fouls Drawn,OffensiveGoaltends,OffShortMidRangeReboundPct,PenaltyCorner3FGM,FTDefRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefFTReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,Loose Ball Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,LongMidRangeAssists,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Accuracy,FTOffRebounds,Loose Ball Fouls,OffFTReboundPct,DefensiveGoaltends,SecondChanceCorner3FGA,Charge Fouls Drawn,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,Clear Path Fouls,BlockedLongMidRange,HeaveAttempts,team_id,year,season,team_vs
1626220-1628378-201937-201973-203497,1610612762,"Royce O'Neale, Donovan Mitchell, Ricky Rubio, Jonas Jerebko, Rudy Gobert","O'Neale, Mitchell, Rubio, Jerebko, Gobert",1626220-1628378-201937-201973-203497,UTA,49.0,1,1.0,-2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,117.55102040816327,12.0,12.5,12.0,12.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201937-202324-203109,1610612762,"Royce O'Neale, Donovan Mitchell, Ricky Rubio, Derrick Favors, Jae Crowder","O'Neale, Mitchell, Rubio, Favors, Crowder",1626220-1628378-201937-202324-203109,UTA,121.0,3,2.0,4.0,6.0,5.0,3.0,11.0,,,,,,1.0,,2.0,,,3.0,,,,130.9090909090909,8.5,14.0,8.5,14.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.57955,0.57955,0.3333333333333333,0.3333333333333333,0.75,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201937-202324-203497,1610612762,"Royce O'Neale, Donovan Mitchell, Ricky Rubio, Derrick Favors, Rudy Gobert","O'Neale, Mitchell, Rubio, Favors, Gobert",1626220-1628378-201937-202324-203497,UTA,362.0,3,6.0,7.0,16.0,16.0,5.0,32.0,11.0,6.0,8.0,12.0,,1.0,,3.0,1.0,1.0,5.0,0.8571428571428571,0.8888888888888888,1.0,127.29281767955801,12.0,10.625,11.5,10.4375,0.3125,,1.0,2.0,,,,3.0,6.0,9.0,18.0,1.0,1.0,3.0,8.0,6.0,1.0,1.0,2.0,2.0,,7.0,13.0,5.0,1.0,13.0,8.0,0.5,1.0,0.4090909090909091,0.8333333333333334,0.5294117647058824,0.8,0.6666666666666666,0.18181818181818182,0.5,0.5,,,,0.6363636363636364,0.5253727272727272,0.5125833333333333,0.3125,0.45454545454545453,0.4444444444444444,6.95,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.2,0.5,0.2,1.0,0.5,0.625,0.45454545454545453,1.0,1.0,0.5714285714285714,1.0,1.0,0.75,1.0,1.0,1.0,0.14285714285714285,0.6666666666666666,0.36363636363636365,0.5,0.5,0.09090909090909091,0.36363636363636365,0.25,0.25,1.0,0.5,1.0,0.5,0.6666666666666666,0.5,0.25,0.2777777777777778,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201937-203109-203497,1610612762,"Royce O'Neale, Donovan Mitchell, Ricky Rubio, Jae Crowder, Rudy Gobert","O'Neale, Mitchell, Rubio, Crowder, Gobert",1626220-1628378-201937-203109-203497,UTA,1429.0,6,24.0,-34.0,49.0,52.0,11.0,101.0,65.0,12.0,17.0,25.0,1.0,5.0,,14.0,3.0,17.0,11.0,0.8,0.7727272727272727,1.0,101.77746675997201,16.183673469387756,12.23076923076923,15.285714285714286,11.711538461538462,0.22448979591836735,12.0,9.0,14.0,3.0,3.0,2.0,10.0,21.0,8.0,31.0,3.0,5.0,4.0,10.0,14.0,4.0,2.0,9.0,7.0,,10.0,10.0,4.0,2.0,27.0,10.0,0.47619047619047616,0.6,0.2875,0.375,0.34444444444444444,0.5,0.6428571428571429,0.35,0.6428571428571429,0.6923076923076923,0.05,0.375,1.0,0.825,0.53646125,0.584275,0.09302325581395349,0.16666666666666666,0.3225806451612903,4.738095238095238,5.0,2.0,4.0,1.0,5.0,5.0,,14.0,1.0,,3.0,1.0,19.0,2.0,4.0,1.0,,4.0,,3.0,3.0,4.0,14.0,,1.0,4.0,,9.0,3.0,5.0,8.0,1.0,2.0,2.0,,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0.05263157894736842,,0.05263157894736842,0.5,0.4,0.4,0.475,0.7142857142857143,0.16666666666666666,0.2857142857142857,0.14285714285714285,0.25,0.8333333333333334,0.7142857142857143,0.8333333333333334,,0.038461538461538464,1.0,0.125,0.2,0.25,0.125,0.35,,,,0.8,0.5,0.2,0.375,,,0.12903225806451613,24.83157894736842,1.0,6.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,0.3,0.375,0.09523809523809523,0.07142857142857142,0.2,0.5,0.8,0.5,0.3333333333333333,0.2,0.2,1.0,0.59635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201937-203497-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Ricky Rubio, Rudy Gobert, Joe Ingles","O'Neale, Mitchell, Rubio, Gobert, Ingles",1626220-1628378-201937-203497-204060,UTA,29.0,1,,,2.0,1.0,,3.0,2.0,,,,,,,,,1.0,,,,,148.9655172413793,6.0,17.0,6.0,6.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201973-202324-202692,1610612762,"Royce O'Neale, Donovan Mitchell, Jonas Jerebko, Derrick Favors, Alec Burks","O'Neale, Mitchell, Jerebko, Favors, Burks",1626220-1628378-201973-202324-202692,UTA,29.0,1,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,99.3103448275862,26.0,3.0,26.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.48195,0.48195,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201973-202692-203497,1610612762,"Royce O'Neale, Donovan Mitchell, Jonas Jerebko, Alec Burks, Rudy Gobert","O'Neale, Mitchell, Jerebko, Burks, Gobert",1626220-1628378-201973-202692-203497,UTA,142.0,1,2.0,1.0,5.0,4.0,,9.0,8.0,,,,,,,,,,,,,,91.26760563380282,12.4,20.0,12.4,20.0,,,2.0,2.0,,,,2.0,2.0,2.0,9.0,,,,,,1.0,,,,,1.0,2.0,1.0,,9.0,,1.0,,0.875,,0.9,,,0.5,1.0,1.0,,,,1.0,0.5793375,,0.2,0.3333333333333333,,1.95,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,3.0,,1.0,,1.0,3.0,,7.0,,,,,,,,,,,,,,1.0,0.5,,0.5,,,,0.5,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,25.3,1.0,4.0,,2.0,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-201973-203497-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Jonas Jerebko, Rudy Gobert, Joe Ingles","O'Neale, Mitchell, Jerebko, Gobert, Ingles",1626220-1628378-201973-203497-204060,UTA,328.0,2,5.0,4.0,12.0,11.0,,23.0,7.0,1.0,5.0,6.0,,2.0,1.0,3.0,,1.0,,1.0,1.0,1.0,100.97560975609755,12.916666666666666,15.727272727272727,12.75,15.727272727272727,,9.0,3.0,4.0,,,,3.0,5.0,2.0,11.0,,,,,6.0,1.0,,1.0,,,3.0,2.0,1.0,,11.0,,0.6,,0.5,,0.55,,0.3333333333333333,0.4444444444444444,0.75,1.0,,,,0.8888888888888888,0.5127888888888888,,0.1,0.16666666666666666,,2.58,1.0,,,,1.0,,1.0,4.0,,,,1.0,4.0,,,,,,,,,,4.0,1.0,,,,,,4.0,1.0,,,,,,,,,,,,0.25,,0.25,,,,0.4444444444444444,1.0,,0.2,,,,,1.0,1.0,,,0.1111111111111111,,,,0.4444444444444444,0.25,0.25,,,,,,,0.25,,25.725,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,0.4,0.25,1.0,0.5,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-202324-202692-203109,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Alec Burks, Jae Crowder","O'Neale, Mitchell, Favors, Burks, Crowder",1626220-1628378-202324-202692-203109,UTA,159.0,2,3.0,1.0,4.0,5.0,,9.0,6.0,1.0,3.0,4.0,,,,,,1.0,,1.0,1.0,,81.50943396226415,24.5,12.2,24.25,12.2,,3.0,1.0,3.0,,,,1.0,4.0,2.0,7.0,,,,3.0,2.0,,,,,,2.0,3.0,1.0,,5.0,3.0,0.25,,0.5,1.5,0.5833333333333334,1.5,,0.6,0.3333333333333333,0.5,,,,0.8,0.44756,0.5481,0.3333333333333333,0.2,0.42857142857142855,5.425,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,3.0,2.0,,,1.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,0.3333333333333333,,,,1.0,,1.0,,,0.2,,,0.2,,,,,1.0,1.0,,,,,0.2857142857142857,23.3,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,0.25,0.3333333333333333,,0.3333333333333333,,,,1.0,1.0,1.0,0.4836,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
1626220-1628378-202324-203109-203497,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Jae Crowder, Rudy Gobert","O'Neale, Mitchell, Favors, Crowder, Gobert",1626220-1628378-202324-203109-203497,UTA,185.0,2,3.0,-3.0,5.0,6.0,2.0,11.0,12.0,,1.0,1.0,,,,1.0,1.0,3.0,2.0,,1.0,,85.62162162162161,21.2,13.166666666666666,21.2,12.0,0.4,,,1.0,,,,,1.0,,9.0,,,,3.0,,,,1.0,,,2.0,,,,9.0,3.0,,,1.125,1.5,1.125,1.5,1.0,0.25,,,,,,1.0,0.4866875,0.5178,,,0.3333333333333333,3.5,,,,,,1.0,2.0,2.0,,1.0,1.0,3.0,3.0,,,,,,1.0,1.0,6.0,,2.0,2.0,2.0,2.0,1.0,6.0,,1.0,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,0.75,1.0,,,,,,,1.0,,,,,,,0.25,0.5,1.0,1.0,0.5,,,,1.0,1.0,1.0,,24.833333333333332,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,False
