EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,OffThreePtRebounds,FTDefRebounds,Charge Fouls Drawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyOffPoss,PenaltyFG2A,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ThreePtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,SelfORebPct,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyOffPossPct,DeadBallTurnovers,StepOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,DefCorner3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,Fg3aBlocked,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3SecondViolations,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1626161-1627741-1627746-1627781-1628368,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, Malachi Richardson, De'Aaron Fox","Cauley-Stein, Hield, Labissiere, Richardson, Fox",1626161-1627741-1627746-1627781-1628368,SAC,841.0,1,14.0,8.0,30.0,31.0,4.0,61.0,7.0,11.0,1.0,3.0,4.0,14.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,13.0,29.0,2.0,5.0,1.0,33.0,25.0,1.0,3.0,1.0,2.0,14.0,12.0,6.0,2.0,3.0,1.0,2.0,7.0,2.0,9.0,1.0,1.0,3.0,3.0,1.0,20.0,4.0,4.0,5.0,9.0,4.0,13.0,8.0,8.0,3.0,5.0,6.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,31.0,0.5384615384615384,0.5833333333333334,1.0,0.4,0.4,0.4482758620689655,0.3333333333333333,0.47058823529411764,0.25,0.4714285714285714,0.25,0.14705882352941177,0.06896551724137931,0.14285714285714285,0.625,0.25,0.6666666666666666,0.6428571428571429,0.21052631578947367,0.25,0.2,0.5,0.5,1.0,0.5,0.6666666666666666,104.44708680142686,0.5,12.933333333333334,14.612903225806452,12.6,13.741935483870968,0.3235294117647059,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.4117647058823529,0.2857142857142857,0.3333333333333333,0.75,0.11764705882352941,0.5,0.5,0.5,0.058823529411764705,0.5,0.5,1.0,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.25,0.47058823529411764,0.3333333333333333,0.5068823529411766,0.663175,0.05714285714285714,0.06666666666666667,0.06060606060606061,6.665517241379311,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1627781-202066,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, Malachi Richardson, Garrett Temple","Cauley-Stein, Hield, Labissiere, Richardson, Temple",1626161-1627741-1627746-1627781-202066,SAC,193.0,1,3.0,6.0,6.0,6.0,1.0,12.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,4.0,1.0,3.0,,9.0,3.0,,,1.0,,6.0,,3.0,,1.0,,,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,,2.0,1.0,4.0,1.0,5.0,,,1.0,2.0,1.0,,,,,1.0,1.0,2.0,2.0,9.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,,0.6428571428571429,,0.6428571428571429,,0.42857142857142855,,,0.5,,1.0,0.75,0.3333333333333333,,,,1.0,,,1.0,89.53367875647668,1.0,13.833333333333334,18.333333333333332,12.833333333333334,17.833333333333332,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,,,1.0,0.7142857142857143,,0.5615214285714286,,,,,7.575,23.7,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628368-1628382,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, Justin Jackson","Cauley-Stein, Hield, Labissiere, Fox, Jackson",1626161-1627741-1627746-1628368-1628382,SAC,759.0,7,13.0,-18.0,23.0,25.0,1.0,48.0,3.0,5.0,,,2.0,4.0,3.0,7.0,1.0,2.0,1.0,1.0,3.0,8.0,16.0,2.0,5.0,2.0,24.0,42.0,,,1.0,,10.0,6.0,6.0,,3.0,1.0,,5.0,2.0,7.0,1.0,1.0,3.0,,2.0,16.0,1.0,2.0,4.0,6.0,1.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,5.0,2.0,2.0,,,,,24.0,0.625,0.625,1.0,0.4,0.4,0.5,,0.5238095238095238,,0.5454545454545454,,0.23809523809523808,,,0.8,0.125,0.6666666666666666,0.75,0.09090909090909091,,,0.25,,,1.0,0.6666666666666666,91.06719367588933,,16.82608695652174,14.88,16.52173913043478,14.64,0.23809523809523808,0.6,0.6,1.0,0.19047619047619047,0.5,0.5,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.09523809523809523,0.5,0.5,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.47619047619047616,0.3333333333333333,0.49295714285714287,0.6129,0.13636363636363635,0.125,,11.2625,24.04,5.0,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.09090909090909091,0.4257,0.16666666666666666,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628368-1628412,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, Frank Mason","Cauley-Stein, Hield, Labissiere, Fox, Mason",1626161-1627741-1627746-1628368-1628412,SAC,5.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628368-1713,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, Vince Carter","Cauley-Stein, Hield, Labissiere, Fox, Carter",1626161-1627741-1627746-1628368-1713,SAC,81.0,2,1.0,,2.0,4.0,,6.0,,,,,1.0,2.0,,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,3.0,,3.0,,,,,1.0,1.0,,,,,,,,2.0,,,,,,0.5,,0.5,,0.5,,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,106.66666666666666,,21.5,9.5,21.5,9.5,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,0.3788,,,,,5.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628368-201588,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, George Hill","Cauley-Stein, Hield, Labissiere, Fox, Hill",1626161-1627741-1627746-1628368-201588,SAC,378.0,2,6.0,-9.0,12.0,12.0,1.0,24.0,2.0,2.0,,,2.0,5.0,,2.0,,,,1.0,1.0,4.0,9.0,1.0,1.0,,11.0,20.0,1.0,1.0,,2.0,4.0,4.0,3.0,,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,1.0,1.0,1.0,2.0,1.0,3.0,,,2.0,4.0,,,,,,,,,,9.0,0.5,0.5,1.0,1.0,1.0,0.4444444444444444,1.0,0.55,1.0,0.55,1.0,0.1,,,1.0,0.2,0.3333333333333333,0.5,0.2,,0.3333333333333333,,1.0,,,0.5,91.42857142857143,,18.083333333333332,13.416666666666666,17.833333333333332,12.333333333333334,0.2,1.0,1.0,0.5,0.5,0.4,0.4,0.5,0.2,,,,,,,,0.1,1.0,1.0,1.0,,,,0.3,1.0,0.441305,0.4344,,,0.18181818181818182,9.033333333333333,25.0,8.0,,,,,,,,,,,,1.0,,2.0,1.0,1.0,3.0,,,0.6666666666666666,0.2,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628368-202066,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, Garrett Temple","Cauley-Stein, Hield, Labissiere, Fox, Temple",1626161-1627741-1627746-1628368-202066,SAC,429.0,7,7.0,-1.0,16.0,15.0,2.0,31.0,1.0,1.0,,,2.0,4.0,1.0,4.0,,,,2.0,3.0,4.0,9.0,2.0,3.0,,14.0,15.0,,,,,,8.0,6.0,,3.0,2.0,,,2.0,2.0,2.0,,,,,6.0,1.0,3.0,1.0,4.0,1.0,5.0,2.0,2.0,3.0,5.0,2.0,,,,,1.0,1.0,1.0,1.0,14.0,,,1.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,,0.5833333333333334,,0.5833333333333334,,0.25,,,1.0,0.2,0.6,0.6666666666666666,0.16666666666666666,,0.5,,1.0,,,0.5,104.05594405594405,1.0,12.9375,14.8,12.875,14.4,0.08333333333333333,1.0,1.0,,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.25,0.25,,,,,,0.25,0.6666666666666666,0.6666666666666666,1.0,,,,0.3333333333333333,0.6666666666666666,0.42969583333333333,,,,,11.899999999999999,25.5,12.0,,,1.0,,,,,,,3.0,1.0,1.0,,3.0,2.0,1.0,5.0,,3.0,0.6,0.16666666666666666,0.3705,,0.1875,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628368-203992,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, Bogdan Bogdanovic","Cauley-Stein, Hield, Labissiere, Fox, Bogdanovic",1626161-1627741-1627746-1628368-203992,SAC,3455.0,21,58.0,,126.0,121.0,14.0,247.0,21.0,34.0,4.0,7.0,10.0,22.0,8.0,20.0,3.0,5.0,,9.0,26.0,39.0,76.0,12.0,31.0,27.0,141.0,141.0,5.0,10.0,3.0,14.0,38.0,40.0,33.0,8.0,25.0,9.0,7.0,19.0,11.0,30.0,8.0,3.0,12.0,2.0,5.0,71.0,12.0,18.0,22.0,42.0,14.0,56.0,5.0,2.0,15.0,28.0,30.0,2.0,29.0,2.0,7.0,5.0,3.0,7.0,4.0,127.0,0.48717948717948717,0.5428571428571428,0.9166666666666666,0.3870967741935484,0.4,0.5131578947368421,0.5,0.5327102803738317,0.5,0.5875,0.5384615384615384,0.2897196261682243,0.09210526315789473,0.13636363636363635,0.7333333333333333,0.3333333333333333,0.8181818181818182,0.7692307692307693,0.24528301886792453,0.46153846153846156,0.3333333333333333,0.18181818181818182,0.75,0.7857142857142857,0.625,0.8,102.94645441389291,0.5714285714285714,13.404761904761905,14.59504132231405,13.095238095238095,13.867768595041323,0.3177570093457944,0.6176470588235294,0.7,0.5714285714285714,0.205607476635514,0.45454545454545453,0.5263157894736842,0.2,0.18691588785046728,0.4,0.4,0.625,0.04672897196261682,0.6,0.6,1.0,0.24299065420560748,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.5384615384615384,0.5714285714285714,,0.6074766355140186,0.36,0.484333962264151,0.5317791666666666,0.07142857142857142,0.08641975308641975,0.09929078014184398,7.868421052631579,26.364516129032257,45.0,1.0,2.0,3.0,2.0,2.0,7.0,0.6666666666666666,0.058823529411764705,,34.0,17.0,2.0,3.0,10.0,5.0,5.0,21.0,1.0,33.0,0.47619047619047616,0.043478260869565216,0.49550384615384613,0.03225806451612903,0.2698412698412698,11.0,,5.0,3.0,2.0,,2.0,1.0,6.0,10.0,2.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0,12.0,5.0,10.0,19.0,58.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,56.0,6.0,0.3333333333333333,0.5,0.7058823529411765,0.7222222222222222,0.8055555555555556,0.11764705882352941,0.3333333333333333,0.5,0.23076923076923078,0.3333333333333333,1.0,0.37037037037037035,0.6,0.1111111111111111,0.6666666666666666,0.25925925925925924,0.42857142857142855,0.41134751773049644,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628382-1628412,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, Justin Jackson, Frank Mason","Cauley-Stein, Hield, Labissiere, Jackson, Mason",1626161-1627741-1627746-1628382-1628412,SAC,42.0,1,1.0,1.0,1.0,2.0,,3.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,2.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,1.0,,0.5,,0.5,,0.5,,,,,1.0,1.0,,,,,,,,1.0,102.85714285714286,,12.0,15.0,12.0,15.0,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,0.5,,0.3984,,,,,19.2,51.4,2.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,0.3984,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,2.0,,,,1.0,0.5,0.5,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,False
1626161-1627741-1627746-1628382-201588,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, Justin Jackson, George Hill","Cauley-Stein, Hield, Labissiere, Jackson, Hill",1626161-1627741-1627746-1628382-201588,SAC,1599.0,6,27.0,-2.0,52.0,51.0,10.0,103.0,11.0,14.0,6.0,7.0,6.0,17.0,4.0,11.0,1.0,3.0,1.0,2.0,8.0,21.0,42.0,3.0,11.0,5.0,56.0,58.0,7.0,10.0,2.0,17.0,8.0,34.0,6.0,8.0,8.0,2.0,3.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,7.0,13.0,5.0,19.0,12.0,31.0,1.0,1.0,3.0,9.0,9.0,1.0,7.0,2.0,3.0,2.0,1.0,2.0,1.0,39.0,0.19047619047619047,0.23529411764705882,0.6666666666666666,0.2727272727272727,0.2727272727272727,0.5,0.7,0.4811320754716981,0.7083333333333334,0.5,0.7083333333333334,0.20754716981132076,0.07142857142857142,0.058823529411764705,0.45454545454545453,0.3333333333333333,0.7647058823529411,0.6428571428571429,0.3793103448275862,0.3333333333333333,0.2727272727272727,0.42857142857142855,0.5,0.4,0.5,0.8,92.7579737335835,0.5,17.346153846153847,13.666666666666666,16.03846153846154,13.0,0.2641509433962264,0.7857142857142857,0.9166666666666666,0.2727272727272727,0.32075471698113206,0.35294117647058826,0.375,0.16666666666666666,0.20754716981132076,0.36363636363636365,0.36363636363636365,,0.05660377358490566,0.3333333333333333,0.3333333333333333,1.0,0.1509433962264151,0.25,0.2857142857142857,0.5,0.5833333333333334,0.8571428571428571,0.08333333333333333,0.4716981132075472,0.25,0.48955,0.5101888888888889,0.05555555555555555,0.06976744186046512,0.30357142857142855,8.097619047619048,24.818181818181817,10.0,4.0,1.0,1.0,,,1.0,1.0,0.5,0.5,9.0,5.0,1.0,,2.0,1.0,1.0,8.0,,9.0,0.25,0.04,0.5611214285714285,,0.17307692307692307,6.0,,1.0,,2.0,,1.0,0.5,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,4.0,,2.0,4.0,12.0,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,12.0,1.0,0.5,,0.8,0.5714285714285714,0.6875,0.14285714285714285,0.5,0.5,0.08333333333333333,1.0,1.0,0.2857142857142857,1.0,0.14285714285714285,,0.14285714285714285,,0.21428571428571427,1.0,2.0,1.0,1.0,0.09090909090909091,0.125,0.16666666666666666,,,,,,,,,,,,,1610612758,2018,2017-18,False
