EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGA,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,Assisted3sPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3PctAssisted,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,ShootingFouls,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Loose Ball Fouls Drawn,PenaltyOffPoss,Corner3FGM,PenaltyFG2A,Corner3Assists,PenaltyOffPossExcludingTakeFouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,BlockingFouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyPointsPct,SecondChanceTurnovers,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,SelfOReb,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTDefRebounds,DefFTReboundPct,Travels,Offensive Fouls,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedCorner3,3SecondViolations,OffensiveGoaltends,team_id,year,season,team_vs
1626151-1626257-1627812-1627883-1628405,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Jalen Jones, Johnathan Motley","Harrison, Mejri, Ferrell, Jones, Motley",1626151-1626257-1627812-1627883-1628405,DAL,46.0,1,1.0,-2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,62.60869565217391,31.0,15.0,31.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1627812-1627883-203084,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Jalen Jones, Harrison Barnes","Harrison, Mejri, Ferrell, Jones, Barnes",1626151-1626257-1627812-1627883-203084,DAL,267.0,1,4.0,5.0,9.0,9.0,7.0,18.0,10.0,,,,,97.07865168539325,15.666666666666666,14.0,14.777777777777779,12.777777777777779,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,8.0,2.0,4.0,1.0,15.0,1.0,2.0,1.0,2.0,8.0,6.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.5,0.5,0.5,0.5,0.5833333333333334,0.3333333333333333,0.625,0.3333333333333333,0.3333333333333333,0.125,0.25,0.6666666666666666,0.25,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,0.75,1.0,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5336416666666667,0.5846,0.08333333333333333,0.125,0.13333333333333333,8.2625,25.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1627812-1628467-203084,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Maxi Kleber, Harrison Barnes","Harrison, Mejri, Ferrell, Kleber, Barnes",1626151-1626257-1627812-1628467-203084,DAL,474.0,2,8.0,2.0,15.0,16.0,2.0,31.0,11.0,2.0,1.0,2.0,1.0,94.17721518987341,14.6,15.9375,14.6,14.3125,,,1.0,,,2.0,3.0,4.0,1.0,5.0,,3.0,7.0,1.0,6.0,4.0,13.0,,,,,6.0,,,5.0,1.0,,1.0,,5.0,1.0,6.0,1.0,7.0,1.0,,4.0,4.0,,2.0,2.0,1.0,2.0,,,13.0,,0.16666666666666666,0.16666666666666666,0.42857142857142855,,0.34615384615384615,,0.43333333333333335,,0.46153846153846156,,,0.3333333333333333,,0.8333333333333334,0.2,0.6666666666666666,0.1111111111111111,,0.25,,,0.8,,0.07692307692307693,,,0.15384615384615385,0.3076923076923077,0.75,0.75,0.38461538461538464,0.2,0.2,,,,0.5384615384615384,0.2,0.5048884615384615,,0.13333333333333333,0.2222222222222222,,12.814285714285713,24.96666666666667,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1627812-1628467-203926,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Maxi Kleber, Doug McDermott","Harrison, Mejri, Ferrell, Kleber, McDermott",1626151-1626257-1627812-1628467-203926,DAL,547.0,1,9.0,5.0,17.0,17.0,,34.0,21.0,,,,,89.50639853747714,16.41176470588235,15.764705882352942,15.176470588235293,15.352941176470589,2.0,1.0,1.0,,,5.0,2.0,4.0,4.0,7.0,,6.0,10.0,4.0,7.0,2.0,26.0,1.0,2.0,,2.0,4.0,,,7.0,4.0,,1.0,,4.0,3.0,7.0,1.0,8.0,2.0,,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,,24.0,,0.5714285714285714,0.5714285714285714,0.6,0.5,0.7058823529411765,0.5,0.7222222222222222,0.5,0.4117647058823529,,,0.75,,0.8,0.3333333333333333,0.7777777777777778,0.14285714285714285,,0.3333333333333333,0.5,1.0,0.8,1.0,0.058823529411764705,1.0,1.0,0.29411764705882354,0.23529411764705882,0.5,0.5,0.4117647058823529,0.5714285714285714,0.5714285714285714,,,,0.47058823529411764,0.5714285714285714,0.47990000000000005,,0.05555555555555555,0.09090909090909091,0.07692307692307693,11.76,25.442857142857143,,12.0,4.0,8.0,4.0,20.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,3.0,8.0,4.0,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1627812-203084-203926,1610612742,"Aaron Harrison, Salah Mejri, Yogi Ferrell, Harrison Barnes, Doug McDermott","Harrison, Mejri, Ferrell, Barnes, McDermott",1626151-1626257-1627812-203084-203926,DAL,95.0,1,2.0,-5.0,2.0,3.0,1.0,5.0,8.0,,,,,75.78947368421053,25.0,15.0,25.0,14.666666666666666,,,,,,,,,1.0,1.0,,,,1.0,2.0,,3.0,,,,,,3.0,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,3.0,1.0,0.5,0.5,,,0.75,,0.75,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,1.0,1.0,0.479925,,,,,,23.95,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1627858-1628467-203926,1610612742,"Aaron Harrison, Salah Mejri, Kyle Collinsworth, Maxi Kleber, Doug McDermott","Harrison, Mejri, Collinsworth, Kleber, McDermott",1626151-1626257-1627858-1628467-203926,DAL,58.0,1,1.0,,2.0,2.0,,4.0,2.0,,,,,99.3103448275862,16.0,13.0,16.0,13.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,,1.0,,0.5,,0.5,,0.5,,,,,1.0,,1.0,,,,,,1.0,,,,,0.5,,,,,,,,,,0.5,,0.480075,,,,,12.5,22.3,1.0,,,1.0,,2.0,,,,,,,,,,,0.5,,1.0,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1628372-1628467-203084,1610612742,"Aaron Harrison, Salah Mejri, Dennis Smith Jr., Maxi Kleber, Harrison Barnes","Harrison, Mejri, Smith Jr., Kleber, Barnes",1626151-1626257-1628372-1628467-203084,DAL,35.0,1,1.0,,2.0,1.0,1.0,3.0,3.0,,,,,123.42857142857142,15.0,5.0,15.0,5.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,1.0,1.0,,,0.75,,0.75,,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,0.4586,,,,,17.4,23.2,1.0,3.0,1.0,1.0,,3.0,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2848,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1626257-1628372-1628467-203926,1610612742,"Aaron Harrison, Salah Mejri, Dennis Smith Jr., Maxi Kleber, Doug McDermott","Harrison, Mejri, Smith Jr., Kleber, McDermott",1626151-1626257-1628372-1628467-203926,DAL,178.0,2,3.0,-3.0,12.0,11.0,7.0,23.0,14.0,2.0,1.0,3.0,0.6666666666666666,186.06741573033707,8.25,7.181818181818182,7.916666666666667,7.181818181818182,1.0,2.0,2.0,,,,,,,1.0,,2.0,2.0,,2.0,7.0,11.0,,,,,4.0,,,1.0,,,1.0,,3.0,,3.0,1.0,4.0,4.0,,7.0,12.0,,1.0,,,,,,11.0,,,,1.0,,0.5,,0.55,,0.5,,,,,1.0,0.5,1.0,0.5,,,,,1.0,,0.5,1.0,1.0,,,,,0.25,,,,,,1.0,,0.644225,,0.2,0.3333333333333333,,0.7,24.2,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,0.25,,,,,,,,4.0,,,,,,,,,,10.0,,2.0,,6.0,,,,0.6988666666666666,0.8333333333333334,2.0,2.0,1.0,2.0,1.0,6.0,10.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,0.6666666666666666,0.625,1.0,0.6666666666666666,1.0,0.3333333333333333,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1627812-1627827-1627858-1628405,1610612742,"Aaron Harrison, Yogi Ferrell, Dorian Finney-Smith, Kyle Collinsworth, Johnathan Motley","Harrison, Ferrell, Finney-Smith, Collinsworth, Motley",1626151-1627812-1627827-1627858-1628405,DAL,154.0,1,3.0,-4.0,5.0,5.0,3.0,10.0,6.0,,,1.0,,93.5064935064935,21.6,9.2,20.2,9.2,1.0,,,,,2.0,1.0,2.0,,1.0,,1.0,4.0,,2.0,,2.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,2.0,,,,0.25,,0.16666666666666666,,0.16666666666666666,,0.3333333333333333,0.25,,,0.5,,,,0.3333333333333333,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,,,0.3333333333333333,,0.4074333333333333,0.3624,,,,13.025,25.0,1.0,,,1.0,,2.0,,,,,,,,,,,0.16666666666666666,,,2.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,0.43665,0.2,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
1626151-1627812-1627827-1627858-1628467,1610612742,"Aaron Harrison, Yogi Ferrell, Dorian Finney-Smith, Kyle Collinsworth, Maxi Kleber","Harrison, Ferrell, Finney-Smith, Collinsworth, Kleber",1626151-1627812-1627827-1627858-1628467,DAL,268.0,3,4.0,-1.0,10.0,11.0,,21.0,11.0,,,,,112.83582089552239,15.1,10.636363636363637,15.1,9.636363636363637,,2.0,2.0,,,4.0,,,2.0,3.0,,2.0,6.0,2.0,4.0,,10.0,,,,,,,,3.0,2.0,1.0,,,2.0,2.0,4.0,,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,,10.0,,0.5,0.5,0.3333333333333333,,0.5,,0.5,,0.4,0.16666666666666666,,0.6666666666666666,,1.0,,0.8,,,,0.5,1.0,1.0,1.0,0.2,1.0,1.0,0.4,,,,0.3,0.6666666666666666,0.6666666666666666,,,,0.6,0.6666666666666666,0.506465,,,,,4.216666666666666,25.275,1.0,6.0,2.0,4.0,2.0,10.0,2.0,2.0,,,,,,1.0,,1.0,0.1,1.0,,4.0,2.0,2.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2018,2017-18,False
