EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,FG2M,PtsAssisted2s,TwoPtAssists,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,LiveBallTurnoverPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceOffPoss,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,LongMidRangeFGA,PenaltyFG2M,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,PenaltyFg2Pct,LongMidRangeFrequency,PenaltyAtRimAccuracy,SecondChanceFG2A,OffThreePtRebounds,BlockedAtRim,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShortMidRangeAssists,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,FTOffRebounds,OffFTReboundPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls Drawn,SecondChanceTurnovers,Offensive Fouls,LongMidRangeAssists,LongMidRangePctAssisted,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,PtsUnassisted3s,HeaveAttempts,Charge Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Travels,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BlockingFouls,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,BlockingFoulsDrawn,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626179-1627759-1627824-1627846-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Abdel Nader, Shane Larkin","Rozier, Brown, Yabusele, Nader, Larkin",1626179-1627759-1627824-1627846-203499,BOS,193.0,1,3.0,-5.0,7.0,7.0,1.0,14.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.375,0.3,0.25,1.0,1.0,1.0,1.0,1.0,104.4559585492228,15.285714285714286,12.285714285714286,15.285714285714286,12.285714285714286,0.25,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.462525,0.2,0.25,7.3,27.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-1628369-1628464,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Daniel Theis","Rozier, Brown, Yabusele, Tatum, Theis",1626179-1627759-1627824-1628369-1628464,BOS,104.0,1,2.0,-4.0,3.0,3.0,,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,1.0,,1.0,,,,,,5.0,,1.0,1.0,1.0,1.25,1.25,0.5,,,,,,83.07692307692308,16.333333333333332,18.333333333333332,16.333333333333332,14.333333333333334,0.5,,0.5,1.0,1.0,1.0,1.0,1.0,0.5978,,,0.7,26.1,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-1628369-203382,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Aron Baynes","Rozier, Brown, Yabusele, Tatum, Baynes",1626179-1627759-1627824-1628369-203382,BOS,663.0,1,11.0,9.0,22.0,22.0,4.0,44.0,6.0,3.0,2.0,6.0,9.0,5.0,9.0,31.0,22.0,15.0,6.0,2.0,5.0,9.0,2.0,23.0,,7.0,8.0,9.0,1.0,2.0,,5.0,5.0,,6.0,3.0,,29.0,4.0,1.0,0.5555555555555556,0.5555555555555556,0.6944444444444444,0.7380952380952381,0.5,0.875,,0.7,0.5,,95.5656108597285,13.181818181818182,16.954545454545453,13.045454545454545,16.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,0.3333333333333333,0.5232083333333333,0.14285714285714285,0.25,4.355555555555556,25.22222222222222,0.18181818181818182,2.0,5.0,5.0,8.0,4.0,4.0,1.0,,4.0,0.8,0.8,0.5555555555555556,0.5,0.8333333333333334,1.0,0.8,1.0,1.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.5,0.25,0.125,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.47215,0.06451612903225806,0.25806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-1628400-1628444,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Semi Ojeleye, Jabari Bird","Rozier, Brown, Yabusele, Ojeleye, Bird",1626179-1627759-1627824-1628400-1628444,BOS,92.0,1,2.0,-3.0,5.0,5.0,,10.0,1.0,,,1.0,1.0,,3.0,2.0,5.0,,1.0,,,1.0,,2.0,,2.0,2.0,2.0,,1.0,,,,,,,,2.0,,,,,0.25,0.25,0.75,1.0,,1.0,1.0,,156.52173913043478,9.6,8.8,9.6,8.8,0.25,,0.25,,,,1.0,,0.5953875,,,0.9,23.900000000000002,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-1628400-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Semi Ojeleye, Shane Larkin","Rozier, Brown, Yabusele, Ojeleye, Larkin",1626179-1627759-1627824-1628400-203499,BOS,241.0,2,4.0,-1.0,9.0,8.0,5.0,17.0,5.0,,,,6.0,,,11.0,12.0,,,,,3.0,,6.0,,1.0,2.0,2.0,1.0,1.0,,,2.0,,4.0,2.0,,11.0,5.0,,,,0.6666666666666666,0.6875,,0.5,,0.5,,,101.57676348547717,15.222222222222221,13.0,15.222222222222221,12.75,0.8333333333333334,,,,,,0.8333333333333334,,0.4642833333333333,0.25,0.25,4.7,,0.5555555555555556,1.0,4.0,4.0,6.0,3.0,3.0,,,,0.75,0.75,0.6666666666666666,,0.8,0.8,0.75,,3.0,,,,,3.0,,,4.0,,,2.0,6.0,2.0,,,,1.0,,1.0,1.0,,,,6.0,,0.5,,0.6,,,1.0,,,,,1.0,,,,,0.75,,,0.459225,,0.5454545454545454,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-1628464-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Daniel Theis, Shane Larkin","Rozier, Brown, Yabusele, Theis, Larkin",1626179-1627759-1627824-1628464-203499,BOS,289.0,1,5.0,-8.0,9.0,10.0,2.0,19.0,2.0,1.0,,2.0,6.0,,2.0,1.0,9.0,,2.0,,,,,,2.0,4.0,6.0,7.0,,1.0,,3.0,2.0,,2.0,1.0,,1.0,2.0,,,,,0.05555555555555555,0.25,1.0,0.6666666666666666,0.8571428571428571,1.0,,94.67128027681662,15.777777777777779,14.7,14.666666666666666,13.4,0.25,0.125,0.25,,,,0.5,,0.4555125,0.1111111111111111,0.14285714285714285,12.75,25.9,0.2222222222222222,2.0,,,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,1.0,,,2.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,0.16666666666666666,0.5,,,0.125,,1.0,,,,,,,,,0.4257,,,,3.0,,,1.0,,1.0,,0.375,,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-1628464-203935,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Daniel Theis, Marcus Smart","Rozier, Brown, Yabusele, Theis, Smart",1626179-1627759-1627824-1628464-203935,BOS,52.0,1,1.0,-2.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,27.69230769230769,,37.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202328-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Marcus Morris","Rozier, Brown, Yabusele, Monroe, Morris",1626179-1627759-1627824-202328-202694,BOS,179.0,1,3.0,,4.0,6.0,,10.0,3.0,2.0,,,6.0,,,6.0,6.0,,,,,1.0,,2.0,2.0,1.0,3.0,5.0,,,,,,,,,,4.0,,,,,0.5,0.5,,1.0,0.5,0.6,1.0,,80.44692737430168,17.75,18.0,16.0,16.166666666666668,0.5,0.3333333333333333,,,,,0.5,,0.4953,,,5.55,,,,2.0,3.0,2.0,1.0,1.0,,,,0.3333333333333333,0.5,0.5,,0.6666666666666666,0.6666666666666666,0.5,1.0,,,,,,,,2.0,,,,,,4.0,,,2.0,,2.0,,,,,,,,,0.5,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,,0.16666666666666666,,2.0,,,,,,0.6666666666666666,,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,0.6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202694-203382,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Marcus Morris, Aron Baynes","Rozier, Brown, Yabusele, Morris, Baynes",1626179-1627759-1627824-202694-203382,BOS,863.0,1,14.0,-4.0,32.0,32.0,,64.0,4.0,8.0,4.0,7.0,13.0,6.0,11.0,32.0,36.0,18.0,7.0,4.0,6.0,8.0,4.0,22.0,7.0,4.0,12.0,14.0,4.0,7.0,,5.0,4.0,,8.0,3.0,,29.0,,1.0,0.5454545454545454,0.5454545454545454,0.5416666666666666,0.5714285714285714,0.4583333333333333,0.8,0.875,0.8461538461538461,,1.0,106.79026651216687,12.75,14.21875,12.71875,13.875,0.16666666666666666,0.3333333333333333,0.2916666666666667,0.5714285714285714,0.5714285714285714,1.0,0.625,0.5714285714285714,0.5090583333333333,0.1111111111111111,0.1875,7.261538461538462,25.39090909090909,,,1.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,0.5,0.6666666666666666,0.3076923076923077,0.42857142857142855,0.25,1.0,1.0,1.0,,2.0,4.0,,,6.0,1.0,3.0,1.0,,,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,,1.0,,,0.75,0.25,0.3076923076923077,0.75,1.0,0.2222222222222222,0.14285714285714285,0.2,1.0,0.5,0.16666666666666666,0.5,0.5,1.0,,,,0.4288,0.09375,0.03125,,1.0,,2.0,,,,,0.041666666666666664,,1.0,,,,,,0.8571428571428571,,,,3.0,1.0,2.0,1.0,1.0,1.0,,0.1,0.375,0.42857142857142855,,,0.4487,1.0,1.0,1.0,1.0,0.125,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202694-203935,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Marcus Morris, Marcus Smart","Rozier, Brown, Yabusele, Morris, Smart",1626179-1627759-1627824-202694-203935,BOS,69.0,1,1.0,,3.0,3.0,3.0,6.0,,,1.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,2.0,3.0,,,,,2.0,,3.0,,,3.0,3.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,,1.0,,,125.21739130434784,7.0,16.0,7.0,16.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5289,,,,28.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,,,,,,1.0,,,,,,3.0,1.0,1.5,,0.5,,,,,,,1.0,1.0,,,,,,1.0,1.0,0.5289,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
