EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChancePointsPct,Corner3FGA,LongMidRangeAssists,LostBallTurnovers,StepOutOfBoundsTurnovers,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,BadPassOutOfBoundsTurnovers,3SecondViolations,DefLongMidRangeReboundPct,PenaltyOffPoss,ShortMidRangeFGM,SecondChanceArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,PenaltyFG3A,ShortMidRangeAssists,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,PenaltyTurnovers,Charge Fouls,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,PenaltyArc3FGM,PenaltyFtPoints,BlockedLongMidRange,PenaltyArc3Accuracy,Offensive Fouls,SecondChanceCorner3FGA,BlockedShortMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefensiveGoaltends,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Corner3PctBlocked,BlockedArc3,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626144-1626168-1627736-1628470-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Torrey Craig, Will Barton","Mudiay, Lyles, Beasley, Craig, Barton",1626144-1626168-1627736-1628470-203115,DEN,326.0,1,5.0,1.0,9.0,11.0,1.0,20.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,2.0,3.0,14.0,13.0,1.0,4.0,4.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.25,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,88.34355828220859,0.5,14.88888888888889,17.454545454545453,13.333333333333334,16.0,0.4444444444444444,0.75,1.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.7777777777777778,0.6666666666666666,0.5575833333333333,0.5732,4.933333333333334,24.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-201163-202702,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Wilson Chandler, Kenneth Faried","Mudiay, Lyles, Beasley, Chandler, Faried",1626144-1626168-1627736-201163-202702,DEN,194.0,1,3.0,-4.0,4.0,6.0,1.0,10.0,1.0,3.0,2.0,,,1.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,9.0,3.0,,2.0,,4.0,1.0,,,,,,,,2.0,,,1.0,4.0,5.0,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,,1.0,,3.0,,,,0.25,0.25,0.25,0.3125,0.3125,0.5,,,,,,0.6666666666666666,,,0.6666666666666666,1.0,,,,74.22680412371133,,26.75,14.5,18.25,14.5,0.375,0.3333333333333333,0.3333333333333333,,,0.125,,,0.5,0.25,0.25,,0.5,0.875,0.25,0.51124375,0.562175,5.25,26.05,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-201589-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Darrell Arthur, Will Barton","Mudiay, Lyles, Beasley, Arthur, Barton",1626144-1626168-1627736-201589-203115,DEN,335.0,1,6.0,-5.0,11.0,11.0,3.0,22.0,3.0,3.0,,,1.0,1.0,,2.0,4.0,4.0,,3.0,8.0,13.0,,4.0,4.0,,2.0,,,2.0,,2.0,,1.0,4.0,,2.0,2.0,4.0,,4.0,,,,2.0,,2.0,1.0,,4.0,,,1.0,1.0,,1.0,,1.0,,8.0,0.5,0.5,,,,1.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,,,,0.5,0.6666666666666666,,1.0,0.8,,,,,1.0,94.56716417910448,,18.363636363636363,12.090909090909092,18.363636363636363,11.636363636363637,0.42857142857142855,1.0,1.0,0.3333333333333333,,0.14285714285714285,1.0,1.0,0.2857142857142857,,,,,0.8571428571428571,,0.47295,,5.775,25.566666666666666,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-201589-203486,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Darrell Arthur, Mason Plumlee","Mudiay, Lyles, Beasley, Arthur, Plumlee",1626144-1626168-1627736-201589-203486,DEN,87.0,1,1.0,,2.0,2.0,,4.0,2.0,2.0,1.0,1.0,,,,,2.0,3.0,,,4.0,4.0,1.0,,4.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,1.0,,,1.0,,1.0,,,66.20689655172414,,20.5,23.0,20.5,23.0,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,1.0,0.6666666666666666,,0.4712,0.6715,3.9,,1.0,1.0,,1.0,,2.0,,2.0,,,,,1.0,1.0,1.0,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-201589-203914,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Darrell Arthur, Gary Harris","Mudiay, Lyles, Beasley, Arthur, Harris",1626144-1626168-1627736-201589-203914,DEN,256.0,1,4.0,-5.0,8.0,9.0,,17.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,7.0,12.0,,4.0,,3.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,7.0,,1.0,3.0,4.0,,4.0,,,,,,3.0,,,3.0,1.0,2.0,,,,,,,,7.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.7,0.7,0.4,,,,,0.6,,1.0,0.6666666666666666,,,,0.5,1.0,95.625,,12.375,17.444444444444443,12.375,16.555555555555557,0.2,1.0,1.0,1.0,,0.4,0.5,0.5,0.2,1.0,1.0,1.0,,0.6,1.0,0.5506,,12.6,23.85,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-202702-203115,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Kenneth Faried, Will Barton","Mudiay, Lyles, Beasley, Faried, Barton",1626144-1626168-1627736-202702-203115,DEN,1682.0,3,28.0,18.0,58.0,57.0,12.0,115.0,15.0,24.0,4.0,11.0,5.0,6.0,6.0,14.0,24.0,41.0,6.0,16.0,72.0,54.0,5.0,16.0,32.0,12.0,14.0,6.0,3.0,8.0,4.0,12.0,4.0,5.0,28.0,8.0,7.0,16.0,23.0,9.0,32.0,5.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,7.0,7.0,11.0,13.0,2.0,,2.0,,2.0,2.0,63.0,0.3333333333333333,0.38095238095238093,0.6666666666666666,0.375,0.375,0.5853658536585366,0.5789473684210527,0.6,0.2807017543859649,0.07317073170731707,0.08333333333333333,0.09090909090909091,0.2857142857142857,0.7619047619047619,0.47058823529411764,1.0,0.8214285714285714,0.34615384615384615,0.4444444444444444,0.42857142857142855,0.7272727272727273,1.0,98.45422116527942,1.0,14.431034482758621,14.824561403508772,13.327586206896552,14.719298245614034,0.42105263157894735,0.625,0.6818181818181818,0.3333333333333333,0.19298245614035087,0.10526315789473684,0.8333333333333334,0.8333333333333334,0.24561403508771928,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5714285714285714,0.7017543859649122,0.42857142857142855,0.5121184210526316,0.5602928571428571,5.826829268292683,25.6875,8.0,2.0,2.0,3.0,2.0,9.0,6.0,6.0,1.0,,1.0,,0.6,0.6428571428571429,0.6428571428571429,,0.1111111111111111,,0.043478260869565216,0.5,0.2857142857142857,0.125,2.0,2.0,1.0,,1.0,1.0,0.4,0.03508771929824561,2.0,,0.5,2.0,4.0,1.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,2.0,1.0,0.5,1.0,0.5,0.36363636363636365,0.4,0.25,0.5,1.0,1.0,0.432675,0.06666666666666667,0.09090909090909091,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-202702-203914,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Kenneth Faried, Gary Harris","Mudiay, Lyles, Beasley, Faried, Harris",1626144-1626168-1627736-202702-203914,DEN,309.0,2,5.0,2.0,11.0,12.0,4.0,23.0,1.0,2.0,,,,3.0,1.0,2.0,1.0,5.0,2.0,3.0,12.0,10.0,,2.0,,6.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,3.0,2.0,5.0,,,,1.0,1.0,3.0,1.0,,4.0,2.0,5.0,3.0,1.0,,1.0,,1.0,,8.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.2,0.5,0.6,0.375,,,,0.25,1.0,0.5,0.5,0.75,0.5,1.0,,,0.5,107.18446601941747,,14.272727272727273,12.666666666666666,14.272727272727273,12.583333333333334,0.25,0.5,0.5,1.0,,0.375,,,0.25,0.5,1.0,1.0,,0.625,1.0,0.45921428571428574,,12.059999999999999,43.333333333333336,2.0,,,,,4.0,,,,,1.0,,,,1.0,,,,0.25,,,0.3333333333333333,1.0,,,,,,,0.125,1.0,,1.0,4.0,,,,4.0,,1.0,,,,,1.0,,4.0,,2.0,4.0,1.0,,0.3333333333333333,,,,,,,,0.58535,0.2,0.2857142857142857,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.25,1.25,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-202702-2210,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Kenneth Faried, Richard Jefferson","Mudiay, Lyles, Beasley, Faried, Jefferson",1626144-1626168-1627736-202702-2210,DEN,85.0,1,1.0,-1.0,3.0,2.0,2.0,5.0,,,,2.0,,1.0,1.0,1.0,,3.0,1.0,1.0,3.0,4.0,1.0,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,1.0,,0.375,0.375,0.25,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,84.70588235294117,,17.0,17.0,16.666666666666668,17.0,,,,,0.5,0.25,,,0.25,1.0,1.0,1.0,,0.25,1.0,0.428125,0.4705,12.299999999999999,25.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-203115-203486,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Will Barton, Mason Plumlee","Mudiay, Lyles, Beasley, Barton, Plumlee",1626144-1626168-1627736-203115-203486,DEN,943.0,7,16.0,-10.0,32.0,34.0,8.0,66.0,3.0,3.0,,9.0,,1.0,3.0,6.0,9.0,13.0,4.0,9.0,34.0,44.0,,8.0,10.0,12.0,6.0,3.0,1.0,4.0,4.0,8.0,3.0,2.0,20.0,,,5.0,6.0,,6.0,2.0,,2.0,4.0,4.0,3.0,,,7.0,4.0,9.0,9.0,1.0,,,,1.0,1.0,34.0,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,0.4444444444444444,0.6923076923076923,0.6818181818181818,0.7083333333333334,0.4090909090909091,0.07692307692307693,,0.1111111111111111,0.5714285714285714,0.5555555555555556,,,0.45454545454545453,,,,,,100.7847295864263,1.0,14.59375,14.0,14.59375,12.911764705882353,0.13636363636363635,1.0,1.0,0.6666666666666666,0.4090909090909091,0.045454545454545456,,,0.2727272727272727,0.5,0.5,1.0,,0.5454545454545454,0.5,0.4828613636363636,,7.6461538461538465,24.733333333333334,,,,,,,,,,1.0,,,,,,1.0,,,,,,,3.0,,,,0.6666666666666666,,,0.13636363636363635,3.0,,0.75,9.0,6.0,,1.0,4.0,,1.0,2.0,,,1.0,1.0,1.0,5.0,1.0,3.0,9.0,1.0,,,,0.6666666666666666,0.75,0.3333333333333333,,,0.25,0.4747125,0.125,0.2,0.28125,1.0,1.0,1.0,,,,2.0,3.0,1.0,9.0,,,1.0,4.0,,9.0,1.0,0.6666666666666666,0.875,0.9,,,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,,0.2647058823529412,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
1626144-1626168-1627736-203115-203999,1610612743,"Emmanuel Mudiay, Trey Lyles, Malik Beasley, Will Barton, Nikola Jokic","Mudiay, Lyles, Beasley, Barton, Jokic",1626144-1626168-1627736-203115-203999,DEN,115.0,1,2.0,,4.0,3.0,3.0,7.0,,1.0,,2.0,,,1.0,3.0,,3.0,1.0,3.0,3.0,3.0,,,,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,1.0,2.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,0.25,0.25,0.5,0.3333333333333333,,0.5,,,0.6666666666666666,1.0,1.0,0.4,1.0,0.5,,1.0,87.65217391304347,,22.5,8.333333333333334,18.75,8.333333333333334,0.16666666666666666,,,,0.3333333333333333,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,0.6666666666666666,0.3333333333333333,0.4956666666666667,0.665175,4.566666666666666,24.833333333333332,2.0,,2.0,,2.0,3.0,,,,,,,,0.75,0.75,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,0.5,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2018,2017-18,False
