EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,LongMidRangeAssists,LongMidRangePctAssisted,DeadBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,DefLongMidRangeReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Corner3FGM,PenaltyCorner3FGM,Travels,Offensive Fouls Drawn,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,FTDefRebounds,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Offensive Fouls,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,OffFTReboundPct,OffCorner3ReboundPct,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,Corner3PctAssisted,SelfOReb,SelfORebPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Technical Free Throw Trips,HeaveAttempts,3SecondViolations,BlockingFoulsDrawn,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1626220-1628378-200757-201937-201973,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Ricky Rubio, Jonas Jerebko","O'Neale, Mitchell, Sefolosha, Rubio, Jerebko",1626220-1628378-200757-201937-201973,UTA,81.0,1,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,71.1111111111111,16.5,24.0,16.5,16.0,0.5,1.0,1.0,0.5,1.0,0.5,0.4636,0.5172,17.5,25.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-201937-202324,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Ricky Rubio, Derrick Favors","O'Neale, Mitchell, Sefolosha, Rubio, Favors",1626220-1628378-200757-201937-202324,UTA,152.0,3,3.0,,6.0,6.0,6.0,12.0,,,1.0,1.0,3.0,4.0,2.0,9.0,2.0,4.0,1.0,,,,,9.0,6.0,0.75,0.75,0.75,0.3333333333333333,,,,113.6842105263158,11.333333333333334,14.0,11.333333333333334,14.0,,,,0.16666666666666666,0.16666666666666666,1.0,0.682425,0.682425,1.175,23.9,1.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,4.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.6666666666666666,0.75,0.75,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.75,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-201937-202327,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Ricky Rubio, Ekpe Udoh","O'Neale, Mitchell, Sefolosha, Rubio, Udoh",1626220-1628378-200757-201937-202327,UTA,220.0,2,4.0,3.0,7.0,7.0,3.0,14.0,,,3.0,2.0,1.0,1.0,3.0,3.0,2.0,,3.0,3.0,5.0,6.0,2.0,3.0,3.0,1.0,0.25,0.3,0.75,0.75,0.8333333333333334,1.0,91.63636363636364,16.428571428571427,15.0,16.428571428571427,13.285714285714286,,,,0.75,1.0,0.75,0.50465,0.533775,8.8,24.733333333333334,0.42857142857142855,5.0,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-201937-203497,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Ricky Rubio, Rudy Gobert","O'Neale, Mitchell, Sefolosha, Rubio, Gobert",1626220-1628378-200757-201937-203497,UTA,27.0,1,,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,,,,3.0,1.0,,1.5,1.5,1.0,,,,53.33333333333333,24.0,,24.0,,,,,1.0,1.0,1.0,0.3549,0.3549,,29.5,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,3.0,,,,,1.0,1.0,1.0,,1.5,1.5,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-201973-202692,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Jonas Jerebko, Alec Burks","O'Neale, Mitchell, Sefolosha, Jerebko, Burks",1626220-1628378-200757-201973-202692,UTA,47.0,1,1.0,1.0,2.0,2.0,,4.0,1.0,2.0,,,1.0,2.0,,2.0,,,,,1.0,1.0,,2.0,,0.5,0.5,0.5,,,1.0,,122.55319148936171,13.5,10.0,13.5,10.0,1.0,0.5,0.5,,,,0.37035,,21.0,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,,1.0,,,2.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-201973-203918,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Jonas Jerebko, Rodney Hood","O'Neale, Mitchell, Sefolosha, Jerebko, Hood",1626220-1628378-200757-201973-203918,UTA,208.0,1,3.0,2.0,6.0,6.0,,12.0,,,2.0,,1.0,3.0,2.0,9.0,,2.0,2.0,3.0,3.0,3.0,1.0,9.0,,0.3333333333333333,0.8,0.9,0.4,0.42857142857142855,0.375,,83.07692307692308,16.0,18.666666666666668,16.0,17.5,,,,0.4,,0.4,0.46163999999999994,,8.566666666666666,26.9,,,,,,,,,2.0,,2.0,7.0,,,,,,6.0,2.0,,2.0,2.0,2.0,,6.0,,,,,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,3.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,0.4,,,,0.6,0.3333333333333333,0.3333333333333333,,0.2,0.3333333333333333,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-201973-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Jonas Jerebko, Joe Ingles","O'Neale, Mitchell, Sefolosha, Jerebko, Ingles",1626220-1628378-200757-201973-204060,UTA,58.0,2,1.0,-1.0,2.0,2.0,1.0,4.0,,,,,1.0,3.0,,2.0,,2.0,,,,1.0,,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,99.3103448275862,16.5,12.5,15.0,12.5,,,,,,1.0,0.5272,0.8083,2.3333333333333335,,0.5,,1.0,3.0,1.0,1.0,,,,,,3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-202324-202692,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Derrick Favors, Alec Burks","O'Neale, Mitchell, Sefolosha, Favors, Burks",1626220-1628378-200757-202324-202692,UTA,344.0,3,6.0,5.0,13.0,14.0,5.0,27.0,,,2.0,1.0,2.0,6.0,3.0,9.0,2.0,2.0,2.0,7.0,8.0,8.0,2.0,9.0,5.0,0.3333333333333333,0.3888888888888889,0.45,0.3333333333333333,0.875,0.8888888888888888,1.0,113.02325581395348,11.846153846153847,13.571428571428571,11.846153846153847,13.571428571428571,,,,0.2222222222222222,0.25,0.5555555555555556,0.5117666666666667,0.5918875,4.666666666666667,24.366666666666664,0.38461538461538464,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,4.0,1.0,2.0,1.0,5.0,2.0,,,1.0,,1.0,,,2.0,2.0,2.0,,,,,5.0,,0.5,0.5,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.625,0.625,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.5,0.5,0.25,,,0.5555555555555556,1.0,4.0,2.0,1.0,,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,1.0,,,,0.75,1.0,,1.0,0.4444444444444444,0.25,0.3333333333333333,1.0,0.1,0.14285714285714285,3.0,,,1.0,,,1.0,,,,1.0,,0.16666666666666666,,,,,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-202324-203526,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Derrick Favors, Raul Neto","O'Neale, Mitchell, Sefolosha, Favors, Neto",1626220-1628378-200757-202324-203526,UTA,47.0,1,1.0,-2.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,91.91489361702128,32.0,7.5,32.0,7.5,,,,,,,0.4043,,7.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
1626220-1628378-200757-202324-203918,1610612762,"Royce O'Neale, Donovan Mitchell, Thabo Sefolosha, Derrick Favors, Rodney Hood","O'Neale, Mitchell, Sefolosha, Favors, Hood",1626220-1628378-200757-202324-203918,UTA,175.0,3,3.0,-7.0,4.0,5.0,,9.0,,1.0,2.0,,,2.0,2.0,3.0,,,2.0,,,1.0,1.0,3.0,,,0.375,0.3,0.5,,,,74.05714285714286,22.25,17.2,21.25,15.0,0.25,,,0.5,,0.5,0.4815125,,10.85,25.0,,1.0,,,,,,,1.0,,1.0,10.0,,,,,,3.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,,1.0,,,,,,1.0,0.5,,0.5,,,,,,,,,0.5,0.5,1.0,,,,,0.5,,,1.0,,,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,1.0,0.3333333333333333,1.0,,,,,0.25,,,,0.2,0.3333333333333333,,,,,,,,1.0,,1.0,1.0,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2018,2017-18,True
