EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,LongMidRangeFrequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,ShortMidRangeFGA,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,Steals,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,HeaveAttempts,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Technical Free Throw Trips,PenaltyFg2Pct,OffLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,DefFTReboundPct,ShortMidRangeFGM,AtRimAssists,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFtPoints,SelfOReb,TwoPtShootingFoulsDrawn,OffAtRimReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,BadPassTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Corner3Assists,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,AtRimPctBlocked,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallSteals,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Offensive Fouls,BadPassOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls,Charge Fouls Drawn,SecondChanceArc3FGM,ShortMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,team_id,year,season,team_vs
101109-1628390-203518-203924-2546,1610612760,"Raymond Felton, Terrance Ferguson, Alex Abrines, Jerami Grant, Carmelo Anthony","Felton, Ferguson, Abrines, Grant, Anthony",101109-1628390-203518-203924-2546,OKC,88.0,1,1.0,4.0,3.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,98.18181818181819,7.333333333333333,22.0,7.333333333333333,22.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.66215,1.1,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-201566-203500-203924,1610612760,"Raymond Felton, Corey Brewer, Russell Westbrook, Steven Adams, Jerami Grant","Felton, Brewer, Westbrook, Adams, Grant",101109-201147-201566-203500-203924,OKC,43.0,1,1.0,-5.0,2.0,2.0,4.0,,,,1.0,,1.0,,1.0,,5.0,,,1.0,,,,,,,,,,,,,,0.5,,,,,,133.95348837209303,10.5,11.0,7.0,11.0,,,,0.5,,,0.5,,0.40035,20.9,25.7,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.3969,0.40035,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-201566-203500-2546,1610612760,"Raymond Felton, Corey Brewer, Russell Westbrook, Steven Adams, Carmelo Anthony","Felton, Brewer, Westbrook, Adams, Anthony",101109-201147-201566-203500-2546,OKC,23.0,1,,3.0,2.0,1.0,3.0,,,,,,,,,3.0,,,,,,1.0,,1.0,1.0,,,3.0,,,,,0.75,,,1.0,1.0,,1.0,187.82608695652172,6.0,11.0,6.0,11.0,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-201566-203924-2546,1610612760,"Raymond Felton, Corey Brewer, Russell Westbrook, Jerami Grant, Carmelo Anthony","Felton, Brewer, Westbrook, Grant, Anthony",101109-201147-201566-203924-2546,OKC,15.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3973,6.9,,,,,,,,,1.0,,,,,,,0.3973,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-202331-203500-203924,1610612760,"Raymond Felton, Corey Brewer, Paul George, Steven Adams, Jerami Grant","Felton, Brewer, George, Adams, Grant",101109-201147-202331-203500-203924,OKC,222.0,1,4.0,7.0,9.0,8.0,17.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,14.0,7.0,4.0,6.0,2.0,2.0,1.0,,1.0,2.0,,,12.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.7,0.3333333333333333,,0.5,0.3333333333333333,,0.5,110.27027027027026,11.444444444444445,14.875,11.333333333333334,14.625,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,1.0,0.4444444444444444,1.0,0.46872777777777774,13.483333333333334,24.566666666666666,4.0,4.0,1.0,4.0,,1.0,,2.0,1.0,4.0,0.4444444444444444,,0.3333333333333333,,0.45818333333333333,0.4444444444444444,2.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,0.625,0.35714285714285715,1.0,1.0,,1.0,0.16666666666666666,1.0,,0.25,,0.1111111111111111,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-202331-203500-2546,1610612760,"Raymond Felton, Corey Brewer, Paul George, Steven Adams, Carmelo Anthony","Felton, Brewer, George, Adams, Anthony",101109-201147-202331-203500-2546,OKC,96.0,1,2.0,-5.0,2.0,3.0,5.0,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,8.0,2.0,,,,,,,1.0,,,1.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,75.0,22.5,17.0,21.5,15.333333333333334,0.3333333333333333,1.0,1.0,0.3333333333333333,,,0.6666666666666666,,0.41175,10.7,44.7,2.0,,1.0,1.0,,1.0,,2.0,1.0,2.0,0.3333333333333333,,0.3333333333333333,0.407,0.41175,1.0,1.0,1.0,3.0,,1.0,,3.0,,0.3333333333333333,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-203500-203518-203924,1610612760,"Raymond Felton, Corey Brewer, Steven Adams, Alex Abrines, Jerami Grant","Felton, Brewer, Adams, Abrines, Grant",101109-201147-203500-203518-203924,OKC,64.0,1,1.0,-2.0,2.0,2.0,4.0,,,,,,1.0,,,,2.0,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,90.0,20.5,11.5,20.5,11.5,,,,,,,,,0.2268,23.8,,2.0,2.0,,1.0,,,,1.0,,2.0,1.0,,,,0.2268,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201147-203518-203924-2546,1610612760,"Raymond Felton, Corey Brewer, Alex Abrines, Jerami Grant, Carmelo Anthony","Felton, Brewer, Abrines, Grant, Anthony",101109-201147-203518-203924-2546,OKC,132.0,1,2.0,1.0,4.0,5.0,9.0,2.0,2.0,,,3.0,4.0,,,6.0,5.0,2.0,,,,,2.0,2.0,2.0,1.0,2.0,6.0,,,0.75,0.75,0.75,,0.6666666666666666,,0.6666666666666666,,,98.18181818181817,14.0,15.2,14.0,11.6,0.5,1.0,1.0,,,,0.5,,0.531175,6.6,,1.0,5.0,,,,,,1.0,,1.0,,,,,0.3781,0.25,,,,1.0,,,,,,,2.0,,,,,,,,,0.5,,,,,,,,,,4.0,,2.0,2.0,,4.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201566-202331-202335-203500,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Patrick Patterson, Steven Adams","Felton, Westbrook, George, Patterson, Adams",101109-201566-202331-202335-203500,OKC,96.0,1,2.0,-5.0,2.0,3.0,5.0,,1.0,,,,3.0,,1.0,1.0,6.0,,,,,,,1.0,3.0,,1.0,,,,,,0.1,0.25,,,,,,75.0,29.0,12.666666666666666,29.0,12.0,0.25,,,,,,0.5,,0.495825,13.266666666666666,23.3,,,,2.0,,,,,,,0.5,,,,,,1.0,,,2.0,2.0,,,,,,,,1.0,2.0,,,0.3333333333333333,0.5,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,0.25,1.0,1.0,,,,0.25,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,0.25,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
101109-201566-202331-202335-203924,1610612760,"Raymond Felton, Russell Westbrook, Paul George, Patrick Patterson, Jerami Grant","Felton, Westbrook, George, Patterson, Grant",101109-201566-202331-202335-203924,OKC,185.0,2,3.0,-2.0,7.0,6.0,13.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,6.0,8.0,,,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,6.0,0.3333333333333333,0.3333333333333333,0.25,0.35714285714285715,0.375,0.42857142857142855,1.0,,1.0,1.0,,101.18918918918918,11.142857142857142,17.833333333333332,10.857142857142858,17.833333333333332,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,0.8571428571428571,1.0,0.6094285714285714,4.4,23.733333333333334,,,1.0,1.0,,,,,,,0.14285714285714285,,,0.6305,,,1.0,,,1.0,2.0,,,,,,,,1.0,1.0,,,0.3333333333333333,0.2,,,,1.0,,2.0,,,1.0,,,2.0,,1.0,2.0,,5.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.2857142857142857,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,0.5,,0.125,0.2,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2018,2017-18,False
