EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,Turnovers,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFtPoints,Fg2aBlocked,FTOffRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,OffThreePtRebounds,Travels,SecondChanceTurnovers,BlockingFouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Offensive Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,Technical Free Throw Trips,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,3SecondViolations,Charge Fouls,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626143-1626156-1626178-1627747-203915,1610612751,"Jahlil Okafor, D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Spencer Dinwiddie","Okafor, Russell, Hollis-Jefferson, LeVert, Dinwiddie",1626143-1626156-1626178-1627747-203915,BKN,62.0,1,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,92.9032258064516,12.5,18.5,12.5,17.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.4242,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1626178-1627747-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Joe Harris","Okafor, Russell, Hollis-Jefferson, LeVert, Harris",1626143-1626156-1626178-1627747-203925,BKN,425.0,2,7.0,8.0,12.0,12.0,,24.0,4.0,4.0,1.0,2.0,5.0,10.0,15.0,6.0,3.0,4.0,2.0,1.0,9.0,5.0,,6.0,8.0,,3.0,10.0,0.6,0.75,0.5,0.5,0.5357142857142857,,0.7142857142857143,0.75,1.0,81.31764705882354,14.166666666666666,21.25,13.833333333333334,20.5,0.3076923076923077,1.0,1.0,0.5,0.15384615384615385,0.5,0.5,1.0,0.5384615384615384,0.5234153846153846,9.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.25,1.25,0.23076923076923078,0.4,1.0,0.2857142857142857,1.0,0.25,0.3333333333333333,1.0,1.0,0.14285714285714285,0.5,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.516425,0.07142857142857142,0.09090909090909091,0.3333333333333333,25.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627747-1627821-203917,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, James Webb III, Nik Stauskas","Okafor, Russell, LeVert, Webb III, Stauskas",1626143-1626156-1627747-1627821-203917,BKN,412.0,1,7.0,11.0,15.0,14.0,1.0,29.0,2.0,3.0,3.0,4.0,5.0,8.0,25.0,2.0,1.0,2.0,1.0,,5.0,3.0,,6.0,6.0,3.0,4.0,25.0,0.2,0.2,0.625,0.8461538461538461,0.8928571428571429,,1.0,1.0,1.0,101.35922330097088,13.066666666666666,15.428571428571429,13.066666666666666,14.714285714285714,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.3076923076923077,0.75,0.75,,0.6153846153846154,0.5001115384615384,8.7875,,,,1.0,2.0,3.0,,,4.0,5.0,3.0,14.0,,,,,,8.0,3.0,,3.0,2.0,1.0,,,3.0,,,,,,2.0,,3.0,,,,,,0.25,0.8,,0.8,,,,0.38461538461538464,,1.0,,,,1.0,,1.0,,,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.6666666666666666,,,,,,,0.6666666666666666,,0.07142857142857142,,,24.52,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,11.0,9.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1.3333333333333333,1.375,1.0,1.0,0.15384615384615385,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5981666666666666,0.16666666666666666,0.44,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627747-1627821-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, James Webb III, Joe Harris","Okafor, Russell, LeVert, Webb III, Harris",1626143-1626156-1627747-1627821-203925,BKN,672.0,3,11.0,7.0,26.0,26.0,10.0,52.0,4.0,6.0,4.0,7.0,8.0,16.0,28.0,8.0,4.0,5.0,2.0,2.0,11.0,5.0,,10.0,13.0,2.0,3.0,21.0,0.5,0.6666666666666666,0.5,0.4782608695652174,0.5384615384615384,,0.5555555555555556,0.7142857142857143,0.5,111.42857142857143,12.23076923076923,13.615384615384615,12.153846153846153,13.192307692307692,0.2608695652173913,0.6666666666666666,0.8,0.5,0.30434782608695654,0.5714285714285714,0.5714285714285714,0.5,0.5652173913043478,0.5190326086956522,7.8625,3.0,3.0,3.0,3.0,2.0,4.0,,,2.0,7.0,6.0,21.0,3.0,3.0,,,7.0,8.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,5.0,3.0,,7.0,,7.0,4.0,3.0,3.0,3.0,1.0,0.5,0.2857142857142857,,0.2857142857142857,1.0,1.0,1.1666666666666667,0.30434782608695654,0.25,1.0,0.15384615384615385,0.6666666666666666,,0.4,1.0,1.0,0.08333333333333333,0.3333333333333333,0.13043478260869565,0.17391304347826086,0.5,0.5,0.5,1.0,1.0,,,,0.5,0.7112666666666666,0.15384615384615385,0.21052631578947367,0.25,23.75714285714286,12.0,2.0,4.0,,3.0,,1.0,,1.0,3.0,8.0,,2.0,4.0,10.0,3.0,,2.0,1.0,3.0,,10.0,12.0,,0.375,0.3,0.4166666666666667,0.6666666666666666,1.0,0.13043478260869565,,,,0.4,0.5,0.1,,0.1,,0.53011,,0.35714285714285715,0.46153846153846156,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.16666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627747-201960-203917,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, DeMarre Carroll, Nik Stauskas","Okafor, Russell, LeVert, Carroll, Stauskas",1626143-1626156-1627747-201960-203917,BKN,51.0,1,1.0,3.0,1.0,1.0,,2.0,,,,,,,3.0,,,1.0,,,3.0,1.0,,1.0,1.0,,,3.0,,,,1.5,1.5,,0.5,0.5,,56.470588235294116,15.0,36.0,15.0,26.0,,,,,,,,,1.0,0.55305,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,0.5,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627747-201960-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, DeMarre Carroll, Joe Harris","Okafor, Russell, LeVert, Carroll, Harris",1626143-1626156-1627747-201960-203925,BKN,323.0,2,5.0,5.0,11.0,11.0,3.0,22.0,2.0,4.0,1.0,4.0,3.0,10.0,14.0,,,1.0,,,3.0,3.0,1.0,4.0,10.0,,2.0,7.0,,,0.3,0.375,0.4666666666666667,1.0,0.75,0.75,0.6666666666666666,98.08049535603715,13.090909090909092,16.272727272727273,11.272727272727273,16.181818181818183,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.25,0.5,,0.5,0.4887916666666667,7.25,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,1.0,2.0,1.0,2.0,7.0,6.0,3.0,,2.0,1.0,1.0,1.0,5.0,,6.0,2.0,2.0,1.0,,3.0,,6.0,2.0,1.0,,1.0,,1.0,0.5,0.5,0.5,0.5,0.625,0.7,0.16666666666666666,0.7142857142857143,,0.75,1.0,,,1.0,,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.554075,0.14285714285714285,0.16666666666666666,0.5,24.5,5.0,1.0,1.0,,,,,,,2.0,3.0,,,2.0,6.0,,,1.0,,2.0,,6.0,5.0,,0.6666666666666666,0.6666666666666666,0.75,0.5,,,,,,0.3333333333333333,1.0,,,,,0.5228333333333334,,0.42857142857142855,0.45454545454545453,2.0,2.0,,1.0,1.0,1.0,1.0,,,0.2,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627747-203112-203915,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, Quincy Acy, Spencer Dinwiddie","Okafor, Russell, LeVert, Acy, Dinwiddie",1626143-1626156-1627747-203112-203915,BKN,180.0,1,3.0,2.0,5.0,5.0,,10.0,1.0,3.0,,,3.0,6.0,6.0,4.0,2.0,2.0,,,4.0,3.0,,3.0,5.0,,1.0,4.0,0.6666666666666666,1.0,0.5,0.42857142857142855,0.42857142857142855,,1.0,1.0,1.0,80.0,13.4,22.6,13.0,22.6,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,0.5714285714285714,0.5169,9.933333333333334,2.0,1.0,2.0,3.0,,1.0,,,,1.0,,4.0,1.0,2.0,,,2.0,2.0,,2.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.14285714285714285,0.6666666666666666,,0.5,,1.0,1.0,1.0,,,,0.42857142857142855,0.14285714285714285,,,,1.0,0.5,,,,,0.70705,,,0.3333333333333333,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627747-203112-203925,1610612751,"Jahlil Okafor, D'Angelo Russell, Caris LeVert, Quincy Acy, Joe Harris","Okafor, Russell, LeVert, Acy, Harris",1626143-1626156-1627747-203112-203925,BKN,823.0,3,14.0,-2.0,24.0,26.0,,50.0,1.0,1.0,2.0,3.0,5.0,9.0,25.0,6.0,3.0,5.0,1.0,1.0,12.0,7.0,1.0,12.0,13.0,2.0,2.0,25.0,0.6,0.6,0.5555555555555556,0.5789473684210527,0.5952380952380952,1.0,1.0,1.0,1.0,87.48481166464155,15.5,17.346153846153847,15.333333333333334,17.346153846153847,0.05263157894736842,1.0,1.0,1.0,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5,0.5789473684210527,0.48547105263157897,12.922222222222222,1.0,,,5.0,4.0,7.0,,,4.0,10.0,3.0,27.0,,,,1.0,,4.0,6.0,,7.0,4.0,2.0,2.0,,4.0,1.0,,1.0,1.0,,6.0,,4.0,2.0,,,,,0.5,0.4,,0.4,,,,0.5263157894736842,,1.0,0.1,,,1.0,1.0,1.0,,,0.2631578947368421,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.5,,,,,,0.5714285714285714,0.4989,0.09523809523809523,0.18181818181818182,,24.44,,,,,3.0,,,,,,,,,,,6.0,,1.0,,5.0,,,,,,,,0.2,1.0,0.15789473684210525,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,1.0,,,,,,,,,0.16666666666666666,,,2.0,1.0,0.4,0.4,0.5,1.0,1.0,2.0,1.0,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627785-1627821-203917,1610612751,"Jahlil Okafor, D'Angelo Russell, Isaiah Whitehead, James Webb III, Nik Stauskas","Okafor, Russell, Whitehead, Webb III, Stauskas",1626143-1626156-1627785-1627821-203917,BKN,336.0,2,6.0,4.0,12.0,13.0,,25.0,1.0,3.0,,1.0,3.0,8.0,11.0,,,1.0,,,3.0,5.0,,8.0,9.0,2.0,2.0,9.0,,,0.375,0.4090909090909091,0.4583333333333333,,1.0,0.8888888888888888,1.0,107.14285714285715,11.0,15.692307692307692,10.583333333333334,15.692307692307692,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.09090909090909091,,,,0.5454545454545454,0.5499681818181817,9.6875,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,3.0,2.0,7.0,1.0,1.0,,,2.0,6.0,3.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,2.0,1.0,,2.0,,2.0,1.0,2.0,,2.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,0.2727272727272727,0.2,0.75,0.14285714285714285,,,,1.0,1.0,,1.0,0.36363636363636365,0.18181818181818182,0.5,0.5,1.0,1.0,1.0,,,,0.5,0.8155,0.08333333333333333,0.1111111111111111,0.18181818181818182,24.766666666666666,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,0.5,0.09090909090909091,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,0.5,,2.0,,0.5,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
1626143-1626156-1627785-201960-203915,1610612751,"Jahlil Okafor, D'Angelo Russell, Isaiah Whitehead, DeMarre Carroll, Spencer Dinwiddie","Okafor, Russell, Whitehead, Carroll, Dinwiddie",1626143-1626156-1627785-201960-203915,BKN,68.0,1,1.0,4.0,2.0,2.0,,4.0,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,4.0,,,1.0,1.0,1.0,,,,,84.70588235294117,16.0,18.0,16.0,18.0,,,,,1.0,1.0,1.0,,,0.3692,9.3,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2018,2017-18,True
