EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,ShootingFouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceFtPoints,Travels,DefensiveGoaltends,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,HeaveAttempts,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1626179-1627759-1627824-1628369-201143,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Al Horford","Rozier, Brown, Yabusele, Tatum, Horford",1626179-1627759-1627824-1628369-201143,BOS,189.0,2,3.0,-3.0,6.0,6.0,2.0,12.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,6.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.42857142857142855,1.0,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.25,91.42857142857143,16.5,15.0,16.166666666666668,13.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.5995416666666666,0.7058,0.14285714285714285,0.25,0.3333333333333333,1.6666666666666667,23.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Al Horford, Marcus Morris","Rozier, Brown, Yabusele, Horford, Morris",1626179-1627759-1627824-201143-202694,BOS,183.0,2,3.0,-3.0,6.0,5.0,,11.0,1.0,1.0,,,,1.0,3.0,1.0,2.0,7.0,10.0,,,,,2.0,,,1.0,,3.0,,,,1.0,,1.0,,,,,,1.0,2.0,4.0,1.0,7.0,,,0.3333333333333333,,0.625,,0.5833333333333334,,0.25,,,,,1.0,,,,,,86.55737704918033,14.0,19.8,14.0,19.8,0.25,1.0,1.0,,,,,0.5,0.4688875,,0.2,0.25,,12.666666666666666,26.6,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.487475,0.5714285714285714,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202328-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Marcus Morris","Rozier, Brown, Yabusele, Monroe, Morris",1626179-1627759-1627824-202328-202694,BOS,77.0,1,1.0,-2.0,2.0,3.0,,5.0,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,2.0,,2.0,,1.0,,2.0,,,2.0,2.0,1.0,1.0,,,,,,,0.5,,,0.5,,,,1.0,,,,,,93.5064935064935,19.0,13.0,19.0,13.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,2.0,,,1.0,2.0,,,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1627824-202328-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Shane Larkin","Rozier, Brown, Yabusele, Monroe, Larkin",1626179-1627759-1627824-202328-203499,BOS,4.0,1,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,360.0,4.0,,4.0,,1.0,1.0,1.0,1.0,,,,1.0,0.5437,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-201143,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Al Horford","Rozier, Brown, Tatum, Ojeleye, Horford",1626179-1627759-1628369-1628400-201143,BOS,3173.0,11,53.0,-18.0,99.0,97.0,5.0,196.0,16.0,26.0,3.0,4.0,7.0,29.0,58.0,25.0,17.0,99.0,117.0,3.0,4.0,6.0,28.0,30.0,4.0,14.0,22.0,9.0,52.0,3.0,2.0,16.0,34.0,6.0,40.0,,7.0,3.0,13.0,,22.0,22.0,22.0,9.0,93.0,0.4827586206896552,0.5185185185185185,0.5,0.75,0.4939759036144578,0.6,0.5384615384615384,0.6,0.30120481927710846,0.5384615384615384,0.7272727272727273,0.06896551724137931,0.17647058823529413,0.7441860465116279,0.10869565217391304,0.1,0.6,0.6,,88.95052001260636,15.808080808080808,16.577319587628867,15.505050505050505,15.876288659793815,0.3132530120481928,0.6153846153846154,0.6956521739130435,0.5625,0.08433734939759036,0.8,0.75,0.6144578313253012,0.4997746987951807,0.48133333333333334,0.11235955056179775,0.14285714285714285,0.06060606060606061,7.484482758620689,25.38,18.0,12.0,6.0,18.0,1.0,3.0,8.0,11.0,2.0,5.0,3.0,21.0,24.0,18.0,6.0,8.0,6.0,16.0,14.0,2.0,21.0,18.0,2.0,1.0,0.32,0.4,0.32,0.5625,0.5833333333333334,0.7619047619047619,0.7058823529411765,0.14457831325301204,0.21686746987951808,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.49713124999999997,0.21212121212121213,0.18181818181818182,16.0,3.0,6.0,4.0,,2.0,4.0,9.0,20.0,4.0,2.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,3.0,2.0,1.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,4.0,2.0,6.0,3.0,0.5454545454545454,0.06896551724137931,0.11538461538461539,0.05,0.6666666666666666,0.3333333333333333,0.09090909090909091,0.8,0.8571428571428571,1.0,0.5,0.24096385542168675,0.45,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,1.0,0.2,0.25,0.5,0.125,0.5,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Greg Monroe","Rozier, Brown, Tatum, Ojeleye, Monroe",1626179-1627759-1628369-1628400-202328,BOS,119.0,1,2.0,-2.0,3.0,4.0,,7.0,1.0,1.0,,,,2.0,2.0,,,4.0,6.0,,,,2.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,4.0,0.5,0.5,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,84.70588235294117,14.333333333333334,19.0,14.333333333333334,19.0,0.5,1.0,1.0,1.0,,,,0.5,0.6519,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-1628400-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Aron Baynes","Rozier, Brown, Tatum, Ojeleye, Baynes",1626179-1627759-1628369-1628400-203382,BOS,285.0,2,5.0,,10.0,9.0,1.0,19.0,2.0,2.0,,,,6.0,8.0,1.0,,15.0,15.0,,,,4.0,8.0,,2.0,3.0,2.0,7.0,,,,1.0,,1.0,,,,,,2.0,,,,15.0,0.3333333333333333,0.3333333333333333,0.75,,0.8333333333333334,,0.8333333333333334,,0.1111111111111111,,,,,0.5,,,,,,96.0,14.4,15.666666666666666,14.4,15.666666666666666,0.2222222222222222,1.0,1.0,1.0,,,,0.3333333333333333,0.48586666666666667,,,,,9.6375,25.2,,1.0,1.0,1.0,,,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,,,1.0,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-201143-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Greg Monroe","Rozier, Brown, Tatum, Horford, Monroe",1626179-1627759-1628369-201143-202328,BOS,58.0,1,1.0,5.0,3.0,2.0,,5.0,,,,,,,,2.0,2.0,5.0,,,,,,,,,1.0,,3.0,,,,1.0,,1.0,,,,,,,1.0,2.0,1.0,5.0,,,,,0.75,,0.8333333333333334,,1.0,,,,,1.0,,,,,,124.13793103448276,5.0,21.5,5.0,21.5,,,,,,,,1.0,0.514875,,0.3333333333333333,1.0,,,27.5,,,1.0,2.0,,,1.0,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.5,,0.5,,,1.0,1.0,,1.0,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Morris","Rozier, Brown, Tatum, Horford, Morris",1626179-1627759-1628369-201143-202694,BOS,6919.0,22,115.0,-17.0,217.0,227.0,23.0,444.0,48.0,72.0,10.0,18.0,19.0,67.0,133.0,66.0,42.0,239.0,256.0,11.0,26.0,28.0,64.0,70.0,12.0,32.0,51.0,20.0,121.0,10.0,24.0,47.0,89.0,34.0,123.0,5.0,16.0,11.0,30.0,1.0,45.0,47.0,57.0,23.0,211.0,0.47761194029850745,0.5245901639344263,0.5037593984962406,0.4230769230769231,0.4949748743718593,0.45161290322580644,0.5269058295964125,0.45161290322580644,0.3316582914572864,0.5333333333333333,0.8103448275862069,0.36363636363636365,0.23255813953488372,0.8333333333333334,0.3119266055045872,0.4583333333333333,0.5,0.75,0.05154639175257732,92.40641711229947,15.84331797235023,15.334801762114537,14.87557603686636,14.916299559471366,0.36180904522613067,0.6666666666666666,0.7272727272727273,0.4166666666666667,0.09547738693467336,0.5806451612903226,0.5555555555555556,0.6934673366834171,0.5110949494949495,0.5477565217391305,0.10599078341013825,0.152317880794702,0.11715481171548117,6.771428571428571,25.98333333333333,45.0,27.0,14.0,47.0,4.0,9.0,21.0,23.0,5.0,12.0,18.0,53.0,57.0,47.0,14.0,19.0,12.0,38.0,24.0,6.0,53.0,45.0,6.0,0.9047619047619048,0.3181818181818182,0.4166666666666667,0.3181818181818182,0.5,0.5543478260869565,0.8636363636363636,0.8918918918918919,0.135678391959799,0.23618090452261306,0.2978723404255319,0.3181818181818182,0.8571428571428571,0.2571428571428571,0.4444444444444444,0.2978723404255319,0.490835294117647,0.2217573221757322,0.2073732718894009,51.0,5.0,14.0,5.0,5.0,8.0,12.0,12.0,34.0,7.0,7.0,1.0,3.0,2.0,5.0,10.0,9.0,7.0,6.0,6.0,,4.0,7.0,2.0,5.0,1.0,1.0,,4.0,1.0,5.0,4.0,,9.0,5.0,4.0,9.0,4.0,0.43478260869565216,0.06766917293233082,0.08333333333333333,0.08823529411764706,0.8,,0.36363636363636365,0.7727272727272727,1.0,0.7142857142857143,0.4444444444444444,0.1708542713567839,0.35294117647058826,0.3870967741935484,0.5,0.25925925925925924,0.25925925925925924,0.8571428571428571,0.3684210526315789,0.3684210526315789,1.0,0.06451612903225806,0.34285714285714286,0.6666666666666666,0.08571428571428572,0.3333333333333333,,2.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,9.0,0.4,0.045454545454545456,0.06382978723404255,0.25,0.12903225806451613,0.2,0.0967741935483871,0.6666666666666666,1.0,,,,,,,,,,,,,,,1610612738,2018,2017-18,True
1626179-1627759-1628369-201143-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Aron Baynes","Rozier, Brown, Tatum, Horford, Baynes",1626179-1627759-1628369-201143-203382,BOS,4903.0,11,82.0,22.0,150.0,145.0,14.0,295.0,26.0,41.0,1.0,5.0,10.0,53.0,98.0,34.0,26.0,168.0,146.0,1.0,8.0,8.0,52.0,54.0,2.0,26.0,36.0,16.0,82.0,4.0,13.0,28.0,58.0,18.0,76.0,3.0,11.0,8.0,22.0,5.0,35.0,30.0,36.0,15.0,160.0,0.49056603773584906,0.5,0.5408163265306123,0.125,0.5378787878787878,0.25,0.5714285714285714,0.3333333333333333,0.25757575757575757,0.5,0.5957446808510638,0.28888888888888886,0.18181818181818182,0.6265060240963856,0.2537313432835821,0.26666666666666666,,0.5185185185185185,0.05084745762711865,86.64083214358556,15.6,17.675862068965518,15.093333333333334,16.49655172413793,0.3106060606060606,0.6341463414634146,0.7027027027027027,0.6153846153846154,0.07575757575757576,0.5,0.2,0.5681818181818182,0.48923712121212115,0.530225,0.12244897959183673,0.13636363636363635,0.047619047619047616,7.910204081632654,25.579411764705885,2.0,24.0,8.0,24.0,,,12.0,2.0,,,,4.0,30.0,24.0,8.0,10.0,6.0,24.0,10.0,,4.0,2.0,,0.8333333333333334,0.35294117647058826,,0.35294117647058826,1.0,1.0,0.6666666666666666,0.6551724137931034,0.18181818181818182,0.18181818181818182,0.3333333333333333,0.34782608695652173,0.75,,,0.3333333333333333,0.3368,0.023809523809523808,0.013333333333333334,15.0,1.0,11.0,3.0,,,,13.0,33.0,14.0,4.0,,,2.0,2.0,2.0,6.0,4.0,4.0,6.0,1.0,6.0,10.0,6.0,4.0,,,1.0,2.0,,3.0,1.0,3.0,9.0,7.0,2.0,9.0,6.0,1.0,0.061224489795918366,0.0975609756097561,0.06060606060606061,1.0,0.3333333333333333,0.3,0.6153846153846154,0.8571428571428571,0.7142857142857143,0.6666666666666666,0.25,0.3939393939393939,0.41935483870967744,0.3076923076923077,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.4,0.4444444444444444,1.0,0.2,,,,,0.08108108108108109,,,1.0,6.0,2.0,5.0,,1.0,5.0,1.0,,,0.5,0.058823529411764705,0.041666666666666664,0.3,0.25,,,,,1.0,3.0,3.0,1.0,0.1,0.5,1.0,,,,,,,,1610612738,2018,2017-18,True
