EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGA,Charge Fouls Drawn,ShortMidRangeFrequency,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,BlockingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChancePointsPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyPoints,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Accuracy,PenaltyPointsPct,Corner3FGM,Corner3Assists,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Offensive Fouls Drawn,BlockedShortMidRange,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFtPoints,StepOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimAccuracy,HeaveAttempts,FTDefRebounds,Travels,DefFTReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,3SecondViolations,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626159-1626175-1626196-201609-202355,1610612748,"Justise Winslow, Jordan Mickey, Josh Richardson, Goran Dragic, Hassan Whiteside","Winslow, Mickey, Richardson, Dragic, Whiteside",1626159-1626175-1626196-201609-202355,MIA,171.0,1,3.0,-2.0,7.0,7.0,1.0,14.0,4.0,6.0,1.0,4.0,6.0,1.0,9.0,11.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.25,0.25,0.6666666666666666,0.6666666666666666,0.75,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.5,1.0,117.89473684210526,1.0,12.571428571428571,11.857142857142858,12.285714285714286,11.714285714285714,1.0,0.6666666666666666,0.8,0.25,1.0,1.0,0.5423333333333333,0.4225,0.16666666666666666,0.16666666666666666,1.6333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626175-1626196-201609-203079,1610612748,"Justise Winslow, Jordan Mickey, Josh Richardson, Goran Dragic, Dion Waiters","Winslow, Mickey, Richardson, Dragic, Waiters",1626159-1626175-1626196-201609-203079,MIA,72.0,1,1.0,-6.0,3.0,3.0,1.0,6.0,,2.0,1.0,,2.0,,,6.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,120.0,,17.0,7.0,15.333333333333334,6.666666666666667,0.6666666666666666,,,,1.0,1.0,0.45316666666666666,,0.25,0.3333333333333333,2.45,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.45316666666666666,25.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626175-201609-201949-204020,1610612748,"Justise Winslow, Jordan Mickey, Goran Dragic, James Johnson, Tyler Johnson","Winslow, Mickey, Dragic, Johnson, Johnson",1626159-1626175-201609-201949-204020,MIA,158.0,1,3.0,3.0,4.0,5.0,1.0,9.0,1.0,1.0,,1.0,1.0,,5.0,2.0,,2.0,,,1.0,2.0,1.0,5.0,,2.0,3.0,2.0,5.0,,,1.0,,,1.0,,,,,,,,5.0,1.0,1.0,1.0,0.5,0.5,,,,0.6666666666666666,,0.75,0.6666666666666666,,0.5,1.0,82.0253164556962,,19.25,16.2,19.0,13.0,0.2,1.0,1.0,1.0,,1.0,0.56685,,,,1.8,,,,4.0,,4.0,,,4.0,2.0,,0.8,0.6666666666666666,0.6666666666666666,0.8,,,,26.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.25,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627855-1628389-201609,1610612748,"Justise Winslow, Josh Richardson, Okaro White, Bam Adebayo, Goran Dragic","Winslow, Richardson, White, Adebayo, Dragic",1626159-1626196-1627855-1628389-201609,MIA,44.0,1,1.0,-3.0,1.0,2.0,,3.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,98.18181818181819,,31.0,6.5,31.0,6.5,,,,,,,0.3607,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627855-201609-202355,1610612748,"Justise Winslow, Josh Richardson, Okaro White, Goran Dragic, Hassan Whiteside","Winslow, Richardson, White, Dragic, Whiteside",1626159-1626196-1627855-201609-202355,MIA,838.0,2,14.0,-1.0,27.0,26.0,6.0,53.0,4.0,10.0,3.0,8.0,20.0,3.0,28.0,29.0,3.0,4.0,12.0,3.0,2.0,3.0,,7.0,5.0,5.0,11.0,6.0,17.0,4.0,2.0,5.0,3.0,12.0,9.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,23.0,0.25,0.2857142857142857,0.4,0.46296296296296297,0.5,0.15,0.1,0.8,0.5555555555555556,0.4166666666666667,0.6875,0.3125,0.5,0.5,0.5,91.07398568019093,0.5,16.48148148148148,15.115384615384615,15.62962962962963,14.346153846153847,0.37037037037037035,0.4,0.4444444444444444,,0.75,0.6296296296296297,0.5193611111111112,0.6913875,0.14285714285714285,0.19047619047619047,6.590000000000001,,2.0,,5.0,,7.0,,,5.0,,,0.25925925925925924,,,0.18518518518518517,,,,24.557142857142857,,3.0,3.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,,2.0,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.8333333333333334,0.6,0.6,0.3333333333333333,0.6,8.0,,0.2962962962962963,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.625,0.25,1.0,0.4,1.0,1.0,0.07692307692307693,0.375,0.5,0.6666666666666666,0.07407407407407407,0.5,0.5,0.07407407407407407,0.6666666666666666,0.25,0.17857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627855-201949-204020,1610612748,"Justise Winslow, Josh Richardson, Okaro White, James Johnson, Tyler Johnson","Winslow, Richardson, White, Johnson, Johnson",1626159-1626196-1627855-201949-204020,MIA,18.0,1,,-2.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,18.0,,18.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627855-202355-204020,1610612748,"Justise Winslow, Josh Richardson, Okaro White, Hassan Whiteside, Tyler Johnson","Winslow, Richardson, White, Whiteside, Johnson",1626159-1626196-1627855-202355-204020,MIA,130.0,1,2.0,,5.0,6.0,,11.0,,,,,2.0,,3.0,3.0,,,,,,1.0,,3.0,,2.0,3.0,,3.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,3.0,,,,0.375,0.375,,,1.0,1.0,,1.0,,,1.0,1.0,121.84615384615385,,13.2,10.666666666666666,13.2,10.666666666666666,,,,,,0.5,0.4906125,,,,11.25,4.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,,4.0,0.5,,,0.5,,0.6666666666666666,0.5180833333333333,25.15,0.8,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0.5,0.5,1.0,,0.5,0.5,1.0,0.5,1.0,1.0,0.25,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,0.25,,,,,,,1.0,1.0,3.0,1.0,3.0,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627884-1628389-203482,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Bam Adebayo, Kelly Olynyk","Winslow, Richardson, Jones Jr., Adebayo, Olynyk",1626159-1626196-1627884-1628389-203482,MIA,183.0,2,3.0,-1.0,6.0,6.0,,12.0,,,,1.0,1.0,3.0,5.0,6.0,,,2.0,,,,,,,1.0,2.0,,2.0,1.0,,1.0,,,3.0,4.0,,2.0,,,,,5.0,,,1.0,0.3333333333333333,0.5,,,1.0,0.5,,0.6666666666666666,,,,1.0,94.42622950819673,,18.5,12.0,18.5,11.5,,,,,,0.6666666666666666,0.49066666666666664,,0.4,0.6666666666666666,22.9,,,,1.0,,2.0,,,1.0,,,0.6666666666666666,,,0.3333333333333333,,,,25.4,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627884-201609-202355,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., Goran Dragic, Hassan Whiteside","Winslow, Richardson, Jones Jr., Dragic, Whiteside",1626159-1626196-1627884-201609-202355,MIA,697.0,1,12.0,2.0,21.0,23.0,4.0,44.0,4.0,8.0,2.0,8.0,14.0,1.0,29.0,27.0,2.0,6.0,10.0,1.0,3.0,7.0,2.0,18.0,3.0,3.0,6.0,4.0,10.0,2.0,2.0,3.0,5.0,6.0,5.0,1.0,1.0,1.0,,,,,27.0,0.375,0.42857142857142855,0.5714285714285714,0.6363636363636364,0.6590909090909091,0.07142857142857142,0.125,0.6666666666666666,1.0,0.5,0.8571428571428571,0.4,0.75,,1.0,90.9038737446198,,16.571428571428573,15.173913043478262,16.095238095238095,14.91304347826087,0.36363636363636365,0.5,0.5714285714285714,0.5,1.0,0.7272727272727273,0.5192318181818182,0.6862,0.045454545454545456,0.07142857142857142,5.585714285714286,,,,5.0,,8.0,,,5.0,1.0,,0.36363636363636365,0.25,0.5,0.22727272727272727,,,,24.3625,,3.0,4.0,12.0,3.0,4.0,3.0,3.0,1.0,,1.0,,2.0,,1.0,0.5,0.5,0.75,1.0,0.6,0.6,1.0,0.6,5.0,,0.22727272727272727,1.0,3.0,1.0,1.0,3.0,,1.0,,,2.0,,2.0,,,1.0,,,,,1.0,,,0.5,0.5,0.5,,,,,,0.1111111111111111,0.6,0.6,,0.045454545454545456,1.0,1.0,0.13636363636363635,0.5,,0.06896551724137931,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
1626159-1626196-1627884-201949-202355,1610612748,"Justise Winslow, Josh Richardson, Derrick Jones Jr., James Johnson, Hassan Whiteside","Winslow, Richardson, Jones Jr., Johnson, Whiteside",1626159-1626196-1627884-201949-202355,MIA,7.0,1,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2018,2017-18,False
