EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,HeaveAttempts,LostBallTurnovers,Offensive Fouls Drawn,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,Steals,LostBallSteals,StepOutOfBoundsTurnovers,ShootingFouls,Fouls,BlockingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Offensive Fouls,LostBallOutOfBoundsTurnovers,LongMidRangeAssists,LongMidRangePctAssisted,BadPassSteals,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Loose Ball Fouls,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SelfOReb,Charge Fouls Drawn,3pt And 1 Free Throw Trips,SelfORebPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,Travels,Loose Ball Fouls Drawn,BlockingFouls,OffensiveGoaltends,Fg3aBlocked,Charge Fouls,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101108-101123-200782-201569-201583,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Ryan Anderson","Paul, Green, Tucker, Gordon, Anderson",101108-101123-200782-201569-201583,HOU,50.0,1,1.0,3.0,2.0,1.0,3,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.5,1.25,1.0,86.39999999999999,19.5,11.0,19.5,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52395,0.5,0.5,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-201601,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Luc Mbah a Moute","Paul, Green, Tucker, Gordon, Mbah a Moute",101108-101123-200782-201569-201601,HOU,485.0,3,8.0,3.0,14.0,14.0,28,3.0,7.0,3.0,7.0,2.0,19.0,16.0,6.0,7.0,3.0,2.0,3.0,2.0,8.0,2.0,3.0,,19.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.7083333333333334,0.7307692307692307,0.5833333333333334,83.13402061855669,17.142857142857142,17.5,16.928571428571427,17.142857142857142,0.5833333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.4630208333333334,0.08333333333333333,,26.37142857142857,6.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,7.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,1.0,0.25,0.25,0.3333333333333333,0.8,1.0,0.625,0.7,0.2,0.3333333333333333,0.5,0.75,1.0,0.3333333333333333,0.8571428571428571,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.25,0.6666666666666666,1.0,0.08333333333333333,1.0,1.0,0.75,0.3333333333333333,0.4776375,0.2,0.3684210526315789,9.940000000000001,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-201935,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, James Harden","Paul, Green, Tucker, Gordon, Harden",101108-101123-200782-201569-201935,HOU,136.0,2,2.0,1.0,4.0,5.0,9,1.0,2.0,1.0,2.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,3.0,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,95.29411764705883,12.0,17.6,12.0,17.6,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,1.0,0.411175,,,36.85,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,2.0,,2.0,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,0.3333333333333333,,,,,,1.0,,,,,6.9,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Clint Capela","Paul, Green, Tucker, Gordon, Capela",101108-101123-200782-201569-203991,HOU,1256.0,6,21.0,-8.0,39.0,41.0,80,4.0,8.0,5.0,10.0,7.0,50.0,58.0,12.0,8.0,4.0,4.0,11.0,3.0,26.0,8.0,8.0,,43.0,0.8,0.5,0.5,0.5512820512820513,0.5952380952380952,0.2564102564102564,91.71974522292993,15.743589743589743,15.658536585365853,14.846153846153847,15.536585365853659,0.20512820512820512,0.5,0.5,0.75,0.6153846153846154,0.5,0.48749230769230767,0.11904761904761904,,25.880000000000003,4.0,7.0,6.0,11.0,14.0,2.0,10.0,1.0,5.0,,2.0,14.0,29.0,2.0,5.0,,2.0,,4.0,14.0,14.0,3.0,5.0,7.0,6.0,2.0,10.0,4.0,15.0,7.0,22.0,3.0,1.0,1.0,4.0,1.0,,2.0,5.0,,4.0,4.0,,0.5,0.5384615384615384,,0.4827586206896552,0.4,0.2857142857142857,0.2857142857142857,0.1724137931034483,0.2,0.75,0.5714285714285714,0.9090909090909091,0.4,0.7777777777777778,0.35,0.25,0.75,,0.8888888888888888,1.0,0.358974358974359,0.7857142857142857,0.8461538461538461,0.5454545454545454,0.2564102564102564,0.2,0.25,0.1282051282051282,0.2,0.3333333333333333,0.2857142857142857,,0.49359285714285717,0.15625,0.08,6.76896551724138,0.10256410256410256,,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,7.0,13.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5833333333333334,0.5833333333333334,0.07142857142857142,0.4,1.0,0.3333333333333333,0.3333333333333333,0.375,0.25,1.0,0.3333333333333333,0.5,0.05128205128205128,0.5,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.2857142857142857,0.5,0.542525,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201569-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Trevor Ariza","Paul, Green, Tucker, Gordon, Ariza",101108-101123-200782-201569-2772,HOU,318.0,3,5.0,2.0,11.0,11.0,22,,1.0,,2.0,4.0,10.0,8.0,,1.0,,,1.0,,2.0,2.0,4.0,,10.0,,,,0.375,0.5,0.25,99.62264150943396,14.909090909090908,14.0,14.909090909090908,14.0,0.125,,,,0.5,,0.485525,0.2,,24.25,3.0,5.0,1.0,2.0,2.0,,1.0,1.0,3.0,,,3.0,6.0,1.0,2.0,,,2.0,4.0,2.0,4.0,,,1.0,1.0,,7.0,,7.0,1.0,8.0,,,2.0,2.0,1.0,,,2.0,,4.0,3.0,,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.5,0.6666666666666666,,,,,1.0,,1.0,0.2,,,,1.0,1.0,0.25,1.0,1.0,0.5,0.125,,,0.375,0.3333333333333333,0.3333333333333333,,,0.4111,0.25,0.4,10.633333333333333,0.2727272727272727,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,4.0,,,,,1.0,,,,,,,,0.3333333333333333,,1.0,,,,,0.125,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201935-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, James Harden, Clint Capela","Paul, Green, Tucker, Harden, Capela",101108-101123-200782-201935-203991,HOU,222.0,2,4.0,-2.0,8.0,7.0,15,,1.0,,1.0,,8.0,10.0,,1.0,,,1.0,,2.0,1.0,,,8.0,,,,0.6666666666666666,0.6666666666666666,0.16666666666666666,97.29729729729729,16.125,13.285714285714286,16.125,13.142857142857142,0.16666666666666666,,,,0.5,,0.41514999999999996,,,26.9,,,,2.0,2.0,1.0,2.0,1.0,1.0,,,4.0,5.0,,,,,,,2.0,6.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,0.25,0.25,,0.8,,,,,,0.5,,1.0,,0.5,,,,,1.0,,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,,,,,,9.16,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-201935-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, James Harden, Trevor Ariza","Paul, Green, Tucker, Harden, Ariza",101108-101123-200782-201935-2772,HOU,146.0,2,2.0,-6.0,4.0,5.0,9,1.0,1.0,1.0,1.0,,7.0,13.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,,,7.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,88.76712328767124,17.5,15.2,17.5,15.2,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.50625,,,26.2,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0,2.0,2.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,5.0,2.0,,0.5,0.5,1.0,1.0,1.0,1.25,1.25,,,1.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,0.5,1.0,0.553875,,0.7142857142857143,8.25,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-200782-203991-2772,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Clint Capela, Trevor Ariza","Paul, Green, Tucker, Capela, Ariza",101108-101123-200782-203991-2772,HOU,59.0,1,1.0,3.0,2.0,2.0,4,1.0,2.0,1.0,2.0,,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,3.0,1.0,0.5,0.5,0.75,0.75,1.0,97.6271186440678,8.5,21.0,8.5,21.0,1.0,0.5,0.5,1.0,1.0,0.5,0.544725,,,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-201569-201583-201601,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Ryan Anderson, Luc Mbah a Moute","Paul, Green, Gordon, Anderson, Mbah a Moute",101108-101123-201569-201583-201601,HOU,455.0,2,8.0,8.0,18.0,18.0,36,2.0,6.0,2.0,6.0,3.0,25.0,17.0,6.0,6.0,2.0,2.0,7.0,2.0,16.0,4.0,4.0,,25.0,1.0,0.3333333333333333,0.3333333333333333,0.6875,0.7352941176470589,0.375,113.93406593406594,12.055555555555555,13.222222222222221,12.055555555555555,13.222222222222221,0.375,0.3333333333333333,0.3333333333333333,1.0,0.6875,0.3333333333333333,0.48961875,0.17647058823529413,,26.266666666666666,3.0,3.0,,5.0,5.0,1.0,2.0,2.0,3.0,,,8.0,10.0,1.0,1.0,,,,2.0,10.0,6.0,,1.0,5.0,3.0,,3.0,6.0,9.0,,9.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,2.0,3.0,,0.625,0.625,,0.8,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.3125,1.0,1.0,0.6,0.125,0.5,1.0,0.1875,0.6666666666666666,0.6666666666666666,,,0.3658,0.2727272727272727,0.08,7.85,0.16666666666666666,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
101108-101123-201569-201583-203991,1610612745,"Chris Paul, Gerald Green, Eric Gordon, Ryan Anderson, Clint Capela","Paul, Green, Gordon, Anderson, Capela",101108-101123-201569-201583-203991,HOU,465.0,3,8.0,2.0,15.0,17.0,32,1.0,5.0,2.0,6.0,2.0,18.0,16.0,6.0,5.0,1.0,2.0,3.0,1.0,8.0,4.0,4.0,,18.0,1.0,0.3333333333333333,0.3333333333333333,0.5333333333333333,0.5294117647058824,0.4,99.09677419354838,15.466666666666667,13.705882352941176,14.4,11.823529411764707,0.3333333333333333,0.2,0.2,1.0,0.8666666666666667,0.2,0.5303033333333333,0.0625,,25.516666666666666,4.0,8.0,2.0,4.0,7.0,,,1.0,2.0,,1.0,5.0,9.0,1.0,1.0,1.0,2.0,,5.0,2.0,8.0,,,1.0,1.0,1.0,4.0,2.0,6.0,2.0,8.0,,,,,,,,1.0,1.0,5.0,4.0,1.0,0.2,0.2,0.5,0.5555555555555556,1.0,0.8333333333333334,0.625,,,,0.2857142857142857,0.8,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.75,1.0,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.25,,,,0.13333333333333333,0.5,0.5,0.3333333333333333,,0.4872666666666667,0.1,0.2777777777777778,5.644444444444444,0.26666666666666666,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,3.0,,1.0,,1.0,,,,,,,,,0.25,,,1.0,,0.25,,0.06666666666666667,1.0,1.0,1.0,0.5,,0.5,,,0.3333333333333333,1.0,0.403,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2018,2017-18,True
