EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,FtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,LostBallSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Technical Free Throw Trips,HeaveAttempts,BlockedLongMidRange,3pt And 1 Free Throw Trips,Corner3PctBlocked,3SecondViolations,team_id,year,season,team_vs
1626179-1627759-1627824-1628369-201143,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Al Horford","Rozier, Brown, Yabusele, Tatum, Horford",1626179-1627759-1627824-1628369-201143,BOS,189.0,2,3.0,3.0,6.0,6.0,2.0,12.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6428571428571429,1.25,0.6428571428571429,1.25,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,1.0,0.6666666666666666,91.42857142857143,15.0,16.5,13.5,16.166666666666668,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,0.5,1.0,1.0,0.5714285714285714,1.0,0.47692142857142855,0.501325,0.5555555555555556,8.299999999999999,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1627824-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Al Horford, Marcus Morris","Rozier, Brown, Yabusele, Horford, Morris",1626179-1627759-1627824-201143-202694,BOS,183.0,2,3.0,3.0,5.0,6.0,,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,3.0,1.0,2.0,10.0,7.0,,,,,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,,,2.0,,2.0,,,1.0,2.0,1.0,10.0,1.0,0.5,,0.5,1.0,,0.9,,0.8333333333333334,,0.4,,,1.0,,,,86.55737704918033,19.8,14.0,19.8,14.0,0.2,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.4,0.5,0.5,1.0,,,,0.6,0.5,0.47191,,,10.133333333333333,28.4,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1627824-202328-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Marcus Morris","Rozier, Brown, Yabusele, Monroe, Morris",1626179-1627759-1627824-202328-202694,BOS,77.0,1,1.0,2.0,3.0,2.0,,5.0,,,,,,,1.0,3.0,,,,,1.0,3.0,3.0,1.0,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,,1.0,2.0,,3.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.5,,0.5,,1.0,,,,,,,93.5064935064935,13.0,19.0,13.0,19.0,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,0.3333333333333333,0.54745,,,,26.53333333333333,2.0,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.54745,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1627824-202328-203499,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Greg Monroe, Shane Larkin","Rozier, Brown, Yabusele, Monroe, Larkin",1626179-1627759-1627824-202328-203499,BOS,4.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-201143,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Al Horford","Rozier, Brown, Tatum, Ojeleye, Horford",1626179-1627759-1628369-1628400-201143,BOS,3173.0,11,53.0,18.0,97.0,99.0,9.0,196.0,17.0,27.0,11.0,16.0,2.0,9.0,10.0,27.0,,3.0,30.0,52.0,12.0,33.0,117.0,99.0,3.0,4.0,1.0,4.0,14.0,26.0,33.0,27.0,10.0,11.0,28.0,9.0,67.0,6.0,14.0,43.0,12.0,55.0,7.0,3.0,10.0,22.0,21.0,103.0,0.9166666666666666,0.36363636363636365,0.25,0.36363636363636365,0.5769230769230769,0.75,0.5647058823529412,0.5625,0.5909090909090909,0.5833333333333334,0.38823529411764707,0.2727272727272727,0.8235294117647058,0.8913043478260869,0.2558139534883721,0.14285714285714285,0.4,88.95052001260636,16.577319587628867,15.808080808080808,15.876288659793815,15.505050505050505,0.3176470588235294,0.6296296296296297,0.7391304347826086,0.18823529411764706,0.6875,0.7857142857142857,0.10588235294117647,0.2222222222222222,0.2222222222222222,0.3176470588235294,0.37037037037037035,0.37037037037037035,0.9,0.375,,,0.7058823529411765,0.37037037037037035,0.5111323529411765,0.5311,0.11965811965811966,6.609615384615385,26.136363636363637,18.0,21.0,34.0,17.0,12.0,27.0,29.0,14.0,2.0,0.5666666666666667,0.5666666666666667,0.9310344827586207,1.0,0.7058823529411765,0.14583333333333334,0.2222222222222222,16.0,1.0,7.0,2.0,8.0,28.0,4.0,28.0,16.0,0.25,0.6842105263157895,0.7,0.3684210526315789,0.14285714285714285,0.5837315789473684,0.23931623931623933,0.16494845360824742,1.0,2.0,9.0,9.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,10.0,11.0,2.0,3.0,6.0,2.0,4.0,1.0,5.0,1.0,2.0,4.0,6.0,2.0,2.0,7.0,4.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,0.9090909090909091,0.11538461538461539,0.14814814814814814,0.125,0.46153846153846156,0.6666666666666666,0.3333333333333333,0.23809523809523808,0.4,0.2,0.29411764705882354,0.9,0.9090909090909091,1.0,0.10810810810810811,1.0,0.36363636363636365,0.5,0.07058823529411765,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,1.0,0.125,1.0,1.0,0.47368421052631576,1.0,0.05263157894736842,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Greg Monroe","Rozier, Brown, Tatum, Ojeleye, Monroe",1626179-1627759-1628369-1628400-202328,BOS,119.0,1,2.0,2.0,4.0,3.0,,7.0,,,,,,1.0,1.0,1.0,,,,1.0,2.0,2.0,6.0,4.0,,,,,,,3.0,1.0,1.0,1.0,1.0,,3.0,,,,,,1.0,1.0,,,,6.0,0.5,1.0,,1.0,,,1.0,,1.0,,0.6666666666666666,,,,,,,84.70588235294117,19.0,14.333333333333334,19.0,14.333333333333334,,,,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,1.0,0.48433333333333334,,,16.3,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,3.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-1628400-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Aron Baynes","Rozier, Brown, Tatum, Ojeleye, Baynes",1626179-1627759-1628369-1628400-203382,BOS,285.0,2,5.0,,9.0,10.0,1.0,19.0,4.0,4.0,1.0,1.0,,1.0,1.0,2.0,,,5.0,6.0,1.0,2.0,15.0,15.0,1.0,1.0,,,2.0,6.0,,2.0,1.0,,2.0,,4.0,1.0,,3.0,1.0,4.0,,,,,2.0,13.0,,0.5,,0.5,0.8333333333333334,1.0,0.8125,1.0,0.8333333333333334,1.0,0.25,1.0,,1.0,0.5,1.0,,96.0,15.666666666666666,14.4,15.666666666666666,14.4,0.5,1.0,1.0,0.125,1.0,1.0,0.125,,,0.25,0.5,0.5,,,,,0.75,0.5,0.53294375,0.6849,0.13333333333333333,5.983333333333333,27.35,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,0.4,0.5,1.0,1.0,0.25,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,3.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-201143-202328,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Greg Monroe","Rozier, Brown, Tatum, Horford, Monroe",1626179-1627759-1628369-201143-202328,BOS,58.0,1,1.0,-5.0,2.0,3.0,,5.0,,,,,,,,1.0,,,,,,1.0,,5.0,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,124.13793103448276,21.5,5.0,21.5,5.0,,,,,,,,,,1.0,,,,,,,1.0,,0.34485,,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-201143-202694,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Morris","Rozier, Brown, Tatum, Horford, Morris",1626179-1627759-1628369-201143-202694,BOS,6919.0,22,115.0,17.0,227.0,217.0,18.0,444.0,42.0,66.0,10.0,32.0,12.0,26.0,21.0,58.0,2.0,3.0,64.0,124.0,26.0,70.0,256.0,239.0,8.0,9.0,2.0,4.0,27.0,48.0,57.0,58.0,21.0,19.0,59.0,14.0,137.0,11.0,33.0,83.0,18.0,101.0,16.0,11.0,23.0,47.0,45.0,229.0,0.7307692307692307,0.37142857142857144,0.5,0.37142857142857144,0.5161290322580645,0.8888888888888888,0.5309278350515464,0.8461538461538461,0.5688888888888889,0.7941176470588235,0.36082474226804123,0.1896551724137931,0.7674418604651163,0.6880733944954128,0.16666666666666666,,0.5,92.40641711229947,15.334801762114537,15.84331797235023,14.916299559471366,14.87557603686636,0.3402061855670103,0.6363636363636364,0.6885245901639344,0.16494845360824742,0.3125,0.35714285714285715,0.13402061855670103,0.46153846153846156,0.46153846153846156,0.29896907216494845,0.3620689655172414,0.3620689655172414,0.6666666666666666,0.23076923076923078,0.6666666666666666,1.0,0.7010309278350515,0.3620689655172414,0.501625,0.5252555555555555,0.10546875,7.09758064516129,25.952857142857145,45.0,50.0,80.0,40.0,30.0,42.0,66.0,24.0,6.0,0.625,0.6557377049180327,0.6363636363636364,0.75,0.7142857142857143,0.11214953271028037,0.16666666666666666,51.0,7.0,13.0,8.0,16.0,72.0,5.0,70.0,50.0,0.5,0.631578947368421,0.6792452830188679,0.34210526315789475,0.5384615384615384,0.4963013157894737,0.28125,0.22466960352422907,5.0,5.0,9.0,12.0,5.0,12.0,,1.0,1.0,3.0,5.0,12.0,22.0,24.0,21.0,9.0,5.0,5.0,5.0,6.0,1.0,8.0,2.0,7.0,4.0,2.0,16.0,5.0,2.0,2.0,23.0,1.0,1.0,,4.0,1.0,4.0,11.0,9.0,6.0,3.0,12.0,8.0,0.5454545454545454,0.07258064516129033,0.07575757575757576,0.125,0.30434782608695654,1.0,0.2,0.13636363636363635,0.25,0.22727272727272727,0.10810810810810811,0.5416666666666666,0.6363636363636364,0.8709677419354839,0.021505376344086023,0.6666666666666666,0.5,0.4166666666666667,0.061855670103092786,0.4166666666666667,0.4166666666666667,1.0,0.38461538461538464,1.0,0.6,0.07692307692307693,,,0.3157894736842105,0.75,0.07894736842105263,0.3333333333333333,6.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,9.0,0.2857142857142857,,,,,,,,,,,,,,,,,1610612738,2018,2017-18,False
1626179-1627759-1628369-201143-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Aron Baynes","Rozier, Brown, Tatum, Horford, Baynes",1626179-1627759-1628369-201143-203382,BOS,4903.0,11,82.0,-22.0,145.0,150.0,23.0,295.0,22.0,49.0,17.0,30.0,13.0,20.0,9.0,38.0,2.0,5.0,52.0,99.0,10.0,46.0,146.0,168.0,12.0,18.0,2.0,7.0,33.0,60.0,24.0,38.0,9.0,8.0,30.0,7.0,68.0,19.0,18.0,52.0,31.0,83.0,11.0,8.0,18.0,30.0,35.0,113.0,0.8,0.21739130434782608,0.2857142857142857,0.21739130434782608,0.5252525252525253,0.6666666666666666,0.46206896551724136,0.6,0.477124183006536,0.6111111111111112,0.31724137931034485,0.40425531914893614,0.8181818181818182,0.746268656716418,0.37349397590361444,0.14285714285714285,1.0,86.64083214358556,17.675862068965518,15.6,16.49655172413793,15.093333333333334,0.33793103448275863,0.4489795918367347,0.5238095238095238,0.20689655172413793,0.5666666666666667,0.6071428571428571,0.13793103448275862,0.65,0.65,0.2620689655172414,0.23684210526315788,0.23684210526315788,0.7777777777777778,0.2,0.4,1.0,0.6551724137931034,0.23684210526315788,0.4934179310344827,0.5051421052631578,0.22602739726027396,6.940404040404041,25.78478260869565,2.0,12.0,44.0,22.0,8.0,32.0,19.0,9.0,,0.4230769230769231,0.4583333333333333,0.7111111111111111,0.7,0.36363636363636365,0.06535947712418301,0.08490566037735849,15.0,1.0,4.0,1.0,4.0,16.0,3.0,16.0,15.0,0.25,0.5,0.5333333333333333,0.26666666666666666,0.25,0.5076933333333333,0.1095890410958904,0.10344827586206896,5.0,10.0,4.0,7.0,1.0,8.0,,2.0,,,3.0,6.0,11.0,1.0,6.0,9.0,1.0,10.0,4.0,12.0,,2.0,,10.0,2.0,6.0,12.0,4.0,,2.0,22.0,,,1.0,2.0,,2.0,,6.0,4.0,2.0,8.0,6.0,0.5454545454545454,0.09090909090909091,0.14285714285714285,0.06666666666666667,0.45454545454545453,0.6666666666666666,,0.3333333333333333,0.48148148148148145,0.38461538461538464,0.3448275862068966,0.7333333333333333,0.7,0.75,,0.75,0.5882352941176471,0.3076923076923077,0.05517241379310345,0.125,0.125,1.0,0.4,0.5,0.2,0.08,,,0.4666666666666667,0.5714285714285714,,,8.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,,0.2857142857142857,4.0,1.0,1.0,0.02127659574468085,,,,,,,,,,,,,1610612738,2018,2017-18,False
