EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyFtPoints,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyAtRimAccuracy,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,PtsUnassisted3s,DefCorner3ReboundPct,OffThreePtRebounds,BadPassTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,LongMidRangeAssists,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceFtPoints,SecondChancePoints,Loose Ball Fouls Drawn,SecondChancePointsPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Charge Fouls Drawn,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,2pt And 1 Free Throw Trips,SelfOReb,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,HeaveAttempts,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,Blocked3s,BlockedArc3,BlockingFouls,LongMidRangePctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,DefensiveGoaltends,3pt And 1 Free Throw Trips,BlockedLongMidRange,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,OffensiveGoaltends,3SecondViolations,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1627215-1627767-202703-203121-203546,1610612740,"Walter Lemon Jr., Cheick Diallo, Nikola Mirotic, Darius Miller, Ian Clark","Lemon Jr., Diallo, Mirotic, Miller, Clark",1627215-1627767-202703-203121-203546,NOP,617.0,3,10.0,-3.0,21.0,24.0,3.0,4.0,1.0,45.0,6.0,11.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,17.0,1.0,1.0,1.0,20.0,23.0,1.0,1.0,3.0,2.0,10.0,6.0,3.0,1.0,1.0,5.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,2.0,5.0,1.0,8.0,1.0,9.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,3.0,0.625,0.625,1.0,1.0,1.0,0.47058823529411764,0.3333333333333333,0.5277777777777778,0.3333333333333333,0.5263157894736842,0.3333333333333333,0.05555555555555555,0.29411764705882354,0.36363636363636365,0.5,0.25,1.0,0.7142857142857143,0.1111111111111111,0.6666666666666666,0.7,0.1111111111111111,0.2,1.0,0.5,0.5,0.6666666666666666,105.02431118314425,1.0,12.571428571428571,14.708333333333334,11.952380952380953,14.291666666666666,0.6111111111111112,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.1111111111111111,0.5,1.0,1.0,0.2222222222222222,0.25,0.25,0.05555555555555555,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.4969972222222222,0.2827,0.3816,0.05263157894736842,0.05555555555555555,0.1,6.552941176470589,25.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627215-1627767-202732-203121-203546,1610612740,"Walter Lemon Jr., Cheick Diallo, DeAndre Liggins, Darius Miller, Ian Clark","Lemon Jr., Diallo, Liggins, Miller, Clark",1627215-1627767-202732-203121-203546,NOP,76.0,1,1.0,1.0,3.0,2.0,,,,5.0,,,,,1.0,,,,1.0,,1.0,1.0,2.0,,3.0,2.0,,,,,,,3.0,1.0,,,,1.0,1.0,,,,3.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,0.5,0.5,,,0.5,,0.5,,0.6666666666666666,,,,,,,,1.0,1.0,,,,,,1.0,94.73684210526316,,14.0,17.0,14.0,17.0,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,0.6666666666666666,,0.48285,,,,,,4.1,25.8,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627215-1627767-203076-203121-203546,1610612740,"Walter Lemon Jr., Cheick Diallo, Anthony Davis, Darius Miller, Ian Clark","Lemon Jr., Diallo, Davis, Miller, Clark",1627215-1627767-203076-203121-203546,NOP,157.0,1,3.0,-2.0,7.0,6.0,7.0,6.0,1.0,13.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,3.0,4.0,,,1.0,7.0,9.0,,3.0,4.0,7.0,,6.0,,,,1.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,,,1.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,,,7.0,7.0,7.0,,,,,,0.75,0.75,0.75,0.75,0.7,0.7,,0.25,0.5,,1.0,1.0,0.5,,,0.5,,,,1.0,,,119.23566878980891,,12.857142857142858,11.166666666666666,12.571428571428571,9.833333333333334,0.5,0.5,1.0,,0.25,1.0,1.0,,0.25,1.0,1.0,,,,,0.5,0.5,,0.4011,,0.4011,0.2,0.2,1.0,7.775,,1.0,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627215-201950-203076-203121-203546,1610612740,"Walter Lemon Jr., Jrue Holiday, Anthony Davis, Darius Miller, Ian Clark","Lemon Jr., Holiday, Davis, Miller, Clark",1627215-201950-203076-203121-203546,NOP,41.0,1,1.0,-2.0,1.0,2.0,,,1.0,3.0,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,105.36585365853658,,12.0,14.5,12.0,7.0,1.0,,,,,,,,,,,,,,,,1.0,,0.4085,,,,,,2.6,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627215-202703-202732-203121-203546,1610612740,"Walter Lemon Jr., Nikola Mirotic, DeAndre Liggins, Darius Miller, Ian Clark","Lemon Jr., Mirotic, Liggins, Miller, Clark",1627215-202703-202732-203121-203546,NOP,248.0,1,4.0,-6.0,8.0,8.0,,,,16.0,2.0,2.0,,,,,1.0,1.0,4.0,2.0,3.0,1.0,5.0,,7.0,13.0,,,,,4.0,,3.0,4.0,1.0,,2.0,1.0,3.0,1.0,2.0,,7.0,,,1.0,,1.0,,1.0,,,,,,,,,,2.0,2.0,,1.0,,,,,,,7.0,,,1.0,1.0,1.0,0.2,0.2,0.6666666666666666,,0.4375,,0.4375,,0.625,,,,,,1.0,,,1.0,,,,,1.0,,92.9032258064516,,18.25,12.75,18.25,12.75,0.25,1.0,1.0,1.0,,,,,0.125,,,0.5,0.25,0.25,1.0,,0.875,0.25,0.508025,,,,,,8.966666666666667,24.94,,,1.0,,0.125,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627215-202703-203076-203121-203546,1610612740,"Walter Lemon Jr., Nikola Mirotic, Anthony Davis, Darius Miller, Ian Clark","Lemon Jr., Mirotic, Davis, Miller, Clark",1627215-202703-203076-203121-203546,NOP,81.0,1,1.0,2.0,3.0,2.0,,,,5.0,,,,2.0,2.0,,,,,2.0,2.0,,,2.0,6.0,4.0,,,,,2.0,2.0,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,6.0,,,0.5,0.5,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,88.88888888888889,,14.666666666666666,18.5,14.666666666666666,18.5,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,0.41215,,,0.3333333333333333,0.3333333333333333,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627215-203076-203121-203546-2731,1610612740,"Walter Lemon Jr., Anthony Davis, Darius Miller, Ian Clark, Emeka Okafor","Lemon Jr., Davis, Miller, Clark, Okafor",1627215-203076-203121-203546-2731,NOP,81.0,1,1.0,-3.0,3.0,3.0,,,,6.0,,1.0,,,1.0,,,1.0,1.0,,2.0,1.0,1.0,,3.0,6.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,0.5,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,106.66666666666666,,15.0,12.0,15.0,12.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.3333333333333333,1.0,1.0,,,0.6666666666666666,1.0,0.5169833333333334,,,,,,5.8,25.7,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627767-1628455-201950-202734-203121,1610612740,"Cheick Diallo, Mike James, Jrue Holiday, E'Twaun Moore, Darius Miller","Diallo, James, Holiday, Moore, Miller",1627767-1628455-201950-202734-203121,NOP,64.0,1,1.0,3.0,3.0,3.0,,,,6.0,,1.0,,,,,,,1.0,,1.0,1.0,2.0,,3.0,,,,,,,,3.0,1.0,,,,1.0,1.0,,,,3.0,,2.0,1.0,,3.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,1.0,0.5,0.5,,,0.5,,0.5,,0.6666666666666666,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,135.0,,6.333333333333333,15.0,6.333333333333333,15.0,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,1.0,,0.5281666666666667,,,,,,2.6,26.0,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627767-1628455-202703-203121-203546,1610612740,"Cheick Diallo, Mike James, Nikola Mirotic, Darius Miller, Ian Clark","Diallo, James, Mirotic, Miller, Clark",1627767-1628455-202703-203121-203546,NOP,230.0,1,4.0,-6.0,8.0,9.0,,,1.0,17.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,2.0,4.0,,2.0,,4.0,10.0,1.0,,,,,4.0,,2.0,,,,,,,,,,,,2.0,,2.0,1.0,3.0,2.0,,2.0,3.0,,,2.0,,3.0,1.0,1.0,,1.0,,,,,,,4.0,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,1.0,,0.6666666666666666,,,0.6666666666666666,0.25,,,,1.0,,106.43478260869564,,17.25,10.222222222222221,16.0,9.222222222222221,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,,,,,0.5,,0.531,,,,,,12.775,25.4,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
1627767-200765-201950-201967-202734,1610612740,"Cheick Diallo, Rajon Rondo, Jrue Holiday, Dante Cunningham, E'Twaun Moore","Diallo, Rondo, Holiday, Cunningham, Moore",1627767-200765-201950-201967-202734,NOP,243.0,1,4.0,-1.0,10.0,9.0,10.0,,1.0,19.0,2.0,3.0,3.0,1.0,3.0,,,1.0,4.0,3.0,6.0,1.0,5.0,,9.0,10.0,1.0,3.0,6.0,9.0,6.0,,3.0,4.0,1.0,,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,9.0,9.0,10.0,1.0,1.0,1.0,0.2,0.2,0.5,0.5,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.45454545454545453,,,,,,1.0,0.5,1.0,1.0,0.16666666666666666,,1.0,,,1.0,112.5925925925926,,15.5,9.777777777777779,14.6,9.777777777777779,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,0.36363636363636365,0.25,0.25,1.0,0.2727272727272727,0.7272727272727273,0.25,0.5377590909090909,0.3215,0.5377590909090909,,,1.0,3.9499999999999997,24.84,1.0,,1.0,,0.09090909090909091,,,,2.0,,,,0.6666666666666666,,,,,,,,,,1.0,1.0,4.0,1.0,5.0,0.2,1.0,0.09090909090909091,0.36363636363636365,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2018,2017-18,False
