EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,LiveBallTurnoverPct,PenaltyOffPoss,PenaltyArc3FGA,FtPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,LostBallSteals,PenaltyTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,DefAtRimReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,DefCorner3ReboundPct,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyDefPoss,ShortMidRangeFGM,PtsUnassisted2s,FTDefRebounds,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceOffPoss,Arc3FGM,FG3M,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,Corner3FGM,Corner3FGA,Corner3Assists,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,OffTwoPtRebounds,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,LongMidRangePctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceFtPoints,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Charge Fouls,OffAtRimReboundPct,SelfOReb,SecondChanceTurnovers,SelfORebPct,Travels,Technical Free Throw Trips,AtRimPctBlocked,SecondChanceAtRimPctAssisted,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,BlockingFouls,StepOutOfBoundsTurnovers,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,BlockingFoulsDrawn,DefensiveGoaltends,Blocked3s,BlockedCorner3,Charge Fouls Drawn,Clear Path Fouls,BlockedLongMidRange,Corner3PctBlocked,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
1626166-1626170-1626171-1626245-1627756,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Denzel Valentine","Payne, Grant, Portis, Felicio, Valentine",1626166-1626170-1626171-1626245-1627756,CHI,157.0,1,3.0,-3.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,91.71974522292993,14.0,17.4,14.0,17.0,0.25,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.5447375,9.066666666666666,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1626245-1628021,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, David Nwaba","Payne, Grant, Portis, Felicio, Nwaba",1626166-1626170-1626171-1626245-1628021,CHI,76.0,2,1.0,-9.0,3.0,4.0,7.0,,,,,1.0,,,1.0,,9.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,132.63157894736844,14.666666666666666,8.0,14.666666666666666,8.0,,,,,,,1.0,1.0,0.54345,,26.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1626245-203200,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Justin Holiday","Payne, Grant, Portis, Felicio, Holiday",1626166-1626170-1626171-1626245-203200,CHI,164.0,1,3.0,-9.0,7.0,7.0,14.0,,,,2.0,2.0,,2.0,2.0,1.0,10.0,,2.0,,,,,,1.0,1.0,2.0,2.0,1.0,,,2.0,,1.0,,1.0,,,,,0.1,0.5,,,0.5,0.5,0.5,,0.5,122.92682926829268,13.285714285714286,10.142857142857142,13.285714285714286,9.0,,,,,,0.5,0.5,0.5,0.4470125,16.25,25.8,2.0,,2.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,0.1,1.0,0.5,0.4470125,0.2,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1626245-203930,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Cristiano Felicio, Sean Kilpatrick","Payne, Grant, Portis, Felicio, Kilpatrick",1626166-1626170-1626171-1626245-203930,CHI,83.0,2,1.0,-1.0,4.0,3.0,7.0,1.0,1.0,,3.0,,1.0,4.0,,2.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,1.0,1.0,0.25,0.25,0.25,,,,,1.0,1.0,,,121.44578313253012,10.75,13.333333333333334,10.75,13.333333333333334,0.25,1.0,1.0,1.0,,0.75,,0.25,0.5055,12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1627756-203943,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Denzel Valentine, Noah Vonleh","Payne, Grant, Portis, Valentine, Vonleh",1626166-1626170-1626171-1627756-203943,CHI,79.0,1,1.0,-4.0,3.0,4.0,7.0,,,,1.0,1.0,,1.0,1.0,2.0,6.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,0.3333333333333333,0.5,,,1.0,,1.0,,,127.59493670886076,7.666666666666667,14.0,7.666666666666667,14.0,,,,,,0.5,0.5,0.5,0.4407,19.2,25.2,,,,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,,2.0,3.0,0.3333333333333333,1.0,0.5,0.4407,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1627835-1628021,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Paul Zipser, David Nwaba","Payne, Grant, Portis, Zipser, Nwaba",1626166-1626170-1626171-1627835-1628021,CHI,12.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1628021-203930,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, David Nwaba, Sean Kilpatrick","Payne, Grant, Portis, Nwaba, Kilpatrick",1626166-1626170-1626171-1628021-203930,CHI,80.0,1,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,,,3.0,3.0,,6.0,4.0,2.0,,,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,6.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,108.0,12.666666666666666,14.0,12.666666666666666,14.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,0.3333333333333333,0.4264666666666667,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1628021-203943,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, David Nwaba, Noah Vonleh","Payne, Grant, Portis, Nwaba, Vonleh",1626166-1626170-1626171-1628021-203943,CHI,81.0,1,1.0,-4.0,3.0,3.0,6.0,,,,1.0,2.0,,1.0,2.0,3.0,7.0,,2.0,,,1.0,,3.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,,,,0.5,0.5,0.6666666666666666,,,,1.0,1.0,,1.0,106.66666666666666,15.0,12.0,13.333333333333334,12.0,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5185000000000001,14.6,25.2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-1628374-203200,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Lauri Markkanen, Justin Holiday","Payne, Grant, Portis, Markkanen, Holiday",1626166-1626170-1626171-1628374-203200,CHI,17.0,1,,,1.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,254.11764705882354,14.0,1.5,14.0,1.5,1.0,1.0,1.0,,,,,1.0,0.4303,2.2,,,,,,1.0,,,1.0,,,2.0,,,,,,,2.0,1.0,1.0,,,0.4303,,,1.0,1.0,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
1626166-1626170-1626171-201600-203200,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Omer Asik, Justin Holiday","Payne, Grant, Portis, Asik, Holiday",1626166-1626170-1626171-201600-203200,CHI,43.0,1,1.0,-4.0,1.0,1.0,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,66.97674418604652,24.0,19.0,24.0,19.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2018,2017-18,False
