EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg3aBlocked,PenaltyTurnovers,Charge Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Loose Ball Fouls Drawn,BlockingFoulsDrawn,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyCorner3FGM,BlockingFouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,HeaveAttempts,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626161-1627741-1628368-1713-2216,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Vince Carter, Zach Randolph","Cauley-Stein, Hield, Fox, Carter, Randolph",1626161-1627741-1628368-1713-2216,SAC,345.0,1,6.0,,14.0,13.0,1.0,27.0,1.0,2.0,,,1.0,,1.0,,,5.0,2.0,4.0,3.0,5.0,3.0,16.0,16.0,,,,4.0,,9.0,5.0,,2.0,3.0,5.0,,1.0,13.0,,,1.0,3.0,4.0,,4.0,,3.0,2.0,1.0,,1.0,4.0,,2.0,2.0,,2.0,3.0,1.0,2.0,1.0,,1.0,,16.0,1.0,1.0,1.0,0.6,0.6,0.5,,0.7222222222222222,,0.8,,0.5555555555555556,,,0.75,0.6,,1.0,,0.6666666666666666,,,,,,1.0,1.0,1.0,,,112.69565217391305,,10.571428571428571,15.153846153846153,9.571428571428571,13.846153846153847,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.1111111111111111,,,,,,,0.5555555555555556,,,0.7777777777777778,0.5089833333333333,0.50325,0.2,0.4,,6.8,26.419999999999998,14.0,2.0,5.0,,4.0,5.0,3.0,16.0,,4.0,,,16.0,14.0,,0.8,,,0.2222222222222222,0.5555555555555556,0.5089833333333333,1.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,,,3.0,3.0,,3.0,3.0,,1.0,0.6,0.5,0.7222222222222222,,0.6,0.6,1.0,,0.5,0.6,0.6,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-201585-201588,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Kosta Koufos, George Hill","Cauley-Stein, Hield, Fox, Koufos, Hill",1626161-1627741-1628368-201585-201588,SAC,167.0,2,3.0,-1.0,5.0,5.0,,10.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,3.0,3.0,,2.0,,6.0,7.0,,,,4.0,2.0,,2.0,,2.0,,2.0,,,4.0,,,,2.0,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,6.0,0.6666666666666666,0.6666666666666666,,,,1.0,,0.6,,0.6,,0.4,,,,1.0,,,,1.0,,,,,,,1.0,,,,86.22754491017965,,16.6,16.8,16.6,16.8,0.2,1.0,1.0,,0.2,0.2,1.0,1.0,,,,,0.4,,,0.6,0.49844,,,,,6.733333333333333,25.4,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-201585-202066,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Kosta Koufos, Garrett Temple","Cauley-Stein, Hield, Fox, Koufos, Temple",1626161-1627741-1628368-201585-202066,SAC,285.0,6,5.0,-4.0,9.0,9.0,2.0,18.0,,4.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,2.0,4.0,1.0,9.0,13.0,,2.0,,2.0,,6.0,2.0,4.0,1.0,2.0,3.0,1.0,,8.0,,4.0,,2.0,2.0,4.0,6.0,,,,,,,,,,1.0,,3.0,2.0,,1.0,1.0,,1.0,,9.0,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,,0.36363636363636365,,0.375,,0.36363636363636365,0.5714285714285714,0.75,,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,0.5,0.75,,,0.5,,1.0,,,,90.94736842105263,,16.88888888888889,14.777777777777779,14.88888888888889,10.11111111111111,0.36363636363636365,,,,0.09090909090909091,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.6666666666666666,,0.7272727272727273,0.5022818181818182,0.5213666666666666,0.08333333333333333,0.125,,8.842857142857143,24.6,3.0,,1.0,,,2.0,,3.0,,,,,3.0,3.0,,0.75,,,,0.5,0.5766,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,0.5,,0.75,1.0,0.5,0.5,1.0,,,1.0,0.5,,1.0,,1.0,,1.0,,,,,0.3333333333333333,,,0.5,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-201585-203992,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Kosta Koufos, Bogdan Bogdanovic","Cauley-Stein, Hield, Fox, Koufos, Bogdanovic",1626161-1627741-1628368-201585-203992,SAC,470.0,4,8.0,1.0,16.0,16.0,,32.0,1.0,2.0,,,5.0,1.0,3.0,,1.0,4.0,5.0,10.0,2.0,5.0,2.0,18.0,17.0,,,,8.0,2.0,6.0,4.0,1.0,4.0,2.0,6.0,,1.0,14.0,,,2.0,4.0,8.0,,8.0,,1.0,1.0,,,,1.0,,1.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,18.0,0.8,0.8,1.0,0.4,0.4,0.5,,0.5333333333333333,,0.5666666666666667,,0.3333333333333333,0.1,,1.0,0.8,,1.0,,0.8571428571428571,,,,,1.0,0.6666666666666666,1.0,1.0,,,98.04255319148936,0.6666666666666666,16.4375,12.9375,16.4375,12.9375,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.06666666666666667,,,,0.26666666666666666,,,0.4666666666666667,0.44350666666666666,,0.13333333333333333,0.2,,9.24,24.7,8.0,,3.0,,4.0,3.0,1.0,9.0,,1.0,,,9.0,8.0,,0.6428571428571429,,,,0.42857142857142855,0.40715714285714283,0.5,0.5,9.0,,2.0,2.0,1.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,0.6666666666666666,0.25,0.5714285714285714,1.0,0.5,0.5,1.0,,,0.6666666666666666,0.5,3.0,,,,,,,,0.6,0.75,,,,,,,2.0,,2.0,,,,,1.0,,0.2,1.0,,,0.6666666666666666,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-201588-202066,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, George Hill, Garrett Temple","Cauley-Stein, Hield, Fox, Hill, Temple",1626161-1627741-1628368-201588-202066,SAC,25.0,2,,,3.0,4.0,,7.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,2.0,4.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,4.0,,,,,,1.0,,0.5,,0.6666666666666666,,0.5,,,,,,,,,,,,,,,,,,,403.2,,2.6666666666666665,4.25,2.6666666666666665,4.25,0.5,1.0,1.0,,,,,,0.5,,,,,,,1.0,0.434475,,,,,2.2,22.5,3.0,1.0,,,1.0,1.0,2.0,4.0,,,,1.0,4.0,3.0,1.0,0.6666666666666666,,,0.5,,0.434475,1.0,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,1.0,0.5,,,,,,1.0,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-201588-2216,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, George Hill, Zach Randolph","Cauley-Stein, Hield, Fox, Hill, Randolph",1626161-1627741-1628368-201588-2216,SAC,43.0,1,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,66.97674418604652,,15.0,28.0,15.0,28.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.3803,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-202066-203960,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Garrett Temple, JaKarr Sampson","Cauley-Stein, Hield, Fox, Temple, Sampson",1626161-1627741-1628368-202066-203960,SAC,243.0,2,4.0,-1.0,8.0,8.0,,16.0,3.0,3.0,,,1.0,,,,,2.0,3.0,4.0,,2.0,1.0,7.0,8.0,,,,6.0,,,2.0,,3.0,,3.0,,3.0,6.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,2.0,3.0,,5.0,2.0,,1.0,2.0,2.0,2.0,,7.0,1.0,1.0,,,,0.75,,0.5,,0.5,,0.3333333333333333,,,1.0,0.5,,,,0.5,,,,,,,1.0,,,,94.81481481481482,,17.125,13.25,17.125,13.25,0.5,1.0,1.0,1.0,0.16666666666666666,,,,,,,,0.3333333333333333,,,0.8333333333333334,0.48915,,0.14285714285714285,0.2,,2.65,26.5,4.0,1.0,1.0,,2.0,1.0,,2.0,,1.0,,,2.0,4.0,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.4691666666666667,0.2857142857142857,0.5,,1.0,,,1.0,,,,,,,,,,,,0.5,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-202066-203992,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Garrett Temple, Bogdan Bogdanovic","Cauley-Stein, Hield, Fox, Temple, Bogdanovic",1626161-1627741-1628368-202066-203992,SAC,238.0,7,4.0,8.0,13.0,8.0,,21.0,2.0,3.0,,,,,1.0,,,2.0,2.0,4.0,1.0,2.0,7.0,14.0,6.0,,,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,1.0,5.0,,,,5.0,5.0,,5.0,,1.0,1.0,2.0,1.0,,3.0,,1.0,2.0,,4.0,8.0,,,1.0,1.0,1.0,1.0,14.0,0.5,0.5,1.0,0.5,0.5,0.5,,0.5833333333333334,,0.7,,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,,,,1.0,1.0,,,,127.05882352941175,1.0,8.692307692307692,15.625,8.692307692307692,15.625,0.5,0.6666666666666666,1.0,0.5,,0.16666666666666666,,,,,,,0.3333333333333333,,,0.8333333333333334,0.4884833333333333,,,,,6.699999999999999,24.8,12.0,3.0,2.0,,4.0,2.0,7.0,14.0,,2.0,,4.0,14.0,12.0,4.0,0.7,,,0.5,0.3333333333333333,0.4884833333333333,1.0,0.9230769230769231,4.0,2.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,0.5,0.5,0.5833333333333334,,0.5,0.5,1.0,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-202066-2216,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Garrett Temple, Zach Randolph","Cauley-Stein, Hield, Fox, Temple, Randolph",1626161-1627741-1628368-202066-2216,SAC,435.0,7,7.0,1.0,15.0,15.0,1.0,30.0,,1.0,,,3.0,,3.0,,1.0,4.0,1.0,7.0,3.0,5.0,4.0,15.0,14.0,,,,,2.0,6.0,4.0,1.0,,2.0,2.0,,,6.0,,2.0,2.0,4.0,6.0,2.0,8.0,,,,2.0,,,2.0,1.0,1.0,4.0,1.0,2.0,4.0,,2.0,1.0,,1.0,1.0,15.0,,,0.6666666666666666,0.6,0.6,0.14285714285714285,,0.4583333333333333,,0.5357142857142857,,0.4166666666666667,0.14285714285714285,,,0.8,0.3333333333333333,0.5,,0.6666666666666666,0.25,,0.3333333333333333,,1.0,1.0,0.5,0.5,,,99.3103448275862,1.0,15.333333333333334,13.666666666666666,15.2,12.133333333333333,0.08333333333333333,,,,0.25,0.25,,,0.08333333333333333,,,,0.3333333333333333,,,0.5,0.48311666666666664,,0.14285714285714285,0.2222222222222222,,12.328571428571427,25.54,5.0,,3.0,,2.0,3.0,,8.0,,1.0,,,8.0,5.0,,0.8,,,,0.6,0.47956000000000004,0.5333333333333333,0.3333333333333333,2.0,,3.0,2.0,1.0,2.0,3.0,,3.0,2.0,,,,,,0.6666666666666666,0.5,0.8,,0.75,0.75,0.6666666666666666,,,0.6666666666666666,0.75,1.0,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,1.0,1.0,,,1.0,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-203960-203992,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, JaKarr Sampson, Bogdan Bogdanovic","Cauley-Stein, Hield, Fox, Sampson, Bogdanovic",1626161-1627741-1628368-203960-203992,SAC,1002.0,7,17.0,5.0,37.0,35.0,6.0,72.0,7.0,12.0,4.0,6.0,5.0,,3.0,1.0,3.0,10.0,8.0,20.0,3.0,13.0,10.0,35.0,30.0,4.0,7.0,11.0,6.0,10.0,9.0,10.0,2.0,3.0,3.0,6.0,1.0,2.0,15.0,3.0,5.0,2.0,13.0,17.0,8.0,25.0,1.0,4.0,3.0,1.0,,,5.0,,3.0,6.0,,9.0,15.0,1.0,5.0,9.0,3.0,9.0,7.0,24.0,0.375,0.6,1.0,0.23076923076923078,0.23076923076923078,0.4,0.5714285714285714,0.3787878787878788,0.6875,0.4375,0.6875,0.3939393939393939,0.1,0.08333333333333333,0.8,0.7647058823529411,0.4166666666666667,1.0,0.3,0.7894736842105263,0.36363636363636365,0.6,0.6666666666666666,0.125,0.9,0.5,0.6666666666666666,1.0,,0.05,103.47305389221557,0.7777777777777778,14.162162162162161,13.657142857142857,13.675675675675675,13.4,0.36363636363636365,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.15151515151515152,0.09090909090909091,,,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.30303030303030304,0.75,0.6666666666666666,0.7575757575757576,0.5312939393939394,0.66354,0.13513513513513514,0.20833333333333334,0.3142857142857143,5.735,25.22307692307692,18.0,4.0,4.0,,6.0,6.0,8.0,20.0,,3.0,,3.0,20.0,18.0,2.0,0.5882352941176471,,,0.3333333333333333,0.3333333333333333,0.5084833333333333,0.5714285714285714,0.4864864864864865,15.0,2.0,2.0,2.0,3.0,2.0,,6.0,2.0,2.0,,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,0.2,0.2,1.0,0.25,0.5,0.5,0.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.125,1.0,1.0,0.16666666666666666,,,1.0,,2.0,1.0,,,,6.0,1.0,0.2,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-203960-204022,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, JaKarr Sampson, Jack Cooley","Cauley-Stein, Hield, Fox, Sampson, Cooley",1626161-1627741-1628368-203960-204022,SAC,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628368-203992-2216,1610612758,"Willie Cauley-Stein, Buddy Hield, De'Aaron Fox, Bogdan Bogdanovic, Zach Randolph","Cauley-Stein, Hield, Fox, Bogdanovic, Randolph",1626161-1627741-1628368-203992-2216,SAC,2775.0,15,46.0,11.0,90.0,94.0,13.0,184.0,15.0,21.0,2.0,3.0,12.0,3.0,10.0,,8.0,26.0,26.0,43.0,11.0,34.0,26.0,111.0,100.0,4.0,5.0,19.0,28.0,24.0,27.0,26.0,3.0,14.0,9.0,23.0,,9.0,55.0,9.0,6.0,10.0,25.0,38.0,16.0,54.0,,8.0,6.0,9.0,,1.0,17.0,3.0,5.0,17.0,1.0,23.0,32.0,3.0,11.0,11.0,9.0,11.0,4.0,92.0,0.5384615384615384,0.56,0.8181818181818182,0.3235294117647059,0.3235294117647059,0.6046511627906976,0.8,0.551948051948052,0.7,0.6098901098901099,0.6785714285714286,0.44155844155844154,0.06976744186046512,0.047619047619047616,0.47058823529411764,0.5434782608695652,0.35294117647058826,0.7692307692307693,0.42857142857142855,0.5932203389830508,0.39473684210526316,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.5833333333333334,0.7,0.7,1.0,,95.48108108108109,0.36363636363636365,14.833333333333334,15.319148936170214,13.655555555555555,13.659574468085106,0.2727272727272727,0.7142857142857143,0.75,0.6,0.15584415584415584,0.12987012987012986,0.3,0.3,0.1038961038961039,,,,0.33766233766233766,0.3,0.6666666666666666,0.7142857142857143,0.4922922077922078,0.49513333333333337,0.1411764705882353,0.21568627450980393,0.17117117117117117,7.744186046511628,25.029411764705884,51.0,9.0,17.0,5.0,18.0,20.0,18.0,67.0,,12.0,1.0,6.0,66.0,50.0,5.0,0.6979166666666666,,,0.23684210526315788,0.4473684210526316,0.4922776315789474,0.6036036036036037,0.5666666666666667,39.0,5.0,11.0,9.0,11.0,9.0,6.0,2.0,11.0,9.0,2.0,5.0,1.0,4.0,2.0,0.45,0.6111111111111112,0.6447368421052632,0.6666666666666666,0.4230769230769231,0.4230769230769231,0.8181818181818182,0.5,0.5555555555555556,0.5294117647058824,0.4230769230769231,8.0,3.0,2.0,5.0,2.0,5.0,0.4,0.42857142857142855,0.6666666666666666,0.8,0.5,0.4,0.5,0.07894736842105263,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,0.16666666666666666,0.75,0.3333333333333333,0.75,0.375,,,,,,1.0,,,,,,,,,,,,1.0,1.0,0.029411764705882353,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628382-1628412-1628502,1610612758,"Willie Cauley-Stein, Buddy Hield, Justin Jackson, Frank Mason, Nigel Hayes","Cauley-Stein, Hield, Jackson, Mason, Hayes",1626161-1627741-1628382-1628412-1628502,SAC,401.0,2,7.0,8.0,12.0,11.0,1.0,23.0,6.0,7.0,,,1.0,,1.0,,,2.0,6.0,9.0,,2.0,1.0,13.0,5.0,,,1.0,6.0,6.0,,2.0,1.0,3.0,,3.0,,3.0,6.0,1.0,1.0,,8.0,8.0,2.0,10.0,,1.0,1.0,1.0,,,2.0,,1.0,2.0,,2.0,2.0,,1.0,2.0,,2.0,2.0,12.0,0.5,0.5,,,,0.6666666666666666,,0.5454545454545454,,0.5416666666666666,0.5,0.18181818181818182,0.1111111111111111,0.14285714285714285,0.5,1.0,0.3333333333333333,,0.5,1.0,0.4,1.0,,0.5,1.0,,1.0,,,,82.5935162094763,1.0,15.25,19.818181818181817,15.25,19.818181818181817,0.6363636363636364,0.8571428571428571,1.0,0.5,0.09090909090909091,0.09090909090909091,,,,,,,0.18181818181818182,,,0.8181818181818182,0.6116136363636364,,0.08333333333333333,0.1,0.07692307692307693,4.444444444444445,25.15,2.0,1.0,,1.0,2.0,,,2.0,,,,,2.0,2.0,,0.5,,,0.5,,0.56235,0.15384615384615385,0.16666666666666666,1.0,1.0,,,1.0,,,,,,,,,,,,0.5,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628382-1628412-201585,1610612758,"Willie Cauley-Stein, Buddy Hield, Justin Jackson, Frank Mason, Kosta Koufos","Cauley-Stein, Hield, Jackson, Mason, Koufos",1626161-1627741-1628382-1628412-201585,SAC,362.0,3,6.0,-1.0,13.0,13.0,1.0,26.0,2.0,3.0,,,3.0,2.0,2.0,,3.0,,5.0,8.0,,3.0,1.0,11.0,12.0,,,,2.0,8.0,,,2.0,1.0,,1.0,,1.0,2.0,1.0,,,5.0,5.0,1.0,6.0,1.0,,,2.0,,,2.0,1.0,1.0,3.0,,3.0,2.0,,1.0,,,,,11.0,0.2,0.2,,,,0.625,,0.45454545454545453,,0.4583333333333333,,0.2727272727272727,0.25,0.3333333333333333,,0.8333333333333334,,,0.3333333333333333,0.8333333333333334,0.16666666666666666,,,,1.0,1.0,0.6666666666666666,,,0.25,103.42541436464089,,15.846153846153847,12.0,15.692307692307692,11.923076923076923,0.2727272727272727,0.6666666666666666,1.0,0.5,0.2727272727272727,0.18181818181818182,1.0,1.0,0.2727272727272727,,,,,,,0.5454545454545454,0.5116545454545455,,0.08333333333333333,0.1111111111111111,,8.7875,22.866666666666664,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,1.0,,1.0,1.0,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
1626161-1627741-1628382-1628412-202066,1610612758,"Willie Cauley-Stein, Buddy Hield, Justin Jackson, Frank Mason, Garrett Temple","Cauley-Stein, Hield, Jackson, Mason, Temple",1626161-1627741-1628382-1628412-202066,SAC,63.0,1,1.0,-2.0,2.0,3.0,,5.0,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,114.28571428571428,,20.0,7.666666666666667,20.0,7.666666666666667,,,,,,,,,,,,,1.0,,,1.0,0.53805,,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2018,2017-18,True
