EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,NonHeaveArc3FGA,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefThreePtReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Frequency,LongMidRangeFGM,LongMidRangeFGA,FG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BlockingFoulsDrawn,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefAtRimReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,PenaltyFG2M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShortMidRangeFGM,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedCorner3,3SecondViolations,OffensiveGoaltends,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1626153-1626181-1627751-1627783-1627832,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet","Wright, Powell, Poeltl, Siakam, VanVleet",1626153-1626181-1627751-1627783-1627832,TOR,129.0,3,2.0,1.0,4.0,4.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.25,0.125,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,89.30232558139535,17.75,14.5,13.0,14.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5217833333333334,0.5943,0.5217833333333334,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.15,24.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-1627783-201960,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, DeMarre Carroll","Wright, Powell, Poeltl, Siakam, Carroll",1626153-1626181-1627751-1627783-201960,TOR,97.0,1,2.0,,4.0,4.0,,4.0,1.0,8.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,,1.0,1.0,,118.76288659793815,13.5,10.75,13.0,10.75,,0.3333333333333333,0.3333333333333333,,,,0.6666666666666666,0.4952833333333333,,,,,,,4.5,26.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-1627783-203998,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, Bruno Caboclo","Wright, Powell, Poeltl, Siakam, Caboclo",1626153-1626181-1627751-1627783-203998,TOR,199.0,1,3.0,-1.0,7.0,7.0,1.0,6.0,,14.0,1.0,,,1.0,,,4.0,,3.0,7.0,8.0,,,,1.0,,,,,2.0,,3.0,,3.0,,1.0,1.0,1.0,,,,2.0,4.0,2.0,,7.0,,1.0,,,0.5833333333333334,,,,,0.6666666666666666,,0.75,,,,1.0,,101.30653266331657,14.714285714285714,13.714285714285714,14.714285714285714,13.714285714285714,0.25,0.25,,,,,0.25,0.41135,,0.3644,0.3333333333333333,0.3333333333333333,,,13.85,,0.14285714285714285,,,1.0,1.0,1.0,,,,2.0,,2.0,1.0,,1.0,,0.5,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-1627832-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Fred VanVleet, Patrick Patterson","Wright, Powell, Poeltl, VanVleet, Patterson",1626153-1626181-1627751-1627832-202335,TOR,332.0,1,6.0,-2.0,11.0,11.0,2.0,,1.0,22.0,4.0,1.0,2.0,,,,6.0,3.0,5.0,16.0,18.0,1.0,,2.0,2.0,1.0,,2.0,1.0,2.0,,2.0,1.0,3.0,,,,1.0,2.0,,3.0,4.0,6.0,4.0,,14.0,2.0,2.0,,,0.7272727272727273,1.0,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.5,0.5,0.25,1.0,,,,95.42168674698796,13.363636363636363,16.818181818181817,13.181818181818182,15.272727272727273,0.4444444444444444,,,1.0,0.6666666666666666,,0.7777777777777778,0.5431222222222222,0.4923,0.5321166666666667,0.36363636363636365,0.5,0.125,0.125,6.083333333333333,24.666666666666668,0.18181818181818182,3.0,3.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,0.3333333333333333,1.0,2.0,4.0,2.0,6.0,1.0,2.0,,5.0,1.0,1.0,0.25,0.3333333333333333,0.6666666666666666,0.6111111111111112,1.0,,0.2222222222222222,0.5,0.5,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.16666666666666666,0.25,0.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-200782-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, PJ Tucker, Patrick Patterson","Wright, Powell, Poeltl, Tucker, Patterson",1626153-1626181-1627751-200782-202335,TOR,4113.0,15,69.0,20.0,127.0,128.0,13.0,15.0,8.0,255.0,32.0,6.0,5.0,14.0,9.0,,69.0,28.0,33.0,140.0,120.0,7.0,2.0,10.0,10.0,1.0,3.0,9.0,10.0,27.0,8.0,51.0,11.0,62.0,1.0,4.0,11.0,30.0,21.0,4.0,33.0,38.0,37.0,17.0,3.0,130.0,9.0,13.0,,1.0,0.6150442477876106,0.5,0.375,0.28865979381443296,1.0,0.5094339622641509,0.3225806451612903,0.5657894736842105,0.23404255319148937,0.6363636363636364,0.14285714285714285,0.5,0.024390243902439025,89.27789934354486,15.10236220472441,17.1484375,14.669291338582678,15.671875,0.32989690721649484,0.14432989690721648,0.09278350515463918,0.6666666666666666,0.45454545454545453,,0.6185567010309279,0.5056597938144329,0.58115625,0.4440136363636364,0.15454545454545454,0.2073170731707317,0.07142857142857142,0.06428571428571428,8.008695652173913,24.785714285714285,0.10236220472440945,19.0,19.0,16.0,12.0,5.0,19.0,11.0,,14.0,5.0,14.0,7.0,0.6333333333333333,0.6956521739130435,0.8333333333333334,0.5,0.1958762886597938,10.0,23.0,37.0,46.0,28.0,23.0,33.0,8.0,76.0,5.0,8.0,0.6216216216216216,0.6571428571428571,0.5362318840579711,0.5515463917525774,0.5714285714285714,0.6470588235294118,0.23711340206185566,0.43478260869565216,0.43478260869565216,0.8,20.0,4.0,3.0,8.0,1.0,11.0,4.0,3.0,30.0,4.0,8.0,6.0,10.0,7.0,11.0,7.0,8.0,4.0,0.9090909090909091,0.39285714285714285,0.39285714285714285,0.5714285714285714,0.3,0.4444444444444444,0.2727272727272727,0.08695652173913043,0.1875,0.625,0.7692307692307693,0.55,0.42105263157894735,0.42105263157894735,0.875,0.6666666666666666,0.6,0.09090909090909091,0.42105263157894735,7.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,0.0625,0.15384615384615385,0.16666666666666666,0.2857142857142857,0.5,0.5,0.5714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.25,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-201942-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan, Patrick Patterson","Wright, Powell, Poeltl, DeRozan, Patterson",1626153-1626181-1627751-201942-202335,TOR,968.0,5,16.0,6.0,32.0,32.0,16.0,18.0,5.0,64.0,9.0,1.0,5.0,8.0,,,19.0,10.0,5.0,39.0,33.0,2.0,,7.0,10.0,5.0,1.0,17.0,2.0,2.0,4.0,10.0,4.0,14.0,,,1.0,3.0,5.0,,9.0,5.0,6.0,3.0,,32.0,17.0,16.0,3.0,,0.609375,0.875,0.53125,0.3448275862068966,1.0,1.0,0.25,0.6666666666666666,0.3076923076923077,,0.4,,,95.20661157024794,13.71875,16.53125,12.53125,15.53125,0.3103448275862069,0.27586206896551724,,0.25,0.3333333333333333,,0.6551724137931034,0.5382844827586207,0.5186000000000001,0.5576466666666666,0.09375,0.13636363636363635,0.1794871794871795,0.4358974358974359,5.6421052631578945,25.47,0.5,10.0,10.0,4.0,5.0,4.0,2.0,2.0,,,,,,0.6666666666666666,0.5714285714285714,1.0,,0.3448275862068966,,2.0,11.0,14.0,8.0,7.0,9.0,,20.0,1.0,,0.6363636363636364,0.7,0.5789473684210527,0.5862068965517241,1.0,0.5,0.06896551724137931,,,,8.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,6.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,,,0.5,0.4,0.4,1.0,0.5,0.875,0.5333333333333333,0.05263157894736842,0.1111111111111111,0.8888888888888888,1.0,0.5,0.4,0.4,0.5,1.0,0.8,0.3333333333333333,0.4,3.0,,2.0,2.0,6.0,,3.0,2.0,,1.0,3.0,,,,,,,,,0.4,,,1.0,0.375,0.375,1.0,,,,,0.5,1.0,2.0,1.0,2.0,1.0,0.5,0.4,0.4,0.5,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-201960-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, DeMarre Carroll, Patrick Patterson","Wright, Powell, Poeltl, Carroll, Patterson",1626153-1626181-1627751-201960-202335,TOR,486.0,3,8.0,1.0,15.0,13.0,,5.0,2.0,28.0,,,,1.0,4.0,,3.0,8.0,5.0,16.0,15.0,1.0,1.0,4.0,,,,,1.0,2.0,,5.0,3.0,8.0,1.0,1.0,2.0,4.0,5.0,,8.0,4.0,5.0,2.0,,12.0,,,,,0.6153846153846154,1.0,,0.7272727272727273,,0.4,0.5,0.5555555555555556,0.42857142857142855,,,,0.14285714285714285,82.96296296296296,15.133333333333333,19.923076923076923,13.4,17.46153846153846,,0.09090909090909091,0.36363636363636365,,,,0.7272727272727273,0.5135000000000001,,,0.23076923076923078,0.4,0.25,,14.533333333333333,24.475,,4.0,4.0,3.0,,,2.0,1.0,,2.0,,2.0,,0.5,0.75,0.5,,0.36363636363636365,,2.0,1.0,2.0,,1.0,3.0,,8.0,,2.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.18181818181818182,,,,,,,2.0,,3.0,,,6.0,,2.0,,2.0,1.0,,,1.0,,0.6666666666666666,0.375,0.375,,,0.75,,,,,,,0.5,0.5,0.5,,,,0.5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,0.4,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.25,0.25,1.0,,0.5,1.0,,1.0,,1.0,1.0,,0.5,1.0,,,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627751-202335-202709,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Patrick Patterson, Cory Joseph","Wright, Powell, Poeltl, Patterson, Joseph",1626153-1626181-1627751-202335-202709,TOR,196.0,1,3.0,-5.0,6.0,6.0,,,1.0,12.0,2.0,1.0,,1.0,2.0,,3.0,2.0,2.0,4.0,9.0,1.0,,,,,,,1.0,1.0,,2.0,2.0,4.0,,,,2.0,,,,2.0,2.0,1.0,,4.0,,,,,0.3333333333333333,,,0.4,,0.5,0.5,0.6666666666666666,0.5,,1.0,1.0,,88.16326530612245,19.833333333333332,12.833333333333334,18.0,11.0,0.4,0.2,0.4,0.5,,,0.8,0.50218,0.61815,,0.16666666666666666,0.25,,,4.366666666666666,23.75,,,,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,0.3333333333333333,0.2,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627783-1627832-202685,1610612761,"Delon Wright, Norman Powell, Pascal Siakam, Fred VanVleet, Jonas Valanciunas","Wright, Powell, Siakam, VanVleet, Valanciunas",1626153-1626181-1627783-1627832-202685,TOR,228.0,1,4.0,-6.0,7.0,7.0,6.0,,1.0,14.0,1.0,,1.0,,3.0,3.0,1.0,5.0,1.0,3.0,9.0,,,,1.0,5.0,1.0,3.0,,,,1.0,1.0,2.0,,,,,,,,2.0,2.0,,1.0,3.0,3.0,6.0,,1.0,0.21428571428571427,,0.21428571428571427,0.8333333333333334,,,,0.5,0.2,,,,,88.42105263157895,16.142857142857142,16.428571428571427,15.428571428571429,15.142857142857142,0.16666666666666666,,0.5,,0.16666666666666666,0.5,1.0,0.627425,,0.627425,,,,1.0,0.1,24.56,0.8571428571428571,2.0,2.0,1.0,,,,,,,,,,,0.5,,,0.3333333333333333,,,1.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,1.0,0.16666666666666666,,0.5,,,,,1.0,,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,0.16666666666666666,,,1.0,1.0,1.0,,,,,1.0,0.3333333333333333,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,0.2,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-1627832-201586-201960,1610612761,"Delon Wright, Norman Powell, Fred VanVleet, Serge Ibaka, DeMarre Carroll","Wright, Powell, VanVleet, Ibaka, Carroll",1626153-1626181-1627832-201586-201960,TOR,294.0,2,5.0,-4.0,10.0,10.0,,,,20.0,3.0,,,2.0,1.0,,5.0,3.0,2.0,6.0,10.0,,,,,,,,,2.0,,4.0,,4.0,,1.0,1.0,1.0,,,,1.0,2.0,1.0,,6.0,,,,,0.3333333333333333,,,0.375,,0.6666666666666666,,0.8,,,,,,97.95918367346938,16.3,13.1,16.3,13.0,0.375,0.25,0.125,,,,0.75,0.5038750000000001,,,0.1111111111111111,0.16666666666666666,,,5.24,24.666666666666668,,2.0,2.0,2.0,2.0,1.0,,,,2.0,,2.0,1.0,,1.0,,0.5,0.25,,,2.0,4.0,,2.0,2.0,,4.0,,2.0,1.0,1.0,0.4,0.25,0.6666666666666666,1.0,,,,,1.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,0.4,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
