EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,HeaveAttempts,ShortMidRangeAssists,FTOffRebounds,PenaltyTurnovers,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,Loose Ball Fouls Drawn,Fg3aBlocked,LongMidRangeAssists,Offensive Fouls,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctAssisted,FTDefRebounds,BlockingFoulsDrawn,DefFTReboundPct,OffCorner3ReboundPct,NonShootingFoulsDrawn,BlockedShortMidRange,Technical Free Throw Trips,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,Charge Fouls,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,BadPassOutOfBoundsTurnovers,HeaveMakes,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,BlockingFouls,3SecondViolations,Arc3PctBlocked,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626169-1626199-1626246-1627740-202397,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Ish Smith","Johnson, Hilliard, Marjanovic, Ellenson, Smith",1626169-1626199-1626246-1627740-202397,DET,182.0,1,3.0,5.0,5.0,6.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,9.0,4.0,9.0,2.0,2.0,3.0,3.0,2.0,1.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.125,1.125,0.75,1.0,0.6,0.6,0.5,1.0,87.03296703296704,16.6,16.5,16.6,14.666666666666666,0.25,0.25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5544625,1.6,24.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-1627740-2757,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Beno Udrih","Johnson, Hilliard, Marjanovic, Ellenson, Udrih",1626169-1626199-1626246-1627740-2757,DET,661.0,2,11.0,3.0,21.0,20.0,41.0,6.0,1.0,4.0,2.0,2.0,12.0,3.0,6.0,26.0,23.0,9.0,2.0,2.0,3.0,5.0,2.0,1.0,13.0,5.0,7.0,11.0,5.0,1.0,6.0,3.0,,,,,24.0,1.0,0.5,0.5,0.6388888888888888,0.6842105263157895,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.7777777777777778,0.5,1.0,89.31921331316187,15.476190476190476,16.8,15.095238095238095,16.4,0.3333333333333333,0.2222222222222222,0.25,0.25,1.0,0.1111111111111111,1.0,1.0,1.0,0.6666666666666666,1.0,0.4928916666666667,10.166666666666666,23.78333333333333,3.0,3.0,1.0,3.0,4.0,6.0,7.0,3.0,1.0,3.0,2.0,4.0,10.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,0.2857142857142857,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.8,1.0,0.5,0.6666666666666666,1.0,0.75,1.0,1.0,0.2857142857142857,0.5,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.47933333333333333,0.10526315789473684,0.15384615384615385,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202397-202694,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Ish Smith, Marcus Morris","Johnson, Hilliard, Marjanovic, Smith, Morris",1626169-1626199-1626246-202397-202694,DET,228.0,1,4.0,-3.0,10.0,8.0,18.0,3.0,,1.0,,2.0,9.0,,3.0,7.0,10.0,,1.0,,,2.0,,,4.0,1.0,1.0,5.0,2.0,,2.0,2.0,,1.0,1.0,1.0,3.0,,,,0.25,0.2692307692307692,0.25,1.0,1.0,0.5,1.0,,113.6842105263158,14.9,9.875,12.9,8.25,0.25,0.08333333333333333,,,,0.16666666666666666,,,,0.5,,0.4271090909090909,8.61111111111111,39.199999999999996,3.0,1.0,1.0,1.0,,2.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,,4.0,,1.0,1.0,,2.0,,,,,1.0,3.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,,0.375,0.5,0.5,,,,,0.3333333333333333,1.0,1.0,0.16666666666666666,,,0.25,1.0,0.4422625,0.15384615384615385,0.2,0.5714285714285714,4.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.3333333333333333,0.25,0.2,0.25,1.0,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.25,0.5,0.5,0.25,0.4114,0.2857142857142857,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202397-202699,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Ish Smith, Tobias Harris","Johnson, Hilliard, Marjanovic, Smith, Harris",1626169-1626199-1626246-202397-202699,DET,223.0,2,4.0,-13.0,8.0,10.0,18.0,3.0,,,,1.0,4.0,,1.0,4.0,17.0,,1.0,,,1.0,,,2.0,1.0,3.0,4.0,2.0,,3.0,1.0,,1.0,1.0,1.0,4.0,,,,0.2,0.3333333333333333,0.2,0.6666666666666666,1.0,1.0,1.0,,116.23318385650224,14.375,10.8,14.375,10.8,0.6,,,,,0.2,,,,0.8,,0.5077200000000001,6.65,25.2,1.0,1.0,,,,1.0,1.0,2.0,,,,2.0,,,,1.0,1.0,,2.0,1.0,,,,,2.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,0.25,,,,,,,1.0,0.25,,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,,0.16666666666666666,0.2,,1.0,5.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,0.125,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202699-203484,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Tobias Harris, Kentavious Caldwell-Pope","Johnson, Hilliard, Marjanovic, Harris, Caldwell-Pope",1626169-1626199-1626246-202699-203484,DET,246.0,1,4.0,,6.0,7.0,13.0,2.0,1.0,1.0,,2.0,6.0,1.0,3.0,9.0,9.0,3.0,1.0,,1.0,2.0,,1.0,5.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,,,,,5.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,,1.0,76.09756097560977,21.166666666666668,17.0,15.0,17.0,0.2222222222222222,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,,,,0.5555555555555556,,0.5163125,7.1000000000000005,30.133333333333336,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,2.0,2.0,4.0,2.0,4.0,,1.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.16666666666666666,,1.0,1.0,0.75,,,,,1.0,,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,0.5,1.0,0.48895,,,0.4444444444444444,2.0,4.0,1.0,1.0,,3.0,,,,1.0,1.0,,2.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,,1.0,,0.3333333333333333,,,,,,1.0,1.0,,0.8684,0.2222222222222222,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1626246-202699-203493,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Tobias Harris, Reggie Bullock","Johnson, Hilliard, Marjanovic, Harris, Bullock",1626169-1626199-1626246-202699-203493,DET,389.0,2,6.0,,12.0,13.0,25.0,2.0,,2.0,2.0,3.0,5.0,2.0,5.0,10.0,10.0,6.0,3.0,2.0,2.0,4.0,2.0,,10.0,3.0,4.0,4.0,1.0,,2.0,1.0,,,,,10.0,1.0,0.4,0.4,0.5,0.5,0.5,0.5,1.0,1.0,,1.0,92.54498714652956,16.416666666666668,14.76923076923077,16.416666666666668,14.76923076923077,0.2,0.2,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.7,0.6666666666666666,0.515395,6.42,25.919999999999998,,1.0,,,1.0,1.0,2.0,,,,,4.0,,,1.0,2.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,2.0,5.0,,,,1.0,1.0,0.4,,,,0.2,0.5,,1.0,,,,1.0,1.0,,,0.5,1.0,1.0,0.1,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-1627740-203083-2757,1610612765,"Stanley Johnson, Darrun Hilliard, Henry Ellenson, Andre Drummond, Beno Udrih","Johnson, Hilliard, Ellenson, Drummond, Udrih",1626169-1626199-1627740-203083-2757,DET,102.0,1,2.0,-1.0,2.0,3.0,5.0,,,,,,2.0,,,4.0,5.0,,,,,1.0,,,2.0,,1.0,1.0,,,,1.0,,,,,4.0,,,,1.0,1.0,,,,,,,70.58823529411765,26.5,16.333333333333332,26.5,12.666666666666666,,,,,,,,,,,,0.37985,16.3,,,,,,2.0,2.0,2.0,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,2.0,2.0,,4.0,,,,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.37985,1.0,1.0,,,,,,,1.0,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-202397-202694-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Ish Smith, Marcus Morris, Andre Drummond","Johnson, Hilliard, Smith, Morris, Drummond",1626169-1626199-202397-202694-203083,DET,141.0,2,2.0,3.0,5.0,5.0,10.0,4.0,,,,1.0,4.0,,1.0,7.0,4.0,,1.0,,,2.0,,,4.0,,1.0,1.0,,,,1.0,,,,,7.0,,,,0.6,0.7,0.2,,,0.3333333333333333,,,102.12765957446808,10.0,18.2,10.0,13.4,0.8,,,,,0.2,,,,1.0,,0.72511,0.55,27.1,,3.0,,,,,3.0,1.0,,,,4.0,2.0,,,2.0,2.0,,1.0,,,2.0,2.0,,,,,,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,,,,,,,0.5,,,,,,1.0,,0.75,0.75,0.6666666666666666,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-202397-202694-203382,1610612765,"Stanley Johnson, Darrun Hilliard, Ish Smith, Marcus Morris, Aron Baynes","Johnson, Hilliard, Smith, Morris, Baynes",1626169-1626199-202397-202694-203382,DET,189.0,1,3.0,-6.0,5.0,5.0,10.0,,,,,,4.0,,,,6.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.14285714285714285,0.14285714285714285,,,76.19047619047619,18.8,19.0,18.8,14.2,,,,,,,,,,,,0.387475,12.15,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
1626169-1626199-202397-202699-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Ish Smith, Tobias Harris, Andre Drummond","Johnson, Hilliard, Smith, Harris, Drummond",1626169-1626199-202397-202699-203083,DET,261.0,2,4.0,3.0,9.0,8.0,17.0,2.0,1.0,2.0,,2.0,5.0,1.0,4.0,13.0,10.0,3.0,2.0,,1.0,4.0,,1.0,9.0,3.0,3.0,5.0,,,1.0,1.0,,1.0,1.0,1.0,11.0,1.0,0.25,0.25,0.6111111111111112,0.65,0.4444444444444444,,0.75,0.75,0.5,1.0,93.79310344827587,14.555555555555555,16.25,13.333333333333334,16.25,0.2222222222222222,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,,,,0.6666666666666666,,0.5304444444444445,8.74,24.775,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,6.0,2.0,,,3.0,,1.0,,2.0,,,,,,1.0,,,2.0,4.0,2.0,,1.0,0.75,0.75,0.8,0.5,0.5,0.5,,,1.0,,0.5,1.0,,,,,,0.5,0.5,,0.2222222222222222,1.0,1.0,1.0,0.5,0.67575,0.1,0.16666666666666666,0.15384615384615385,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,1.0,,0.3333333333333333,,,,2.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,False
