EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,2pt And 1 Free Throw Trips,Assisted3sPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,ShortMidRangeAssists,LongMidRangeAssists,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BlockingFouls,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGA,FTDefRebounds,DeadBallTurnovers,Travels,Offensive Fouls Drawn,DefFTReboundPct,SecondChanceArc3Frequency,Offensive Fouls,LostBallSteals,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,StepOutOfBoundsTurnovers,Loose Ball Fouls,DefensiveGoaltends,Charge Fouls Drawn,HeaveAttempts,Corner3Assists,BlockingFoulsDrawn,Corner3PctAssisted,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,Blocked3s,BlockedCorner3,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceTurnovers,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3PctAssisted,3SecondViolations,BlockedLongMidRange,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1626173-1627748-1627763-1891-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Jason Terry, Mirza Teletovic","Vaughn, Maker, Brogdon, Terry, Teletovic",1626173-1627748-1627763-1891-203141,MIL,337.0,1,6.0,10.0,11.0,10.0,2.0,21.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,4.0,4.0,13.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,8.0,0.6666666666666666,1.0,0.25,1.0,0.25,0.42857142857142855,0.5,0.4090909090909091,0.8333333333333334,0.5,0.8333333333333334,0.36363636363636365,0.14285714285714285,0.3333333333333333,1.0,0.6,0.5,1.0,0.3333333333333333,0.6666666666666666,0.42857142857142855,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,1.0,0.16666666666666666,89.73293768545994,14.545454545454545,17.7,13.636363636363637,17.0,0.36363636363636365,0.75,0.75,0.6666666666666666,0.2727272727272727,0.18181818181818182,0.5,0.5,0.18181818181818182,0.6666666666666666,0.5,0.3333333333333333,1.0,0.7272727272727273,0.55675,0.4882,0.15384615384615385,0.2222222222222222,0.38461538461538464,5.071428571428571,24.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627763-201563-202328,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, Greg Monroe","Vaughn, Maker, Brogdon, Beasley, Monroe",1626173-1627748-1627763-201563-202328,MIL,161.0,1,3.0,3.0,5.0,4.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,2.0,3.0,1.0,2.0,1.0,8.0,5.0,1.0,1.0,,,2.0,4.0,,,,2.0,,2.0,3.0,2.0,7.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,6.0,1.0,1.0,0.5,,0.5,0.6666666666666666,1.0,0.7,1.0,0.8,1.0,0.4,,,1.0,1.0,,,1.0,1.0,0.5,,,,1.0,,,,80.4968944099379,19.0,16.5,17.8,16.5,0.4,1.0,1.0,1.0,0.2,,,,0.4,1.0,1.0,,,0.8,0.65954,,0.2,0.3333333333333333,0.25,4.333333333333333,24.95,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627763-201563-203089,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, John Henson","Vaughn, Maker, Brogdon, Beasley, Henson",1626173-1627748-1627763-201563-203089,MIL,784.0,2,13.0,-3.0,27.0,26.0,5.0,53.0,3.0,7.0,1.0,2.0,12.0,,1.0,,,3.0,12.0,26.0,,4.0,3.0,27.0,30.0,3.0,7.0,,,6.0,18.0,6.0,,,3.0,1.0,9.0,9.0,3.0,18.0,1.0,6.0,5.0,5.0,10.0,7.0,17.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,,21.0,0.75,0.75,,,,0.46153846153846156,0.42857142857142855,0.4,0.42857142857142855,0.43548387096774194,0.42857142857142855,0.13333333333333333,0.038461538461538464,,1.0,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.25,0.7142857142857143,0.3888888888888889,0.5,0.2857142857142857,,0.6,,1.0,0.11764705882352941,97.34693877551021,17.77777777777778,11.692307692307692,15.703703703703704,11.038461538461538,0.23333333333333334,0.42857142857142855,0.5,1.0,0.4,0.03333333333333333,,,0.1,0.2857142857142857,0.5,,,0.36666666666666664,0.4379216666666667,0.4607666666666667,0.06451612903225806,0.07407407407407407,0.2222222222222222,9.092307692307692,24.7,,,,,,1.0,,0.3333333333333333,,,,1.0,,5.0,4.0,1.0,1.0,5.0,4.0,7.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,0.25,0.2,0.2,0.14285714285714285,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.8,0.23333333333333334,0.5714285714285714,0.5714285714285714,0.5,0.2,1.0,0.2,0.43423999999999996,0.07407407407407407,0.18518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627763-203101-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Miles Plumlee, Mirza Teletovic","Vaughn, Maker, Brogdon, Plumlee, Teletovic",1626173-1627748-1627763-203101-203141,MIL,21.0,1,,-3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627763-203101-203953,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Miles Plumlee, Jabari Parker","Vaughn, Maker, Brogdon, Plumlee, Parker",1626173-1627748-1627763-203101-203953,MIL,41.0,1,1.0,-2.0,1.0,2.0,,3.0,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,105.36585365853658,13.0,14.0,13.0,14.0,,,,,1.0,,,,,,,,,,0.4041,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.4041,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627763-203503-203507,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Tony Snell, Giannis Antetokounmpo","Vaughn, Maker, Brogdon, Snell, Antetokounmpo",1626173-1627748-1627763-203503-203507,MIL,282.0,1,5.0,-11.0,9.0,8.0,1.0,17.0,1.0,6.0,,1.0,2.0,,1.0,,,1.0,1.0,9.0,1.0,2.0,,5.0,16.0,,2.0,,,,2.0,,,,1.0,1.0,1.0,2.0,1.0,5.0,,2.0,,1.0,1.0,2.0,3.0,,,,,,,1.0,,,,,,,,5.0,1.0,1.0,0.5,,0.5,0.1111111111111111,,0.22727272727272727,,0.22727272727272727,,0.18181818181818182,0.1111111111111111,,,1.0,0.25,,,1.0,0.2222222222222222,0.4,,,1.0,,,,86.80851063829788,19.666666666666668,13.125,18.88888888888889,13.125,0.5454545454545454,0.16666666666666666,0.2,1.0,0.18181818181818182,0.09090909090909091,,,0.09090909090909091,0.5,,,,0.7272727272727273,0.5422863636363636,0.45295,,,,4.322222222222222,25.1,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,0.09090909090909091,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627763-203507-203521,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Giannis Antetokounmpo, Matthew Dellavedova","Vaughn, Maker, Brogdon, Antetokounmpo, Dellavedova",1626173-1627748-1627763-203507-203521,MIL,191.0,1,3.0,4.0,6.0,5.0,2.0,11.0,,1.0,,1.0,1.0,,,,,2.0,,4.0,2.0,2.0,1.0,7.0,3.0,,1.0,,,1.0,,,,,2.0,1.0,,2.0,,6.0,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,6.0,,,1.0,,1.0,,,0.5,,0.5,0.25,0.3333333333333333,0.25,,,1.0,0.25,1.0,,1.0,0.25,,,,1.0,,,,82.93193717277488,18.5,16.0,16.5,16.0,0.16666666666666666,,,,0.16666666666666666,,,,0.3333333333333333,1.0,,,,0.5,0.40027,0.3423,,,0.14285714285714285,11.025,25.45,2.0,6.0,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,6.0,4.0,,1.0,,,2.0,2.0,,4.0,2.0,7.0,,,,,1.0,1.0,1.0,7.0,6.0,,0.5,0.5,1.0,0.5,,1.0,1.0,,,,0.3333333333333333,,,,0.16666666666666666,,0.3333333333333333,0.40027,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627780-201563-202328,1610612749,"Rashad Vaughn, Thon Maker, Gary Payton II, Michael Beasley, Greg Monroe","Vaughn, Maker, Payton II, Beasley, Monroe",1626173-1627748-1627780-201563-202328,MIL,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627780-201563-203089,1610612749,"Rashad Vaughn, Thon Maker, Gary Payton II, Michael Beasley, John Henson","Vaughn, Maker, Payton II, Beasley, Henson",1626173-1627748-1627780-201563-203089,MIL,55.0,1,1.0,-4.0,2.0,2.0,,4.0,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,104.72727272727273,16.0,11.5,16.0,11.5,,,,,,,,,,,,,,,0.3951,,,,,22.6,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
1626173-1627748-1627780-202328-203141,1610612749,"Rashad Vaughn, Thon Maker, Gary Payton II, Greg Monroe, Mirza Teletovic","Vaughn, Maker, Payton II, Monroe, Teletovic",1626173-1627748-1627780-202328-203141,MIL,392.0,1,7.0,-1.0,13.0,13.0,1.0,26.0,1.0,2.0,,,3.0,,,,,4.0,4.0,6.0,1.0,4.0,3.0,14.0,15.0,,,,1.0,,4.0,4.0,,,4.0,,2.0,3.0,,7.0,1.0,,1.0,3.0,6.0,1.0,7.0,,1.0,1.0,,,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,,14.0,0.5,0.5,0.25,,0.25,0.6666666666666666,,0.55,,0.5833333333333334,,0.4,,,,0.75,,0.5,0.5,0.6666666666666666,0.25,,,,0.6666666666666666,,,,95.51020408163265,13.76923076923077,16.384615384615383,13.384615384615385,14.615384615384615,0.2,0.5,0.5,,0.3,,,,0.4,,,,,0.6,0.471135,,0.16666666666666666,0.25,,6.8500000000000005,25.675,1.0,3.0,1.0,1.0,1.0,,1.0,0.5,0.25,0.25,1.0,,0.25,4.0,5.0,,,3.0,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,,,,2.0,,1.0,4.0,4.0,0.5,0.3333333333333333,0.5,,,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.1,,,,,,0.3333333333333333,0.32763333333333333,0.2857142857142857,0.3076923076923077,,,,,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,False
