EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,BlockingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,LostBallSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFtPoints,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,ShortMidRangeAssists,ShortMidRangePctAssisted,ShortMidRangePctBlocked,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceCorner3Frequency,FTOffRebounds,Travels,OffFTReboundPct,DefensiveGoaltends,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,Loose Ball Fouls,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,3SecondViolations,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends,BlockedLongMidRange,HeaveMakes,team_id,year,season,team_vs
101150-1626149-1626155-201569-201935,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Eric Gordon, James Harden","Williams, Harrell, Dekker, Gordon, Harden",101150-1626149-1626155-201569-201935,HOU,98.0,1,2.0,5.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,0.5,0.5,0.5,1.0,0.5,1.0,0.875,1.5,0.875,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.16326530612245,13.666666666666666,19.0,12.333333333333334,19.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.75,0.5,0.51095,0.42857142857142855,4.15,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1626155-201569-201976,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, Eric Gordon, Patrick Beverley","Williams, Harrell, Dekker, Gordon, Beverley",101150-1626149-1626155-201569-201976,HOU,978.0,5,16.0,-3.0,34.0,36.0,5.0,70.0,6.0,8.0,4.0,9.0,2.0,4.0,,,14.0,23.0,2.0,5.0,42.0,45.0,,,8.0,10.0,18.0,,4.0,2.0,5.0,7.0,2.0,16.0,2.0,7.0,6.0,14.0,5.0,19.0,,8.0,8.0,34.0,0.35714285714285715,0.38461538461538464,0.4,,0.4,0.6086956521739131,0.6071428571428571,0.8,0.6774193548387096,0.8,0.17857142857142858,0.8571428571428571,0.875,0.6666666666666666,0.8666666666666667,0.4166666666666667,0.5,,0.6666666666666666,,103.06748466257669,16.235294117647058,11.833333333333334,15.411764705882353,11.666666666666666,0.2857142857142857,0.75,1.0,0.3333333333333333,0.32142857142857145,0.4444444444444444,0.4444444444444444,0.14285714285714285,0.5,0.5,,,0.4642857142857143,0.5,0.47823214285714283,0.19047619047619047,8.752173913043478,24.7,3.0,2.0,2.0,4.0,6.0,1.0,8.0,4.0,5.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,8.0,1.0,9.0,10.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,0.8,0.08695652173913043,0.25,0.5,1.0,0.3333333333333333,0.2,1.0,1.0,0.6666666666666666,1.0,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.75,0.03571428571428571,1.0,0.4,1.0,0.5,0.5160333333333333,0.1935483870967742,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1626155-201935-2772,1610612745,"Lou Williams, Montrezl Harrell, Sam Dekker, James Harden, Trevor Ariza","Williams, Harrell, Dekker, Harden, Ariza",101150-1626149-1626155-201935-2772,HOU,847.0,2,14.0,10.0,27.0,28.0,3.0,55.0,5.0,6.0,1.0,4.0,4.0,10.0,1.0,1.0,8.0,13.0,5.0,11.0,34.0,24.0,1.0,1.0,7.0,4.0,12.0,3.0,10.0,4.0,2.0,6.0,2.0,16.0,2.0,4.0,5.0,10.0,4.0,14.0,,4.0,6.0,27.0,0.25,0.3333333333333333,0.45454545454545453,1.0,0.45454545454545453,0.6153846153846154,0.6458333333333334,0.875,0.6538461538461539,0.875,0.4583333333333333,0.5555555555555556,0.8,0.3333333333333333,0.6428571428571429,0.36363636363636365,0.3333333333333333,,1.0,,93.5064935064935,14.222222222222221,16.535714285714285,13.62962962962963,15.071428571428571,0.25,0.8333333333333334,1.0,0.4,0.16666666666666666,0.25,0.25,0.4166666666666667,0.4,0.4,0.25,1.0,0.7083333333333334,0.4,0.5405208333333333,0.20588235294117646,8.13076923076923,25.245454545454546,11.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,12.0,4.0,1.0,4.0,3.0,,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,4.0,,2.0,4.0,,,2.0,4.0,3.0,4.0,0.8,0.6666666666666666,0.07692307692307693,0.16666666666666666,0.25,1.0,0.4,0.6666666666666666,,,0.625,,0.75,0.125,0.6666666666666666,0.6666666666666666,,0.041666666666666664,0.75,0.5,1.0,,0.5275,0.07692307692307693,0.13333333333333333,19.0,4.0,4.0,1.0,1.0,1.0,3.0,6.0,6.0,8.0,4.0,7.0,3.0,27.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,27.0,19.0,0.5714285714285714,0.75,0.8,0.7941176470588235,0.25,1.0,1.0,1.0,1.0,0.26666666666666666,1.0,0.06666666666666667,1.0,0.4,0.5,0.5404433333333334,0.7941176470588235,0.7037037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1627786-1627819-2403,1610612745,"Lou Williams, Montrezl Harrell, Troy Williams, Isaiah Taylor, Nene","Williams, Harrell, Williams, Taylor, Nene",101150-1626149-1627786-1627819-2403,HOU,171.0,1,3.0,-2.0,6.0,6.0,1.0,12.0,1.0,2.0,1.0,1.0,,2.0,,1.0,2.0,4.0,,3.0,4.0,6.0,,1.0,2.0,,4.0,,2.0,,,,,,1.0,2.0,1.0,3.0,2.0,5.0,,,2.0,2.0,,,,,,0.5,0.2857142857142857,0.5,0.2857142857142857,0.5,0.42857142857142855,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,,1.0,,101.05263157894737,15.333333333333334,13.166666666666666,14.166666666666666,13.166666666666666,0.2857142857142857,0.5,0.5,,0.14285714285714285,1.0,1.0,0.2857142857142857,,,0.5,,0.7142857142857143,,0.46069166666666667,0.5,8.525,26.2,4.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,0.14285714285714285,,,,0.14285714285714285,,0.5,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3529,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1627786-201569-2403,1610612745,"Lou Williams, Montrezl Harrell, Troy Williams, Eric Gordon, Nene","Williams, Harrell, Williams, Gordon, Nene",101150-1626149-1627786-201569-2403,HOU,213.0,1,4.0,2.0,8.0,8.0,,16.0,,,1.0,1.0,,2.0,,,2.0,3.0,,2.0,6.0,4.0,,,,,4.0,,2.0,,,,,,,2.0,2.0,5.0,,5.0,,1.0,1.0,6.0,,,,,,0.6666666666666666,0.4,,0.42857142857142855,,0.4,0.5,1.0,,0.6666666666666666,,,1.0,1.0,,108.16901408450705,11.75,14.875,11.75,14.375,,,,,0.2,1.0,1.0,0.4,,,,,0.4,,0.47968,,16.933333333333334,25.55,,,,1.0,2.0,,2.0,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,3.0,4.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,0.4,0.5,0.5,,,,,,,,0.2857142857142857,0.4,8.0,,,,,,,2.0,2.0,3.0,,2.0,2.0,6.0,,,,1.0,1.0,,,6.0,8.0,,0.6666666666666666,0.4,0.42857142857142855,,,,,,,,,,0.4,,0.47968,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1627786-201628-201935,1610612745,"Lou Williams, Montrezl Harrell, Troy Williams, Bobby Brown, James Harden","Williams, Harrell, Williams, Brown, Harden",101150-1626149-1627786-201628-201935,HOU,214.0,1,4.0,-3.0,8.0,7.0,,15.0,2.0,2.0,,1.0,,3.0,,,2.0,3.0,,3.0,5.0,8.0,,,,4.0,,,3.0,,2.0,2.0,2.0,4.0,,2.0,1.0,3.0,,3.0,,1.0,1.0,5.0,1.0,1.0,,,,0.6666666666666666,0.3333333333333333,,0.35714285714285715,,0.5,0.5,0.6666666666666666,,0.6,,,,,,100.93457943925233,12.875,15.857142857142858,12.875,12.285714285714286,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,0.5,,,,,0.8333333333333334,,0.6445333333333333,,2.733333333333333,25.2,4.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,0.5,0.6666666666666666,,,,,,,,,,,,,8.0,2.0,2.0,,,,,3.0,2.0,3.0,,3.0,1.0,5.0,,,,1.0,,,,5.0,8.0,,0.6666666666666666,0.3333333333333333,0.35714285714285715,,,,,,0.3333333333333333,1.0,,,0.5,,0.6445333333333333,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1627819-201569-2403,1610612745,"Lou Williams, Montrezl Harrell, Isaiah Taylor, Eric Gordon, Nene","Williams, Harrell, Taylor, Gordon, Nene",101150-1626149-1627819-201569-2403,HOU,215.0,1,4.0,4.0,10.0,9.0,1.0,19.0,1.0,2.0,1.0,2.0,1.0,1.0,,,3.0,6.0,1.0,1.0,11.0,7.0,,,2.0,4.0,2.0,,1.0,1.0,2.0,3.0,1.0,7.0,,2.0,1.0,5.0,1.0,6.0,,4.0,6.0,9.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,0.5,0.6428571428571429,,0.6875,1.0,0.14285714285714285,1.0,1.0,,1.0,0.3333333333333333,,,1.0,,127.25581395348837,10.7,12.0,10.7,12.0,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,,,0.42857142857142855,1.0,0.45015714285714287,0.18181818181818182,10.416666666666666,26.3,2.0,,,1.0,2.0,,2.0,,,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,3.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,,1.0,,1.0,,1.0,0.2857142857142857,0.5,0.5,1.0,,1.0,,,,,,,5.0,,1.0,,,,,,1.0,3.0,,,2.0,4.0,,,,2.0,,,1.0,4.0,5.0,,0.3333333333333333,0.3333333333333333,0.5,1.0,,,,,0.3333333333333333,,,,,,0.37786666666666663,0.36363636363636365,0.5,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1627819-201935-201976,1610612745,"Lou Williams, Montrezl Harrell, Isaiah Taylor, James Harden, Patrick Beverley","Williams, Harrell, Taylor, Harden, Beverley",101150-1626149-1627819-201935-201976,HOU,93.0,1,2.0,-1.0,3.0,4.0,,7.0,,,1.0,1.0,,2.0,,,1.0,1.0,,2.0,2.0,3.0,,,,2.0,,,2.0,,1.0,1.0,,2.0,,1.0,,2.0,,2.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,1.0,,1.0,,,,1.0,,108.38709677419355,20.0,8.25,20.0,8.25,,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,0.6666666666666666,,0.4788833333333333,,9.6,25.3,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-1627819-201976-2403,1610612745,"Lou Williams, Montrezl Harrell, Isaiah Taylor, Patrick Beverley, Nene","Williams, Harrell, Taylor, Beverley, Nene",101150-1626149-1627819-201976-2403,HOU,51.0,1,1.0,-4.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,84.70588235294117,18.0,16.5,18.0,13.0,,,,,,,,1.0,,,,,1.0,,0.4509,,,25.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.4509,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
101150-1626149-201569-201583-201976,1610612745,"Lou Williams, Montrezl Harrell, Eric Gordon, Ryan Anderson, Patrick Beverley","Williams, Harrell, Gordon, Anderson, Beverley",101150-1626149-201569-201583-201976,HOU,363.0,1,6.0,8.0,13.0,12.0,1.0,25.0,1.0,3.0,2.0,4.0,3.0,3.0,,,4.0,11.0,3.0,3.0,17.0,9.0,,,,4.0,4.0,,3.0,3.0,2.0,5.0,1.0,13.0,,5.0,2.0,8.0,1.0,9.0,,2.0,3.0,17.0,0.5,0.5,1.0,,1.0,0.36363636363636365,0.6071428571428571,,0.6071428571428571,,0.21428571428571427,1.0,0.8333333333333334,,0.875,0.14285714285714285,,1.0,1.0,,99.17355371900827,14.23076923076923,14.833333333333334,13.846153846153847,13.416666666666666,0.21428571428571427,0.3333333333333333,1.0,1.0,0.2857142857142857,0.5,0.6666666666666666,0.21428571428571427,1.0,1.0,,,0.42857142857142855,1.0,0.40298214285714284,,9.127272727272727,25.96666666666667,,,,1.0,4.0,,,,1.0,9.0,,3.0,3.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,0.2727272727272727,0.6666666666666666,,1.0,0.14285714285714285,,,,1.0,,0.6666666666666666,0.2857142857142857,0.25,0.25,,,1.0,,,,0.3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2017,2016-17,True
