EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,OpponentPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,LongMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,LiveBallTurnoverPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,LostBallTurnovers,Offensive Fouls,OffFTReboundPct,DefCorner3ReboundPct,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceFtPoints,2pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,FTDefRebounds,Loose Ball Fouls,SecondChanceFg3Pct,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedShortMidRange,SelfOReb,SelfORebPct,SecondChanceArc3FGM,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PtsUnassisted3s,Charge Fouls Drawn,HeaveAttempts,Charge Fouls,team_id,year,season,team_vs
1626150-1627782-1713-201148-201188,1610612763,"Andrew Harrison, Wayne Selden, Vince Carter, Brandan Wright, Marc Gasol","Harrison, Selden, Carter, Wright, Gasol",1626150-1627782-1713-201148-201188,MEM,108.0,1,2.0,7.0,4.0,3.0,1.0,7,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.7,0.25,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.5,1.0,93.33333333333333,1.0,13.75,17.666666666666668,13.25,17.333333333333332,0.5,0.5,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.75,0.5939875,0.5143,0.2,0.25,2.6,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-1713-201188-203210,1610612763,"Andrew Harrison, Wayne Selden, Vince Carter, Marc Gasol, JaMychal Green","Harrison, Selden, Carter, Gasol, Green",1626150-1627782-1713-201188-203210,MEM,304.0,2,5.0,2.0,6.0,8.0,1.0,14,2.0,2.0,1.0,2.0,,1.0,5.0,5.0,1.0,3.0,1.0,14.0,1.0,,3.0,,,1.0,1.0,,,3.0,,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,,,,,12.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.8125,0.7777777777777778,0.375,,,1.0,,1.0,1.0,,,1.0,66.31578947368422,,26.5,18.125,23.833333333333332,18.125,0.25,1.0,1.0,,0.25,0.125,,,,0.5,0.625,0.5162,,0.1111111111111111,0.16666666666666666,7.58,24.5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,10.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.5,0.3266,0.14285714285714285,0.21428571428571427,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-1713-201188-2216,1610612763,"Andrew Harrison, Wayne Selden, Vince Carter, Marc Gasol, Zach Randolph","Harrison, Selden, Carter, Gasol, Randolph",1626150-1627782-1713-201188-2216,MEM,282.0,2,5.0,-2.0,7.0,7.0,1.0,14,,,,5.0,,1.0,3.0,6.0,,1.0,,6.0,1.0,2.0,,1.0,1.0,,1.0,,,2.0,,1.0,4.0,1.0,5.0,,,1.0,,,,,,,6.0,0.3333333333333333,0.3333333333333333,,,,0.5,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.16666666666666666,,1.0,,1.0,0.25,,,,71.48936170212765,,18.428571428571427,21.857142857142858,17.285714285714285,21.857142857142858,,,,,0.7142857142857143,0.14285714285714285,,,,,0.14285714285714285,0.4386357142857143,0.4391,,,11.033333333333333,22.7,,,2.0,1.0,1.0,,,,8.0,,,,,,,,4.0,,,,,1.0,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,0.4,0.5,0.14285714285714285,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201144-201188-203210,1610612763,"Andrew Harrison, Wayne Selden, Mike Conley, Marc Gasol, JaMychal Green","Harrison, Selden, Conley, Gasol, Green",1626150-1627782-201144-201188-203210,MEM,811.0,5,14.0,-6.0,24.0,25.0,3.0,49,2.0,2.0,,5.0,,1.0,7.0,11.0,1.0,10.0,5.0,22.0,,6.0,3.0,,3.0,1.0,4.0,,1.0,9.0,,7.0,9.0,3.0,12.0,2.0,,6.0,7.0,1.0,,,,,22.0,0.42857142857142855,0.42857142857142855,1.0,0.1,0.1,0.6363636363636364,0.40476190476190477,0.4583333333333333,0.47619047619047616,,,0.875,,0.8181818181818182,0.25,,0.5,1.0,87.00369913686806,,17.083333333333332,16.04,16.208333333333332,15.4,0.09523809523809523,1.0,1.0,0.5,0.23809523809523808,0.047619047619047616,,,,,0.5714285714285714,0.4688952380952381,,0.09090909090909091,0.08333333333333333,11.572727272727272,24.94,22.0,,4.0,1.0,4.0,1.0,9.0,1.0,28.0,,1.0,,7.0,11.0,3.0,20.0,8.0,,9.0,1.0,1.0,3.0,2.0,2.0,4.0,20.0,22.0,,0.6363636363636364,,0.425,,0.45454545454545453,0.6666666666666666,0.375,0.2857142857142857,1.0,1.0,0.8,0.8,0.19047619047619047,0.25,0.25,0.42857142857142855,0.1111111111111111,0.1111111111111111,1.0,,1.0,0.1111111111111111,0.46667500000000006,,0.9090909090909091,0.9166666666666666,11.0,1.0,,4.0,5.0,,1.0,0.25,2.0,2.0,1.0,1.0,8.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.2,1.0,0.1,1.0,0.05,0.4,0.125,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201144-203210-2216,1610612763,"Andrew Harrison, Wayne Selden, Mike Conley, JaMychal Green, Zach Randolph","Harrison, Selden, Conley, Green, Randolph",1626150-1627782-201144-203210-2216,MEM,752.0,3,13.0,-3.0,20.0,19.0,2.0,39,1.0,2.0,1.0,4.0,2.0,2.0,5.0,12.0,4.0,4.0,2.0,24.0,2.0,2.0,12.0,1.0,1.0,4.0,5.0,2.0,,14.0,1.0,2.0,5.0,2.0,7.0,,,3.0,4.0,2.0,,,,,22.0,0.2,0.25,1.0,1.0,1.0,0.4166666666666667,0.6875,0.6666666666666666,0.25,0.08333333333333333,,0.5,0.16666666666666666,0.625,0.16666666666666666,1.0,,,74.68085106382979,,19.35,19.210526315789473,19.0,18.0,0.125,0.5,0.5,,0.25,0.125,1.0,1.0,1.0,0.5,0.375,0.46435,0.5368,0.1111111111111111,0.14285714285714285,12.975,24.175,5.0,1.0,3.0,1.0,6.0,2.0,2.0,,27.0,1.0,,2.0,,2.0,2.0,5.0,8.0,2.0,2.0,2.0,2.0,,3.0,2.0,4.0,5.0,5.0,0.5,,0.5,0.5,0.5,0.5,0.75,,,,0.6666666666666666,0.75,1.0,0.375,0.16666666666666666,0.16666666666666666,0.125,1.0,1.0,1.0,1.0,,1.0,0.4526833333333333,0.08333333333333333,0.20833333333333334,0.25,4.0,1.0,,2.0,4.0,0.25,0.6666666666666666,0.3333333333333333,,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,1.0,0.5,,,,,0.3333333333333333,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201188-203210-203516,1610612763,"Andrew Harrison, Wayne Selden, Marc Gasol, JaMychal Green, James Ennis III","Harrison, Selden, Gasol, Green, Ennis III",1626150-1627782-201188-203210-203516,MEM,16.0,1,,3.0,1.0,,,1,,,,,,,,,1.0,1.0,,3.0,,,3.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,1.0,,1.5,1.5,1.0,,,,,,,,,,90.0,,10.0,,10.0,,,,,,,,,,,,1.0,0.5244,,,,,24.2,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201188-203210-203584,1610612763,"Andrew Harrison, Wayne Selden, Marc Gasol, JaMychal Green, Troy Daniels","Harrison, Selden, Gasol, Green, Daniels",1626150-1627782-201188-203210-203584,MEM,171.0,1,3.0,-1.0,6.0,6.0,,12,2.0,4.0,,,,,2.0,4.0,,2.0,,4.0,,2.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,4.0,0.5,0.5,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,,1.0,,,1.0,,101.05263157894737,,14.333333333333334,14.166666666666666,14.333333333333334,14.166666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,,,,,,,1.0,0.6835333333333334,,,,0.925,24.9,,,,,,,2.0,,5.0,,,,,,,,2.0,,2.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1627782-201188-203584-2216,1610612763,"Andrew Harrison, Wayne Selden, Marc Gasol, Troy Daniels, Zach Randolph","Harrison, Selden, Gasol, Daniels, Randolph",1626150-1627782-201188-203584-2216,MEM,228.0,1,4.0,5.0,7.0,6.0,,13,1.0,2.0,,1.0,,,3.0,5.0,,,4.0,10.0,,4.0,,,2.0,,2.0,,1.0,4.0,,2.0,3.0,,3.0,1.0,1.0,3.0,4.0,2.0,,,,,10.0,0.6666666666666666,0.6666666666666666,,,,0.6,0.6,0.7142857142857143,,,,1.0,,1.0,,,1.0,,82.10526315789474,,16.285714285714285,19.0,16.285714285714285,19.0,0.4,0.5,0.5,1.0,0.2,,,,,,0.4,0.5093799999999999,,0.2857142857142857,0.2857142857142857,8.58,,1.0,,,2.0,2.0,,,,5.0,,,,1.0,1.0,,2.0,2.0,,,,,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,,0.4,1.0,1.0,,,,,,,,0.3427,,0.2,0.14285714285714285,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1713-201144-201188-203210,1610612763,"Andrew Harrison, Vince Carter, Mike Conley, Marc Gasol, JaMychal Green","Harrison, Carter, Conley, Gasol, Green",1626150-1713-201144-201188-203210,MEM,121.0,3,2.0,7.0,5.0,3.0,,8,,,,1.0,,,2.0,3.0,1.0,1.0,,7.0,,,3.0,,,1.0,1.0,,,3.0,,1.0,3.0,,3.0,,,,,,,,,,7.0,,,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,,,1.0,,1.0,,,,1.0,95.20661157024794,,14.0,17.0,14.0,17.0,,,,,0.25,,,,,,0.25,0.40299999999999997,,,,15.566666666666668,25.4,5.0,,,2.0,2.0,1.0,1.0,,,,,,2.0,3.0,,7.0,4.0,,1.0,1.0,1.0,,2.0,,,7.0,5.0,,0.6666666666666666,,0.875,,0.875,1.0,,,,1.0,,,0.5,1.0,1.0,0.25,1.0,1.0,1.0,,,1.0,0.40299999999999997,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,0.25,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
1626150-1713-201144-201188-2216,1610612763,"Andrew Harrison, Vince Carter, Mike Conley, Marc Gasol, Zach Randolph","Harrison, Carter, Conley, Gasol, Randolph",1626150-1713-201144-201188-2216,MEM,246.0,2,4.0,6.0,7.0,7.0,1.0,14,1.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,10.0,,,6.0,,,2.0,2.0,,,6.0,,1.0,3.0,,3.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,,,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,0.5,,0.6,,,1.0,,81.95121951219512,1.0,13.0,22.142857142857142,12.142857142857142,19.428571428571427,0.5,0.5,0.5,,,,,,,,1.0,0.6130125,,0.2,0.3333333333333333,0.9,25.75,3.0,,,,,2.0,2.0,,4.0,,,,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,,1.0,2.0,3.0,,,,,,0.5,0.6666666666666666,,,,1.0,,,,,,0.5,1.0,1.0,1.0,,,1.0,0.7062,,0.2,0.42857142857142855,1.0,,,,2.0,,,,,1.0,,,,,,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2017,2016-17,True
