EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Arc3FGM,PenaltyArc3FGA,PenaltyFG3A,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,PenaltyCorner3Frequency,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Travels,NonShootingPenaltyNonTakeFouls,PtsUnassisted3s,FTOffRebounds,BlockingFouls,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,3SecondViolations,SecondChanceArc3Frequency,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,Blocked3s,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
1626144-1627736-202087-202702-203999,1610612743,"Emmanuel Mudiay, Malik Beasley, Alonzo Gee, Kenneth Faried, Nikola Jokic","Mudiay, Beasley, Gee, Faried, Jokic",1626144-1627736-202087-202702-203999,DEN,63.0,1,1.0,4.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,160.0,6.0,13.0,6.0,13.0,0.5,0.5,1.0,1.0,0.5,0.5923,0.3333333333333333,0.3333333333333333,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-202702,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Kenneth Faried","Mudiay, Murray, Hernangomez, Chandler, Faried",1626144-1627750-1627823-201163-202702,DEN,285.0,2,5.0,5.0,11.0,10.0,21.0,8.0,,1.0,4.0,9.0,6.0,17.0,6.0,,3.0,3.0,8.0,,2.0,4.0,,6.0,7.0,3.0,10.0,0.4444444444444444,0.5,0.6071428571428571,0.6,,0.6,,,,106.10526315789474,12.545454545454545,14.7,11.363636363636363,13.4,0.7272727272727273,0.09090909090909091,,,0.9090909090909091,0.5912272727272727,0.23076923076923078,0.2727272727272727,3.466666666666667,2.0,4.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,5.0,1.0,7.0,1.0,2.0,2.0,4.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,0.25,1.0,1.0,0.5,0.5,0.6,0.5,0.6,0.5,0.7,0.6666666666666666,0.18181818181818182,0.2222222222222222,0.25,1.0,0.8,1.0,0.8333333333333334,0.75,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.25,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,1.0,0.6,1.0,0.5,0.63015,0.75805,0.4117647058823529,0.23529411764705882,24.25,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-203486,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Mason Plumlee","Mudiay, Murray, Hernangomez, Chandler, Plumlee",1626144-1627750-1627823-201163-203486,DEN,985.0,3,16.0,2.0,35.0,33.0,68.0,18.0,3.0,4.0,10.0,25.0,8.0,31.0,10.0,7.0,6.0,15.0,23.0,3.0,6.0,6.0,1.0,5.0,8.0,,27.0,0.4,0.3382352941176471,0.4189189189189189,0.6666666666666666,0.7777777777777778,0.7222222222222222,0.75,0.75,1.0,99.41116751269035,13.685714285714285,15.333333333333334,12.8,14.545454545454545,0.5294117647058824,0.11764705882352941,0.75,0.75,0.7941176470588235,0.5524044117647059,0.05555555555555555,,4.404,6.0,5.0,6.0,1.0,6.0,2.0,2.0,1.0,4.0,5.0,1.0,9.0,29.0,2.0,7.0,,4.0,3.0,4.0,5.0,11.0,10.0,3.0,2.0,5.0,3.0,5.0,1.0,6.0,1.0,3.0,13.0,2.0,6.0,8.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,,11.0,6.0,1.0,0.5,0.5555555555555556,1.0,0.1111111111111111,0.1111111111111111,0.2857142857142857,0.75,0.2857142857142857,0.75,0.2857142857142857,0.9166666666666666,0.2647058823529412,0.12,0.16666666666666666,0.5,0.4,0.25,0.34782608695652173,0.4166666666666667,,,0.75,,,0.3333333333333333,0.4,0.5,0.11764705882352941,0.25,0.25,1.0,0.14705882352941177,0.8571428571428571,0.16666666666666666,0.5,1.0,0.5105999999999999,0.517725,0.12903225806451613,0.3548387096774194,24.51111111111111,0.17142857142857143,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.05,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Chandler, Nurkic",1626144-1627750-1627823-201163-203994,DEN,89.0,2,1.0,,4.0,3.0,7.0,2.0,,2.0,2.0,4.0,,4.0,2.0,,,,,,,1.0,,,,,4.0,0.5,0.5,0.5,,,,,,,113.25842696629213,15.25,9.333333333333334,15.25,9.333333333333334,0.5,0.5,,,0.5,0.502325,,,11.0,1.0,,2.0,,,1.0,1.0,,,,,,4.0,,,,,1.0,1.0,,2.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,0.5,0.5,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,1.0,1.0,,0.5874,,0.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201163-203999,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Nikola Jokic","Mudiay, Murray, Hernangomez, Chandler, Jokic",1626144-1627750-1627823-201163-203999,DEN,598.0,3,10.0,6.0,20.0,21.0,41.0,6.0,,4.0,5.0,11.0,5.0,21.0,6.0,2.0,4.0,7.0,8.0,1.0,2.0,2.0,,7.0,9.0,2.0,21.0,0.45454545454545453,0.5,0.525,0.8,0.6666666666666666,0.75,,0.6666666666666666,,98.72909698996655,13.7,15.428571428571429,13.55,15.19047619047619,0.375,0.25,,,0.6875,0.5476625,0.1111111111111111,0.15384615384615385,8.445454545454545,7.0,1.0,4.0,,,1.0,2.0,1.0,3.0,2.0,2.0,5.0,15.0,,,,,1.0,4.0,5.0,7.0,4.0,6.0,,2.0,1.0,2.0,2.0,4.0,1.0,1.0,10.0,,1.0,1.0,6.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,7.0,7.0,1.0,0.4,0.4,1.0,0.4,0.4,,0.25,,0.2,,0.4375,0.3125,0.09090909090909091,0.16666666666666666,0.5,0.16666666666666666,,0.125,,0.25,,0.6666666666666666,1.0,,0.6666666666666666,0.8,0.25,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.125,,,0.4,0.5,,0.52764,,0.3333333333333333,23.9,0.35,8.0,1.0,1.0,,1.0,,4.0,,,1.0,,,,1.0,,,,0.0625,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201568-201579,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Roy Hibbert","Mudiay, Murray, Hernangomez, Gallinari, Hibbert",1626144-1627750-1627823-201568-201579,DEN,66.0,1,1.0,,2.0,2.0,4.0,1.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,2.0,0.5,0.5,0.5,1.0,,1.0,1.0,,,87.27272727272727,16.0,17.0,16.0,17.0,0.5,0.5,,,0.5,0.5219,,,8.0,2.0,,1.0,,,1.0,1.0,,,,,,2.0,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,0.5,,0.5,,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,1.0,,0.5219,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201568-202702,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Kenneth Faried","Mudiay, Murray, Hernangomez, Gallinari, Faried",1626144-1627750-1627823-201568-202702,DEN,168.0,2,3.0,1.0,5.0,7.0,12.0,2.0,,,2.0,2.0,2.0,6.0,,2.0,2.0,4.0,4.0,,,1.0,,2.0,3.0,2.0,6.0,1.0,0.5,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,102.85714285714286,11.8,15.571428571428571,11.8,13.714285714285714,0.5,,,,1.0,0.5692,0.4,0.6666666666666666,1.6,2.0,,2.0,,,1.0,1.0,,,2.0,,2.0,5.0,,,,,1.0,1.0,1.0,3.0,4.0,,,2.0,,2.0,,2.0,,2.0,4.0,,,,,,,,1.0,,,1.0,,,,,,,3.0,2.0,,1.0,1.0,,,,,1.0,,0.5,,0.75,0.5,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.5,,,0.5,1.0,,0.435225,,0.5,26.25,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201568-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Gallinari, Nurkic",1626144-1627750-1627823-201568-203994,DEN,76.0,1,1.0,,2.0,3.0,5.0,,,,,,2.0,2.0,,1.0,,1.0,1.0,,,1.0,,2.0,3.0,1.0,2.0,,,0.25,,1.0,0.5,,1.0,,94.73684210526316,19.0,12.666666666666666,19.0,10.333333333333334,,,,,1.0,0.4701,0.5,1.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201589-203115,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Darrell Arthur, Will Barton","Mudiay, Murray, Hernangomez, Arthur, Barton",1626144-1627750-1627823-201589-203115,DEN,481.0,2,8.0,4.0,20.0,20.0,40.0,9.0,1.0,2.0,8.0,12.0,2.0,21.0,12.0,2.0,5.0,8.0,9.0,1.0,3.0,4.0,,3.0,4.0,2.0,17.0,0.6666666666666666,0.6333333333333333,0.6176470588235294,0.8333333333333334,1.0,0.875,1.0,1.0,1.0,119.75051975051974,11.6,12.45,11.15,11.85,0.6,0.13333333333333333,0.5,0.5,0.8,0.5916566666666667,0.11764705882352941,0.14285714285714285,5.058333333333334,4.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,3.0,,1.0,3.0,17.0,1.0,1.0,2.0,4.0,3.0,3.0,,6.0,4.0,3.0,,,1.0,2.0,1.0,3.0,1.0,2.0,7.0,,1.0,1.0,4.0,2.0,2.0,1.0,3.0,,,,,2.0,2.0,,2.0,1.0,6.0,4.0,,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.75,1.0,0.75,0.2,0.08333333333333333,0.1111111111111111,0.6666666666666666,0.25,,0.16666666666666666,0.5,,,0.8,,0.5,0.7777777777777778,0.875,0.2857142857142857,0.2,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,0.5,1.0,0.8874,0.5651375,0.19047619047619047,0.2857142857142857,23.5,0.2,4.0,,1.0,,1.0,,2.0,,1.0,,,,,0.5,,,,0.06666666666666667,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
1626144-1627750-1627823-201589-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Darrell Arthur, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Arthur, Nurkic",1626144-1627750-1627823-201589-203994,DEN,77.0,1,1.0,,2.0,2.0,4.0,,,,,2.0,,3.0,,,,,1.0,,,,,,,,3.0,,0.5,0.5,,,,,,,74.8051948051948,20.5,18.0,17.5,10.5,,,,,0.3333333333333333,0.44120000000000004,,,9.0,,1.0,,,,,,,,1.0,1.0,1.0,3.0,,1.0,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.3333333333333333,0.5,,,0.5,,0.5,,,,,,,,,,,,,,0.3333333333333333,,,,,0.3842,,,,24.7,,,,2.0,,,,,,,,,,,,0.5,,,0.6666666666666666,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,True
