EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,Fg2aBlocked,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefArc3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,BlockingFouls,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,PtsAssisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Charge Fouls,Clear Path Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,Travels,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,BlockedCorner3,Arc3PctBlocked,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1626153-1626181-1627751-1627783-1627832,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, Fred VanVleet","Wright, Powell, Poeltl, Siakam, VanVleet",1626153-1626181-1627751-1627783-1627832,TOR,129.0,3,2.0,-1.0,4.0,4.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.25,1.0,0.3333333333333333,1.0,89.30232558139535,14.5,17.75,14.5,13.0,0.5,0.5,0.3014,0.3014,0.3333333333333333,0.3333333333333333,11.65,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627783-201960,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, DeMarre Carroll","Wright, Powell, Poeltl, Siakam, Carroll",1626153-1626181-1627751-1627783-201960,TOR,97.0,1,2.0,,4.0,4.0,4.0,,8.0,1.0,,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,4.0,,,,1.0,0.6666666666666666,1.0,118.76288659793815,10.75,13.5,10.75,13.0,0.5,,0.47015,0.47015,,,4.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627783-203998,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Pascal Siakam, Bruno Caboclo","Wright, Powell, Poeltl, Siakam, Caboclo",1626153-1626181-1627751-1627783-203998,TOR,199.0,1,3.0,1.0,7.0,7.0,6.0,1.0,14.0,1.0,,4.0,,8.0,7.0,4.0,,2.0,3.0,2.0,2.0,,,,,,6.0,6.0,,,0.5714285714285714,,1.0,,101.30653266331657,13.714285714285714,14.714285714285714,13.714285714285714,14.714285714285714,0.14285714285714285,,0.5767285714285714,0.58875,,,2.625,0.8571428571428571,,,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,0.42857142857142855,0.5,,1.0,,,,0.8571428571428571,24.3,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,5.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.25,1.0,0.25,0.5714285714285714,1.0,0.4166666666666667,1.0,0.4166666666666667,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,1.0,1.0,0.42857142857142855,0.3333333333333333,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.7515,0.25,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-1627832-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Fred VanVleet, Patrick Patterson","Wright, Powell, Poeltl, VanVleet, Patterson",1626153-1626181-1627751-1627832-202335,TOR,332.0,1,6.0,2.0,11.0,11.0,,2.0,22.0,1.0,,7.0,4.0,18.0,16.0,,2.0,4.0,6.0,4.0,4.0,3.0,,4.0,2.0,,14.0,,,,0.75,1.0,0.75,,95.42168674698796,16.818181818181817,13.363636363636363,15.272727272727273,13.181818181818182,0.1,,0.55786,,0.16666666666666666,0.2222222222222222,3.4714285714285715,,3.0,,3.0,,1.0,1.0,,1.0,,1.0,,0.3,0.14285714285714285,,1.0,1.0,0.3,,0.9,22.433333333333334,2.0,4.0,6.0,2.0,2.0,,,,,,,4.0,2.0,2.0,2.0,4.0,,,,6.0,6.0,,,,2.0,3.0,,8.0,1.0,1.0,2.0,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.5714285714285714,1.0,,0.7,1.0,,1.0,,0.16666666666666666,0.5,0.3333333333333333,0.5,,,,0.6,0.6666666666666666,0.8,,,,,1.0,1.0,,,,,,0.493,0.2222222222222222,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-200782-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, PJ Tucker, Patrick Patterson","Wright, Powell, Poeltl, Tucker, Patterson",1626153-1626181-1627751-200782-202335,TOR,4113.0,15,69.0,-20.0,128.0,127.0,15.0,13.0,255.0,26.0,9.0,81.0,28.0,120.0,140.0,8.0,15.0,37.0,70.0,17.0,38.0,33.0,4.0,42.0,20.0,,95.0,15.0,1.0,,0.43478260869565216,0.9375,0.7659574468085106,0.8333333333333334,89.27789934354486,17.1484375,15.10236220472441,15.671875,14.669291338582678,0.22033898305084745,0.07627118644067797,0.4853707627118644,0.45140384615384616,0.15217391304347827,0.2,5.4753086419753085,0.1171875,14.0,2.0,37.0,5.0,14.0,19.0,11.0,12.0,5.0,23.0,,0.3135593220338983,0.1728395061728395,0.19230769230769232,0.5217391304347826,1.0,0.11864406779661017,0.15384615384615385,0.7033898305084746,24.783783783783782,24.0,18.0,46.0,5.0,11.0,3.0,5.0,4.0,23.0,1.0,3.0,28.0,12.0,7.0,15.0,25.0,3.0,2.0,18.0,40.0,33.0,6.0,23.0,4.0,11.0,19.0,3.0,49.0,26.0,21.0,33.0,5.0,18.0,0.9166666666666666,0.32432432432432434,0.4,0.32432432432432434,0.345679012345679,0.4666666666666667,0.375,0.3898305084745763,0.47619047619047616,0.46153846153846156,0.4807692307692308,0.5625,0.17391304347826086,0.6774193548387096,0.49056603773584906,0.4342105263157895,0.42857142857142855,0.36363636363636365,0.8571428571428571,0.3898305084745763,0.391304347826087,0.47368421052631576,0.19491525423728814,0.17391304347826086,0.17391304347826086,0.75,0.5238095238095238,0.45454545454545453,0.38461538461538464,0.6,0.23076923076923078,0.3333333333333333,0.17391304347826086,0.47369999999999995,0.20833333333333334,0.15,8.0,16.0,8.0,8.0,3.0,7.0,1.0,8.0,7.0,6.0,6.0,6.0,0.2857142857142857,0.32,1.0,0.30434782608695654,0.5,0.16666666666666666,0.8461538461538461,0.16666666666666666,0.5714285714285714,0.5714285714285714,1.0,8.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,5.0,6.0,3.0,3.0,2.0,2.0,1.0,11.0,5.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.7142857142857143,0.35294117647058826,0.03225806451612903,0.3333333333333333,0.3076923076923077,0.38095238095238093,0.375,0.2222222222222222,0.25,1.0,0.047619047619047616,1.0,1.0,0.23809523809523808,0.2,1.0,0.5,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-201942-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, DeMar DeRozan, Patrick Patterson","Wright, Powell, Poeltl, DeRozan, Patterson",1626153-1626181-1627751-201942-202335,TOR,968.0,5,16.0,-6.0,32.0,32.0,18.0,16.0,64.0,2.0,5.0,13.0,8.0,33.0,39.0,7.0,3.0,10.0,13.0,3.0,5.0,9.0,,14.0,5.0,3.0,29.0,18.0,,3.0,0.5689655172413793,0.6,0.6923076923076923,,95.20661157024794,16.53125,13.71875,15.53125,12.53125,0.08695652173913043,0.21739130434782608,0.4862652173913044,0.4606769230769231,0.19230769230769232,0.3125,8.884615384615385,0.5625,2.0,,10.0,6.0,,2.0,2.0,5.0,4.0,5.0,1.0,0.43478260869565216,,,1.0,0.6,0.08695652173913043,,0.6956521739130435,25.240000000000002,4.0,5.0,6.0,1.0,1.0,2.0,2.0,,8.0,,6.0,11.0,1.0,2.0,2.0,4.0,6.0,,19.0,14.0,3.0,,8.0,,1.0,5.0,,11.0,,6.0,3.0,1.0,19.0,1.0,0.1,,0.1,0.8461538461538461,1.0,0.8571428571428571,0.5434782608695652,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.5,,0.75,,0.3333333333333333,,1.0,0.6,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.34782608695652173,,,,0.3333333333333333,1.0,0.15384615384615385,1.0,0.46153846153846156,,,,0.12121212121212122,0.5757575757575758,1.0,8.0,4.0,1.0,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,0.36363636363636365,0.36363636363636365,1.0,0.42857142857142855,,,1.0,0.8,0.5,0.5,1.0,2.0,4.0,,,,,1.0,,1.0,,7.0,,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,0.5,0.1111111111111111,1.0,1.0,1.0,,0.8,0.8,,,,,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-201960-202335,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, DeMarre Carroll, Patrick Patterson","Wright, Powell, Poeltl, Carroll, Patterson",1626153-1626181-1627751-201960-202335,TOR,486.0,3,8.0,-1.0,13.0,15.0,5.0,,28.0,2.0,1.0,8.0,6.0,15.0,16.0,3.0,3.0,5.0,9.0,3.0,4.0,8.0,,10.0,5.0,,13.0,5.0,,,0.4166666666666667,0.6,0.5714285714285714,0.6666666666666666,82.96296296296296,19.923076923076923,15.133333333333333,17.46153846153846,13.4,0.15384615384615385,0.07692307692307693,0.5024038461538461,0.5188699999999999,0.2777777777777778,0.38461538461538464,4.65,0.38461538461538464,2.0,,5.0,2.0,2.0,2.0,1.0,,,,,0.38461538461538464,0.25,,,0.5,0.15384615384615385,,0.7692307692307693,24.22,2.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,6.0,4.0,3.0,,3.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,,6.0,1.0,0.2,,0.2,0.375,0.3333333333333333,0.6666666666666666,0.34615384615384615,0.3333333333333333,0.4,0.3333333333333333,0.42857142857142855,0.4,0.5,0.6,0.4444444444444444,0.6666666666666666,,,0.38461538461538464,0.4,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.4,0.5,0.4,,0.3333333333333333,0.4055,0.13333333333333333,0.4,,2.0,1.0,,,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.5,0.5,,,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627751-202335-202709,1610612761,"Delon Wright, Norman Powell, Jakob Poeltl, Patrick Patterson, Cory Joseph","Wright, Powell, Poeltl, Patterson, Joseph",1626153-1626181-1627751-202335-202709,TOR,196.0,1,3.0,5.0,6.0,6.0,,,12.0,1.0,,5.0,,9.0,4.0,,1.0,2.0,3.0,1.0,2.0,,,,,,6.0,,,,0.6428571428571429,0.5,0.5,0.5,88.16326530612245,12.833333333333334,19.833333333333332,11.0,18.0,0.14285714285714285,,0.5727714285714286,,,,2.46,,,,2.0,,1.0,2.0,1.0,,,,,0.2857142857142857,0.2,1.0,,,,,0.8571428571428571,24.7,1.0,3.0,4.0,,,,,1.0,2.0,,,3.0,1.0,,,3.0,,,,2.0,3.0,,2.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,,,1.0,0.5,,0.5,0.6,,,0.6428571428571429,1.5,,1.5,,,0.5,0.5,0.3333333333333333,1.0,1.0,,0.5714285714285714,0.75,0.75,0.2857142857142857,0.5,0.5,1.0,,,,,,,0.5,0.50265,0.3333333333333333,,,4.0,2.0,,2.0,,,1.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,0.6666666666666666,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627783-1627832-202685,1610612761,"Delon Wright, Norman Powell, Pascal Siakam, Fred VanVleet, Jonas Valanciunas","Wright, Powell, Siakam, VanVleet, Valanciunas",1626153-1626181-1627783-1627832-202685,TOR,228.0,1,4.0,6.0,7.0,7.0,,6.0,14.0,1.0,,3.0,,9.0,3.0,,4.0,5.0,6.0,,2.0,,,,,,9.0,,1.0,,0.75,0.8,0.8,0.6666666666666666,88.42105263157895,16.428571428571427,16.142857142857142,15.142857142857142,15.428571428571429,0.16666666666666666,,0.5502333333333334,,,,2.733333333333333,,,,3.0,,,,,,,2.0,,0.5,,,,1.0,,,0.8333333333333334,25.2,1.0,2.0,2.0,,,,,1.0,3.0,,,3.0,1.0,,,,,,,4.0,3.0,,3.0,1.0,1.0,2.0,1.0,5.0,,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,,,0.75,,,,,,,,0.5,,,,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,,,,,2.0,1.0,,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
1626153-1626181-1627832-201586-201960,1610612761,"Delon Wright, Norman Powell, Fred VanVleet, Serge Ibaka, DeMarre Carroll","Wright, Powell, VanVleet, Ibaka, Carroll",1626153-1626181-1627832-201586-201960,TOR,294.0,2,5.0,4.0,10.0,10.0,,,20.0,,1.0,5.0,,10.0,6.0,,3.0,6.0,7.0,1.0,1.0,,,,,,8.0,,,,0.5555555555555556,1.0,1.0,1.0,97.95918367346938,13.1,16.3,13.0,16.3,,0.1111111111111111,0.5362666666666667,,,,4.4399999999999995,,,,4.0,,2.0,,,2.0,1.0,2.0,,0.4444444444444444,0.4,,1.0,1.0,,,0.8888888888888888,24.7,1.0,1.0,4.0,1.0,1.0,,,2.0,4.0,,,2.0,2.0,1.0,1.0,2.0,,,,4.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,1.0,,,1.0,0.5,,0.5,0.4,1.0,,0.5555555555555556,1.0,,1.0,,0.5,1.0,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0,0.4444444444444444,0.25,0.5,0.4444444444444444,0.5,0.5,1.0,1.0,1.0,,,,,0.5,0.3953,0.2,,,,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,False
