EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,Fg2aBlocked,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyDefPoss,FTDefRebounds,DefFTReboundPct,PenaltyCorner3FGA,PtsPutbacks,DeadBallTurnovers,Offensive Fouls,BlockedShortMidRange,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceFtPoints,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,LongMidRangePctAssisted,PenaltyCorner3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,Charge Fouls,ShortMidRangeAssists,ShortMidRangePctAssisted,OffShortMidRangeReboundPct,DefCorner3ReboundPct,LostBallSteals,Charge Fouls Drawn,BlockedLongMidRange,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SelfOReb,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceCorner3Frequency,Travels,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,OffFTReboundPct,LongMidRangePctBlocked,DefensiveGoaltends,BlockedCorner3,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
101141-101181-1627098-203488-2399,1610612737,"Ersan Ilyasova, Jose Calderon, Malcolm Delaney, Mike Muscala, Mike Dunleavy","Ilyasova, Calderon, Delaney, Muscala, Dunleavy",101141-101181-1627098-203488-2399,ATL,95.0,1,2.0,-1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.75,0.75,0.5,75.78947368421053,22.0,17.0,22.0,17.0,0.5,0.5,1.0,1.0,1.0,0.5,0.459725,19.5,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-1627761-203488,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, DeAndre' Bembry, Mike Muscala","Ilyasova, Calderon, Prince, Bembry, Muscala",101141-101181-1627752-1627761-203488,ATL,168.0,1,3.0,-1.0,6.0,6.0,12.0,1.0,,,3.0,1.0,1.0,9.0,10.0,,,1.0,,2.0,1.0,1.0,9.0,,1.0,1.0,0.875,0.9,0.25,102.85714285714286,12.5,15.5,12.5,15.5,0.25,,,,,0.5,0.5145625,7.0,25.2,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,9.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,6.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.875,0.9,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,1.0,0.25,1.0,1.0,0.5145625,0.2,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-1627761-2743,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, DeAndre' Bembry, Kris Humphries","Ilyasova, Calderon, Prince, Bembry, Humphries",101141-101181-1627752-1627761-2743,ATL,653.0,1,11.0,,19.0,20.0,39.0,3.0,,,12.0,1.0,6.0,22.0,22.0,3.0,1.0,3.0,,7.0,1.0,2.0,18.0,1.0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.5,0.3333333333333333,86.0030627871363,14.894736842105264,18.5,13.736842105263158,18.05,0.16666666666666666,,,,,0.7777777777777778,0.5472277777777778,6.3,26.03333333333333,,5.0,8.0,,,,1.0,1.0,6.0,,,6.0,7.0,,,,,,,4.0,8.0,,6.0,1.0,2.0,2.0,3.0,6.0,9.0,1.0,,1.0,,7.0,10.0,4.0,,,0.3333333333333333,0.3333333333333333,,0.5,,,,1.0,0.75,0.75,1.0,0.4444444444444444,0.625,0.8333333333333334,0.4,0.05555555555555555,,,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,,,0.16666666666666666,,0.22727272727272727,0.26666666666666666,,,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.75,0.2,0.2727272727272727,0.6666666666666666,0.2,0.5,1.0,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5763,0.14285714285714285,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-200757-203501,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Thabo Sefolosha, Tim Hardaway Jr.","Ilyasova, Calderon, Prince, Sefolosha, Hardaway Jr.",101141-101181-1627752-200757-203501,ATL,5.0,1,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,576.0,4.0,1.0,4.0,1.0,,,,,,1.0,0.21135,,31.7,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.21135,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-200757-2743,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Thabo Sefolosha, Kris Humphries","Ilyasova, Calderon, Prince, Sefolosha, Humphries",101141-101181-1627752-200757-2743,ATL,44.0,1,1.0,-3.0,2.0,2.0,4.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,1.0,130.9090909090909,7.5,14.5,7.5,14.5,,1.0,,,,1.0,0.60015,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-200794-203145,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Paul Millsap, Kent Bazemore","Ilyasova, Calderon, Prince, Millsap, Bazemore",101141-101181-1627752-200794-203145,ATL,65.0,1,1.0,-5.0,2.0,3.0,5.0,,,1.0,1.0,,1.0,2.0,7.0,,,1.0,,2.0,2.0,2.0,2.0,,,,0.5,0.5,0.5,110.76923076923077,11.5,14.0,11.5,14.0,,0.5,,,,1.0,0.745625,0.1,23.7,,1.0,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-200794-203471,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Paul Millsap, Dennis Schroder","Ilyasova, Calderon, Prince, Millsap, Schroder",101141-101181-1627752-200794-203471,ATL,146.0,1,2.0,7.0,6.0,5.0,11.0,1.0,,1.0,4.0,,1.0,7.0,,,,1.0,,2.0,,1.0,5.0,,,,0.6,0.5833333333333334,0.2,108.49315068493152,13.666666666666666,12.8,13.5,12.8,0.2,0.2,,,,0.6,0.41878000000000004,8.05,23.3,6.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,3.0,1.0,3.0,4.0,,1.0,1.0,7.0,2.0,4.0,,,,1.0,1.0,2.0,5.0,6.0,,,1.0,1.0,1.0,2.0,1.0,7.0,6.0,0.3333333333333333,0.5,,0.75,0.75,0.6,0.5833333333333334,,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.2,1.0,1.0,,,,0.4,1.0,,,,0.41878000000000004,0.16666666666666666,0.2,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,,1.0,3.0,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.5,,,,1.0,1.0,1.0,,,,1.0,1.0,,,0.3802,,0.2857142857142857,5.0,,,1.0,2.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-200794-203501,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Paul Millsap, Tim Hardaway Jr.","Ilyasova, Calderon, Prince, Millsap, Hardaway Jr.",101141-101181-1627752-200794-203501,ATL,730.0,4,12.0,,22.0,27.0,49.0,4.0,1.0,3.0,9.0,4.0,6.0,27.0,27.0,9.0,3.0,5.0,1.0,13.0,3.0,7.0,26.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7222222222222222,0.4,96.65753424657535,14.727272727272727,15.037037037037036,14.727272727272727,14.185185185185185,0.26666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,0.7333333333333333,0.5031733333333334,9.833333333333334,23.633333333333336,14.0,1.0,5.0,,3.0,,,3.0,3.0,2.0,2.0,4.0,7.0,2.0,6.0,3.0,5.0,3.0,16.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,6.0,10.0,11.0,3.0,2.0,5.0,3.0,5.0,7.0,3.0,16.0,14.0,0.5,0.5,0.6,0.4444444444444444,0.3333333333333333,0.5909090909090909,0.625,0.6,0.6,0.6428571428571429,0.75,0.3333333333333333,0.2,0.25,1.0,,,,0.2,1.0,1.0,0.2727272727272727,,0.18181818181818182,1.0,1.0,0.5221272727272728,0.16666666666666666,0.25,0.5925925925925926,0.6363636363636364,,,,3.0,,,,,1.0,1.0,2.0,,1.0,3.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,0.1111111111111111,0.2,0.2,0.75,,0.14285714285714285,0.25,,0.75,,0.75,1.0,0.75,0.75,0.6666666666666666,,,,,,,0.037037037037037035,10.0,1.0,1.0,3.0,,2.0,,,,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-203145-203488,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Kent Bazemore, Mike Muscala","Ilyasova, Calderon, Prince, Bazemore, Muscala",101141-101181-1627752-203145-203488,ATL,124.0,1,2.0,2.0,5.0,4.0,9.0,3.0,,1.0,4.0,,1.0,9.0,7.0,,,2.0,,4.0,1.0,1.0,7.0,,,,0.6,0.75,0.2,104.51612903225805,11.0,17.25,10.4,17.25,0.6,0.2,,,,0.2,0.45286,17.075,23.6,2.0,,,,,1.0,1.0,,,,,3.0,3.0,1.0,1.0,,,2.0,4.0,4.0,2.0,,,,2.0,,1.0,1.0,2.0,,,,,2.0,3.0,1.0,4.0,2.0,0.6666666666666666,0.6666666666666666,,0.75,1.0,1.0,1.0,,1.0,0.5,,,,,,0.2,1.0,1.0,,,,,,,,,0.4202,0.2,0.25,0.4444444444444444,0.4,1.0,,,2.0,,1.0,1.0,,2.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,0.5,,,1.0,,,,0.6666666666666666,0.6666666666666666,,,,,,,,0.2222222222222222,3.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
101141-101181-1627752-203145-2730,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Kent Bazemore, Dwight Howard","Ilyasova, Calderon, Prince, Bazemore, Howard",101141-101181-1627752-203145-2730,ATL,108.0,1,2.0,1.0,4.0,5.0,9.0,,,,3.0,,,3.0,2.0,,,,,,,1.0,1.0,,,,,0.3,,120.0,14.5,10.0,13.75,7.8,,,,,,0.6666666666666666,0.5622,3.3000000000000003,,,,2.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,1.0,,4.0,4.0,2.0,,,,,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,0.4,0.4,,,1.0,,1.0,,,,1.0,,2.0,2.0,,,2.0,,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,0.5,0.6666666666666666,1.0,0.6666666666666666,,,0.6666666666666666,1.0,,,,,,,,,1.0,,,,0.5414,,0.6666666666666666,,,,,,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,True
