EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,LongMidRangeAssists,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShootingFouls,Fouls,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,HeaveAttempts,Corner3FGA,FTDefRebounds,LostBallSteals,DefFTReboundPct,Corner3Frequency,SecondChanceFtPoints,PenaltyFtPoints,ShortMidRangeAssists,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,SecondChanceFg3Pct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,BlockedShortMidRange,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3FGA,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Technical Free Throw Trips,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceArc3FGM,SelfOReb,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SelfORebPct,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,PtsPutbacks,Fg3aBlocked,Travels,SecondChanceTurnovers,FG3APctBlocked,Corner3PctBlocked,Charge Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,Charge Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,NonShootingPenaltyNonTakeFouls,LostBallOutOfBoundsTurnovers,BlockingFouls,Clear Path Fouls,Arc3PctBlocked,LongMidRangePctBlocked,FTOffRebounds,BlockedCorner3,OffFTReboundPct,HeaveMakes,team_id,year,season,team_vs
1626172-1627362-1627745-1627775-203546,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Patrick McCaw, Ian Clark","Looney, Weber, Jones, McCaw, Clark",1626172-1627362-1627745-1627775-203546,GSW,180.0,1,3.0,6.0,6.0,7.0,1.0,13.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,0.5,1.0,0.5,0.5,0.4,1.0,0.5,1.0,0.5714285714285714,1.0,0.2857142857142857,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.8,0.25,1.0,1.0,1.0,104.0,1.0,13.5,14.142857142857142,12.833333333333334,14.0,0.42857142857142855,0.6666666666666666,1.0,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,0.7142857142857143,0.5,0.5498214285714286,0.5657,0.14285714285714285,0.2,0.25,8.08,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-1627745-203546-2738,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Ian Clark, Andre Iguodala","Looney, Weber, Jones, Clark, Iguodala",1626172-1627362-1627745-203546-2738,GSW,93.0,1,2.0,,3.0,3.0,,6.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,5.0,,,,2.0,,,1.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,,,,,,,,,,,92.90322580645162,,12.333333333333334,18.666666666666668,12.333333333333334,18.666666666666668,,,,,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,1.0,0.38386666666666663,,,,,18.7,25.9,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.5,0.5,1.0,0.3333333333333333,1.0,0.38386666666666663,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-1627775-203546-203949,1610612744,"Kevon Looney, Briante Weber, Patrick McCaw, Ian Clark, James Michael McAdoo","Looney, Weber, McCaw, Clark, Michael McAdoo",1626172-1627362-1627775-203546-203949,GSW,82.0,1,1.0,-1.0,3.0,2.0,,5.0,,,,,1.0,,1.0,2.0,2.0,,1.0,,4.0,5.0,,,,2.0,2.0,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.5,0.5,,,,1.0,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,,,,,,,,,87.80487804878048,,14.666666666666666,19.0,14.666666666666666,19.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,,0.42321666666666663,,,,,17.25,26.1,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-201142-203546-2738,1610612744,"Kevon Looney, Briante Weber, Kevin Durant, Ian Clark, Andre Iguodala","Looney, Weber, Durant, Clark, Iguodala",1626172-1627362-201142-203546-2738,GSW,178.0,1,3.0,3.0,7.0,7.0,,14.0,2.0,2.0,,,1.0,1.0,2.0,2.0,4.0,1.0,2.0,,7.0,4.0,,,,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,,3.0,3.0,,3.0,,,1.0,,,,,,,,7.0,0.5,0.5,1.0,0.5,0.5,0.5,,0.5833333333333334,,0.5833333333333334,,0.3333333333333333,,,0.75,,,0.75,,,1.0,,113.25842696629213,,10.428571428571429,15.0,10.428571428571429,14.428571428571429,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,0.6666666666666666,0.5,0.5463749999999999,,,,,7.725,26.3,4.0,,1.0,2.0,1.0,1.0,1.0,2.0,5.0,,,5.0,4.0,0.5,1.0,0.8333333333333334,0.8333333333333334,,,,0.6666666666666666,0.5,0.5941833333333334,0.7142857142857143,0.5714285714285714,,1.0,0.16666666666666666,,,7.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-201939-203110-2738,1610612744,"Kevon Looney, Briante Weber, Stephen Curry, Draymond Green, Andre Iguodala","Looney, Weber, Curry, Green, Iguodala",1626172-1627362-201939-203110-2738,GSW,15.0,1,,-2.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,96.0,,,13.0,,13.0,,,,,,1.0,,,,,,,1.0,,,,,,,,45.1,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627362-203546-203949-2738,1610612744,"Kevon Looney, Briante Weber, Ian Clark, James Michael McAdoo, Andre Iguodala","Looney, Weber, Clark, Michael McAdoo, Iguodala",1626172-1627362-203546-203949-2738,GSW,105.0,1,2.0,4.0,4.0,4.0,,8.0,,,,,2.0,,1.0,2.0,2.0,,1.0,2.0,6.0,2.0,,,,,4.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,,1.0,,,,,6.0,,,,,,1.0,,0.6666666666666666,,0.75,,0.3333333333333333,,,1.0,,,1.0,,,1.0,,109.71428571428571,,12.75,13.5,12.75,11.5,,,,,0.6666666666666666,0.3333333333333333,,,,,,,0.3333333333333333,,0.447,,0.25,0.3333333333333333,,19.0,25.2,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627775-201142-201939-202691,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Klay Thompson","Looney, McCaw, Durant, Curry, Thompson",1626172-1627775-201142-201939-202691,GSW,95.0,3,2.0,-4.0,3.0,5.0,,8.0,,,,,,1.0,2.0,,,1.0,3.0,,3.0,7.0,,,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,1.0,0.3333333333333333,0.3333333333333333,,,0.5,,0.5,,1.0,,,,,,,,,,,121.26315789473685,,12.333333333333334,11.6,12.333333333333334,11.6,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,1.0,0.5,0.5814,,,,,,24.733333333333334,1.0,,1.0,1.0,,,1.0,1.0,3.0,,,3.0,1.0,1.0,,1.5,1.5,,,,1.0,1.0,0.5781,1.0,0.3333333333333333,,,,,,2.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627775-201142-201939-203546,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Ian Clark","Looney, McCaw, Durant, Curry, Clark",1626172-1627775-201142-201939-203546,GSW,80.0,1,1.0,5.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,,,,2.0,3.0,,,2.0,6.0,1.0,1.0,1.0,4.0,2.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,1.0,,2.0,1.0,3.0,,,2.0,3.0,1.0,1.0,,,,,2.0,0.5,0.5,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,90.0,,17.0,14.5,14.0,14.5,0.6666666666666666,0.5,0.5,,,,,,,1.0,1.0,,0.6666666666666666,,0.3827666666666667,,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.466666666666667,,3.0,,,,2.0,3.0,,,6.0,,,6.0,3.0,,0.6666666666666666,0.6666666666666666,0.75,,,,,,0.3827666666666667,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,0.6666666666666666,0.5,,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627775-201142-201939-2738,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Andre Iguodala","Looney, McCaw, Durant, Curry, Iguodala",1626172-1627775-201142-201939-2738,GSW,600.0,6,10.0,4.0,24.0,22.0,2.0,46.0,5.0,9.0,,1.0,1.0,4.0,7.0,5.0,12.0,5.0,10.0,2.0,27.0,23.0,,1.0,3.0,6.0,4.0,12.0,7.0,4.0,,3.0,4.0,7.0,3.0,3.0,18.0,2.0,3.0,6.0,10.0,2.0,12.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,24.0,0.6,0.6,0.8,0.5,0.5,0.4166666666666667,,0.5681818181818182,0.75,0.5625,0.75,0.45454545454545453,,,0.8571428571428571,0.2857142857142857,1.0,0.9,0.16666666666666666,0.25,1.0,1.0,110.4,1.0,13.333333333333334,12.727272727272727,13.125,12.545454545454545,0.4090909090909091,0.5555555555555556,0.5555555555555556,0.6,0.045454545454545456,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.75,0.5,,,0.8636363636363636,0.5714285714285714,0.5608954545454545,0.664825,0.125,0.21428571428571427,0.1111111111111111,3.9,25.35,14.0,,3.0,3.0,3.0,7.0,4.0,5.0,19.0,3.0,,19.0,14.0,0.8,0.42857142857142855,0.75,0.7307692307692307,,,,0.25,1.0,0.5624458333333333,0.7037037037037037,0.5833333333333334,,2.0,0.09090909090909091,,,9.0,3.0,5.0,1.0,4.0,,0.4166666666666667,0.6,,3.0,1.0,,1.0,0.13636363636363635,,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
1626172-1627775-201142-202691-203546,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Klay Thompson, Ian Clark","Looney, McCaw, Durant, Thompson, Clark",1626172-1627775-201142-202691-203546,GSW,78.0,1,1.0,-1.0,3.0,3.0,,6.0,1.0,1.0,,,,,,1.0,1.0,,,,2.0,3.0,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,110.76923076923076,1.0,13.666666666666666,12.333333333333334,13.666666666666666,12.333333333333334,1.0,1.0,1.0,,,,,,,,,,1.0,,0.5083,,,,,1.5,,3.0,,,,1.0,1.0,,,2.0,,,2.0,3.0,,1.0,1.0,1.0,,,,,,0.5083,1.0,1.0,,,,,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,False
