EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,HeaveAttempts,OffThreePtRebounds,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,SelfOReb,Offensive Fouls Drawn,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,FTOffRebounds,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,FTDefRebounds,DefFTReboundPct,OffCorner3ReboundPct,BlockingFouls,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted3s,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BlockedLongMidRange,ShortMidRangePctBlocked,NonShootingPenaltyNonTakeFoulsDrawn,BadPassTurnovers,DefCorner3ReboundPct,Offensive Fouls,DefensiveGoaltends,3SecondViolations,Charge Fouls,BlockingFoulsDrawn,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedShortMidRange,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Charge Fouls Drawn,Corner3PctBlocked,team_id,year,season,team_vs
1626184-1626195-1626254-1627758-203200,1610612752,"Chasson Randle, Willy Hernangomez, Maurice Ndour, Ron Baker, Justin Holiday","Randle, Hernangomez, Ndour, Baker, Holiday",1626184-1626195-1626254-1627758-203200,NYK,105.0,1,2.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.71428571428571,14.0,12.25,13.75,12.25,0.25,1.0,1.0,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.5,1.0,0.4830375,8.666666666666666,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1626254-201584-2546,1610612752,"Chasson Randle, Willy Hernangomez, Maurice Ndour, Courtney Lee, Carmelo Anthony","Randle, Hernangomez, Ndour, Lee, Anthony",1626184-1626195-1626254-201584-2546,NYK,319.0,1,5.0,3.0,12.0,11.0,1.0,23.0,4.0,4.0,2.0,4.0,1.0,,1.0,7.0,9.0,,1.0,16.0,13.0,6.0,,1.0,,,4.0,,8.0,1.0,,2.0,2.0,1.0,3.0,,,2.0,,2.0,4.0,14.0,,,,0.7777777777777778,0.7,0.7272727272727273,0.1,,0.5,0.5,,0.5,0.3333333333333333,,0.5,,103.82445141065831,12.0,15.909090909090908,11.916666666666666,14.818181818181818,0.4,1.0,1.0,0.4,0.5,0.5,0.1,0.1,,,,0.5,,0.58011,5.788888888888889,25.4,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5714285714285714,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,0.75,0.5,1.0,1.0,1.0,1.0,0.6288,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627758-1627851-203200,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Mindaugas Kuzminskas, Justin Holiday","Randle, Hernangomez, Baker, Kuzminskas, Holiday",1626184-1626195-1627758-1627851-203200,NYK,188.0,1,3.0,-1.0,7.0,6.0,2.0,13.0,1.0,1.0,1.0,1.0,,,3.0,2.0,2.0,,3.0,8.0,9.0,2.0,,2.0,,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,6.0,,,,1.0,0.4,0.5714285714285714,0.6,,,,1.0,0.3333333333333333,0.5,,,1.0,99.57446808510639,15.0,13.833333333333334,11.857142857142858,13.0,0.2,1.0,1.0,0.2,1.0,1.0,,0.6,,,,0.8,,0.4439625,4.3,32.6,4.0,,,,4.0,,,2.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,3.0,5.0,,,0.5,0.5,,,1.0,,,,1.0,,,,,,0.25,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,0.42135,0.42857142857142855,0.75,0.25,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627758-201584-203124,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Courtney Lee, Kyle O'Quinn","Randle, Hernangomez, Baker, Lee, O'Quinn",1626184-1626195-1627758-201584-203124,NYK,105.0,1,2.0,2.0,3.0,3.0,,6.0,1.0,1.0,,,,,,1.0,1.0,,,4.0,2.0,,,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,4.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,82.28571428571429,10.666666666666666,24.333333333333332,10.666666666666666,24.333333333333332,1.0,1.0,1.0,,,,,,,,,1.0,,0.856,0.1,,,,,,2.0,,,,2.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627758-203200-204001,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Justin Holiday, Kristaps Porzingis","Randle, Hernangomez, Baker, Holiday, Porzingis",1626184-1626195-1627758-203200-204001,NYK,320.0,2,5.0,3.0,11.0,11.0,1.0,22.0,1.0,4.0,1.0,1.0,3.0,,,5.0,8.0,1.0,1.0,16.0,13.0,6.0,3.0,,,1.0,3.0,,7.0,2.0,,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,1.0,2.0,14.0,1.0,1.0,1.0,0.625,0.7222222222222222,0.7272727272727273,0.1111111111111111,1.0,0.5,0.6666666666666666,,0.5,0.6666666666666666,,,,99.0,14.181818181818182,14.909090909090908,13.818181818181818,14.909090909090908,0.4444444444444444,0.25,0.3333333333333333,0.1111111111111111,1.0,1.0,0.3333333333333333,,,,,0.5555555555555556,,0.4516388888888889,9.7875,23.9,,1.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,,2.0,,1.0,3.0,1.0,2.0,,,,4.0,5.0,,,0.4,0.4,0.5,0.5,0.5,,,,1.0,1.0,1.0,1.0,0.5,0.46835,0.125,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,0.2727272727272727,0.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.6666666666666666,1.0,0.5,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627758-203200-2546,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Justin Holiday, Carmelo Anthony","Randle, Hernangomez, Baker, Holiday, Anthony",1626184-1626195-1627758-203200-2546,NYK,37.0,1,1.0,-3.0,1.0,1.0,,2.0,,,,,,,1.0,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,77.83783783783784,21.0,16.0,21.0,16.0,,,,,,,,1.0,,,,1.0,,0.38235,,24.7,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,0.38235,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627758-204001-2546,1610612752,"Chasson Randle, Willy Hernangomez, Ron Baker, Kristaps Porzingis, Carmelo Anthony","Randle, Hernangomez, Baker, Porzingis, Anthony",1626184-1626195-1627758-204001-2546,NYK,116.0,1,2.0,3.0,4.0,4.0,1.0,8.0,,,,,,1.0,2.0,,,1.0,2.0,7.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,2.0,,2.0,1.0,3.0,,,,,,,3.0,1.0,0.5,0.5,,0.75,0.7,1.0,,,,1.0,1.0,,,,1.0,99.3103448275862,17.5,11.5,11.0,11.5,,,,,,,,1.0,0.5,0.5,1.0,1.0,0.5,0.5466,,25.65,,,,,4.0,,,4.0,,,,,,,,,,,,3.0,6.0,,,,,,1.5,1.0,,,,,,,,,0.54615,0.5714285714285714,4.0,2.0,1.0,,,2.0,6.0,,,,,,3.0,,,,6.0,4.0,,0.75,0.75,,,1.0,0.5466,0.6,1.0,0.8571428571428571,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627850-203200-2756,1610612752,"Chasson Randle, Willy Hernangomez, Marshall Plumlee, Justin Holiday, Sasha Vujacic","Randle, Hernangomez, Plumlee, Holiday, Vujacic",1626184-1626195-1627850-203200-2756,NYK,184.0,2,3.0,-4.0,4.0,5.0,3.0,9.0,3.0,6.0,,1.0,,,2.0,3.0,7.0,,3.0,6.0,10.0,6.0,,2.0,,,,,,4.0,,,1.0,6.0,7.0,,,,,2.0,2.0,,,,,0.42857142857142855,0.3,0.3,0.3,,,1.0,,,0.8571428571428571,,,,70.43478260869564,20.75,20.2,18.5,16.0,0.6,0.5,0.5,0.1,,,,0.2,,,,0.9,,0.5686850000000001,1.2714285714285716,24.5,5.0,3.0,6.0,,,3.0,6.0,6.0,,6.0,,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,1.0,0.5,0.6114,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,,,1.0,,,,1.0,,,,,1.0,,0.14285714285714285,,,0.1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627851-201584-203200,1610612752,"Chasson Randle, Willy Hernangomez, Mindaugas Kuzminskas, Courtney Lee, Justin Holiday","Randle, Hernangomez, Kuzminskas, Lee, Holiday",1626184-1626195-1627851-201584-203200,NYK,97.0,1,2.0,-7.0,3.0,4.0,,7.0,,,,,1.0,,,1.0,1.0,,,3.0,10.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,3.0,3.0,,,,1.0,1.0,0.75,,,,,,,,,,,103.91752577319588,13.666666666666666,14.0,13.666666666666666,13.0,,,,,,,1.0,,,,,,,0.3577,14.1,,4.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,1.0,1.0,,,,,3.0,,,1.0,1.0,,3.0,,,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.75,,,,0.3577,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
1626184-1626195-1627851-201584-204001,1610612752,"Chasson Randle, Willy Hernangomez, Mindaugas Kuzminskas, Courtney Lee, Kristaps Porzingis","Randle, Hernangomez, Kuzminskas, Lee, Porzingis",1626184-1626195-1627851-201584-204001,NYK,109.0,1,2.0,5.0,3.0,3.0,,6.0,2.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,2.0,,1.0,1.0,,1.0,,2.0,,1.0,1.0,2.0,,2.0,,,,,,,7.0,,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,1.0,,1.0,1.0,,,,1.0,79.26605504587155,13.0,23.333333333333332,13.0,23.333333333333332,0.6666666666666666,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,1.0,1.0,0.56035,1.95,24.9,,,,,,,,,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,0.5,0.5,,,,,,0.5,,,,,,,,1.0,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,0.6293,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2017,2016-17,True
