EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,LostBallSteals,DefCorner3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,SelfOReb,LostBallTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,FTOffRebounds,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,Offensive Fouls,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonShootingPenaltyNonTakeFouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockingFouls,BlockedShortMidRange,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,Charge Fouls,OffCorner3ReboundPct,Charge Fouls Drawn,DefensiveGoaltends,StepOutOfBoundsTurnovers,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101123-101161-1626179-1627759-203092,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jaylen Brown, Tyler Zeller","Green, Johnson, Rozier, Brown, Zeller",101123-101161-1626179-1627759-203092,BOS,193.0,1,3.0,-1.0,7.0,6.0,1.0,13.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.4,0.4,0.4,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,96.99481865284974,13.285714285714286,16.666666666666668,11.714285714285714,16.166666666666668,0.4,1.0,1.0,0.2,0.4,0.4,0.43798000000000004,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-1627759-203935,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jaylen Brown, Marcus Smart","Green, Johnson, Rozier, Brown, Smart",101123-101161-1626179-1627759-203935,BOS,205.0,1,3.0,-3.0,6.0,6.0,1.0,12.0,1.0,2.0,1.0,,1.0,3.0,8.0,11.0,,1.0,,,2.0,1.0,3.0,,,,,1.0,,1.0,3.0,1.0,,,8.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,0.5,,0.5,0.3333333333333333,,,84.29268292682927,13.666666666666666,20.5,12.833333333333334,18.0,0.3333333333333333,0.5,0.5,0.16666666666666666,,0.8333333333333334,0.6182583333333334,2.1333333333333333,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.56715,25.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201143-202738,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Al Horford, Isaiah Thomas","Green, Johnson, Rozier, Horford, Thomas",101123-101161-1626179-201143-202738,BOS,90.0,1,2.0,,3.0,3.0,,6.0,,,,1.0,1.0,1.0,3.0,3.0,,,,,2.0,,2.0,,,1.0,1.0,1.0,,,,,1.0,,3.0,1.0,0.5,0.5,1.0,,,,1.0,,,,96.0,18.666666666666668,11.333333333333334,18.666666666666668,11.333333333333334,,,,,0.5,0.5,0.473075,16.2,,,,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,,2.0,2.0,,,1.0,1.0,,,,0.5,1.0,,,1.0,,,0.5,,,,,,,24.8,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.473075,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201143-203109,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Al Horford, Jae Crowder","Green, Johnson, Rozier, Horford, Crowder",101123-101161-1626179-201143-203109,BOS,35.0,1,1.0,3.0,1.0,1.0,,2.0,,,,,,,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,3.0,,1.5,1.5,,,,,1.0,,,,82.28571428571428,23.0,12.0,23.0,12.0,,,,,,1.0,0.45585,,,,1.0,1.0,1.0,1.0,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,26.1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201143-203935,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Al Horford, Marcus Smart","Green, Johnson, Rozier, Horford, Smart",101123-101161-1626179-201143-203935,BOS,93.0,1,2.0,-2.0,3.0,4.0,,7.0,,,1.0,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,0.5,0.5,0.5,1.0,,,1.0,1.0,,,,108.38709677419355,18.0,9.75,18.0,9.75,,,,0.5,0.5,,0.35955,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,1.0,2.0,,,2.0,,1.0,,,2.0,3.0,0.5,0.5,0.5,,1.0,1.0,,,0.35955,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201973-202340,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jonas Jerebko, Avery Bradley","Green, Johnson, Rozier, Jerebko, Bradley",101123-101161-1626179-201973-202340,BOS,432.0,3,7.0,-2.0,13.0,13.0,,26.0,4.0,4.0,,2.0,5.0,6.0,18.0,20.0,6.0,,3.0,,4.0,,4.0,,,1.0,1.0,1.0,,2.0,2.0,,3.0,,18.0,0.8333333333333334,0.8,0.75,1.0,,,0.6,0.5714285714285714,,,0.6,86.66666666666667,18.076923076923077,15.153846153846153,18.076923076923077,15.0,0.4,1.0,1.0,,0.2,0.8,0.52759,6.966666666666666,2.0,,2.0,2.0,2.0,4.0,,4.0,6.0,,2.0,2.0,2.0,2.0,4.0,2.0,1.0,10.0,1.0,,,0.4,0.4,1.0,0.5,0.5,0.4,0.5,,,,0.25,0.2,0.2,1.0,1.0,1.0,,1.0,,24.8,7.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,11.0,1.0,1.0,4.0,2.0,11.0,7.0,0.6666666666666666,1.0,0.9166666666666666,1.0,0.5,0.5,1.0,0.4,0.44349,0.16666666666666666,0.25,0.6111111111111112,0.5384615384615384,4.0,,,1.0,1.0,2.0,2.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201973-202738,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jonas Jerebko, Isaiah Thomas","Green, Johnson, Rozier, Jerebko, Thomas",101123-101161-1626179-201973-202738,BOS,412.0,2,7.0,-5.0,13.0,13.0,3.0,26.0,2.0,3.0,2.0,2.0,2.0,7.0,10.0,15.0,2.0,3.0,3.0,,5.0,3.0,8.0,,,1.0,,1.0,,1.0,1.0,,1.0,,8.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,,0.6,1.0,0.8333333333333334,0.2727272727272727,0.5,1.0,90.873786407767,17.76923076923077,13.923076923076923,16.307692307692307,13.692307692307692,0.2,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.5269,6.471428571428571,1.0,1.0,2.0,7.0,2.0,8.0,1.0,2.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,,,0.5,1.0,0.5,0.25,0.25,0.5333333333333333,0.6666666666666666,1.0,1.0,,0.5,0.06666666666666667,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.2857142857142857,0.5187499999999999,24.9875,2.0,,,,1.0,2.0,,,2.0,,1.0,,,2.0,2.0,0.5,0.5,0.5,1.0,,,,,0.49515,,,0.2,0.15384615384615385,1.0,,1.0,1.0,1.0,,,,0.5,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.18181818181818182,0.3333333333333333,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201973-203109,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jonas Jerebko, Jae Crowder","Green, Johnson, Rozier, Jerebko, Crowder",101123-101161-1626179-201973-203109,BOS,158.0,1,3.0,1.0,7.0,6.0,,13.0,,,1.0,1.0,,2.0,6.0,5.0,,,1.0,,3.0,,3.0,,,2.0,2.0,2.0,,,,,1.0,,6.0,,0.375,0.6,1.0,,,1.0,1.0,,,1.0,118.48101265822785,13.0,11.166666666666666,13.0,11.166666666666666,,,,0.25,0.25,0.5,0.4716,15.25,,,1.0,2.0,1.0,2.0,,,3.0,,2.0,1.0,,1.0,1.0,1.0,,3.0,2.0,,,,,1.0,0.5,0.5,0.5,1.0,,1.0,,,,0.5,0.5,0.5,1.0,,0.5,,26.4,1.0,,,3.0,,,,,,,1.0,3.0,,,1.0,,,,1.0,,,,,,0.2,,,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-201973-203935,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jonas Jerebko, Marcus Smart","Green, Johnson, Rozier, Jerebko, Smart",101123-101161-1626179-201973-203935,BOS,132.0,3,2.0,4.0,3.0,3.0,1.0,6.0,,,,2.0,1.0,2.0,5.0,1.0,,1.0,,,,2.0,2.0,2.0,1.0,,,,,1.0,2.0,,,,2.0,0.5,0.5,0.5,,,1.0,,,0.5,1.0,,65.45454545454545,14.333333333333334,29.666666666666668,9.666666666666666,21.333333333333332,,,,,0.4,0.6,0.481425,19.65,1.0,,1.0,2.0,1.0,3.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.6,,,,,,0.2,0.4,0.5,1.0,1.0,,1.0,0.472125,29.53333333333333,3.0,1.0,2.0,,1.0,2.0,3.0,,5.0,1.0,,,,5.0,3.0,0.5,0.5,0.5,,0.5,0.5,1.0,0.4,0.481425,,,1.0,1.0,,1.0,,,,1.0,1.0,0.3333333333333333,,,0.5,,,,1.0,3.0,,,,,,0.75,0.75,,,,,0.6,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
101123-101161-1626179-203109-203482,1610612738,"Gerald Green, Amir Johnson, Terry Rozier, Jae Crowder, Kelly Olynyk","Green, Johnson, Rozier, Crowder, Olynyk",101123-101161-1626179-203109-203482,BOS,68.0,1,1.0,,1.0,2.0,,3.0,,,,1.0,,1.0,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,63.529411764705884,35.0,16.5,35.0,16.5,,,,,1.0,,0.4028,17.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2017,2016-17,True
