EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Corner3Assists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyOffPoss,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Travels,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,ShortMidRangeAssists,LostBallTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,DefCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyArc3FGA,PenaltyFG3A,FTDefRebounds,BlockingFouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,PenaltyArc3Frequency,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Steals,BadPassSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,DefAtRimReboundPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,LostBallSteals,ShortMidRangePctBlocked,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,LongMidRangeAssists,OffThreePtRebounds,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceFtPoints,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceTurnovers,Offensive Fouls Drawn,FTOffRebounds,BlockedShortMidRange,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Blocked3s,BlockedCorner3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Charge Fouls Drawn,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Charge Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,BlockedArc3,Defensive 3 Seconds Violations,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1626172-1627362-1627745-1627775-203546,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Patrick McCaw, Ian Clark","Looney, Weber, Jones, McCaw, Clark",1626172-1627362-1627745-1627775-203546,GSW,180.0,1,3.0,-6.0,7.0,6.0,1.0,13.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,1.0,0.75,0.2,1.0,1.0,1.0,0.25,104.0,14.142857142857142,13.5,14.0,12.833333333333334,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,0.3333333333333333,1.0,0.8333333333333334,0.5341583333333334,0.4696,2.425,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-1627745-203546-2738,1610612744,"Kevon Looney, Briante Weber, Damian Jones, Ian Clark, Andre Iguodala","Looney, Weber, Jones, Clark, Iguodala",1626172-1627362-1627745-203546-2738,GSW,93.0,1,2.0,,3.0,3.0,,6.0,1.0,1.0,,,1.0,1.0,1.0,1.0,5.0,5.0,,2.0,1.0,,1.0,2.0,1.0,5.0,,,,,,,,,,1.0,,1.0,,,,,,5.0,1.0,1.0,1.0,1.25,1.25,0.5,,,,,,,,,,,,,92.90322580645162,18.666666666666668,12.333333333333334,18.666666666666668,12.333333333333334,0.5,1.0,1.0,1.0,,0.5,,1.0,0.485725,,2.9,24.6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-1627775-203546-203949,1610612744,"Kevon Looney, Briante Weber, Patrick McCaw, Ian Clark, James Michael McAdoo","Looney, Weber, McCaw, Clark, Michael McAdoo",1626172-1627362-1627775-203546-203949,GSW,82.0,1,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,5.0,4.0,1.0,,,,,1.0,,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,3.0,,,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,87.80487804878048,19.0,14.666666666666666,19.0,14.666666666666666,0.3333333333333333,1.0,1.0,,0.3333333333333333,,1.0,0.6666666666666666,0.46070000000000005,0.4143,4.3,23.5,,,1.0,3.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-201142-203546-2738,1610612744,"Kevon Looney, Briante Weber, Kevin Durant, Ian Clark, Andre Iguodala","Looney, Weber, Durant, Clark, Iguodala",1626172-1627362-201142-203546-2738,GSW,178.0,1,3.0,-3.0,7.0,7.0,1.0,14.0,,1.0,1.0,1.0,,1.0,5.0,,4.0,7.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,1.0,4.0,,,,2.0,,2.0,,1.0,,,,4.0,,,0.2,0.2,0.3333333333333333,,,,,1.0,0.25,1.0,1.0,0.25,,1.0,1.0,,113.25842696629213,15.0,10.428571428571429,14.428571428571429,10.428571428571429,0.2,,,,0.2,,1.0,0.2,0.45972,0.654,12.9,,4.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,7.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,7.0,0.2,0.2,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6,0.2,0.45972,0.16666666666666666,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-201939-203110-2738,1610612744,"Kevon Looney, Briante Weber, Stephen Curry, Draymond Green, Andre Iguodala","Looney, Weber, Curry, Green, Iguodala",1626172-1627362-201939-203110-2738,GSW,15.0,1,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,96.0,13.0,,13.0,,1.0,1.0,1.0,,,,,1.0,0.8879,,0.1,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.8879,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627362-203546-203949-2738,1610612744,"Kevon Looney, Briante Weber, Ian Clark, James Michael McAdoo, Andre Iguodala","Looney, Weber, Clark, Michael McAdoo, Iguodala",1626172-1627362-203546-203949-2738,GSW,105.0,1,2.0,-4.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,,,1.0,2.0,,2.0,6.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,2.0,2.0,,,2.0,1.0,2.0,,,,2.0,,,0.5,0.5,0.5,,,,1.0,,,1.0,1.0,,,,1.0,,109.71428571428571,13.5,12.75,11.5,12.75,1.0,0.5,0.5,,,,1.0,1.0,0.55055,,2.2,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627775-201142-201939-202691,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Klay Thompson","Looney, McCaw, Durant, Curry, Thompson",1626172-1627775-201142-201939-202691,GSW,95.0,3,2.0,4.0,5.0,3.0,,8.0,,,,2.0,,2.0,2.0,,7.0,3.0,,4.0,,,2.0,2.0,,4.0,,2.0,,2.0,,2.0,,1.0,,,,1.0,,,,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,121.26315789473685,11.6,12.333333333333334,11.6,12.333333333333334,,,,,1.0,,,,0.38375000000000004,,8.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,3.0,,,3.0,3.0,,,1.0,3.0,,3.0,2.0,,,1.0,,,1.0,1.0,,,,,,0.42857142857142855,0.4,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627775-201142-201939-203546,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Ian Clark","Looney, McCaw, Durant, Curry, Clark",1626172-1627775-201142-201939-203546,GSW,80.0,1,1.0,-5.0,2.0,3.0,,5.0,,,,,1.0,,,1.0,1.0,6.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,0.25,1.0,,,,,,,,,,,,,90.0,14.5,17.0,14.5,14.0,,,,,,1.0,,1.0,0.58095,,,24.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,,,0.25,,,,,,,0.58095,0.5,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627775-201142-201939-2738,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Stephen Curry, Andre Iguodala","Looney, McCaw, Durant, Curry, Iguodala",1626172-1627775-201142-201939-2738,GSW,600.0,6,10.0,-4.0,22.0,24.0,2.0,46.0,7.0,12.0,1.0,2.0,4.0,7.0,14.0,5.0,23.0,27.0,1.0,6.0,4.0,3.0,3.0,5.0,3.0,12.0,1.0,5.0,5.0,12.0,1.0,13.0,,1.0,1.0,1.0,,2.0,3.0,3.0,,,,23.0,0.42857142857142855,0.42857142857142855,0.5,0.5263157894736842,0.575,0.2631578947368421,0.21428571428571427,0.25,0.5,0.7142857142857143,0.14285714285714285,1.0,0.8333333333333334,0.1,0.5,1.0,1.0,,110.4,12.727272727272727,13.333333333333334,12.545454545454545,13.125,0.631578947368421,0.5833333333333334,0.7777777777777778,0.42857142857142855,0.10526315789473684,0.21052631578947367,1.0,0.8947368421052632,0.5260078947368421,0.7149,3.257142857142857,25.96,14.0,2.0,2.0,6.0,2.0,2.0,2.0,,1.0,0.4,0.4,0.5,0.5,1.0,0.5,,,1.0,,,8.0,,,,,,0.05263157894736842,,,,,,9.0,5.0,,,3.0,3.0,7.0,1.0,10.0,,,4.0,3.0,1.0,10.0,9.0,0.42857142857142855,0.5,0.5555555555555556,,0.5,,,,0.5555555555555556,0.5443111111111111,0.05263157894736842,0.07142857142857142,0.43478260869565216,0.4090909090909091,3.0,0.6,,,,1.0,1.0,,1.0,2.0,2.0,,,,1.0,0.1111111111111111,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.75,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
1626172-1627775-201142-202691-203546,1610612744,"Kevon Looney, Patrick McCaw, Kevin Durant, Klay Thompson, Ian Clark","Looney, McCaw, Durant, Thompson, Clark",1626172-1627775-201142-202691-203546,GSW,78.0,1,1.0,1.0,3.0,3.0,,6.0,,,,1.0,1.0,,1.0,1.0,3.0,2.0,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,1.0,,1.0,,,,,,3.0,,,,0.75,0.75,0.5,1.0,,,,,,,,,,,,110.76923076923076,12.333333333333334,13.666666666666666,12.333333333333334,13.666666666666666,,,,,0.5,0.5,,0.5,0.472525,,5.1,24.7,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,3.0,1.0,1.0,,,,3.0,3.0,,0.75,0.75,,,,,,,0.472525,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,0.5,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2017,2016-17,True
