EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,Arc3FGA,FG3M,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,Loose Ball Fouls,TwoPtShootingFoulsDrawn,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,BlockingFoulsDrawn,FTDefRebounds,PenaltyTurnovers,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,SelfOReb,Offensive Fouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceFtPoints,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,Loose Ball Fouls Drawn,PtsPutbacks,HeaveAttempts,Charge Fouls,OffLongMidRangeReboundPct,3SecondViolations,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,BlockingFouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
1626173-1627748-1627763-1891-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Jason Terry, Mirza Teletovic","Vaughn, Maker, Brogdon, Terry, Teletovic",1626173-1627748-1627763-1891-203141,MIL,337.0,1,6.0,-10.0,10.0,11.0,2.0,21.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,13.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.2,0.5,0.4,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,89.73293768545994,17.7,14.545454545454545,17.0,13.636363636363637,0.42857142857142855,0.3333333333333333,0.5,0.42857142857142855,0.14285714285714285,1.0,0.5714285714285714,0.4539571428571429,0.6135,3.6999999999999997,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201563-202328,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, Greg Monroe","Vaughn, Maker, Brogdon, Beasley, Monroe",1626173-1627748-1627763-201563-202328,MIL,161.0,1,3.0,-3.0,4.0,5.0,,9.0,1.0,2.0,,,,1.0,2.0,1.0,,5.0,8.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,5.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,1.0,1.0,,,0.5,,,,1.0,,80.4968944099379,16.5,19.0,16.5,17.8,0.6666666666666666,0.5,0.5,,,,1.0,0.5756166666666667,,2.3,24.7,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-201563-203089,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, John Henson","Vaughn, Maker, Brogdon, Beasley, Henson",1626173-1627748-1627763-201563-203089,MIL,784.0,2,13.0,3.0,26.0,27.0,3.0,53.0,3.0,8.0,2.0,1.0,,6.0,13.0,12.0,6.0,30.0,27.0,2.0,,3.0,2.0,3.0,8.0,11.0,4.0,15.0,3.0,2.0,2.0,,2.0,,,2.0,,2.0,4.0,4.0,8.0,,1.0,,1.0,30.0,0.46153846153846156,0.48,0.5172413793103449,0.48,0.23076923076923078,0.375,1.0,0.5714285714285714,0.2857142857142857,0.75,0.6111111111111112,0.2857142857142857,0.4,,0.7142857142857143,0.6666666666666666,97.34693877551021,11.692307692307692,17.77777777777778,11.038461538461538,15.703703703703704,0.32,0.375,0.6,0.08,0.04,,0.8,0.502664,0.45415,6.823076923076924,25.458333333333332,4.0,11.0,4.0,12.0,3.0,11.0,4.0,6.0,9.0,3.0,21.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.44,0.36363636363636365,0.36363636363636365,0.36363636363636365,4.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,10.0,9.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,10.0,4.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.12,0.3333333333333333,0.3333333333333333,1.0,0.75,0.5,0.5,0.25,1.0,0.75,0.6666666666666666,0.4845625,0.13793103448275862,0.23529411764705882,0.3333333333333333,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-203101-203141,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Miles Plumlee, Mirza Teletovic","Vaughn, Maker, Brogdon, Plumlee, Teletovic",1626173-1627748-1627763-203101-203141,MIL,21.0,1,,3.0,1.0,,,1.0,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.5,1.5,1.0,,,,,,,,,,,,,68.57142857142857,21.0,,21.0,,,,,,,,1.0,0.5007,,,25.2,1.0,1.0,1.0,,,1.0,1.0,,1.0,,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-203101-203953,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Miles Plumlee, Jabari Parker","Vaughn, Maker, Brogdon, Plumlee, Parker",1626173-1627748-1627763-203101-203953,MIL,41.0,1,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,0.5,0.5,0.5,,,,1.0,,,1.0,,,,1.0,,105.36585365853658,14.0,13.0,14.0,13.0,0.5,1.0,1.0,,0.5,,1.0,0.725425,,0.1,24.2,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-203503-203507,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Tony Snell, Giannis Antetokounmpo","Vaughn, Maker, Brogdon, Snell, Antetokounmpo",1626173-1627748-1627763-203503-203507,MIL,282.0,1,5.0,11.0,8.0,9.0,,17.0,5.0,6.0,,,,5.0,6.0,2.0,,16.0,5.0,,4.0,,,1.0,6.0,7.0,,7.0,,,,,,,,,,,,1.0,,,1.0,,1.0,16.0,0.8333333333333334,1.0,1.0,0.25,,,,0.75,,1.0,0.7777777777777778,,,,1.0,,86.80851063829788,13.125,19.666666666666668,13.125,18.88888888888889,0.75,0.8333333333333334,0.8333333333333334,,,,1.0,0.64733125,,0.9333333333333332,26.65,2.0,2.0,2.0,6.0,,2.0,2.0,3.0,5.0,3.0,12.0,0.6,0.6,1.0,1.0,0.6,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,,,,,,,1.0,,,1.0,,,,,,,0.6,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627763-203507-203521,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Giannis Antetokounmpo, Matthew Dellavedova","Vaughn, Maker, Brogdon, Antetokounmpo, Dellavedova",1626173-1627748-1627763-203507-203521,MIL,191.0,1,3.0,-4.0,5.0,6.0,,11.0,,1.0,,,,1.0,2.0,1.0,1.0,3.0,7.0,,2.0,1.0,,,3.0,4.0,,4.0,,,,1.0,,1.0,,1.0,,,1.0,2.0,2.0,,1.0,,1.0,3.0,0.5,0.3333333333333333,0.375,0.3333333333333333,0.5,1.0,,0.75,,,0.75,,,,1.0,,82.93193717277488,16.0,18.5,16.0,16.5,0.3333333333333333,,,,,,0.6666666666666666,0.4839333333333333,,10.5,25.7,,1.0,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,4.0,6.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,3.0,4.0,,,1.0,0.5,0.5,,,1.0,0.5,,,,,0.3333333333333333,1.0,1.0,,,,,,,0.5,,0.4327,0.25,0.3333333333333333,1.0,0.8,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627780-201563-202328,1610612749,"Rashad Vaughn, Thon Maker, Gary Payton II, Michael Beasley, Greg Monroe","Vaughn, Maker, Payton II, Beasley, Monroe",1626173-1627748-1627780-201563-202328,MIL,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627780-201563-203089,1610612749,"Rashad Vaughn, Thon Maker, Gary Payton II, Michael Beasley, John Henson","Vaughn, Maker, Payton II, Beasley, Henson",1626173-1627748-1627780-201563-203089,MIL,55.0,1,1.0,4.0,2.0,2.0,,4.0,1.0,2.0,1.0,,,2.0,3.0,,,4.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.5,,1.0,1.0,,1.0,1.0,1.0,,,,104.72727272727273,11.5,16.0,11.5,16.0,0.6666666666666666,0.5,1.0,0.3333333333333333,,,0.6666666666666666,0.4957666666666667,,3.766666666666667,,,,,2.0,,,,1.0,1.0,,2.0,0.5,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1627780-202328-203141,1610612749,"Rashad Vaughn, Thon Maker, Gary Payton II, Greg Monroe, Mirza Teletovic","Vaughn, Maker, Payton II, Monroe, Teletovic",1626173-1627748-1627780-202328-203141,MIL,392.0,1,7.0,1.0,13.0,13.0,3.0,26.0,2.0,5.0,,,,4.0,8.0,4.0,1.0,15.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,,,1.0,,1.0,1.0,,2.0,,2.0,4.0,3.0,3.0,,,,,8.0,0.5,0.5833333333333334,0.5769230769230769,0.3333333333333333,0.125,0.2,0.5,1.0,0.25,0.5,0.75,0.3333333333333333,0.3333333333333333,,,0.5,95.51020408163265,16.384615384615383,13.76923076923077,14.615384615384615,13.384615384615385,0.4166666666666667,0.4,0.5,,,,0.75,0.5479791666666667,0.6040166666666666,7.85,25.175,2.0,4.0,2.0,6.0,3.0,4.0,2.0,3.0,4.0,2.0,9.0,0.75,0.75,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,0.5,5.0,4.0,1.0,,,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,,1.0,1.0,,,2.0,,6.0,5.0,0.5,1.0,0.5,0.8333333333333334,0.75,0.5,0.5,1.0,1.0,,,,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,1.0,0.4483333333333333,0.15384615384615385,0.2222222222222222,0.4,0.38461538461538464,,1.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.2,1.0,1.0,1.0,1.0,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
