EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceFG2A,Fg2aBlocked,Fg3aBlocked,Corner3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,DefCorner3ReboundPct,2pt And 1 Free Throw Trips,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,Offensive Fouls Drawn,ShortMidRangePctBlocked,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,PenaltyCorner3Frequency,3SecondViolations,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyTurnovers,RecoveredBlocks,BlocksRecoveredPct,LostBallTurnovers,Charge Fouls,BlockedShortMidRange,LongMidRangePctBlocked,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,HeaveAttempts,BlockingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Corner3PctBlocked,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101141-101181-1627098-203488-2399,1610612737,"Ersan Ilyasova, Jose Calderon, Malcolm Delaney, Mike Muscala, Mike Dunleavy","Ilyasova, Calderon, Delaney, Muscala, Dunleavy",101141-101181-1627098-203488-2399,ATL,95.0,1,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.78947368421053,17.0,22.0,17.0,22.0,1.0,1.0,1.0,1.0,0.4058,0.5,0.5,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-1627761-203488,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, DeAndre' Bembry, Mike Muscala","Ilyasova, Calderon, Prince, Bembry, Muscala",101141-101181-1627752-1627761-203488,ATL,168.0,1,3.0,1.0,6.0,6.0,12.0,,1.0,1.0,2.0,2.0,10.0,9.0,,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,,,0.5,1.0,1.0,1.0,1.0,1.0,102.85714285714286,15.5,12.5,15.5,12.5,0.25,,,,0.508825,0.2,0.3333333333333333,12.3,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.75,1.0,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-1627761-2743,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, DeAndre' Bembry, Kris Humphries","Ilyasova, Calderon, Prince, Bembry, Humphries",101141-101181-1627752-1627761-2743,ATL,653.0,1,11.0,,20.0,19.0,39.0,1.0,2.0,7.0,11.0,2.0,22.0,22.0,8.0,4.0,6.0,1.0,14.0,4.0,8.0,10.0,,3.0,4.0,2.0,2.0,1.0,22.0,0.5714285714285714,0.5714285714285714,0.6363636363636364,0.5882352941176471,0.6111111111111112,0.6666666666666666,0.7272727272727273,1.0,86.0030627871363,18.5,14.894736842105264,18.05,13.736842105263158,0.11764705882352941,0.5,0.5,1.0,0.5134205882352941,0.05555555555555555,0.08333333333333333,5.218181818181818,,5.0,7.0,1.0,5.0,2.0,6.0,6.0,6.0,,5.0,1.0,2.0,1.0,1.0,,5.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.4117647058823529,0.7142857142857143,0.8333333333333334,0.29411764705882354,0.2,0.25,1.0,0.7647058823529411,0.2,25.816666666666666,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.16666666666666666,0.09090909090909091,0.14285714285714285,0.2,0.25,0.25,0.8,0.25,0.25,0.5,0.25,0.3333333333333333,1.0,0.8,0.6,0.11764705882352941,0.5,0.5,0.058823529411764705,1.0,1.0,1.0,0.4358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-200757-203501,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Thabo Sefolosha, Tim Hardaway Jr.","Ilyasova, Calderon, Prince, Sefolosha, Hardaway Jr.",101141-101181-1627752-200757-203501,ATL,5.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,1.0,4.0,1.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-200757-2743,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Thabo Sefolosha, Kris Humphries","Ilyasova, Calderon, Prince, Sefolosha, Humphries",101141-101181-1627752-200757-2743,ATL,44.0,1,1.0,3.0,2.0,2.0,4.0,,,,,,3.0,,,,1.0,,3.0,,2.0,2.0,,1.0,1.0,,,,3.0,,,,1.5,1.5,,1.0,,130.9090909090909,14.5,7.5,14.5,7.5,,,,,0.5712,,,,,,,1.0,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,25.6,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-200794-203145,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Paul Millsap, Kent Bazemore","Ilyasova, Calderon, Prince, Millsap, Bazemore",101141-101181-1627752-200794-203145,ATL,65.0,1,1.0,5.0,3.0,2.0,5.0,,,2.0,2.0,3.0,7.0,2.0,,,,,,,1.0,1.0,,,,2.0,3.0,2.0,7.0,,,1.0,1.0,1.1666666666666667,,1.0,,110.76923076923077,14.0,11.5,14.0,11.5,,,,,0.55125,0.6666666666666666,0.6666666666666666,2.0,,2.0,2.0,,,,,4.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-200794-203471,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Paul Millsap, Dennis Schroder","Ilyasova, Calderon, Prince, Millsap, Schroder",101141-101181-1627752-200794-203471,ATL,146.0,1,2.0,-7.0,5.0,6.0,11.0,,1.0,,2.0,,,7.0,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,0.5,,108.49315068493152,12.8,13.666666666666666,12.8,13.5,0.2,,,,0.49969,,,11.05,6.0,,,,3.0,,3.0,,,,3.0,,,,,,1.0,1.0,,,,0.6,,,,0.6,,,,0.6,,24.733333333333334,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,0.2,,,,,,,,5.0,5.0,1.0,1.0,1.0,1.0,,3.0,2.0,3.0,1.0,1.0,0.6,0.49969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-200794-203501,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Paul Millsap, Tim Hardaway Jr.","Ilyasova, Calderon, Prince, Millsap, Hardaway Jr.",101141-101181-1627752-200794-203501,ATL,730.0,4,12.0,,27.0,22.0,49.0,,4.0,7.0,17.0,7.0,27.0,27.0,6.0,3.0,5.0,,12.0,4.0,6.0,11.0,1.0,4.0,4.0,7.0,9.0,3.0,21.0,0.42857142857142855,0.6,0.4117647058823529,0.4166666666666667,0.48214285714285715,0.8,0.8571428571428571,1.0,96.65753424657535,15.037037037037036,14.727272727272727,14.185185185185185,14.727272727272727,0.16666666666666666,,,,0.49556249999999996,0.11538461538461539,0.15789473684210525,6.764705882352941,14.0,6.0,10.0,2.0,7.0,2.0,7.0,8.0,6.0,,7.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,0.2857142857142857,0.2857142857142857,0.2916666666666667,0.4166666666666667,0.6,0.6666666666666666,0.2916666666666667,0.2857142857142857,0.2857142857142857,1.0,0.7083333333333334,0.2857142857142857,25.900000000000002,4.0,1.0,3.0,,,4.0,1.0,,,3.0,1.0,4.0,2.0,5.0,1.0,,,,,,1.0,1.0,1.0,,0.058823529411764705,0.1,,,0.4,1.0,0.25,0.35714285714285715,0.25,0.25,0.75,,,0.5,0.125,0.3333333333333333,0.3333333333333333,,,,,0.516625,10.0,10.0,0.37037037037037035,,,1.0,1.0,3.0,5.0,3.0,,,0.375,0.50159375,2.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,5.0,12.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,2.0,0.3333333333333333,0.5,0.4,0.5,0.4375,0.6,0.5454545454545454,1.0,0.25,0.15384615384615385,0.75,0.6666666666666666,0.25,0.5,0.3333333333333333,0.2222222222222222,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-203145-203488,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Kent Bazemore, Mike Muscala","Ilyasova, Calderon, Prince, Bazemore, Muscala",101141-101181-1627752-203145-203488,ATL,124.0,1,2.0,-2.0,4.0,5.0,9.0,,,1.0,2.0,2.0,7.0,9.0,,,1.0,,3.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,5.0,,,0.5,0.625,0.7,1.0,0.5,1.0,104.51612903225805,17.25,11.0,17.25,10.4,,,,,0.5671375,0.2,0.3333333333333333,1.45,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1.0,1.0,1.0,1.0,1.0,23.5,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,0.25,,,,,3.0,3.0,0.75,,,,,1.0,2.0,2.0,,,0.25,0.5671375,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,5.0,2.0,,,,,,,,5.0,,0.5,1.0,0.5,1.0,0.625,1.0,0.625,,,,1.0,1.0,0.5,0.5,1.0,0.2857142857142857,0.7142857142857143,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
101141-101181-1627752-203145-2730,1610612737,"Ersan Ilyasova, Jose Calderon, Taurean Prince, Kent Bazemore, Dwight Howard","Ilyasova, Calderon, Prince, Bazemore, Howard",101141-101181-1627752-203145-2730,ATL,108.0,1,2.0,-1.0,5.0,4.0,9.0,,,1.0,3.0,,2.0,3.0,,,,,,1.0,1.0,4.0,1.0,3.0,4.0,1.0,,,,,,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,,120.0,10.0,14.5,7.8,13.75,,,,,0.4803375,,,5.533333333333334,,,1.0,,,,1.0,2.0,,,,,,,,,2.0,4.0,,,,0.25,0.25,,,,,,,0.5,,23.2,1.0,1.0,2.0,,1.0,3.0,1.0,,,,1.0,2.0,,3.0,,1.0,1.0,,,,2.0,2.0,2.0,,0.3333333333333333,1.0,,0.25,1.0,,1.0,1.0,1.0,,,1.0,,,0.5,0.5,0.5,0.25,,,,0.3922,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,2.0,1.0,,,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,1.0,,0.5,0.3333333333333333,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2017,2016-17,False
