EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,Corner3FGA,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyOffPoss,LostBallTurnovers,PenaltyTurnovers,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Fg3aBlocked,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FtPoints,SecondChanceFG2A,PenaltyFG2A,Fg2aBlocked,OffTwoPtRebounds,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,AtRimAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTsPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,SelfOReb,StepOutOfBoundsTurnovers,Travels,Charge Fouls,BlockingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefShortMidRangeReboundPct,SelfORebPct,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,LongMidRangeFGM,PtsAssisted3s,HeaveAttempts,ThreePtAssists,Arc3Assists,LongMidRangeAssists,Assisted3sPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,PtsPutbacks,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,FTOffRebounds,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,Technical Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
1626192-202323-203081-203090-203459,1610612757,"Pat Connaughton, Evan Turner, Damian Lillard, Maurice Harkless, Allen Crabbe","Connaughton, Turner, Lillard, Harkless, Crabbe",1626192-202323-203081-203090-203459,POR,57.0,1,1.0,-2.0,1.0,2.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,75.78947368421053,35.0,11.0,35.0,11.0,0.5,1.0,1.0,0.5,0.5,0.45715,6.2,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202323-203081-203090-203468,1610612757,"Pat Connaughton, Evan Turner, Damian Lillard, Maurice Harkless, CJ McCollum","Connaughton, Turner, Lillard, Harkless, McCollum",1626192-202323-203081-203090-203468,POR,78.0,2,1.0,2.0,3.0,2.0,2.0,5,,,1.0,,,2.0,3.0,1.0,,1.0,,,2.0,1.0,3.0,,,0.75,0.75,1.0,,,,92.3076923076923,15.0,16.5,14.0,16.5,,,,0.5,1.0,0.48375,,26.1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202323-203081-203459-203468,1610612757,"Pat Connaughton, Evan Turner, Damian Lillard, Allen Crabbe, CJ McCollum","Connaughton, Turner, Lillard, Crabbe, McCollum",1626192-202323-203081-203459-203468,POR,23.0,1,,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,62.60869565217391,23.0,,23.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202329-203081-203459-203468,1610612757,"Pat Connaughton, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, CJ McCollum","Connaughton, Aminu, Lillard, Crabbe, McCollum",1626192-202329-203081-203459-203468,POR,68.0,1,1.0,3.0,4.0,2.0,,6,,,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,,1.0,0.5,0.5,0.5,0.5,0.5,0.5,127.05882352941177,13.25,7.5,13.0,7.5,,,,0.5,1.0,0.5326125,2.1,25.5,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-202329-203081-203459-203943,1610612757,"Pat Connaughton, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, Noah Vonleh","Connaughton, Aminu, Lillard, Crabbe, Vonleh",1626192-202329-203081-203459-203943,POR,125.0,1,2.0,-4.0,5.0,5.0,5.0,10,,,,,3.0,,2.0,6.0,,,,1.0,3.0,,2.0,,,,0.25,,,0.3333333333333333,,115.19999999999999,14.6,10.4,14.4,10.4,,,,,0.6666666666666666,0.4623,8.433333333333334,,1.0,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,3.0,,1.0,1.0,3.0,0.6,,2.0,,,,,,,,0.6666666666666666,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5768,0.4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-203081-203459-203468-203894,1610612757,"Pat Connaughton, Damian Lillard, Allen Crabbe, CJ McCollum, Shabazz Napier","Connaughton, Lillard, Crabbe, McCollum, Napier",1626192-203081-203459-203468-203894,POR,3.0,1,,3.0,1.0,,,1,1.0,1.0,,1.0,1.0,,3.0,,,,,,,,3.0,,1.0,1.0,1.5,,,,,480.0,3.0,,3.0,,1.0,1.0,1.0,,,0.222,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,0.222,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203090-203459,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Maurice Harkless, Allen Crabbe","Turner, Aminu, Lillard, Harkless, Crabbe",202323-202329-203081-203090-203459,POR,445.0,2,7.0,-1.0,16.0,16.0,6.0,32,2.0,4.0,3.0,4.0,12.0,5.0,16.0,17.0,4.0,3.0,1.0,3.0,7.0,6.0,14.0,,0.3333333333333333,0.4117647058823529,0.42105263157894735,0.29411764705882354,0.3333333333333333,0.2727272727272727,,103.5505617977528,14.125,13.6875,12.625,12.8125,0.23529411764705882,0.5,0.5,0.17647058823529413,0.6470588235294118,0.5041382352941176,6.25,25.54,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,4.0,,,1.0,,4.0,0.4,0.4,,0.4,1.0,0.5714285714285714,1.0,,0.11764705882352941,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,2.0,,,2.0,6.0,,,1.0,,,,,0.35294117647058826,0.3333333333333333,0.5,,,2.0,2.0,2.0,,2.0,2.0,4.0,,1.0,1.0,1.0,,0.16666666666666666,0.3333333333333333,0.25,0.25,0.25,,0.11764705882352941,,,0.46331666666666665,,,,,4.0,2.0,2.0,1.0,4.0,,2.0,,0.5,0.5,,,,0.5,0.10526315789473684,0.14285714285714285,,1.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,0.25,0.5,0.5,1.0,0.5,0.3333333333333333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203090-203468,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Maurice Harkless, CJ McCollum","Turner, Aminu, Lillard, Harkless, McCollum",202323-202329-203081-203090-203468,POR,676.0,3,11.0,-6.0,26.0,25.0,9.0,51,2.0,5.0,6.0,6.0,14.0,7.0,22.0,28.0,8.0,6.0,1.0,3.0,12.0,2.0,22.0,,0.42857142857142855,0.42857142857142855,0.4782608695652174,0.3333333333333333,0.2,0.23076923076923078,0.25,108.63905325443787,13.73076923076923,12.76,12.846153846153847,12.76,0.23809523809523808,0.4,0.4,0.2857142857142857,0.6666666666666666,0.5278166666666666,6.6571428571428575,25.457142857142856,4.0,1.0,2.0,2.0,6.0,2.0,4.0,5.0,9.0,1.0,1.0,7.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.8333333333333334,0.8,0.8181818181818182,1.0,0.8,0.047619047619047616,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,,1.0,4.0,10.0,0.38461538461538464,4.0,7.0,,,6.0,,,,,0.3333333333333333,0.5714285714285714,0.8,1.0,5.0,2.0,4.0,3.0,7.0,2.0,2.0,4.0,2.0,1.0,,1.0,1.0,0.14285714285714285,0.2857142857142857,0.25,0.3333333333333333,0.5,1.0,0.09523809523809523,0.3333333333333333,0.5555555555555556,0.37035,0.5617222222222222,3.0,4.0,13.0,4.0,2.0,2.0,2.0,4.0,,,13.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.5909090909090909,1.0,,,0.5909090909090909,,,,,,3.0,3.0,,2.0,,0.3333333333333333,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.09090909090909091,0.6,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203459-203468,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, CJ McCollum","Turner, Aminu, Lillard, Crabbe, McCollum",202323-202329-203081-203459-203468,POR,156.0,1,3.0,-6.0,6.0,6.0,,12,,,2.0,2.0,4.0,3.0,6.0,12.0,2.0,2.0,,2.0,2.0,1.0,2.0,,0.5,0.2857142857142857,0.375,0.42857142857142855,,0.4,,110.76923076923076,16.666666666666668,9.333333333333334,14.333333333333334,9.333333333333334,,,,0.2857142857142857,0.8571428571428571,0.5340857142857143,4.85,24.166666666666668,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,0.14285714285714285,,,,,,,1.0,,,2.0,3.0,,,,,,,,0.42857142857142855,0.6666666666666666,1.0,1.0,,1.0,2.0,1.0,,1.0,2.0,2.0,,,,,,0.25,0.3333333333333333,1.0,1.0,,,0.14285714285714285,1.0,,0.4965,,,,,2.0,1.0,1.0,,2.0,,1.0,,0.5,0.5,,,,,0.125,0.2,,,,2.0,4.0,1.0,1.0,1.0,,,1.0,,,,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
202323-202329-203081-203459-203894,1610612757,"Evan Turner, Al-Farouq Aminu, Damian Lillard, Allen Crabbe, Shabazz Napier","Turner, Aminu, Lillard, Crabbe, Napier",202323-202329-203081-203459-203894,POR,30.0,1,,,1.0,1.0,1.0,2,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,96.0,10.0,20.0,10.0,20.0,,,,1.0,1.0,0.35295,,29.4,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
