EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,LostBallTurnovers,BlockingFouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGA,PenaltyCorner3FGA,PenaltyFtPoints,SelfOReb,Loose Ball Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SelfORebPct,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeAssists,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallSteals,FTDefRebounds,ThreePtShootingFoulsDrawn,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Travels,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,Offensive Fouls,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Charge Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,team_id,year,season,team_vs
1626170-1626171-1626245-1627835-202710,1610612741,"Jerian Grant, Bobby Portis, Cristiano Felicio, Paul Zipser, Jimmy Butler","Grant, Portis, Felicio, Zipser, Butler",1626170-1626171-1626245-1627835-202710,CHI,207.0,1,3.0,-1.0,7.0,6.0,4.0,1.0,13,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,7.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.5,0.8333333333333334,0.5,0.8333333333333334,0.6,1.0,0.5,0.5,0.5,0.5,1.0,90.43478260869564,14.714285714285714,17.333333333333332,14.714285714285714,14.166666666666666,0.2,1.0,1.0,1.0,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.8,0.3333333333333333,0.43141999999999997,0.41591666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,10.4,25.53333333333333,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1626245-1627835-2548,1610612741,"Jerian Grant, Bobby Portis, Cristiano Felicio, Paul Zipser, Dwyane Wade","Grant, Portis, Felicio, Zipser, Wade",1626170-1626171-1626245-1627835-2548,CHI,493.0,3,8.0,-3.0,13.0,13.0,,,26,3.0,6.0,,,2.0,2.0,2.0,,,3.0,11.0,2.0,2.0,2.0,14.0,17.0,,,,,,4.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,3.0,4.0,5.0,,,1.0,,4.0,3.0,1.0,12.0,,,0.6666666666666666,1.0,1.0,1.0,,1.0,0.2727272727272727,,0.46153846153846156,,0.4642857142857143,,0.15384615384615385,,1.0,0.3333333333333333,0.6666666666666666,,0.3333333333333333,75.94320486815415,17.923076923076923,20.0,17.923076923076923,19.615384615384617,0.46153846153846156,0.5,0.6,0.6666666666666666,0.15384615384615385,0.15384615384615385,1.0,1.0,1.0,,,,,0.6153846153846154,1.0,0.48760384615384617,,0.07142857142857142,0.08333333333333333,,6.463636363636363,25.4,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.125,0.125,0.3333333333333333,1.0,1.0,0.23076923076923078,1.0,1.0,0.5331,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1627835-200765-202710,1610612741,"Jerian Grant, Bobby Portis, Paul Zipser, Rajon Rondo, Jimmy Butler","Grant, Portis, Zipser, Rondo, Butler",1626170-1626171-1627835-200765-202710,CHI,4.0,1,,,1.0,,,,1,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,360.0,4.0,,4.0,,,,,,,1.0,,,,,,,,1.0,,0.2808,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-1627835-201577-202710,1610612741,"Jerian Grant, Bobby Portis, Paul Zipser, Robin Lopez, Jimmy Butler","Grant, Portis, Zipser, Lopez, Butler",1626170-1626171-1627835-201577-202710,CHI,261.0,2,4.0,8.0,9.0,7.0,3.0,4.0,16,2.0,2.0,,,2.0,2.0,6.0,1.0,2.0,2.0,4.0,2.0,6.0,,10.0,2.0,,1.0,1.0,2.0,3.0,2.0,6.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,4.0,5.0,8.0,1.0,,2.0,,1.0,,,5.0,3.0,3.0,0.5,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,,0.5,0.5,0.5,0.5,0.6,0.5,1.0,1.0,1.0,1.0,,88.27586206896552,15.666666666666666,17.142857142857142,13.11111111111111,17.142857142857142,0.2,1.0,1.0,0.5,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,,,0.6666666666666666,0.5,0.8,0.3333333333333333,0.53223,0.4899166666666666,,,0.3,10.825,25.483333333333334,0.3333333333333333,3.0,1.0,1.0,,1.0,1.0,5.0,2.0,2.0,,1.0,3.0,,,1.0,1.0,,1.0,,,,1.0,0.8333333333333334,0.8333333333333334,,,0.5,0.5,,1.0,1.0,,0.3333333333333333,1.0,0.487075,0.5,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1626171-201577-202710-2548,1610612741,"Jerian Grant, Bobby Portis, Robin Lopez, Jimmy Butler, Dwyane Wade","Grant, Portis, Lopez, Butler, Wade",1626170-1626171-201577-202710-2548,CHI,309.0,2,5.0,-13.0,10.0,14.0,10.0,9.0,24,2.0,4.0,2.0,4.0,,,2.0,,2.0,2.0,4.0,,4.0,2.0,6.0,19.0,2.0,4.0,,4.0,6.0,2.0,,2.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,6.0,6.0,10.0,0.5,0.5,,,,,0.5,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,,0.3333333333333333,,,111.84466019417475,13.0,12.785714285714286,12.6,12.428571428571429,0.5,0.5,1.0,0.5,,0.25,,,,0.5,0.5,0.25,,1.0,,0.5045125,0.5045125,,,1.0,2.3,24.7,1.0,1.0,,,,,,,2.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,6.0,1.0,,,,,,0.5,0.5,,0.16666666666666666,,,0.3333333333333333,,,,,,,1.0,,1.0,1.0,,1.0,,,0.25,,0.5,,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-1627835-201577-202703-202710,1610612741,"Jerian Grant, Paul Zipser, Robin Lopez, Nikola Mirotic, Jimmy Butler","Grant, Zipser, Lopez, Mirotic, Butler",1626170-1627835-201577-202703-202710,CHI,171.0,2,3.0,4.0,5.0,5.0,1.0,,10,3.0,3.0,,,2.0,,,,,5.0,6.0,,,,10.0,6.0,1.0,2.0,,,2.0,6.0,,,,3.0,,3.0,,2.0,6.0,2.0,,2.0,2.0,,,,,1.0,1.0,1.0,10.0,2.0,1.0,0.6,0.6,,,,,0.8333333333333334,0.5,0.8333333333333334,0.5,0.8333333333333334,0.5,,,,0.6666666666666666,0.4,,0.5,84.21052631578947,18.8,15.4,18.8,15.2,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,0.5,,0.3936,0.34395,0.16666666666666666,0.16666666666666666,0.2,9.0,,0.2,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-201577-202703-202710-203487,1610612741,"Jerian Grant, Robin Lopez, Nikola Mirotic, Jimmy Butler, Michael Carter-Williams","Grant, Lopez, Mirotic, Butler, Carter-Williams",1626170-201577-202703-202710-203487,CHI,150.0,1,2.0,-4.0,4.0,4.0,,,8,,,,,1.0,,1.0,,,,1.0,,3.0,,,4.0,,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.75,,0.5,1.0,0.6666666666666666,,,76.8,22.0,15.5,22.0,15.5,,,,,0.25,0.25,,,,,,,,0.75,,0.5297125,,,,,16.0,24.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626170-201577-202703-202710-2548,1610612741,"Jerian Grant, Robin Lopez, Nikola Mirotic, Jimmy Butler, Dwyane Wade","Grant, Lopez, Mirotic, Butler, Wade",1626170-201577-202703-202710-2548,CHI,1095.0,3,18.0,28.0,34.0,34.0,,2.0,68,4.0,8.0,,,1.0,11.0,16.0,,,6.0,14.0,12.0,18.0,4.0,52.0,24.0,,,,,,6.0,33.0,16.0,11.0,3.0,11.0,14.0,10.0,2.0,39.0,5.0,12.0,17.0,22.0,3.0,3.0,4.0,,7.0,6.0,3.0,46.0,,,0.5,0.6,0.9166666666666666,0.6666666666666666,,0.6666666666666666,0.42857142857142855,,0.75,,0.7428571428571429,,0.5625,0.75,0.631578947368421,0.7142857142857143,0.6538461538461539,0.42857142857142855,0.6666666666666666,89.42465753424658,15.117647058823529,17.08823529411765,14.647058823529411,16.264705882352942,0.25,0.5,0.6666666666666666,0.5,0.03125,0.5,0.6875,0.6875,0.9090909090909091,,,,,0.8125,0.6875,0.5348734375,,0.08571428571428572,0.17647058823529413,,5.235714285714286,25.172222222222224,,5.0,1.0,1.0,5.0,1.0,1.0,6.0,6.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,,3.0,6.0,,,,1.0,1.25,1.0,0.21428571428571427,0.25,0.5,0.35714285714285715,0.5,0.6,0.8571428571428571,0.15625,0.5,1.0,0.8703,0.11538461538461539,1.0,1.0,1.0,1.0,1.0,,,,1.0,0.16666666666666666,,,1.0,0.5,1.0,1.0,2.0,,,,,,,1.0,,,0.0625,,1.0,1.0,1.0,,0.2,0.25,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,0.2,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626171-1626245-1627835-200765-202710,1610612741,"Bobby Portis, Cristiano Felicio, Paul Zipser, Rajon Rondo, Jimmy Butler","Portis, Felicio, Zipser, Rondo, Butler",1626171-1626245-1627835-200765-202710,CHI,65.0,1,1.0,-4.0,3.0,3.0,,,6,,1.0,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,132.92307692307693,14.0,7.666666666666667,14.0,7.333333333333333,1.0,,,,,,,,,,,,,1.0,,0.9069,,,,,0.1,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
1626171-1626245-1627835-200765-2548,1610612741,"Bobby Portis, Cristiano Felicio, Paul Zipser, Rajon Rondo, Dwyane Wade","Portis, Felicio, Zipser, Rondo, Wade",1626171-1626245-1627835-200765-2548,CHI,154.0,2,3.0,1.0,5.0,6.0,,,11,2.0,2.0,,,,1.0,3.0,,,2.0,2.0,1.0,3.0,,7.0,6.0,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,2.0,3.0,,,,,1.0,,,5.0,,,0.5,1.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,,0.7,,0.7,,0.6,,1.0,,1.0,,,102.85714285714285,11.2,16.333333333333332,11.2,14.833333333333334,0.4,1.0,1.0,0.5,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.3333333333333333,0.5361,,,,,2.6,24.96666666666667,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,,1.0,,,,,,2.0,,,,1.0,1.0,1.0,,,,0.5,,,1.0,,1.0,1.0,,0.2857142857142857,,,,,1.0,,,1.0,,0.5,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,True
