EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,Corner3Assists,OffThreePtRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,BlockedShortMidRange,StepOutOfBoundsTurnovers,BlockedCorner3,HeaveAttempts,team_id,year,season,team_vs
201588-202324-202330-203918-2207,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Rodney Hood, Joe Johnson","Hill, Favors, Hayward, Hood, Johnson",201588-202324-202330-203918-2207,UTA,1433.0,5,24.0,-9.0,44.0,41.0,16.0,12.0,3.0,85.0,5.0,9.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,2.0,2.0,1.0,7.0,15.0,2.0,2.0,5.0,6.0,9.0,18.0,7.0,17.0,8.0,47.0,56.0,1.0,1.0,2.0,2.0,8.0,2.0,4.0,5.0,7.0,5.0,24.0,12.0,6.0,9.0,12.0,2.0,15.0,7.0,2.0,6.0,3.0,9.0,3.0,3.0,2.0,1.0,21.0,3.0,4.0,8.0,2.0,14.0,3.0,17.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,7.0,3.0,5.0,9.0,7.0,2.0,11.0,1.0,4.0,2.0,39.0,24.0,16.0,1.0,2.0,0.6666666666666666,0.75,0.42857142857142855,0.4117647058823529,1.0,0.7142857142857143,0.4117647058823529,0.5,1.0,0.5,0.5571428571428572,1.3333333333333333,0.8636363636363636,0.5875,1.3333333333333333,0.8571428571428571,0.4857142857142857,0.1111111111111111,0.2222222222222222,0.5714285714285714,1.0,0.6153846153846154,0.3333333333333333,0.8,0.6666666666666666,0.15789473684210525,0.25,0.5,0.8,0.3333333333333333,1.0,0.8,0.058823529411764705,85.4152128401954,16.75,16.975609756097562,16.568181818181817,16.24390243902439,0.2571428571428571,0.5555555555555556,0.7142857142857143,0.6,0.2,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.05714285714285714,0.5,0.5,1.0,0.05714285714285714,0.42857142857142855,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.2727272727272727,0.3333333333333333,0.09090909090909091,0.5454545454545454,0.8333333333333334,0.7428571428571429,0.4666666666666667,0.5298128571428572,0.5464833333333333,0.5670636363636364,0.10526315789473684,0.19047619047619047,0.1702127659574468,0.5106382978723404,6.288888888888889,25.788235294117644,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203918-2564,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Rodney Hood, Boris Diaw","Hill, Favors, Hayward, Hood, Diaw",201588-202324-202330-203918-2564,UTA,153.0,3,3.0,-3.0,4.0,5.0,3.0,2.0,,9.0,1.0,1.0,,,1.0,1.0,,,,,,,,3.0,,,,2.0,1.0,1.0,,3.0,,2.0,5.0,,,,,,1.0,1.0,,2.0,,2.0,2.0,,,,,3.0,,,1.0,,1.0,,1.0,,,2.0,,3.0,,,3.0,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,2.0,3.0,,,1.0,1.0,,,,,,1.0,,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.75,,,,,,,1.0,0.75,,,,,,,1.0,,84.70588235294119,20.75,14.0,20.75,9.6,0.25,1.0,1.0,1.0,,,,,,,,,,0.75,,,,,,,,,0.3333333333333333,1.0,,0.6666666666666666,,1.0,,0.5307625,,0.5276833333333334,,,,1.0,1.6,24.900000000000002,0.75,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203957-204060,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Dante Exum, Joe Ingles","Hill, Favors, Hayward, Exum, Ingles",201588-202324-202330-203957-204060,UTA,98.0,1,2.0,-2.0,3.0,4.0,,,,7.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,3.0,,,,4.0,6.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,1.0,1.0,,,,,,,1.0,,102.85714285714286,21.0,8.75,21.0,8.75,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4197,,,,,,,8.966666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-203957-2207,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Dante Exum, Joe Johnson","Hill, Favors, Hayward, Exum, Johnson",201588-202324-202330-203957-2207,UTA,213.0,1,4.0,8.0,8.0,7.0,,,1.0,15.0,3.0,5.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,5.0,7.0,,,,10.0,2.0,,1.0,,,,,,,,,,6.0,4.0,,,,,,,3.0,,3.0,,2.0,,1.0,6.0,1.0,,3.0,,3.0,1.0,4.0,1.0,2.0,2.0,1.0,,1.0,,,,1.0,,,,1.0,,2.0,,1.0,,10.0,,,,,0.6,0.6,,,,,,0.7142857142857143,,,0.7142857142857143,,,0.625,,,,,,1.0,,1.0,0.5,,0.75,0.5,0.5,,1.0,,1.0,,0.5,101.40845070422536,11.5,17.285714285714285,11.0,17.0,0.7142857142857143,0.6,0.6,0.6666666666666666,0.14285714285714285,1.0,1.0,,0.14285714285714285,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,0.7142857142857143,,0.5661142857142857,0.5114,,0.125,0.125,,,4.957142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-204060-2207,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Joe Ingles, Joe Johnson","Hill, Favors, Hayward, Ingles, Johnson",201588-202324-202330-204060-2207,UTA,2401.0,11,40.0,2.0,72.0,76.0,29.0,27.0,7.0,148.0,9.0,13.0,2.0,3.0,6.0,7.0,10.0,20.0,2.0,13.0,7.0,4.0,5.0,11.0,1.0,1.0,1.0,6.0,21.0,46.0,8.0,18.0,16.0,82.0,80.0,2.0,5.0,2.0,2.0,13.0,8.0,15.0,3.0,10.0,11.0,36.0,14.0,28.0,21.0,3.0,,11.0,5.0,1.0,7.0,7.0,14.0,4.0,4.0,2.0,1.0,35.0,5.0,11.0,16.0,2.0,29.0,8.0,37.0,,6.0,2.0,5.0,1.0,3.0,4.0,2.0,,9.0,4.0,5.0,16.0,18.0,2.0,22.0,,7.0,2.0,69.0,35.0,28.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.875,0.4444444444444444,1.0,0.3,0.4444444444444444,0.45652173913043476,0.4,0.5333333333333333,0.515625,0.7142857142857143,0.5,0.5472972972972973,0.75,0.5806451612903226,0.28125,0.021739130434782608,,0.5555555555555556,1.0,0.8,0.21739130434782608,0.6875,0.75,0.25,,0.3333333333333333,1.0,0.6,0.8,0.7,,88.76301541024573,17.02777777777778,15.460526315789474,16.36111111111111,14.355263157894736,0.203125,0.6923076923076923,0.6923076923076923,0.4444444444444444,0.3125,0.5,0.5263157894736842,0.2,0.203125,0.15384615384615385,0.15384615384615385,0.5,0.109375,0.171875,0.45454545454545453,0.45454545454545453,0.8,0.42857142857142855,0.6666666666666666,0.14285714285714285,1.0,1.0,0.28,0.8571428571428571,0.16,0.24,0.16666666666666666,0.484375,0.45454545454545453,0.47937968750000004,0.5921700000000001,0.5025540000000001,0.1111111111111111,0.1320754716981132,0.15853658536585366,0.43902439024390244,8.860869565217392,24.33888888888889,0.4027777777777778,,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.05,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.42857142857142855,1.0,0.5,0.14285714285714285,1.0,1.0,0.5,0.05263157894736842,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202330-204060-2564,1610612762,"George Hill, Derrick Favors, Gordon Hayward, Joe Ingles, Boris Diaw","Hill, Favors, Hayward, Ingles, Diaw",201588-202324-202330-204060-2564,UTA,2686.0,4,45.0,-3.0,82.0,83.0,5.0,2.0,6.0,165.0,12.0,14.0,1.0,1.0,,,5.0,20.0,6.0,11.0,7.0,1.0,4.0,13.0,1.0,1.0,,1.0,23.0,45.0,9.0,20.0,13.0,86.0,89.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,,2.0,,2.0,26.0,20.0,27.0,,2.0,13.0,4.0,5.0,13.0,9.0,22.0,4.0,8.0,3.0,2.0,53.0,5.0,9.0,20.0,,29.0,5.0,34.0,1.0,7.0,1.0,7.0,3.0,6.0,8.0,1.0,1.0,15.0,1.0,4.0,21.0,21.0,1.0,19.0,4.0,11.0,,77.0,2.0,5.0,1.0,,0.5652173913043478,0.5909090909090909,1.0,0.45,1.0,,0.45,0.5111111111111111,1.0,0.5,0.5615384615384615,1.3333333333333333,0.25,0.5972222222222222,1.125,0.25,0.3076923076923077,0.1111111111111111,,0.4666666666666667,,0.6896551724137931,0.22727272727272727,0.75,0.7073170731707317,0.15151515151515152,,0.3333333333333333,0.7272727272727273,0.5,0.8,0.8181818181818182,0.03571428571428571,88.45867460908414,16.304878048780488,16.253012048192772,15.829268292682928,15.349397590361447,0.2153846153846154,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.3076923076923077,0.25,0.3333333333333333,0.6,0.16923076923076924,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.1076923076923077,0.2,0.3076923076923077,0.3076923076923077,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,,0.25,0.25,,0.5230769230769231,0.3076923076923077,0.47831953125,0.5222333333333333,0.4649125,0.16666666666666666,0.21153846153846154,0.10465116279069768,0.023255813953488372,9.404444444444444,24.975,0.06097560975609756,,,3.0,2.0,0.6666666666666666,5.0,1.0,1.0,,1.0,5.0,,6.0,,1.0,,2.0,,1.0,3.0,2.0,0.25,,,,,,0.7142857142857143,0.7142857142857143,1.0,,0.3333333333333333,1.0,1.0,,0.05,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1610612762,2017,2016-17,False
201588-202324-202714-203918-2564,1610612762,"George Hill, Derrick Favors, Shelvin Mack, Rodney Hood, Boris Diaw","Hill, Favors, Mack, Hood, Diaw",201588-202324-202714-203918-2564,UTA,93.0,1,2.0,-2.0,3.0,4.0,,,1.0,7.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,1.0,3.0,,,2.0,4.0,6.0,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,,4.0,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,,,0.3333333333333333,,,,,0.5,1.0,1.0,0.5,,1.0,,,,1.0,,108.38709677419355,14.0,12.75,13.0,12.75,,,,,0.6666666666666666,0.5,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.4088,0.3783,,0.25,0.25,,,10.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-202714-204060-2207,1610612762,"George Hill, Derrick Favors, Shelvin Mack, Joe Ingles, Joe Johnson","Hill, Favors, Mack, Ingles, Johnson",201588-202324-202714-204060-2207,UTA,264.0,3,4.0,-6.0,7.0,8.0,,,,15.0,,,,,,,1.0,3.0,2.0,2.0,1.0,,,1.0,,,,,3.0,5.0,1.0,2.0,,9.0,15.0,,,,,,,,,,,,4.0,2.0,,3.0,,1.0,,1.0,2.0,,2.0,,,,2.0,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,9.0,,,,,0.6666666666666666,0.6666666666666666,,0.5,,,0.5,0.6,,,0.6428571428571429,,,0.6428571428571429,,,0.2857142857142857,0.2,,,,,,0.5,0.5,,,,,,,1.0,,81.81818181818181,18.285714285714285,17.0,18.285714285714285,15.5,,,,,0.42857142857142855,0.3333333333333333,0.5,,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,0.2857142857142857,,0.44548571428571426,,,,,,,10.94,24.45,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-203497-203918-204060,1610612762,"George Hill, Derrick Favors, Rudy Gobert, Rodney Hood, Joe Ingles","Hill, Favors, Gobert, Hood, Ingles",201588-202324-203497-203918-204060,UTA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
201588-202324-203918-203957-2207,1610612762,"George Hill, Derrick Favors, Rodney Hood, Dante Exum, Joe Johnson","Hill, Favors, Hood, Exum, Johnson",201588-202324-203918-203957-2207,UTA,150.0,1,2.0,2.0,5.0,4.0,,,1.0,9.0,,,,,,,2.0,4.0,,1.0,,,,,,,,,2.0,5.0,,,1.0,5.0,3.0,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,,,,,,,,,,,,,2.0,,2.0,,1.0,,4.0,,,,,,,,,,,,0.4,,,0.4,,,0.4166666666666667,0.5,,,,,,,0.6666666666666666,0.3333333333333333,1.0,0.75,0.3333333333333333,,0.5,0.5,,1.0,1.0,0.3333333333333333,86.4,17.6,15.5,17.6,15.0,,,,,0.8,0.5,0.5,,0.2,,,,,,,,,,,,,,,,,,,,,0.35434,,,0.16666666666666666,0.16666666666666666,0.2,,8.32,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2017,2016-17,False
