EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LiveBallTurnovers,BadPassTurnovers,BlockedAtRim,LiveBallTurnoverPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeAssists,BadPassSteals,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,FTDefRebounds,BlockingFouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Corner3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,LongMidRangeAssists,PenaltyTurnovers,LongMidRangePctAssisted,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,SelfOReb,DefensiveGoaltends,SelfORebPct,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,Charge Fouls,SecondChanceAtRimPctAssisted,3SecondViolations,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,HeaveMakes,BlockedArc3,team_id,year,season,team_vs
101141-201566-202683-202713-203460,1610612760,"Ersan Ilyasova, Russell Westbrook, Enes Kanter, Kyle Singler, Andre Roberson","Ilyasova, Westbrook, Kanter, Singler, Roberson",101141-201566-202683-202713-203460,OKC,324.0,3,5.0,4.0,11.0,13.0,5.0,3.0,24.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,14.0,10.0,1.0,1.0,2.0,4.0,6.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,6.0,1.0,1.0,3.0,14.0,6.0,5.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5625,0.3333333333333333,0.65,0.6,0.375,1.0,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,106.66666666666666,11.818181818181818,14.923076923076923,11.818181818181818,14.461538461538462,0.25,1.0,1.0,0.5,0.25,0.125,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.625,0.3333333333333333,0.5371125,0.51085,0.3,0.42857142857142855,0.42857142857142855,7.42,24.2,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-202683-202713-203506,1610612760,"Ersan Ilyasova, Russell Westbrook, Enes Kanter, Kyle Singler, Victor Oladipo","Ilyasova, Westbrook, Kanter, Singler, Oladipo",101141-201566-202683-202713-203506,OKC,6.0,1,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-202683-202713-203902,1610612760,"Ersan Ilyasova, Russell Westbrook, Enes Kanter, Kyle Singler, Semaj Christon","Ilyasova, Westbrook, Kanter, Singler, Christon",101141-201566-202683-202713-203902,OKC,349.0,2,6.0,-9.0,11.0,13.0,,11.0,24.0,5.0,7.0,,,4.0,,1.0,,5.0,11.0,,2.0,,10.0,19.0,,,,,,6.0,4.0,,1.0,,3.0,,3.0,,3.0,6.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,4.0,,1.0,,,,,,8.0,,,0.6,0.75,,,,0.45454545454545453,,0.38461538461538464,,0.38461538461538464,,0.15384615384615385,0.5,0.5,0.5,,0.3333333333333333,1.0,1.0,99.02578796561605,14.0,15.0,13.272727272727273,13.692307692307692,0.5384615384615384,0.7142857142857143,0.8333333333333334,0.6,,0.3076923076923077,,,0.07692307692307693,,,,,0.6923076923076923,,0.5790807692307692,,,,,6.527272727272727,23.65,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.5,0.375,0.5,0.25,1.0,1.0,0.07692307692307693,0.6666666666666666,0.5,0.5267666666666667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-202683-203460-203506,1610612760,"Ersan Ilyasova, Russell Westbrook, Enes Kanter, Andre Roberson, Victor Oladipo","Ilyasova, Westbrook, Kanter, Roberson, Oladipo",101141-201566-202683-203460-203506,OKC,67.0,1,1.0,2.0,3.0,2.0,,1.0,5.0,2.0,2.0,,,,,,,2.0,2.0,,,,4.0,2.0,,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,,,0.5,0.5,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,107.46268656716417,14.666666666666666,11.5,10.333333333333334,11.5,1.0,1.0,1.0,0.5,,,,,,,,,,1.0,,0.81045,,,,,0.5,,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,0.6925,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-202713-203460-203500,1610612760,"Ersan Ilyasova, Russell Westbrook, Kyle Singler, Andre Roberson, Steven Adams","Ilyasova, Westbrook, Singler, Roberson, Adams",101141-201566-202713-203460-203500,OKC,150.0,2,2.0,11.0,9.0,8.0,3.0,2.0,17.0,3.0,4.0,1.0,1.0,1.0,,1.0,,5.0,6.0,,1.0,5.0,15.0,4.0,3.0,3.0,,1.0,7.0,6.0,4.0,,1.0,,3.0,,3.0,,2.0,6.0,,2.0,2.0,3.0,,1.0,,,,4.0,,5.0,1.0,,3.0,15.0,7.0,3.0,0.6,0.6,,,,0.8333333333333334,1.0,0.7142857142857143,1.0,0.8333333333333334,1.1666666666666667,0.14285714285714285,1.0,,1.0,,1.0,1.0,,163.2,7.333333333333333,10.5,7.111111111111111,9.5,0.5714285714285714,0.75,0.75,0.6666666666666666,0.14285714285714285,0.14285714285714285,1.0,1.0,0.14285714285714285,,,,,0.7142857142857143,,0.658992857142857,0.5448333333333334,0.3333333333333333,0.375,0.4666666666666667,3.65,23.9,0.3333333333333333,1.0,,,,,,,,,1.0,,1.0,3.0,2.0,,,,,,,,,,,,,1.0,0.5,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-202713-203460-203530,1610612760,"Ersan Ilyasova, Russell Westbrook, Kyle Singler, Andre Roberson, Joffrey Lauvergne","Ilyasova, Westbrook, Singler, Roberson, Lauvergne",101141-201566-202713-203460-203530,OKC,198.0,1,3.0,7.0,7.0,7.0,7.0,7.0,14.0,2.0,2.0,,,,2.0,5.0,5.0,2.0,2.0,2.0,5.0,4.0,14.0,7.0,2.0,2.0,5.0,4.0,14.0,,4.0,3.0,4.0,2.0,,1.0,1.0,1.0,,3.0,,,1.0,2.0,,,2.0,2.0,,2.0,,4.0,,,1.0,11.0,14.0,7.0,,,0.5,0.4,0.5,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7777777777777778,0.7777777777777778,0.7142857142857143,,,,,,,,101.81818181818183,10.714285714285714,17.571428571428573,9.857142857142858,16.857142857142858,0.2857142857142857,1.0,1.0,,,,,,0.7142857142857143,0.4,0.4,0.5,0.7142857142857143,1.0,0.5,0.60435,0.60435,0.125,0.3333333333333333,1.0,0.6,30.32,1.0,1.0,,,,,,3.0,,,1.0,,1.0,3.0,1.0,,,,,,,,1.5,1.5,,,,0.5,0.5,,,0.5,,,,,,0.21428571428571427,,,,,2.0,2.0,,,2.0,,,,,,,0.2857142857142857,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-202713-203500-203902,1610612760,"Ersan Ilyasova, Russell Westbrook, Kyle Singler, Steven Adams, Semaj Christon","Ilyasova, Westbrook, Singler, Adams, Christon",101141-201566-202713-203500-203902,OKC,47.0,1,1.0,-3.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,61.276595744680854,19.0,28.0,19.0,28.0,,,,,,,,,1.0,,,,,1.0,,0.5571,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-203460-203500-203506,1610612760,"Ersan Ilyasova, Russell Westbrook, Andre Roberson, Steven Adams, Victor Oladipo","Ilyasova, Westbrook, Roberson, Adams, Oladipo",101141-201566-203460-203500-203506,OKC,1086.0,4,18.0,3.0,42.0,40.0,2.0,19.0,82.0,6.0,12.0,8.0,1.0,3.0,6.0,11.0,2.0,9.0,23.0,7.0,17.0,2.0,41.0,38.0,,,2.0,,3.0,10.0,8.0,12.0,11.0,6.0,5.0,4.0,9.0,3.0,4.0,22.0,10.0,6.0,16.0,22.0,4.0,7.0,6.0,9.0,,4.0,,2.0,,,1.0,38.0,3.0,2.0,0.5555555555555556,0.5555555555555556,0.5714285714285714,0.4117647058823529,0.4117647058823529,0.391304347826087,,0.4875,0.75,0.5,0.75,0.425,0.75,0.8333333333333334,0.8,,0.8333333333333334,1.0,0.875,108.7292817679558,12.976190476190476,13.525,11.857142857142858,12.975,0.3,0.5,0.6,0.6666666666666666,0.2,0.075,0.3333333333333333,0.3333333333333333,0.275,0.5454545454545454,0.5454545454545454,0.5,1.0,0.725,0.5454545454545454,0.5551112500000001,0.5094,0.024390243902439025,0.041666666666666664,0.07317073170731707,6.48695652173913,24.376470588235293,0.047619047619047616,6.0,,1.0,6.0,,2.0,3.0,,2.0,2.0,4.0,6.0,5.0,,1.0,,1.0,,1.0,,,0.375,0.375,0.08695652173913043,0.16666666666666666,0.2857142857142857,0.2,0.25,0.16666666666666666,0.5,0.4,,0.15,0.25,,0.4954125,0.07317073170731707,3.0,2.0,1.0,0.42857142857142855,,,2.0,1.0,5.0,1.0,2.0,,0.25,0.25,0.5,,,1.0,2.0,1.0,1.0,2.0,1.0,9.0,,,1.0,,,,0.5,0.5,,0.5,0.5,1.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.75,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-201566-203460-203500-203518,1610612760,"Ersan Ilyasova, Russell Westbrook, Andre Roberson, Steven Adams, Alex Abrines","Ilyasova, Westbrook, Roberson, Adams, Abrines",101141-201566-203460-203500-203518,OKC,41.0,2,1.0,-2.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2439024390244,15.0,26.0,15.0,17.0,,,,,1.0,,,,,,,,,,,0.4405,,,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
101141-202683-202713-203460-203902,1610612760,"Ersan Ilyasova, Enes Kanter, Kyle Singler, Andre Roberson, Semaj Christon","Ilyasova, Kanter, Singler, Roberson, Christon",101141-202683-202713-203460-203902,OKC,91.0,1,2.0,3.0,3.0,3.0,3.0,,6.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,5.0,2.0,1.0,1.0,3.0,,5.0,,2.0,3.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,5.0,5.0,3.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,0.625,0.625,0.625,0.75,1.0,1.0,1.0,,1.0,,1.0,94.94505494505495,17.0,13.333333333333334,16.666666666666668,13.333333333333334,,,,,0.25,,,,0.25,,,,0.25,0.75,,0.5410375,0.5410375,,,1.0,9.4,23.066666666666666,1.0,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,0.5,,,,,0.5,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,,,,,,,0.5,0.5,1.0,,1.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2017,2016-17,False
