EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,PenaltyFG2A,Fg2aBlocked,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,FTDefRebounds,BadPassSteals,ShootingFouls,BlockingFouls,Charge Fouls,Offensive Fouls,SecondChanceFg3Pct,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,BlockingFoulsDrawn,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LiveBallTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,LiveBallTurnoverPct,LostBallTurnovers,SecondChanceTurnovers,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFGM,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyAtRimAccuracy,Fg3aBlocked,Loose Ball Fouls Drawn,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimFGA,SecondChanceFtPoints,OffTwoPtRebounds,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Defensive 3 Seconds Violations,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,SecondChanceAtRimFGM,BlockedLongMidRange,SecondChanceAtRimAccuracy,PtsPutbacks,BlockedShortMidRange,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Arc3PctBlocked,OffLongMidRangeReboundPct,DefensiveGoaltends,LongMidRangePctBlocked,team_id,year,season,team_vs
101133-1626162-201160-202693-203490,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Jason Smith, Markieff Morris, Otto Porter Jr.","Mahinmi, Oubre Jr., Smith, Morris, Porter Jr.",101133-1626162-201160-202693-203490,WAS,6.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,5.0,5.0,1.0,1.0,1.0,0.5729,0.5729,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-1626162-201943-202322-202711,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Brandon Jennings, John Wall, Bojan Bogdanovic","Mahinmi, Oubre Jr., Jennings, Wall, Bogdanovic",101133-1626162-201943-202322-202711,WAS,256.0,1,9.0,4.0,17.0,2.0,,4.0,2.0,,4.0,,,95.625,13.777777777777779,12.444444444444445,0.3333333333333333,,0.6666666666666666,0.5113333333333333,0.40371666666666667,6.7,0.4444444444444444,4.0,-4.0,8.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,10.0,14.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,8.0,5.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.5,1.0,0.3333333333333333,0.5555555555555556,1.0,0.5,0.3333333333333333,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,1.0,0.5,16.5,15.375,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.2,0.5,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-1626162-201943-202693-202711,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Brandon Jennings, Markieff Morris, Bojan Bogdanovic","Mahinmi, Oubre Jr., Jennings, Morris, Bogdanovic",101133-1626162-201943-202693-202711,WAS,20.0,1,1.0,,2.0,,,,,,,,,144.0,7.0,7.0,,,1.0,0.612,,,,,3.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.5,,,1.5,,,1.0,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,23.6,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-1626162-201943-202711-203078,1610612764,"Ian Mahinmi, Kelly Oubre Jr., Brandon Jennings, Bojan Bogdanovic, Bradley Beal","Mahinmi, Oubre Jr., Jennings, Bogdanovic, Beal",101133-1626162-201943-202711-203078,WAS,542.0,3,18.0,2.0,37.0,6.0,,8.0,,1.0,2.0,0.125,0.16666666666666666,98.30258302583026,13.222222222222221,12.444444444444445,0.35294117647058826,,0.8823529411764706,0.5724125,,5.8625,0.1111111111111111,9.0,10.0,19.0,2.0,2.0,4.0,,,2.0,9.0,1.0,5.0,9.0,2.0,24.0,14.0,,,3.0,,1.0,1.0,1.0,8.0,2.0,8.0,4.0,7.0,3.0,,17.0,2.0,3.0,4.0,8.0,2.0,10.0,2.0,,2.0,6.0,,6.0,6.0,1.0,2.0,21.0,1.0,1.0,1.0,0.8,0.8,0.625,,,0.6470588235294118,0.75,,0.6,0.75,0.16666666666666666,0.5294117647058824,1.0,1.0,0.5,1.0,0.2857142857142857,0.5,1.0,1.0,16.0,16.0,0.6666666666666666,0.8,0.75,,,,,0.11764705882352941,0.5294117647058824,1.0,0.05555555555555555,0.1111111111111111,0.125,0.041666666666666664,27.177777777777777,,,4.0,9.0,3.0,,2.0,,0.75,0.4444444444444444,0.5,,,,,1.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.4444444444444444,0.4444444444444444,0.75,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-1626162-202322-202693-202711,1610612764,"Ian Mahinmi, Kelly Oubre Jr., John Wall, Markieff Morris, Bojan Bogdanovic","Mahinmi, Oubre Jr., Wall, Morris, Bogdanovic",101133-1626162-202322-202693-202711,WAS,129.0,1,4.0,,8.0,,,3.0,,,,,,89.30232558139535,13.25,13.25,,,,0.3800666666666667,,8.533333333333333,,2.0,1.0,4.0,,,,1.0,2.0,1.0,,,1.0,,2.0,4.0,3.0,,,,,,,,2.0,,,1.0,1.0,,1.0,2.0,,1.0,1.0,3.0,,3.0,,,,2.0,,1.0,2.0,1.0,,4.0,,,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.5,,,,0.3333333333333333,0.5,,0.4,,,,0.5,19.0,15.0,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-1626162-202322-202711-203078,1610612764,"Ian Mahinmi, Kelly Oubre Jr., John Wall, Bojan Bogdanovic, Bradley Beal","Mahinmi, Oubre Jr., Wall, Bogdanovic, Beal",101133-1626162-202322-202711-203078,WAS,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-1626162-202322-202711-203490,1610612764,"Ian Mahinmi, Kelly Oubre Jr., John Wall, Bojan Bogdanovic, Otto Porter Jr.","Mahinmi, Oubre Jr., Wall, Bogdanovic, Porter Jr.",101133-1626162-202322-202711-203490,WAS,173.0,1,6.0,6.0,12.0,,,,,,6.0,,,99.88439306358381,12.333333333333334,12.333333333333334,,,1.0,0.600675,0.600675,,1.0,3.0,,6.0,,,,,,,,,,2.0,6.0,6.0,6.0,,,,,2.0,6.0,6.0,,,,,,,,,,,2.0,3.0,,3.0,1.0,,1.0,1.0,,3.0,6.0,1.0,2.0,6.0,6.0,,2.0,,,,,,,,,0.6,,0.6,1.0,0.6666666666666666,,,0.5,,,1.0,,16.5,12.5,,,,,,,,,,,0.3333333333333333,1.0,,1.0,24.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-201160-201943-202322-202711,1610612764,"Ian Mahinmi, Jason Smith, Brandon Jennings, John Wall, Bojan Bogdanovic","Mahinmi, Smith, Jennings, Wall, Bogdanovic",101133-201160-201943-202322-202711,WAS,6.0,1,1.0,1.0,1.0,,,,,,1.0,,,240.0,6.0,6.0,,,,,,,1.0,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,2.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-201160-202322-202711-203078,1610612764,"Ian Mahinmi, Jason Smith, John Wall, Bojan Bogdanovic, Bradley Beal","Mahinmi, Smith, Wall, Bogdanovic, Beal",101133-201160-202322-202711-203078,WAS,144.0,1,5.0,3.0,9.0,2.0,,3.0,1.0,,3.0,,,90.0,13.4,12.4,0.3333333333333333,,0.8333333333333334,0.6041583333333334,0.5515125,8.466666666666667,0.6,2.0,8.0,4.0,3.0,1.0,2.0,,,1.0,1.0,1.0,2.0,3.0,,10.0,2.0,,,3.0,,3.0,,6.0,4.0,,1.0,2.0,3.0,2.0,,7.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,7.0,6.0,,,1.0,1.0,0.6666666666666666,,,0.8333333333333334,1.5,0.75,0.8333333333333334,1.5,0.75,0.5,1.0,0.5,1.0,0.6666666666666666,0.5,,,1.0,19.25,19.25,1.0,1.0,1.0,,,,,0.16666666666666666,0.16666666666666666,0.25,,,0.3,0.6,23.8,1.0,2.0,2.0,3.0,1.0,1.0,,,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,,1.0,,,1.0,1.0,3.0,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,0.5,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
101133-201943-202322-202693-202711,1610612764,"Ian Mahinmi, Brandon Jennings, John Wall, Markieff Morris, Bojan Bogdanovic","Mahinmi, Jennings, Wall, Morris, Bogdanovic",101133-201943-202322-202693-202711,WAS,326.0,2,11.0,3.0,21.0,1.0,,3.0,1.0,,3.0,,,92.76073619631902,13.0,13.0,0.14285714285714285,,0.7142857142857143,0.5245785714285714,0.2474,10.366666666666667,0.2727272727272727,5.0,2.0,10.0,7.0,,1.0,,1.0,1.0,4.0,,1.0,4.0,2.0,10.0,8.0,,,,,,2.0,2.0,,2.0,4.0,,2.0,,,6.0,,1.0,2.0,3.0,,3.0,2.0,,3.0,2.0,,2.0,2.0,,1.0,10.0,2.0,,1.0,,,0.3333333333333333,,,0.5714285714285714,,,0.625,,0.5,0.5714285714285714,0.6666666666666666,0.3333333333333333,,0.5,,,,0.5,18.3,17.2,1.0,1.0,,0.14285714285714285,,,,0.14285714285714285,0.5714285714285714,,,,,0.2,25.95,,,2.0,6.0,2.0,,1.0,,1.0,0.5,0.5,,,,,,2.0,,,,,,,2.0,2.0,,,1.0,1.0,,,,,,1.0,1.0,,,,0.5,0.5,1.0,,,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2017,2016-17,True
