EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,FG2M,FG3M,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,BlockingFouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Charge Fouls Drawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFtPoints,ShortMidRangeAssists,FTDefRebounds,PenaltyTurnovers,Clear Path Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,DefFTReboundPct,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SelfOReb,SelfORebPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,FTOffRebounds,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,LongMidRangeFGM,PtsUnassisted3s,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeAssists,SecondChanceTurnovers,BlockingFoulsDrawn,LongMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,DefensiveGoaltends,BlockedLongMidRange,OffensiveGoaltends,Blocked3s,BlockedArc3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
1626144-1627736-202087-202702-203999,1610612743,"Emmanuel Mudiay, Malik Beasley, Alonzo Gee, Kenneth Faried, Nikola Jokic","Mudiay, Beasley, Gee, Faried, Jokic",1626144-1627736-202087-202702-203999,DEN,63.0,1,1.0,-4.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,160.0,13.0,6.0,13.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5366166666666666,16.1,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201163-202702,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Kenneth Faried","Mudiay, Murray, Hernangomez, Chandler, Faried",1626144-1627750-1627823-201163-202702,DEN,285.0,2,5.0,-5.0,10.0,11.0,21.0,,,1.0,7.0,1.0,17.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,,0.125,0.2,0.16666666666666666,0.25,106.10526315789474,14.7,12.545454545454545,13.4,11.363636363636363,,,0.125,0.625,0.50850625,6.057142857142857,25.9,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,5.0,12.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,4.0,2.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.4375,0.6,0.5,0.42857142857142855,0.25,0.6666666666666666,1.0,0.4,0.4,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.375,1.0,1.0,1.0,1.0,1.0,0.4045,0.4,0.4444444444444444,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201163-203486,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Mason Plumlee","Mudiay, Murray, Hernangomez, Chandler, Plumlee",1626144-1627750-1627823-201163-203486,DEN,985.0,3,16.0,-2.0,33.0,35.0,68.0,4.0,1.0,10.0,21.0,11.0,31.0,9.0,9.0,15.0,20.0,2.0,5.0,6.0,1.0,0.34375,0.6,0.6521739130434783,0.5833333333333334,99.41116751269035,15.333333333333334,13.685714285714285,14.545454545454545,12.8,0.125,0.03125,0.3125,0.78125,0.5293548387096775,5.457142857142857,27.55454545454546,6.0,5.0,10.0,14.0,3.0,3.0,1.0,12.0,1.0,2.0,29.0,4.0,,4.0,10.0,3.0,1.0,1.0,5.0,1.0,6.0,1.0,5.0,13.0,3.0,5.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,,2.0,3.0,3.0,3.0,25.0,1.0,0.4166666666666667,0.45454545454545453,1.0,0.09090909090909091,0.1,0.5714285714285714,0.421875,0.4264705882352941,0.4,0.047619047619047616,,,0.5,0.3333333333333333,0.2777777777777778,0.25,1.0,0.4375,0.7142857142857143,0.7142857142857143,0.5,0.09375,0.1,0.1,1.0,0.6,0.1111111111111111,0.5361166666666667,0.058823529411764705,0.08695652173913043,0.13793103448275862,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,14.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,0.5,0.6666666666666666,0.4,0.4,0.3333333333333333,0.25,0.75,0.2222222222222222,0.25,0.25,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.4,1.0,0.4,0.41035,0.13793103448275862,0.15151515151515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201163-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Chandler, Nurkic",1626144-1627750-1627823-201163-203994,DEN,89.0,2,1.0,,3.0,4.0,7.0,,,,2.0,,4.0,,2.0,2.0,3.0,,,1.0,,,1.0,1.0,,113.25842696629213,9.333333333333334,15.25,9.333333333333334,15.25,,,,1.0,0.5496,1.9,,1.0,1.0,1.0,2.0,1.0,,,1.0,,2.0,4.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,2.0,,1.0,,,,2.0,,,,,,,0.5,0.5,0.6666666666666666,1.0,,,,,1.0,1.0,1.0,,1.0,0.5,0.5,,,,,,1.0,,0.5544,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,,,,1.0,,,,,,2.0,2.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201163-203999,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Wilson Chandler, Nikola Jokic","Mudiay, Murray, Hernangomez, Chandler, Jokic",1626144-1627750-1627823-201163-203999,DEN,598.0,3,10.0,-6.0,21.0,20.0,41.0,,,4.0,12.0,4.0,21.0,3.0,5.0,9.0,11.0,2.0,7.0,2.0,,0.25,0.8333333333333334,0.875,1.0,98.72909698996655,15.428571428571429,13.7,15.19047619047619,13.55,,,0.25,0.625,0.47683333333333333,5.858333333333333,34.575,7.0,1.0,3.0,6.0,1.0,6.0,,7.0,,1.0,15.0,1.0,,,10.0,,,,5.0,,5.0,,3.0,10.0,1.0,2.0,1.0,1.0,6.0,2.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.7142857142857143,0.7142857142857143,,,,0.5833333333333334,0.4375,0.46875,,,,,0.8571428571428571,0.2,0.25,0.3333333333333333,,0.375,0.5,0.5,1.0,0.375,,,,1.0,,,0.0625,0.08333333333333333,,8.0,,1.0,2.0,4.0,,3.0,,,3.0,4.0,3.0,7.0,4.0,,1.0,1.0,2.0,,,1.0,4.0,,,1.0,7.0,8.0,,0.75,,0.42857142857142855,0.5,,1.0,0.3333333333333333,,0.3333333333333333,,0.75,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,0.2857142857142857,0.5,0.42857142857142855,0.43849999999999995,0.4666666666666667,0.38095238095238093,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201568-201579,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Roy Hibbert","Mudiay, Murray, Hernangomez, Gallinari, Hibbert",1626144-1627750-1627823-201568-201579,DEN,66.0,1,1.0,,2.0,2.0,4.0,1.0,,,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,87.27272727272727,17.0,16.0,17.0,16.0,1.0,,,,0.3656,20.3,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,2.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,2.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,2.0,2.0,,,,,0.5,,,,,,,1.0,,,,,,,,,,,0.3656,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201568-202702,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Kenneth Faried","Mudiay, Murray, Hernangomez, Gallinari, Faried",1626144-1627750-1627823-201568-202702,DEN,168.0,2,3.0,-1.0,7.0,5.0,12.0,2.0,,5.0,3.0,5.0,6.0,5.0,,3.0,5.0,2.0,2.0,1.0,,0.625,,1.0,,102.85714285714286,15.571428571428571,11.8,13.714285714285714,11.8,0.25,,0.625,0.75,0.442625,12.666666666666666,25.68,2.0,2.0,,1.0,,,1.0,,1.0,2.0,5.0,,2.0,2.0,,3.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,2.0,,,,,,,,2.0,,1.0,,,,3.0,,,,1.0,0.2,0.2,,0.1875,0.2777777777777778,0.5,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.125,,,,,0.2,0.2,1.0,,0.2,0.42315,0.1111111111111111,0.25,0.4,3.0,,,1.0,,1.0,2.0,,1.0,,1.0,2.0,5.0,,,,1.0,2.0,,,,,,,,5.0,3.0,,,,0.5,0.625,,1.0,0.3333333333333333,,0.3333333333333333,,,1.0,,,,,,1.0,0.3333333333333333,,0.6666666666666666,0.44795,1.0,0.42857142857142855,2.0,,1.0,,,,,,1.0,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201568-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Danilo Gallinari, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Gallinari, Nurkic",1626144-1627750-1627823-201568-203994,DEN,76.0,1,1.0,,3.0,2.0,5.0,,,1.0,2.0,1.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,,0.3333333333333333,,1.0,,94.73684210526316,12.666666666666666,19.0,10.333333333333334,19.0,,,0.3333333333333333,1.0,0.6619166666666666,1.1,24.3,,1.0,1.0,2.0,,,,1.0,,,2.0,,,,2.0,,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,2.0,,1.0,1.0,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.5,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,,0.56985,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201589-203115,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Darrell Arthur, Will Barton","Mudiay, Murray, Hernangomez, Arthur, Barton",1626144-1627750-1627823-201589-203115,DEN,481.0,2,8.0,-4.0,20.0,20.0,40.0,1.0,2.0,3.0,8.0,5.0,21.0,3.0,3.0,7.0,9.0,2.0,3.0,4.0,,0.38461538461538464,0.75,0.8333333333333334,0.5,119.75051975051974,12.45,11.6,11.85,11.15,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.8461538461538461,0.5157653846153847,3.9875,24.9,4.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,4.0,17.0,1.0,,3.0,2.0,9.0,2.0,2.0,1.0,3.0,4.0,2.0,,11.0,1.0,2.0,2.0,1.0,4.0,2.0,7.0,,,6.0,,2.0,1.0,1.0,1.0,14.0,,0.5,0.5,1.0,0.6,0.6,0.25,0.5,0.5333333333333333,0.75,0.25,0.3333333333333333,,0.5714285714285714,0.16666666666666666,0.125,0.2,,0.46153846153846156,0.16666666666666666,0.25,,0.07692307692307693,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.589875,0.2,0.2,0.17647058823529413,4.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,,,,2.0,1.0,1.0,3.0,2.0,1.0,,,2.0,4.0,,0.5,0.75,0.5,0.5,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,0.5,0.5,,,0.31595,0.11764705882352941,0.2,,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
1626144-1627750-1627823-201589-203994,1610612743,"Emmanuel Mudiay, Jamal Murray, Juan Hernangomez, Darrell Arthur, Jusuf Nurkic","Mudiay, Murray, Hernangomez, Arthur, Nurkic",1626144-1627750-1627823-201589-203994,DEN,77.0,1,1.0,,2.0,2.0,4.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,0.5,0.5,0.5,,74.8051948051948,18.0,20.5,10.5,17.5,,,0.5,1.0,0.50325,2.5,25.5,,1.0,,1.0,,,1.0,,1.0,,3.0,,,3.0,,3.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,0.75,0.75,1.5,,,,,1.0,1.0,1.0,,0.5,,,,,1.0,1.0,1.0,,1.0,0.5472,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.5,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2017,2016-17,False
