EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,LongMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChancePoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,BlockedShortMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Loose Ball Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,Offensive Fouls,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockingFouls,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimFGM,SecondChanceFtPoints,SecondChanceAtRimAccuracy,PtsPutbacks,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,DefFTReboundPct,Defensive 3 Seconds Violations,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,3SecondViolations,BlockingFoulsDrawn,OffensiveGoaltends,BlockedArc3,HeaveAttempts,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
1626169-1626199-1626246-1627740-202397,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Ish Smith","Johnson, Hilliard, Marjanovic, Ellenson, Smith",1626169-1626199-1626246-1627740-202397,DET,182.0,1,3.0,-5.0,6.0,5.0,2.0,11.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,7.0,4.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2,1.0,0.4,1.0,0.4,0.5,1.0,0.25,87.03296703296704,16.5,16.6,14.666666666666666,16.6,0.7142857142857143,0.2,0.25,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,0.7142857142857143,0.5623428571428571,0.7098,5.742857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-1626246-1627740-2757,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Henry Ellenson, Beno Udrih","Johnson, Hilliard, Marjanovic, Ellenson, Udrih",1626169-1626199-1626246-1627740-2757,DET,661.0,2,11.0,-3.0,20.0,21.0,2.0,41.0,2.0,4.0,,3.0,7.0,5.0,9.0,16.0,23.0,26.0,1.0,8.0,10.0,,4.0,4.0,1.0,8.0,2.0,1.0,4.0,2.0,6.0,1.0,5.0,1.0,,2.0,3.0,,21.0,0.4444444444444444,0.4444444444444444,0.5625,0.5526315789473685,0.5476190476190477,,,0.2,0.2857142857142857,0.5,0.2222222222222222,0.5,0.3333333333333333,0.1111111111111111,89.31921331316187,16.8,15.476190476190476,16.4,15.095238095238095,0.21052631578947367,0.5,0.5,0.5,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.2631578947368421,,0.3684210526315789,0.482478947368421,0.4063,9.575,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.15789473684210525,1.0,1.0,0.25,1.0,1.0,0.3333333333333333,0.8,0.8,0.5,0.05263157894736842,0.10526315789473684,0.5,0.5,0.5,0.09523809523809523,0.1111111111111111,0.08695652173913043,24.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-1626246-202397-202694,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Ish Smith, Marcus Morris","Johnson, Hilliard, Marjanovic, Smith, Morris",1626169-1626199-1626246-202397-202694,DET,228.0,1,4.0,3.0,8.0,10.0,2.0,18.0,,1.0,1.0,,,2.0,2.0,3.0,10.0,7.0,1.0,2.0,2.0,1.0,1.0,3.0,,8.0,,3.0,5.0,1.0,6.0,,2.0,,2.0,3.0,2.0,,10.0,0.5,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,0.5,,0.625,0.5,,0.5,,113.6842105263158,9.875,14.9,8.25,12.9,0.16666666666666666,,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.49755,,12.233333333333334,2.0,,2.0,3.0,2.0,3.0,,,,,3.0,2.0,,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,3.0,2.0,3.0,2.0,0.6666666666666666,0.6666666666666666,,,,0.5,0.3333333333333333,1.0,,1.0,0.6666666666666666,,1.0,1.0,0.5,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,26.53333333333333,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,0.4871833333333333,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-1626246-202397-202699,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Ish Smith, Tobias Harris","Johnson, Hilliard, Marjanovic, Smith, Harris",1626169-1626199-1626246-202397-202699,DET,223.0,2,4.0,13.0,10.0,8.0,,18.0,2.0,3.0,,,,1.0,3.0,4.0,17.0,4.0,,6.0,,1.0,3.0,5.0,2.0,12.0,,3.0,3.0,,3.0,,2.0,,,,1.0,,17.0,1.0,1.0,0.75,0.8333333333333334,0.85,0.25,0.3333333333333333,1.0,,0.75,,,1.0,,116.23318385650224,10.8,14.375,10.8,14.375,0.3333333333333333,0.6666666666666666,1.0,1.0,,,,0.1111111111111111,,0.8888888888888888,0.5888777777777778,,5.825,1.0,1.0,3.0,4.0,3.0,5.0,2.0,,,3.0,4.0,3.0,,1.0,,2.0,,,,,1.0,1.0,2.0,,,,,,0.6,0.6,,,,0.5555555555555556,,,,,,,1.0,1.0,1.0,0.1111111111111111,0.4444444444444444,0.75,0.75,0.75,,,,25.36,5.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,10.0,6.0,2.0,2.0,,,,,,,10.0,5.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,1.0,,0.6666666666666666,0.75,0.6666666666666666,0.6271,0.5882352941176471,0.5,1.0,1.0,2.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-1626246-202699-203484,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Tobias Harris, Kentavious Caldwell-Pope","Johnson, Hilliard, Marjanovic, Harris, Caldwell-Pope",1626169-1626199-1626246-202699-203484,DET,246.0,1,4.0,,7.0,6.0,,13.0,2.0,2.0,,1.0,1.0,2.0,3.0,5.0,9.0,9.0,,4.0,2.0,,2.0,3.0,2.0,7.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,9.0,0.6666666666666666,0.6666666666666666,0.6,0.6428571428571429,0.6428571428571429,,,,,0.25,,,,,76.09756097560977,17.0,21.166666666666668,17.0,15.0,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,,0.5714285714285714,0.4532357142857143,,9.2,,2.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,0.5,0.5,,,,0.2857142857142857,,1.0,,,,,,,,0.2857142857142857,,,,,,,,22.85,4.0,2.0,,,1.0,2.0,1.0,2.0,5.0,3.0,1.0,,,,,,1.0,,5.0,4.0,1.0,0.5,0.5,0.625,0.625,,,,,1.0,,,,0.4790375,0.5555555555555556,0.5714285714285714,1.0,1.0,,,,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-1626246-202699-203493,1610612765,"Stanley Johnson, Darrun Hilliard, Boban Marjanovic, Tobias Harris, Reggie Bullock","Johnson, Hilliard, Marjanovic, Harris, Bullock",1626169-1626199-1626246-202699-203493,DET,389.0,2,6.0,,13.0,12.0,,25.0,,,,1.0,2.0,4.0,3.0,6.0,10.0,10.0,,4.0,2.0,,2.0,2.0,,4.0,,3.0,6.0,,6.0,,1.0,,2.0,4.0,1.0,,10.0,0.6666666666666666,0.6666666666666666,0.5,0.42857142857142855,0.5555555555555556,,,1.0,,1.0,,,1.0,,92.54498714652956,14.76923076923077,16.416666666666668,14.76923076923077,16.416666666666668,,,,,0.2857142857142857,0.5,0.5,0.5714285714285714,,0.14285714285714285,0.4174142857142857,,14.199999999999998,2.0,,,1.0,,1.0,4.0,,,,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,5.0,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,0.14285714285714285,0.5,1.0,,1.0,1.0,1.0,0.5,0.5,0.5,,0.14285714285714285,,,,0.2222222222222222,0.25,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-1627740-203083-2757,1610612765,"Stanley Johnson, Darrun Hilliard, Henry Ellenson, Andre Drummond, Beno Udrih","Johnson, Hilliard, Ellenson, Drummond, Udrih",1626169-1626199-1627740-203083-2757,DET,102.0,1,2.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,,,,1.0,1.0,2.0,5.0,4.0,,2.0,,,1.0,2.0,1.0,5.0,1.0,,,1.0,1.0,,,,,,1.0,,2.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,,,,1.0,,1.0,,,,70.58823529411765,16.333333333333332,26.5,12.666666666666666,26.5,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,,0.6666666666666666,0.49638333333333334,0.59355,10.5,,1.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.5,1.5,0.3333333333333333,,,,,,,,,,0.3333333333333333,,,,,,,0.6,23.5,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-202397-202694-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Ish Smith, Marcus Morris, Andre Drummond","Johnson, Hilliard, Smith, Morris, Drummond",1626169-1626199-202397-202694-203083,DET,141.0,2,2.0,-3.0,5.0,5.0,1.0,10.0,1.0,2.0,1.0,,,1.0,2.0,3.0,4.0,7.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,,2.0,1.0,,4.0,0.5,0.5,0.6666666666666666,0.4,0.4,,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,102.12765957446808,18.2,10.0,13.4,10.0,0.4,0.5,0.5,1.0,,,,0.2,0.5,0.8,0.56156,0.5622,6.266666666666667,1.0,1.0,,1.0,,2.0,,,,,1.0,,,,1.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,0.4,1.0,1.0,,,,,1.0,1.0,,0.2,0.2,,,,,,,25.15,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-202397-202694-203382,1610612765,"Stanley Johnson, Darrun Hilliard, Ish Smith, Marcus Morris, Aron Baynes","Johnson, Hilliard, Smith, Morris, Baynes",1626169-1626199-202397-202694-203382,DET,189.0,1,3.0,6.0,5.0,5.0,3.0,10.0,1.0,5.0,3.0,,2.0,2.0,2.0,9.0,6.0,,4.0,2.0,2.0,,1.0,1.0,,2.0,6.0,4.0,4.0,6.0,10.0,1.0,1.0,1.0,,,,,3.0,0.5,0.5,0.2222222222222222,0.2222222222222222,0.2727272727272727,,,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,,0.14285714285714285,76.19047619047619,19.0,18.8,14.2,18.8,0.5555555555555556,0.2,0.2,,0.2222222222222222,,,0.2222222222222222,0.75,0.5555555555555556,0.5446777777777778,0.58875,6.233333333333333,1.0,,,,,,2.0,1.0,3.0,,,,,1.0,,,,,,,,3.0,4.0,2.0,,,,,,,0.25,0.25,0.3,,,,0.5,,,,0.5,0.5,1.0,,,,,,0.18181818181818182,0.18181818181818182,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
1626169-1626199-202397-202699-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Ish Smith, Tobias Harris, Andre Drummond","Johnson, Hilliard, Smith, Harris, Drummond",1626169-1626199-202397-202699-203083,DET,261.0,2,4.0,-3.0,8.0,9.0,1.0,17.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,7.0,10.0,13.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,3.0,,,,,,1.0,,8.0,0.3333333333333333,0.5,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.14285714285714285,0.25,,0.25,0.5,0.25,0.5,,,93.79310344827587,16.25,14.555555555555555,16.25,13.333333333333334,0.5714285714285714,0.5,0.6666666666666666,0.5,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,0.5714285714285714,0.6128285714285714,0.8565,7.014285714285714,,,,,,,4.0,1.0,2.0,,,,,,2.0,,,,,,1.0,4.0,4.0,2.0,,,,,,,1.0,1.0,1.0,,,0.6666666666666666,,,,,,,,,,,,,0.2222222222222222,0.2222222222222222,0.2,,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,2.0,1.0,,,0.5,0.5,0.5,,,,,1.0,,,,0.7283,0.2,0.125,1.0,2.0,,,,1.0,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2017,2016-17,True
