EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChancePointsPct,Blocked2s,BlockedShortMidRange,Blocks,Corner3FGA,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Blocked3s,BlockedCorner3,ShortMidRangePctBlocked,Loose Ball Fouls Drawn,SelfOReb,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,3SecondViolations,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Charge Fouls,BlockedLongMidRange,BlockedArc3,DefensiveGoaltends,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626192-1627774-1627817-202329-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Al-Farouq Aminu, Noah Vonleh","Connaughton, Layman, Quarterman, Aminu, Vonleh",1626192-1627774-1627817-202329-203943,POR,183.0,1,3.0,-1.0,5.0,5.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6,0.6666666666666666,1.0,0.5,0.25,1.0,0.6,0.2,1.0,0.3333333333333333,1.0,1.0,78.68852459016394,12.8,23.8,11.0,22.0,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.494575,0.5319,0.16666666666666666,0.2,5.82,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-1627817-203086-203090,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Maurice Harkless","Connaughton, Layman, Quarterman, Leonard, Harkless",1626192-1627774-1627817-203086-203090,POR,180.0,1,3.0,7.0,8.0,8.0,1.0,16.0,2.0,,,,1.0,3.0,2.0,3.0,3.0,10.0,3.0,,2.0,3.0,,,1.0,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,,,,,10.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,,,,1.0,,1.0,1.0,,,,1.0,1.0,128.0,10.625,11.875,10.375,11.875,0.3333333333333333,,,,0.16666666666666666,0.5,,0.8333333333333334,0.5712416666666666,,,,7.166666666666667,25.866666666666664,7.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,10.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,10.0,7.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5712416666666666,1.0,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-1627817-203086-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Meyers Leonard, Noah Vonleh","Connaughton, Layman, Quarterman, Leonard, Vonleh",1626192-1627774-1627817-203086-203943,POR,429.0,3,7.0,-10.0,14.0,13.0,3.0,27.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,8.0,3.0,7.0,17.0,2.0,,3.0,1.0,2.0,,4.0,5.0,4.0,9.0,1.0,,2.0,4.0,3.0,3.0,1.0,1.0,5.0,0.375,0.2727272727272727,0.2916666666666667,0.2727272727272727,0.125,0.5,,0.8,0.4,,0.8,0.42857142857142855,,,,,90.62937062937063,18.5,13.076923076923077,16.071428571428573,13.076923076923077,0.18181818181818182,0.45454545454545453,0.2,0.2,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.45454545454545453,0.4478454545454545,0.48382499999999995,0.09090909090909091,0.125,8.175,25.833333333333332,4.0,1.0,1.0,,,1.0,,,,,1.0,3.0,,,2.0,6.0,,,3.0,,3.0,,1.0,6.0,,3.0,7.0,2.0,2.0,3.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,0.25,0.5,1.0,1.0,1.0,1.0,,,,,,,,,0.39043333333333335,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,1.0,0.5,1.0,0.25,0.5,1.0,1.0,1.0,0.3333333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-1627817-203090-203943,1610612757,"Pat Connaughton, Jake Layman, Tim Quarterman, Maurice Harkless, Noah Vonleh","Connaughton, Layman, Quarterman, Harkless, Vonleh",1626192-1627774-1627817-203090-203943,POR,274.0,1,5.0,,7.0,8.0,,15.0,1.0,,,,3.0,2.0,1.0,4.0,2.0,8.0,8.0,,2.0,2.0,,1.0,2.0,1.0,3.0,1.0,4.0,,,,1.0,2.0,2.0,,1.0,8.0,0.25,0.6666666666666666,0.5714285714285714,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,78.83211678832117,19.0,17.625,19.0,16.0,0.16666666666666666,,,,0.5,0.3333333333333333,,0.5,0.43955000000000005,,0.14285714285714285,0.2,16.125,25.9,,,1.0,,,,2.0,,,2.0,,,,,,,6.0,2.0,,2.0,2.0,2.0,,6.0,,,2.0,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-202323-202329-203086,1610612757,"Pat Connaughton, Jake Layman, Evan Turner, Al-Farouq Aminu, Meyers Leonard","Connaughton, Layman, Turner, Aminu, Leonard",1626192-1627774-202323-202329-203086,POR,244.0,1,4.0,-2.0,9.0,10.0,,19.0,2.0,,,2.0,2.0,1.0,,6.0,2.0,,2.0,,,1.0,,,2.0,5.0,7.0,,7.0,1.0,1.0,1.0,1.0,,,,,,,,,0.25,,,,0.8333333333333334,,0.6666666666666666,0.7777777777777778,,,1.0,1.0,0.5,112.13114754098362,13.666666666666666,12.1,13.0,10.1,0.25,0.25,,,0.25,0.125,,0.5,0.4969875,,,,10.1,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-203086-203090-203894,1610612757,"Pat Connaughton, Jake Layman, Meyers Leonard, Maurice Harkless, Shabazz Napier","Connaughton, Layman, Leonard, Harkless, Napier",1626192-1627774-203086-203090-203894,POR,101.0,1,2.0,2.0,3.0,4.0,1.0,7.0,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,7.0,5.0,1.0,4.0,2.0,,,1.0,2.0,3.0,1.0,4.0,,,2.0,2.0,,,,,5.0,1.0,0.875,0.875,0.5,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,99.8019801980198,12.333333333333334,16.0,12.333333333333334,14.75,0.25,,,,0.25,0.5,1.0,0.75,0.6044125,,,,9.8,26.25,,,1.0,,,1.0,1.0,,,1.0,,,,,,,3.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,1.0,0.5,,0.5,,,,1.0,1.0,,1.0,1.0,0.5,0.5,1.0,,,,,0.5,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,0.2857142857142857,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-203086-203894-203943,1610612757,"Pat Connaughton, Jake Layman, Meyers Leonard, Shabazz Napier, Noah Vonleh","Connaughton, Layman, Leonard, Napier, Vonleh",1626192-1627774-203086-203894-203943,POR,937.0,4,16.0,4.0,31.0,31.0,4.0,62.0,8.0,2.0,,1.0,6.0,10.0,10.0,15.0,12.0,37.0,33.0,3.0,16.0,9.0,,1.0,3.0,7.0,10.0,4.0,14.0,1.0,,3.0,6.0,8.0,6.0,1.0,1.0,35.0,0.6666666666666666,0.5925925925925926,0.6379310344827587,0.4444444444444444,,,,0.7,0.2,0.75,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.6,,0.6666666666666666,95.28281750266808,16.967741935483872,13.258064516129032,16.29032258064516,12.612903225806452,0.2962962962962963,0.037037037037037035,,,0.2222222222222222,0.37037037037037035,0.5,0.7407407407407407,0.5418634615384617,0.5909,0.07142857142857142,0.06666666666666667,8.693333333333333,28.608333333333334,24.0,7.0,7.0,7.0,7.0,3.0,4.0,3.0,6.0,4.0,9.0,11.0,3.0,8.0,32.0,4.0,9.0,4.0,2.0,3.0,5.0,3.0,2.0,13.0,,4.0,7.0,6.0,32.0,24.0,0.2,0.2222222222222222,0.75,0.3333333333333333,0.375,0.36363636363636365,0.8181818181818182,0.7105263157894737,0.7619047619047619,0.875,0.875,0.2857142857142857,0.5,0.5,0.4,0.4,0.75,0.3684210526315789,1.0,0.3157894736842105,0.5,0.4444444444444444,0.5610861111111112,0.8648648648648649,0.7741935483870968,1.0,5.0,1.0,1.0,2.0,,,3.0,,,1.0,3.0,,1.0,3.0,,1.0,0.3333333333333333,0.25,0.25,0.42857142857142855,,,0.42857142857142855,,,0.2,0.8,,,0.25,0.05405405405405406,2.0,,2.0,2.0,2.0,1.0,1.0,0.07407407407407407,1.0,2.0,0.5,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.10526315789473684,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627774-203090-203894-203943,1610612757,"Pat Connaughton, Jake Layman, Maurice Harkless, Shabazz Napier, Noah Vonleh","Connaughton, Layman, Harkless, Napier, Vonleh",1626192-1627774-203090-203894-203943,POR,135.0,1,2.0,,5.0,6.0,1.0,11.0,2.0,,,,2.0,,3.0,4.0,,6.0,6.0,,4.0,,,1.0,1.0,2.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.75,0.75,0.75,,,,,1.0,1.0,0.5,0.75,1.0,1.0,,,1.0,117.33333333333333,11.4,13.0,10.4,10.5,0.5,,,,0.5,,,0.5,0.54735,,0.25,0.25,10.7,,,,2.0,,,1.0,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,2.0,,,2.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627817-202323-203086-203090,1610612757,"Pat Connaughton, Tim Quarterman, Evan Turner, Meyers Leonard, Maurice Harkless","Connaughton, Quarterman, Turner, Leonard, Harkless",1626192-1627817-202323-203086-203090,POR,100.0,1,2.0,4.0,5.0,4.0,,9.0,2.0,,,1.0,,1.0,2.0,3.0,1.0,4.0,,,,1.0,,,,3.0,3.0,,3.0,,,,,1.0,,,,4.0,0.6666666666666666,0.5,0.5,0.25,,,,1.0,,,1.0,,,,1.0,,129.6,12.2,9.75,12.2,9.75,0.5,0.25,,,,0.25,,0.75,0.6332875,,,,4.3999999999999995,27.0,,,2.0,,,,,,,,,,,,,4.0,,,2.0,,2.0,,2.0,4.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
1626192-1627817-202323-203090-203943,1610612757,"Pat Connaughton, Tim Quarterman, Evan Turner, Maurice Harkless, Noah Vonleh","Connaughton, Quarterman, Turner, Harkless, Vonleh",1626192-1627817-202323-203090-203943,POR,339.0,1,6.0,-5.0,11.0,10.0,3.0,21.0,4.0,,1.0,1.0,,5.0,2.0,5.0,5.0,12.0,17.0,,2.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,,,2.0,2.0,3.0,4.0,,2.0,8.0,0.4,0.5,0.5,0.5,0.2,0.25,,1.0,1.0,1.0,1.0,0.5,,1.0,,1.0,89.20353982300884,18.0,14.1,17.181818181818183,14.1,0.4,0.1,1.0,1.0,,0.5,,0.9,0.5483100000000001,0.511875,0.16666666666666666,0.2857142857142857,3.6,25.939999999999998,1.0,,1.0,,,,2.0,,,2.0,1.0,1.0,,,2.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,,,2.0,,2.0,1.0,0.5,0.5,1.0,0.4,,0.4,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,,,0.4,0.4,1.0,,,,,0.4,0.2806,0.16666666666666666,0.09090909090909091,2.0,2.0,,2.0,4.0,,,,,1.0,,2.0,2.0,,,,,,0.75,0.6666666666666666,1.0,1.0,,,1.0,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2017,2016-17,False
