EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Travels,Charge Fouls Drawn,FirstChancePoints,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PlusMinus,ShortMidRangeFGM,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,Steals,BadPassSteals,LostBallSteals,PtsAssisted2s,TwoPtAssists,AtRimAssists,FTDefRebounds,ShootingFouls,BlockingFouls,BlockingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,AtRimPctAssisted,PenaltyDefPoss,NonShootingFoulsDrawn,LongMidRangeAssists,OffLongMidRangeReboundPct,LongMidRangePctAssisted,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,ShortMidRangePctAssisted,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,PenaltyTurnovers,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,PenaltyFtPoints,Offensive Fouls Drawn,LostBallTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,StepOutOfBoundsTurnovers,HeaveAttempts,team_id,year,season,team_vs
1626153-1626181-200768-200782-201586,1610612761,"Delon Wright, Norman Powell, Kyle Lowry, PJ Tucker, Serge Ibaka","Wright, Powell, Lowry, Tucker, Ibaka",1626153-1626181-200768-200782-201586,TOR,206.0,1,3.0,6.0,5.0,2.0,11,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,6.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.125,0.2,0.1,0.16666666666666666,0.1,0.16666666666666666,0.2,0.25,0.25,0.25,0.5,1.0,0.5714285714285714,1.0,1.0,1.0,0.6666666666666666,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,76.89320388349515,24.5,11.8,18.166666666666668,11.8,0.4,0.25,0.3333333333333333,0.4,0.1,0.1,0.6666666666666666,0.25,0.16666666666666666,0.6,0.47329,0.4903625,1.0,4.5,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-200768-200782-202335,1610612761,"Delon Wright, Norman Powell, Kyle Lowry, PJ Tucker, Patrick Patterson","Wright, Powell, Lowry, Tucker, Patterson",1626153-1626181-200768-200782-202335,TOR,120.0,1,2.0,5.0,4.0,,9,,,,,,,,,1.0,3.0,,2.0,2.0,,,,,2.0,,,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,0.5,0.5,,1.0,,0.6666666666666666,,,,,,1.0,,,1.0,,108.0,13.6,13.0,13.6,8.25,,,,,,,,,,,0.3885,,,15.866666666666667,,1.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-200782-201586-202335,1610612761,"Delon Wright, Norman Powell, PJ Tucker, Serge Ibaka, Patrick Patterson","Wright, Powell, Tucker, Ibaka, Patterson",1626153-1626181-200782-201586-202335,TOR,112.0,1,2.0,3.0,3.0,,6,,,,,1.0,,,1.0,2.0,2.0,1.0,8.0,2.0,,,,,4.0,,1.0,,,,,2.0,2.0,,2.0,,,,,,,,1.0,,1.0,,1.1666666666666667,,1.3333333333333333,,0.3333333333333333,,,,,1.0,,,,1.0,,,,,,,1.0,,,,77.14285714285714,20.333333333333332,17.0,20.333333333333332,17.0,,,,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,0.41100000000000003,,,13.0,25.1,1.0,1.0,,,8.0,0.3333333333333333,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-200782-201960-202335,1610612761,"Delon Wright, Norman Powell, PJ Tucker, DeMarre Carroll, Patrick Patterson","Wright, Powell, Tucker, Carroll, Patterson",1626153-1626181-200782-201960-202335,TOR,137.0,1,2.0,4.0,4.0,,8,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,7.0,4.0,,,,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,2.0,,0.5,,0.8333333333333334,,0.875,,0.3333333333333333,,,,,1.0,,,,1.0,,,,,,,,,,,84.08759124087592,17.5,16.75,17.5,16.75,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,,,0.6666666666666666,0.5092,,,10.15,23.9,,1.0,,,7.0,0.3333333333333333,,,3.0,,1.0,1.0,2.0,,1.0,,,,,2.0,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,0.25,0.3333333333333333,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1626181-201942-201960-202335,1610612761,"Delon Wright, Norman Powell, DeMar DeRozan, DeMarre Carroll, Patrick Patterson","Wright, Powell, DeRozan, Carroll, Patterson",1626153-1626181-201942-201960-202335,TOR,85.0,1,1.0,3.0,3.0,1.0,6,1.0,3.0,1.0,1.0,1.0,,,,1.0,4.0,,2.0,4.0,1.0,1.0,,2.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,0.25,1.0,0.25,1.0,0.25,1.0,,0.25,0.3333333333333333,,,,0.3333333333333333,1.0,,1.0,0.3333333333333333,0.5,,,,,,1.0,,,101.6470588235294,18.0,10.333333333333334,17.0,10.333333333333334,0.75,0.3333333333333333,0.5,0.25,,,1.0,1.0,,0.75,0.422075,0.4088,1.0,4.75,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1627751-200768-201942-202335,1610612761,"Delon Wright, Jakob Poeltl, Kyle Lowry, DeMar DeRozan, Patrick Patterson","Wright, Poeltl, Lowry, DeRozan, Patterson",1626153-1627751-200768-201942-202335,TOR,25.0,1,,1.0,1.0,,2,1.0,1.0,,,,,,,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,15.0,10.0,15.0,10.0,1.0,1.0,1.0,,,,,,,1.0,0.7163,,,0.9,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-1627751-200768-202335-202709,1610612761,"Delon Wright, Jakob Poeltl, Kyle Lowry, Patrick Patterson, Cory Joseph","Wright, Poeltl, Lowry, Patterson, Joseph",1626153-1627751-200768-202335-202709,TOR,156.0,1,3.0,4.0,4.0,,8,1.0,2.0,,,,,,1.0,2.0,3.0,1.0,7.0,2.0,,,,,2.0,,1.0,,,,,3.0,4.0,,4.0,,,,,,3.0,,1.0,,0.6666666666666666,,0.875,,0.875,,0.25,,,,,1.0,,,,0.75,,,,,,1.0,,,,,73.84615384615384,12.75,26.25,12.75,21.75,0.5,0.5,0.5,,,0.25,,,,0.75,0.5859,,,5.466666666666666,25.5,1.0,1.0,,,7.0,0.25,1.0,1.0,5.0,,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-200768-200782-201586-201942,1610612761,"Delon Wright, Kyle Lowry, PJ Tucker, Serge Ibaka, DeMar DeRozan","Wright, Lowry, Tucker, Ibaka, DeRozan",1626153-200768-200782-201586-201942,TOR,112.0,2,2.0,4.0,4.0,,8,,1.0,,,1.0,,,,,2.0,,4.0,4.0,,,,,,,,1.0,,,1.0,1.0,2.0,,2.0,,,,,,3.0,,2.0,,,,,,0.5,,,0.5,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,102.85714285714286,13.75,14.25,13.75,14.25,0.5,,,0.5,,,,,,0.5,0.5501,,,2.9,,,,,,4.0,,,,,,,,4.0,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-200768-200782-201586-202335,1610612761,"Delon Wright, Kyle Lowry, PJ Tucker, Serge Ibaka, Patrick Patterson","Wright, Lowry, Tucker, Ibaka, Patterson",1626153-200768-200782-201586-202335,TOR,119.0,1,2.0,3.0,4.0,1.0,7,,1.0,,1.0,,,,,1.0,3.0,,4.0,6.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,2.0,,0.3333333333333333,,0.3333333333333333,,0.5,,,,,,,1.0,0.5,,,1.0,0.5,,,,,,,,,,84.70588235294117,19.666666666666668,15.0,17.666666666666668,15.0,0.3333333333333333,,,,,,1.0,,,0.3333333333333333,0.4020333333333333,0.4068,,12.366666666666667,,1.0,2.0,,,4.0,0.6666666666666666,0.5,0.5,-2.0,,,,2.0,,,,1.0,,2.0,2.0,,1.0,,,,,,,,1.0,,,,,,,,0.25,0.25,,1.0,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
1626153-200768-200782-202335-202685,1610612761,"Delon Wright, Kyle Lowry, PJ Tucker, Patrick Patterson, Jonas Valanciunas","Wright, Lowry, Tucker, Patterson, Valanciunas",1626153-200768-200782-202335-202685,TOR,123.0,1,2.0,4.0,4.0,,8,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,2.0,3.0,1.0,,,,1.0,,0.5,,0.5,,0.5,,,,0.3333333333333333,1.0,,,,1.0,,,,,,,1.0,,,,93.65853658536587,11.75,19.0,11.75,19.0,,,,0.5,0.5,,,,,0.5,0.472,,,9.3,22.8,,,,,2.0,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,2.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2017,2016-17,True
