EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,DefTwoPtRebounds,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,Fg2aBlocked,OffThreePtRebounds,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,LostBallTurnovers,OffArc3ReboundPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,Loose Ball Fouls Drawn,Travels,Loose Ball Fouls,ShortMidRangeAssists,FTDefRebounds,DefensiveGoaltends,DefFTReboundPct,ShortMidRangePctAssisted,Corner3FGM,Corner3Assists,BadPassSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,StepOutOfBoundsTurnovers,ShortMidRangePctBlocked,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,Charge Fouls,BlockingFouls,SecondChanceCorner3PctAssisted,BlockingFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Offensive Fouls,Charge Fouls Drawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,3pt And 1 Free Throw Trips,Arc3PctBlocked,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1626166-1626170-1626171-201577-202710,1610612741,"Cameron Payne, Jerian Grant, Bobby Portis, Robin Lopez, Jimmy Butler","Payne, Grant, Portis, Lopez, Butler",1626166-1626170-1626171-201577-202710,CHI,213.0,1,4.0,3.0,7.0,6.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.5625,1.0,1.5,0.5625,1.0,1.5,0.125,1.0,0.5,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,0.25,87.88732394366198,18.571428571428573,13.833333333333334,17.142857142857142,12.0,0.25,1.0,1.0,0.5,0.125,0.5,0.25,0.25,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,0.42450625,0.6083,0.38835,0.2222222222222222,0.3333333333333333,11.328571428571427,26.4,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-1627756-202703-202710,1610612741,"Cameron Payne, Jerian Grant, Denzel Valentine, Nikola Mirotic, Jimmy Butler","Payne, Grant, Valentine, Mirotic, Butler",1626166-1626170-1627756-202703-202710,CHI,3.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626170-200765-202710-203530,1610612741,"Cameron Payne, Jerian Grant, Rajon Rondo, Jimmy Butler, Joffrey Lauvergne","Payne, Grant, Rondo, Butler, Lauvergne",1626166-1626170-200765-202710-203530,CHI,4.0,1,,-1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-1626245-1627756-202710,1610612741,"Cameron Payne, Bobby Portis, Cristiano Felicio, Denzel Valentine, Jimmy Butler","Payne, Portis, Felicio, Valentine, Butler",1626166-1626171-1626245-1627756-202710,CHI,206.0,2,3.0,1.0,7.0,6.0,3.0,1.0,13.0,2.0,2.0,,,1.0,,2.0,,,,,3.0,5.0,,,8.0,7.0,,1.0,,,,4.0,,6.0,,,,,,,,,,,2.0,2.0,,2.0,,,,1.0,,,1.0,1.0,2.0,,8.0,4.0,3.0,,,,,,0.6,,0.6,,0.5,0.6666666666666666,,0.6666666666666666,,,,1.0,0.6666666666666666,,,,1.0,,,90.873786407767,13.714285714285714,18.333333333333332,12.571428571428571,16.0,0.4,1.0,1.0,,0.2,0.4,,,,,,,,,,,0.4,,0.49034000000000005,0.4129,0.4626,,0.5,8.58,,0.42857142857142855,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-1626245-1627835-2548,1610612741,"Cameron Payne, Bobby Portis, Cristiano Felicio, Paul Zipser, Dwyane Wade","Payne, Portis, Felicio, Zipser, Wade",1626166-1626171-1626245-1627835-2548,CHI,169.0,1,3.0,3.0,6.0,5.0,,1.0,11.0,1.0,1.0,,,4.0,,,,1.0,,,3.0,5.0,,1.0,7.0,4.0,,,1.0,,,,2.0,4.0,,,1.0,,1.0,1.0,1.0,,2.0,1.0,,3.0,1.0,4.0,,,,,,,,1.0,1.0,,6.0,,,0.3333333333333333,0.3333333333333333,,,,0.6,,0.5,,,0.5,0.5,,0.16666666666666666,,0.5,,1.0,0.3333333333333333,0.5,,,,,93.72781065088756,15.166666666666666,15.6,14.166666666666666,15.6,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,,,,,0.16666666666666666,,,,,,,0.3333333333333333,,0.44895833333333335,,,0.14285714285714285,,9.34,25.7,,,,,2.0,1.0,,,,,,,,2.0,,,,,,,0.5,0.5,,,1.0,3.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-1626245-202710-2548,1610612741,"Cameron Payne, Bobby Portis, Cristiano Felicio, Jimmy Butler, Dwyane Wade","Payne, Portis, Felicio, Butler, Wade",1626166-1626171-1626245-202710-2548,CHI,163.0,1,3.0,,4.0,4.0,,,8.0,1.0,3.0,,,,1.0,1.0,,,,,2.0,4.0,,1.0,4.0,4.0,,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,,2.0,,,1.0,1.0,2.0,,,,,,,,,2.0,1.0,4.0,,,0.5,0.5,,,,0.5,,0.4,,,0.4,,,0.2,,,,1.0,0.3333333333333333,,,,,,70.67484662576686,22.5,18.25,22.5,18.25,0.6,0.3333333333333333,0.5,1.0,,0.2,1.0,1.0,,,,,,,,,0.8,,0.46634000000000003,,,,,5.55,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-1627756-201577-202710,1610612741,"Cameron Payne, Bobby Portis, Denzel Valentine, Robin Lopez, Jimmy Butler","Payne, Portis, Valentine, Lopez, Butler",1626166-1626171-1627756-201577-202710,CHI,197.0,2,3.0,-4.0,7.0,8.0,,1.0,15.0,,,,,,1.0,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,5.0,9.0,1.0,1.0,2.0,,,,2.0,,3.0,,4.0,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,1.0,4.0,,2.0,1.0,3.0,,1.0,1.0,2.0,1.0,,3.0,,,1.0,1.0,0.25,,0.25,0.5,1.0,0.4166666666666667,1.0,,0.4166666666666667,1.0,,0.6666666666666666,0.6666666666666666,,0.5,0.75,0.25,,,0.5,,,109.64467005076142,13.714285714285714,12.625,12.714285714285714,11.875,,,,,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.25,0.25,,,,,0.6666666666666666,0.25,0.4792416666666666,,,0.4,,17.2,27.075,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,1.0,,,0.3333333333333333,,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-1627835-201577-202710,1610612741,"Cameron Payne, Bobby Portis, Paul Zipser, Robin Lopez, Jimmy Butler","Payne, Portis, Zipser, Lopez, Butler",1626166-1626171-1627835-201577-202710,CHI,112.0,1,2.0,-4.0,3.0,4.0,3.0,,7.0,,,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,3.0,7.0,,,,1.0,2.0,3.0,,,,,2.0,1.0,,1.0,,,3.0,,,1.0,,1.0,,,,,,,,,,,3.0,3.0,3.0,,,0.5,0.5,0.5,,,0.5,,0.5,0.5,,0.5,0.6666666666666666,,,,0.5,,,,,,,90.0,17.666666666666668,14.75,17.666666666666668,11.75,,,,,0.3333333333333333,,,,,0.6666666666666666,0.5,0.5,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.4973166666666667,,0.4973166666666667,,1.0,7.0,26.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,0.5,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-200765-202710-2548,1610612741,"Cameron Payne, Bobby Portis, Rajon Rondo, Jimmy Butler, Dwyane Wade","Payne, Portis, Rondo, Butler, Wade",1626166-1626171-200765-202710-2548,CHI,40.0,1,1.0,1.0,1.0,2.0,,,3.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,1.0,,1.0,,,1.5,,,1.5,,,1.0,,,,,,,,,,,108.0,21.0,9.5,21.0,9.5,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.45345,,,,,,25.5,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
1626166-1626171-201577-202710-203487,1610612741,"Cameron Payne, Bobby Portis, Robin Lopez, Jimmy Butler, Michael Carter-Williams","Payne, Portis, Lopez, Butler, Carter-Williams",1626166-1626171-201577-202710-203487,CHI,20.0,1,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,144.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2017,2016-17,False
