EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,ShortMidRangeAssists,Offensive Fouls Drawn,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,DeadBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsPutbacks,Corner3Assists,LongMidRangeAssists,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,OffCorner3ReboundPct,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,3SecondViolations,HeaveAttempts,Blocked3s,BlockedCorner3,team_id,year,season,team_vs
1626167-1627763-1628410-1628988-203933,1610612754,"Myles Turner, Malcolm Brogdon, Edmond Sumner, Aaron Holiday, T.J. Warren","Turner, Brogdon, Sumner, Holiday, Warren",1626167-1627763-1628410-1628988-203933,IND,62.0,1,1.0,2.0,2.0,4,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,92.9032258064516,20.0,11.0,20.0,11.0,1.0,0.3816,0.5,0.5,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-1628410-203200-203933,1610612754,"Myles Turner, Malcolm Brogdon, Edmond Sumner, Justin Holiday, T.J. Warren","Turner, Brogdon, Sumner, Holiday, Warren",1626167-1627763-1628410-203200-203933,IND,727.0,1,12.0,25.0,22.0,47,2.0,12.0,5.0,33.0,18.0,4.0,9.0,9.0,8.0,7.0,3.0,33.0,0.6875,0.8,0.8181818181818182,0.8,93.0949105914718,14.04,17.09090909090909,14.04,16.636363636363637,0.09523809523809523,0.5214595238095238,0.16666666666666666,0.2,5.741666666666667,15.0,8.0,1.0,7.0,9.0,3.0,3.0,1.0,1.0,1.0,4.0,8.0,1.0,8.0,4.0,9.0,4.0,5.0,1.0,3.0,11.0,6.0,10.0,6.0,6.0,8.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,12.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,8.0,0.375,0.375,0.5,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6875,0.42857142857142855,0.16666666666666666,0.2222222222222222,1.0,0.8333333333333334,0.6666666666666666,1.0,1.0,0.42857142857142855,0.7777777777777778,1.0,0.42857142857142855,0.5,0.5,0.047619047619047616,0.047619047619047616,0.38095238095238093,0.5,0.5,0.5,0.5,1.0,0.16666666666666666,0.8571428571428571,0.5,0.4880083333333333,0.1111111111111111,0.3333333333333333,25.62222222222222,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-1628410-203506-203933,1610612754,"Myles Turner, Malcolm Brogdon, Edmond Sumner, Victor Oladipo, T.J. Warren","Turner, Brogdon, Sumner, Oladipo, Warren",1626167-1627763-1628410-203506-203933,IND,450.0,2,8.0,17.0,16.0,33,2.0,10.0,2.0,10.0,18.0,2.0,6.0,8.0,3.0,2.0,1.0,10.0,0.3333333333333333,1.0,1.0,1.0,105.6,15.470588235294118,11.6875,15.411764705882353,11.6875,0.14285714285714285,0.5286892857142858,0.06666666666666667,0.09090909090909091,5.0600000000000005,-8.0,,5.0,3.0,6.0,,,,2.0,,,4.0,,4.0,,4.0,,,,,,4.0,4.0,,,4.0,,,2.0,,2.0,,2.0,4.0,4.0,1.0,1.0,,4.0,3.0,4.0,2.0,4.0,,,,,,,,,0.5,0.5,,,,0.4,,0.2857142857142857,,,0.2857142857142857,,,1.0,1.0,1.0,1.0,,0.42857142857142855,0.5,0.5,0.6666666666666666,,,0.14285714285714285,,0.2857142857142857,,,,,,,0.7142857142857143,,,,,25.75,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.2,0.3333333333333333,0.25,1.0,0.1,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-1628988-203200-203926,1610612754,"Myles Turner, Malcolm Brogdon, Aaron Holiday, Justin Holiday, Doug McDermott","Turner, Brogdon, Holiday, Holiday, McDermott",1626167-1627763-1628988-203200-203926,IND,89.0,1,1.0,3.0,3.0,6,3.0,3.0,,2.0,2.0,,,1.0,1.0,,,2.0,0.3333333333333333,,,,97.07865168539325,14.666666666666666,15.0,10.0,15.0,1.0,0.4221,,,7.833333333333333,,,,,,,,1.0,,,,,,1.0,,,,,,,,2.0,,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,0.5,,0.5,,,,,,,,1.0,1.0,0.5,1.0,0.4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-1628988-203200-203933,1610612754,"Myles Turner, Malcolm Brogdon, Aaron Holiday, Justin Holiday, T.J. Warren","Turner, Brogdon, Holiday, Holiday, Warren",1626167-1627763-1628988-203200-203933,IND,217.0,2,4.0,8.0,9.0,17,1.0,3.0,4.0,6.0,10.0,2.0,4.0,4.0,2.0,5.0,,6.0,0.42857142857142855,1.0,1.0,1.0,112.8110599078341,10.25,15.0,8.625,15.0,0.2,0.52127,0.16666666666666666,,5.733333333333333,-4.0,6.0,4.0,1.0,2.0,1.0,2.0,,,1.0,,1.0,,1.0,,2.0,1.0,3.0,1.0,4.0,6.0,,2.0,,,1.0,,1.0,,,,,,,2.0,,,,,,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,4.0,5.0,,,,,,0.3333333333333333,0.3333333333333333,0.2,0.25,0.5,0.4,0.3333333333333333,0.5,,1.0,1.0,,1.0,0.4,0.5,1.0,,,,,0.2,0.2,,,,0.5,0.5,,0.8,,0.517825,0.3333333333333333,1.0,25.1,0.75,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-1628988-203506-203933,1610612754,"Myles Turner, Malcolm Brogdon, Aaron Holiday, Victor Oladipo, T.J. Warren","Turner, Brogdon, Holiday, Oladipo, Warren",1626167-1627763-1628988-203506-203933,IND,1412.0,3,24.0,48.0,49.0,97,9.0,25.0,18.0,82.0,55.0,8.0,17.0,25.0,15.0,24.0,8.0,67.0,0.7735849056603774,0.8,0.68,0.7142857142857143,98.92351274787535,13.625,15.46938775510204,13.333333333333334,14.428571428571429,0.20454545454545456,0.52695,0.19607843137254902,0.26666666666666666,5.936,27.0,11.0,2.0,8.0,13.0,2.0,4.0,5.0,3.0,4.0,9.0,15.0,4.0,14.0,12.0,19.0,2.0,5.0,5.0,5.0,18.0,18.0,10.0,36.0,,15.0,9.0,1.0,9.0,12.0,21.0,9.0,6.0,54.0,9.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,7.0,,2.0,1.0,,1.0,,18.0,11.0,0.6428571428571429,0.6923076923076923,1.0,0.631578947368421,0.631578947368421,0.56,0.4,0.7272727272727273,0.65,0.75,0.4318181818181818,0.04,0.07692307692307693,0.25,0.6,0.6666666666666666,0.6666666666666666,,0.29545454545454547,0.6153846153846154,0.6666666666666666,0.75,0.5555555555555556,0.5555555555555556,0.06818181818181818,0.09090909090909091,0.3409090909090909,0.6,0.6,1.0,0.4,0.5,0.4,0.7272727272727273,0.6,0.56126,0.09523809523809523,0.21951219512195122,25.905263157894737,0.22916666666666666,7.0,2.0,1.0,2.0,2.0,6.0,8.0,2.0,,1.0,1.0,,,0.5454545454545454,0.2857142857142857,0.4444444444444444,0.8,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.3333333333333333,0.3333333333333333,0.4,2.0,,0.25,0.4,0.5812166666666666,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.4,0.1,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,15.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.6,0.5,1.1,1.0714285714285714,0.5,1.0,1.0,0.75,0.75,1.0,0.5,0.2,1.0,1.0,1.0,1.0,1.0,0.5,0.18292682926829268,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-1628988-203926-203933,1610612754,"Myles Turner, Malcolm Brogdon, Aaron Holiday, Doug McDermott, T.J. Warren","Turner, Brogdon, Holiday, McDermott, Warren",1626167-1627763-1628988-203926-203933,IND,436.0,4,7.0,13.0,13.0,26,3.0,6.0,,24.0,20.0,2.0,5.0,7.0,,,,22.0,0.8571428571428571,1.0,0.75,1.0,85.87155963302753,15.76923076923077,17.76923076923077,15.153846153846153,17.46153846153846,0.21428571428571427,0.5026142857142857,,,9.333333333333334,4.0,4.0,6.0,2.0,2.0,,,3.0,1.0,2.0,4.0,6.0,2.0,6.0,4.0,8.0,1.0,1.0,2.0,,2.0,2.0,10.0,12.0,,6.0,4.0,,1.0,4.0,5.0,4.0,1.0,14.0,1.0,1.0,1.0,,,,1.0,,3.0,,,1.0,1.0,1.0,,2.0,4.0,0.16666666666666666,0.2,1.0,0.5,0.5,1.0,1.0,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.5714285714285714,,,,0.5,,1.0,,0.14285714285714285,1.0,1.0,0.5,1.0,1.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.4877833333333333,,0.08333333333333333,25.75,0.3076923076923077,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,,2.0,,0.5,0.5,,,,0.25,1.0,1.0,0.5,,,,,0.6438,,,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,,2.0,,2.0,,,,,1.0,,,,,,1.0,0.5,0.5,,,,,,,1.0,0.5,,,,,,,0.08333333333333333,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-203200-203506-203933,1610612754,"Myles Turner, Malcolm Brogdon, Justin Holiday, Victor Oladipo, T.J. Warren","Turner, Brogdon, Holiday, Oladipo, Warren",1626167-1627763-203200-203506-203933,IND,3577.0,4,60.0,117.0,118.0,235,21.0,64.0,17.0,117.0,129.0,27.0,46.0,63.0,14.0,20.0,7.0,102.0,0.5223214285714286,0.9310344827586207,0.8333333333333334,0.9166666666666666,94.60441710930948,15.854700854700855,14.59322033898305,14.820512820512821,14.389830508474576,0.20588235294117646,0.49270931372549026,0.06422018348623854,0.09859154929577464,7.0453125,-12.0,18.0,14.0,22.0,33.0,3.0,5.0,8.0,10.0,9.0,10.0,29.0,5.0,32.0,12.0,38.0,4.0,8.0,6.0,6.0,17.0,38.0,26.0,36.0,,29.0,10.0,11.0,19.0,12.0,31.0,10.0,14.0,74.0,18.0,9.0,4.0,5.0,15.0,11.0,23.0,13.0,23.0,,,5.0,3.0,5.0,4.0,17.0,18.0,0.59375,0.6333333333333333,1.0,0.3157894736842105,0.3157894736842105,0.5,0.5,0.49019607843137253,0.39285714285714285,0.4722222222222222,0.37254901960784315,0.171875,0.24242424242424243,0.6521739130434783,0.72,0.4444444444444444,0.8571428571428571,0.8,0.3235294117647059,0.6666666666666666,0.88,0.6363636363636364,0.38095238095238093,0.42105263157894735,0.09803921568627451,0.08823529411764706,0.28431372549019607,0.3448275862068966,0.35714285714285715,1.0,0.35714285714285715,0.6,0.35714285714285715,0.696078431372549,0.3448275862068966,0.47843928571428573,,0.1452991452991453,25.13421052631579,0.15384615384615385,13.0,5.0,2.0,8.0,7.0,10.0,17.0,3.0,4.0,1.0,,,1.0,0.3125,0.2916666666666667,0.30357142857142855,0.2727272727272727,0.35294117647058826,0.8888888888888888,0.06818181818181818,0.2,0.2222222222222222,0.35714285714285715,4.0,1.0,0.38461538461538464,0.5,0.5115999999999999,1.0,5.0,6.0,8.0,1.0,3.0,2.0,0.35714285714285715,0.07142857142857142,3.0,2.0,,1.0,,1.0,1.0,4.0,1.0,4.0,15.0,1.0,4.0,2.0,1.0,,,4.0,,,3.0,0.16666666666666666,0.16666666666666666,0.5,0.39285714285714285,0.46875,0.25,1.0,0.5,0.2222222222222222,0.2222222222222222,1.0,0.6,0.07142857142857142,,,0.2,1.0,,0.2,0.1282051282051282,1.0,2.0,1.0,0.14285714285714285,1.0,2.0,2.0,2.0,0.02631578947368421,0.09523809523809523,0.1,0.034482758620689655,0.3333333333333333,,,,,,1610612754,2020,2019-20,True
1626167-1627763-203200-203926-203933,1610612754,"Myles Turner, Malcolm Brogdon, Justin Holiday, Doug McDermott, T.J. Warren","Turner, Brogdon, Holiday, McDermott, Warren",1626167-1627763-203200-203926-203933,IND,89.0,1,1.0,4.0,3.0,7,,1.0,4.0,4.0,2.0,,1.0,1.0,2.0,4.0,2.0,4.0,0.6666666666666666,,0.5,,113.25842696629213,9.75,16.666666666666668,9.75,16.0,,0.6876,0.6666666666666666,0.6666666666666666,0.3,2.0,3.0,3.0,,1.0,,1.0,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,3.0,,,,,,,,,,0.5,,,,1.0,0.5,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,0.6876,,0.5,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627763-203506-203926-203933,1610612754,"Myles Turner, Malcolm Brogdon, Victor Oladipo, Doug McDermott, T.J. Warren","Turner, Brogdon, Oladipo, McDermott, Warren",1626167-1627763-203506-203926-203933,IND,218.0,2,4.0,7.0,7.0,14,1.0,3.0,5.0,14.0,8.0,1.0,2.0,2.0,3.0,5.0,1.0,14.0,1.1666666666666667,1.0,1.0,1.0,92.4770642201835,14.142857142857142,17.0,14.142857142857142,17.0,0.25,0.50245,0.3333333333333333,0.25,4.466666666666667,6.0,1.0,,2.0,2.0,,,1.0,,1.0,,,,3.0,1.0,1.0,,,1.0,,3.0,4.0,2.0,3.0,,,,,2.0,1.0,3.0,,1.0,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,3.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,1.125,1.5,1.5,0.25,,,1.0,1.0,,1.0,,0.5,1.0,1.0,0.5,1.0,1.0,,0.25,,,,,,,,0.75,,0.5511,0.5,0.21428571428571427,22.6,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
