EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Charge Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,Steals,BadPassSteals,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGA,Corner3Frequency,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,FTDefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,Travels,Loose Ball Fouls,Offensive Fouls,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGM,SecondChanceFtPoints,PtsPutbacks,HeaveMakes,HeaveAttempts,ShortMidRangeAssists,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1626147-1627747-1627789-1629066-1629185,1610612751,"Justin Anderson, Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Chris Chiozza","Anderson, LeVert, Luwawu-Cabarrot, Kurucs, Chiozza",1626147-1627747-1627789-1629066-1629185,BKN,166.0,1,3.0,6.0,6.0,2.0,12.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.25,104.09638554216868,11.833333333333334,15.833333333333334,10.833333333333334,15.833333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.5,1.0,0.8333333333333334,0.49428333333333335,0.3564,0.5,6.7,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627747-1629066-1629185-202066,1610612751,"Justin Anderson, Caris LeVert, Rodions Kurucs, Chris Chiozza, Garrett Temple","Anderson, LeVert, Kurucs, Chiozza, Temple",1626147-1627747-1629066-1629185-202066,BKN,201.0,1,3.0,7.0,7.0,2.0,14.0,1.0,3.0,,1.0,2.0,3.0,2.0,6.0,3.0,11.0,2.0,,1.0,3.0,4.0,,3.0,2.0,4.0,1.0,10.0,,2.0,2.0,3.0,2.0,5.0,,,,,,1.0,,8.0,1.0,1.0,0.3333333333333333,,0.5555555555555556,0.75,0.5555555555555556,0.75,0.3333333333333333,,0.5,1.0,,1.0,0.4,,,1.0,,,100.29850746268656,13.285714285714286,15.428571428571429,12.428571428571429,15.428571428571429,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.3333333333333333,0.5,,0.6666666666666666,0.5219333333333334,0.587775,0.2727272727272727,7.966666666666666,26.666666666666668,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1628386-1629185-202066,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Garrett Temple","Anderson, Luwawu-Cabarrot, Allen, Chiozza, Temple",1626147-1627789-1628386-1629185-202066,BKN,91.0,1,2.0,2.0,4.0,1.0,6.0,,1.0,,1.0,,,,2.0,1.0,,3.0,,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,4.0,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,0.5,1.0,,1.0,0.3333333333333333,,,,1.0,,94.94505494505495,23.0,11.25,22.0,11.25,0.3333333333333333,,,,,,1.0,,0.6666666666666666,0.46900000000000003,0.4669,,6.7,24.4,-3.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-1629185-202066,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Garrett Temple","LeVert, Luwawu-Cabarrot, Allen, Chiozza, Temple",1627747-1627789-1628386-1629185-202066,BKN,314.0,3,5.0,12.0,14.0,1.0,26.0,1.0,3.0,,,,3.0,1.0,3.0,5.0,11.0,17.0,,,,2.0,,3.0,1.0,3.0,1.0,8.0,,1.0,4.0,7.0,1.0,8.0,,3.0,2.0,2.0,5.0,1.0,,11.0,1.0,1.0,0.3333333333333333,,0.6875,,0.6875,,0.625,0.6,0.5,0.8,,0.75,0.25,0.5,,0.75,1.0,,119.23566878980891,15.333333333333334,9.285714285714286,15.083333333333334,8.571428571428571,0.375,0.3333333333333333,1.0,1.0,,0.375,,,1.0,0.5451875,0.6171,,2.6,25.36,-6.0,,,2.0,,,3.0,,,1.0,6.0,2.0,2.0,1.0,,2.0,,,1.0,,,,,0.6666666666666666,0.6,,0.6,0.6666666666666666,,,1.0,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,2.0,0.25,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.5,0.25,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.25,0.25,0.5317875,0.18181818181818182,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-1629185-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Tyler Johnson","LeVert, Luwawu-Cabarrot, Allen, Chiozza, Johnson",1627747-1627789-1628386-1629185-204020,BKN,12.0,1,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,120.0,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-1629725-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Jeremiah Martin, Tyler Johnson","LeVert, Luwawu-Cabarrot, Allen, Martin, Johnson",1627747-1627789-1628386-1629725-204020,BKN,63.0,1,1.0,2.0,1.0,,3.0,,,,,,1.0,,,2.0,6.0,3.0,,,,,,1.0,,2.0,,6.0,,,,,,,,,,,,1.0,,6.0,,,,,1.5,,1.5,,1.0,,,,,,,,,,,,68.57142857142857,16.0,31.0,16.0,31.0,,,,,,0.5,,,1.0,0.5619,,,,23.75,3.0,,,1.0,,,2.0,,,,6.0,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.5,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-202066-203925,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Garrett Temple, Joe Harris","LeVert, Luwawu-Cabarrot, Allen, Temple, Harris",1627747-1627789-1628386-202066-203925,BKN,2094.0,3,35.0,68.0,70.0,4.0,138.0,8.0,17.0,,2.0,2.0,24.0,11.0,25.0,28.0,65.0,93.0,,2.0,6.0,4.0,18.0,24.0,2.0,8.0,2.0,22.0,2.0,3.0,12.0,23.0,5.0,28.0,1.0,3.0,5.0,1.0,8.0,21.0,,59.0,0.18181818181818182,0.18181818181818182,0.44,,0.49056603773584906,0.6,0.5078125,0.6,0.5283018867924528,0.375,0.21428571428571427,0.7058823529411765,0.1111111111111111,0.5555555555555556,0.15625,0.3333333333333333,0.13333333333333333,0.6,0.75,0.034482758620689655,94.89971346704871,16.235294117647058,14.142857142857142,15.926470588235293,12.82857142857143,0.32075471698113206,0.47058823529411764,0.5714285714285714,0.25,0.03773584905660377,0.4528301886792453,0.4,,0.8490566037735849,0.5187320754716981,0.4283166666666667,0.09230769230769231,5.496,25.417857142857144,-28.0,6.0,,9.0,2.0,3.0,10.0,13.0,2.0,3.0,18.0,9.0,6.0,5.0,,8.0,4.0,4.0,17.0,,1.0,22.0,,0.6,0.35714285714285715,0.6666666666666666,0.35714285714285715,0.42105263157894735,,,0.5,0.11320754716981132,,,,0.375,0.375,0.5555555555555556,0.6,0.6666666666666666,0.5,0.375,4.0,0.07547169811320754,21.0,21.0,3.0,5.0,1.0,,1.0,6.0,5.0,8.0,7.0,15.0,12.0,3.0,1.0,3.0,2.0,1.0,2.0,11.0,5.0,2.0,6.0,2.0,15.0,21.0,0.625,0.43333333333333335,0.39473684210526316,0.12,0.17647058823529413,0.75,0.3333333333333333,0.25,0.25,1.0,,0.3333333333333333,0.6,0.06666666666666667,0.4,0.50116,0.23076923076923078,0.3088235294117647,3.0,1.0,1.0,2.0,1.0,3.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.3333333333333333,0.5,0.5,0.16666666666666666,0.13114754098360656,0.24242424242424243,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-202066-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Garrett Temple, Tyler Johnson","LeVert, Luwawu-Cabarrot, Allen, Temple, Johnson",1627747-1627789-1628386-202066-204020,BKN,2524.0,3,42.0,91.0,90.0,8.0,181.0,15.0,20.0,1.0,3.0,8.0,31.0,27.0,45.0,39.0,115.0,95.0,2.0,5.0,8.0,32.0,22.0,28.0,16.0,32.0,10.0,80.0,5.0,5.0,25.0,40.0,10.0,50.0,1.0,6.0,5.0,1.0,11.0,15.0,1.0,107.0,0.5925925925925926,0.6153846153846154,0.6,0.4,0.625,0.5,0.6318681318681318,0.5,0.4642857142857143,0.5454545454545454,0.2777777777777778,0.8620689655172413,0.23809523809523808,0.7692307692307693,0.2564102564102564,0.4,0.17647058823529413,0.84,1.0,0.027777777777777776,103.26465927099841,13.967032967032967,13.922222222222222,13.527472527472527,13.122222222222222,0.23809523809523808,0.75,0.7894736842105263,0.6666666666666666,0.09523809523809523,0.36904761904761907,0.42857142857142855,0.3333333333333333,0.7023809523809523,0.5103695121951219,0.5245,0.06956521739130435,7.306666666666667,26.96923076923077,20.0,17.0,5.0,13.0,1.0,2.0,17.0,10.0,1.0,2.0,48.0,12.0,16.0,12.0,2.0,15.0,9.0,6.0,14.0,,2.0,16.0,1.0,0.9411764705882353,0.4358974358974359,0.5,0.43243243243243246,0.6521739130434783,0.2,0.3333333333333333,0.6875,0.20238095238095238,0.625,0.625,0.4,0.41935483870967744,0.41935483870967744,0.9230769230769231,0.2857142857142857,0.5,1.0,0.42857142857142855,8.0,0.09523809523809523,31.0,30.0,4.0,5.0,4.0,,3.0,9.0,9.0,14.0,12.0,37.0,3.0,3.0,4.0,,5.0,3.0,6.0,6.0,6.0,5.0,6.0,3.0,37.0,31.0,0.6428571428571429,0.6346153846153846,0.6607142857142857,0.06666666666666667,0.05,,0.5,0.5,0.5,1.0,,0.19230769230769232,0.8,0.11538461538461539,0.34615384615384615,0.47882291666666665,0.3217391304347826,0.34065934065934067,7.0,4.0,5.0,4.0,,2.0,1.0,7.0,1.0,,1.0,,,,3.0,1.0,0.4166666666666667,0.4,0.4117647058823529,0.4666666666666667,0.4444444444444444,0.07777777777777778,0.13725490196078433,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,0.11764705882352941,0.5,1.0,0.5714285714285714,0.3333333333333333,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-203925-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Joe Harris, Tyler Johnson","LeVert, Luwawu-Cabarrot, Allen, Harris, Johnson",1627747-1627789-1628386-203925-204020,BKN,120.0,2,2.0,4.0,3.0,,7.0,1.0,2.0,,,,,2.0,3.0,,6.0,2.0,,,,4.0,,,2.0,2.0,1.0,4.0,,,1.0,1.0,,1.0,,,,,,,,6.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.75,,,,,1.0,,0.5,,,,1.0,,,84.0,18.25,15.666666666666666,18.25,15.666666666666666,0.6666666666666666,0.5,1.0,1.0,,,,,0.6666666666666666,0.4639,,,3.733333333333333,,4.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,0.25,0.25,,,,,,1.0,,,,,,,,1.0,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1629058-1629066-1629185,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Dzanan Musa, Rodions Kurucs, Chris Chiozza","LeVert, Luwawu-Cabarrot, Musa, Kurucs, Chiozza",1627747-1627789-1629058-1629066-1629185,BKN,252.0,1,4.0,8.0,9.0,1.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,14.0,12.0,1.0,1.0,2.0,6.0,4.0,1.0,3.0,3.0,1.0,6.0,1.0,,1.0,3.0,1.0,4.0,,,,,,5.0,,12.0,0.6,0.75,0.8333333333333334,1.0,0.7142857142857143,1.0,0.7777777777777778,1.0,0.14285714285714285,,,0.5,1.0,0.5,0.5,,1.0,1.0,,,97.14285714285714,15.625,14.11111111111111,15.375,13.777777777777779,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,0.14285714285714285,1.0,1.0,0.42857142857142855,0.4735142857142857,,0.14285714285714285,8.366666666666667,26.4,2.0,3.0,,,,,,4.0,,,,,,,,,1.0,,3.0,,,4.0,,,,,,,,,,0.42857142857142855,,,,,,,,,,,,,3.0,1.0,2.0,2.0,,,,1.0,3.0,3.0,1.0,6.0,,,,2.0,,,,2.0,,,,,6.0,3.0,1.0,0.75,0.75,,,1.0,,,,,,0.5,1.0,,0.25,0.523175,0.42857142857142855,0.375,3.0,,,,,1.0,,2.0,,,,,,,1.0,,,,1.0,1.0,,0.2222222222222222,0.25,,,2.0,,,2.0,1.0,,,,,,,0.6666666666666666,,,,,,,1610612751,2020,2019-20,True
