EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,OffThreePtRebounds,OffRebounds,BadPassSteals,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,SecondChancePointsPct,Corner3FGM,Corner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1628365-1628411-1629109-202696-203095,1610612753,"Markelle Fultz, Wes Iwundu, Gary Clark, Nikola Vucevic, Evan Fournier","Fultz, Iwundu, Clark, Vucevic, Fournier",1628365-1628411-1629109-202696-203095,ORL,201.0,1,3.0,11.0,7,6.0,3.0,13,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,13.0,2.0,2.0,9.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,11.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.1,1.0833333333333333,0.6,1.0,1.0,1.0,1.0,1.0,93.13432835820895,12.0,19.5,12.0,19.5,0.2,1.0,1.0,1.0,0.2,0.6,1.0,1.0,1.0,0.8,1.0,0.54539,0.16666666666666666,0.3333333333333333,10.45,25.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1628411-202696-203082-203095,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Iwundu, Vucevic, Ross, Fournier",1628365-1628411-202696-203082-203095,ORL,88.0,1,1.0,2.0,3,3.0,3.0,6,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,,,,,,1.0,1.0,,2.0,1.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.0,0.5,,,1.0,,,98.18181818181819,10.0,19.333333333333332,10.0,19.333333333333332,0.5,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,1.0,1.0,0.574025,0.3333333333333333,0.5,1.1,26.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,3.0,1.0,1.0,1.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.574025,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1628411-202696-203082-203920,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, Terrence Ross, Khem Birch","Fultz, Iwundu, Vucevic, Ross, Birch",1628365-1628411-202696-203082-203920,ORL,167.0,2,3.0,4.0,6,5.0,2.0,11,,1.0,,1.0,4.0,,2.0,1.0,4.0,3.0,6.0,2.0,,3.0,4.0,1.0,,1.0,1.0,1.0,,3.0,2.0,2.0,4.0,1.0,,,,,,4.0,,4.0,1.0,4.0,,,,1.0,0.25,0.25,,0.25,0.375,0.6666666666666666,,1.0,1.0,1.0,,94.8502994011976,18.666666666666668,11.0,18.666666666666668,11.0,0.16666666666666666,,,,,0.6666666666666666,0.25,0.25,1.0,0.8333333333333334,0.25,0.5148416666666666,0.14285714285714285,0.3333333333333333,6.7,25.675,2.0,,1.0,,1.0,,1.0,,1.0,2.0,2.0,,,2.0,2.0,,,,0.3333333333333333,,,0.5,,0.5,,0.5333,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.4,0.6666666666666666,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1628411-202696-203516-203920,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, James Ennis III, Khem Birch","Fultz, Iwundu, Vucevic, Ennis III, Birch",1628365-1628411-202696-203516-203920,ORL,85.0,1,1.0,5.0,2,2.0,,4,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,,2.0,3.0,,,1.0,1.0,2.0,,1.0,5.0,1.0,2.0,2.0,,,,,,,1.0,,,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,,1.0,1.0,1.0,,67.76470588235294,17.5,25.0,17.5,25.0,0.5,1.0,1.0,1.0,,,,,,1.0,,0.675375,,,0.9,23.9,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1629109-201571-202696-203095,1610612753,"Markelle Fultz, Gary Clark, D.J. Augustin, Nikola Vucevic, Evan Fournier","Fultz, Clark, Augustin, Vucevic, Fournier",1628365-1629109-201571-202696-203095,ORL,470.0,5,8.0,20.0,19,17.0,10.0,36,3.0,4.0,2.0,2.0,5.0,6.0,8.0,5.0,8.0,2.0,29.0,9.0,8.0,12.0,5.0,2.0,4.0,4.0,8.0,1.0,2.0,20.0,4.0,10.0,11.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,,4.0,2.0,25.0,1.0,0.6666666666666666,0.8,0.8,0.625,0.625,0.75,0.84375,0.8529411764705882,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,110.29787234042554,9.263157894736842,17.294117647058822,9.052631578947368,17.294117647058822,0.25,0.75,0.75,0.6666666666666666,0.125,0.3125,0.4,0.4,0.5,0.75,0.4,0.564621875,0.17647058823529413,0.2222222222222222,7.3125,25.1125,6.0,1.0,1.0,,2.0,2.0,2.0,1.0,3.0,2.0,9.0,6.0,3.0,9.0,6.0,0.3333333333333333,1.0,0.7,0.75,1.0,1.0,0.2,1.0,0.4,,0.5546,0.3103448275862069,0.3157894736842105,2.0,2.0,,4.0,,,1.0,,,,,1.0,,,,0.2,,,0.125,0.13793103448275862,3.0,3.0,3.0,0.1875,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.2,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.2,1.0,0.4695,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1629109-202696-203082-203095,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Clark, Vucevic, Ross, Fournier",1628365-1629109-202696-203082-203095,ORL,567.0,3,9.0,-10.0,21,20.0,8.0,41,3.0,7.0,2.0,3.0,6.0,5.0,11.0,3.0,6.0,2.0,21.0,31.0,4.0,6.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,10.0,2.0,8.0,10.0,,,2.0,,3.0,2.0,4.0,1.0,4.0,1.0,19.0,,0.4,0.5,0.6666666666666666,0.5,0.5,0.45454545454545453,0.5588235294117647,0.5526315789473685,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6666666666666666,,104.12698412698414,15.095238095238095,12.5,15.0,12.05,0.4117647058823529,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.11764705882352941,0.35294117647058826,0.5,0.5,0.6666666666666666,0.7647058823529411,0.5,0.5266970588235294,0.05555555555555555,0.08333333333333333,5.418181818181818,26.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,5.0,,6.0,4.0,1.0,0.3333333333333333,0.625,0.6,0.8333333333333334,,0.75,0.3333333333333333,0.25,1.0,0.5209375,0.2857142857142857,0.19047619047619047,1.0,2.0,,2.0,,,2.0,,,1.0,1.0,0.5,,,,0.2222222222222222,,,0.11764705882352941,0.09523809523809523,,,,,,,,1.0,2.0,2.0,,,,1.0,2.0,6.0,3.0,2.0,,2.0,2.0,1.0,,,,,,,0.5,0.5,0.3333333333333333,0.5,0.8333333333333334,0.2222222222222222,1.0,1.0,,,,1.0,0.5,,,0.5421,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1629109-202696-203082-203516,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Terrence Ross, James Ennis III","Fultz, Clark, Vucevic, Ross, Ennis III",1628365-1629109-202696-203082-203516,ORL,30.0,1,,3.0,2,1.0,1.0,3,,,,1.0,1.0,,,1.0,1.0,2.0,5.0,2.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,,1.0,,2.0,1.0,5.0,,,,1.0,1.0,1.0,,1.5,1.25,1.0,,,,,,144.0,8.0,14.0,8.0,14.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5586,0.5,1.0,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-1629109-202696-203095-203516,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Evan Fournier, James Ennis III","Fultz, Clark, Vucevic, Fournier, Ennis III",1628365-1629109-202696-203095-203516,ORL,3570.0,5,60.0,5.0,125,127.0,1.0,252,31.0,47.0,8.0,14.0,40.0,35.0,69.0,19.0,57.0,11.0,138.0,133.0,40.0,45.0,40.0,14.0,20.0,15.0,35.0,11.0,17.0,85.0,19.0,55.0,78.0,12.0,5.0,9.0,5.0,17.0,20.0,23.0,2.0,16.0,8.0,111.0,,0.5714285714285714,0.625,0.7894736842105263,0.3333333333333333,0.3333333333333333,0.5072463768115942,0.503968253968254,0.5227272727272727,0.4523809523809524,0.5294117647058824,0.7307692307692307,0.8524590163934426,0.6666666666666666,0.9,101.6470588235294,13.672,14.653543307086615,13.072,14.464566929133857,0.373015873015873,0.6595744680851063,0.7209302325581395,0.5483870967741935,0.06349206349206349,0.31746031746031744,0.35,0.358974358974359,0.7857142857142857,0.8253968253968254,0.35,0.5689071428571428,0.06818181818181818,0.10810810810810811,4.434782608695652,25.066666666666666,,,,,,,,,,,,33.0,13.0,,,,,,,0.9428571428571428,0.6,,,,,,,,20.0,14.0,2.0,27.0,6.0,8.0,23.0,7.0,,,,0.675,0.08695652173913043,0.0851063829787234,0.21052631578947367,0.3055555555555556,0.19230769230769232,0.5714285714285714,0.1111111111111111,0.1956521739130435,5.0,17.0,4.0,0.1349206349206349,0.29411764705882354,0.29411764705882354,0.8,5.0,9.0,2.0,2.0,,,5.0,11.0,30.0,12.0,6.0,2.0,14.0,4.0,8.0,3.0,,1.0,3.0,,1.0,0.45454545454545453,0.6578947368421053,0.4117647058823529,0.5625,1.0,0.06153846153846154,0.14285714285714285,0.16666666666666666,0.25,0.25,1.0,0.47368421052631576,0.5555555555555556,,,0.5343076923076923,0.017241379310344827,1.0,3.0,1.0,4.0,,1.0,0.5,1.0,2.0,4.0,6.0,5.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,0.625,0.017543859649122806,0.14285714285714285,0.025,0.5,0.3333333333333333,0.16666666666666666,0.25,1.0,0.4,0.10526315789473684,0.5,1.0,0.3157894736842105,0.6666666666666666,1.0,,,,1610612753,2020,2019-20,True
1628365-201571-202696-203082-203095,1610612753,"Markelle Fultz, D.J. Augustin, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Augustin, Vucevic, Ross, Fournier",1628365-201571-202696-203082-203095,ORL,246.0,2,4.0,-3.0,8,8.0,,16,1.0,2.0,2.0,,1.0,2.0,4.0,,1.0,1.0,5.0,8.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,4.0,4.0,4.0,,,2.0,2.0,2.0,,1.0,,2.0,1.0,5.0,,0.5,0.5,,,,0.5,0.4,0.4166666666666667,0.2,1.0,1.0,1.0,1.0,1.0,93.65853658536587,19.375,11.375,19.375,11.375,0.4,0.5,0.5,1.0,0.4,0.2,,,,0.6,,0.54563,0.16666666666666666,0.2,8.575,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1610612753,2020,2019-20,True
1628365-201571-202696-203082-203516,1610612753,"Markelle Fultz, D.J. Augustin, Nikola Vucevic, Terrence Ross, James Ennis III","Fultz, Augustin, Vucevic, Ross, Ennis III",1628365-201571-202696-203082-203516,ORL,136.0,1,2.0,4.0,5,3.0,,8,,,1.0,,1.0,2.0,2.0,1.0,2.0,,7.0,3.0,2.0,3.0,1.0,,1.0,1.0,2.0,,,5.0,,2.0,2.0,,,,,1.0,4.0,,,,,7.0,,0.5,0.5,1.0,0.5,0.5,1.0,0.875,0.875,0.5,,,0.6666666666666666,,,84.70588235294117,13.0,23.666666666666668,13.0,23.666666666666668,,,,,0.25,0.25,,,,0.5,,0.4704875,,,13.0,23.65,,,,,,,,,,,,2.0,2.0,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.25,,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,True
