EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,PenaltyDefPoss,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffTwoPtRebounds,ShootingFouls,Fouls,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsUnassisted3s,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,ShortMidRangeAssists,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,DefFTReboundPct,NonShootingPenaltyNonTakeFouls,BadPassTurnovers,PenaltyTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,Corner3FGM,Corner3Assists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Fg3aBlocked,SecondChanceTurnovers,Charge Fouls,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SelfOReb,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,Travels,StepOutOfBoundsTurnovers,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,Offensive Fouls,3SecondViolations,DefensiveGoaltends,HeaveAttempts,BlockedCorner3,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626153-1626161-1627827-1628382-1628467,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Justin Jackson, Maxi Kleber","Wright, Cauley-Stein, Finney-Smith, Jackson, Kleber",1626153-1626161-1627827-1628382-1628467,DAL,238.0,1,4.0,7.0,8.0,7.0,1.0,15.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,12.0,5.0,1.0,1.0,2.0,6.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,5.0,5.0,1.0,6.0,1.0,10.0,1.0,0.5,0.5,0.6,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.4444444444444444,0.4,1.0,0.3333333333333333,1.0,0.5,0.8333333333333334,0.25,1.0,1.0,1.0,90.7563025210084,14.625,17.285714285714285,14.125,16.571428571428573,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,0.4649888888888889,0.16666666666666666,9.440000000000001,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-1628382-1628973,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Justin Jackson, Jalen Brunson","Wright, Cauley-Stein, Finney-Smith, Jackson, Brunson",1626153-1626161-1627827-1628382-1628973,DAL,60.0,1,1.0,2.0,2.0,2.0,,4.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,,1.0,,2.0,,1.0,1.0,,1.0,,2.0,,,,1.0,,0.5,,0.5,,0.5,,,,1.0,,0.5,,,1.0,,96.0,14.5,15.5,14.5,15.0,0.5,,,,,,,,0.5,,,,1.0,,0.4984,,3.0,26.6,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-1628467-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Maxi Kleber, Seth Curry","Wright, Cauley-Stein, Finney-Smith, Kleber, Curry",1626153-1626161-1627827-1628467-203552,DAL,131.0,1,2.0,4.0,3.0,4.0,,7.0,2.0,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,8.0,4.0,,,,,3.0,1.0,1.0,,1.0,3.0,1.0,7.0,,1.0,2.0,,2.0,1.0,8.0,1.0,1.0,1.0,1.0,,1.1666666666666667,,1.0,,0.3333333333333333,,,,0.5,,0.6666666666666666,,,0.5,,76.94656488549619,13.333333333333334,22.75,13.333333333333334,19.75,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5412,,1.85,26.3,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,8.0,3.0,1.0,1.0,1.1666666666666667,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.5412,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-1628973-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Jalen Brunson, Seth Curry","Wright, Cauley-Stein, Finney-Smith, Brunson, Curry",1626153-1626161-1627827-1628973-203552,DAL,88.0,1,1.0,-2.0,3.0,2.0,1.0,5.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,0.16666666666666666,,0.5,,,,0.5,,0.5,,,0.5,,81.81818181818183,17.0,18.5,10.666666666666666,17.5,,0.5,,,,,,0.5,,,,,0.5,,0.456025,,13.1,24.2,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.5,,,1.0,1.0,1.0,0.51675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-1629151-200826,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Ryan Broekhoff, J.J. Barea","Wright, Cauley-Stein, Finney-Smith, Broekhoff, Barea",1626153-1626161-1627827-1629151-200826,DAL,94.0,1,2.0,-3.0,3.0,3.0,,6.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,,3.0,,,,,,1.0,,,,,,,,1.0,2.0,,2.0,1.0,,,,,,,,,,,0.6666666666666666,,,,1.0,,1.0,,,,,91.91489361702128,17.333333333333332,14.0,17.333333333333332,14.0,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,0.4807166666666667,,2.5,27.8,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,0.4091,,,,0.3333333333333333,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-1629151-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Ryan Broekhoff, Seth Curry","Wright, Cauley-Stein, Finney-Smith, Broekhoff, Curry",1626153-1626161-1627827-1629151-203552,DAL,124.0,1,2.0,-5.0,5.0,5.0,1.0,10.0,3.0,,1.0,,,,,2.0,1.0,4.0,,2.0,2.0,7.0,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,2.0,2.0,1.0,3.0,,,,,,0.25,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.3333333333333333,0.25,0.3333333333333333,,1.0,,1.0,0.2,,1.0,,116.1290322580645,11.8,13.0,11.6,13.0,0.5,0.16666666666666666,,,,,,,0.3333333333333333,,,,0.8333333333333334,,0.589375,1.0,4.0,25.4,1.0,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6131,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-201584-203501,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Courtney Lee, Tim Hardaway Jr.","Wright, Cauley-Stein, Finney-Smith, Lee, Hardaway Jr.",1626153-1626161-1627827-201584-203501,DAL,44.0,1,1.0,5.0,2.0,1.0,,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,2.0,,1.0,1.0,,,,,,,,1.0,,1.0,,5.0,,1.0,1.0,1.0,,1.25,,1.25,,0.5,,,,,,1.0,,,,,98.18181818181819,13.5,17.0,13.5,17.0,0.5,,,,,,,,0.5,1.0,1.0,,1.0,1.0,0.568125,,2.0,26.1,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1627827-203501-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Tim Hardaway Jr., Seth Curry","Wright, Cauley-Stein, Finney-Smith, Hardaway Jr., Curry",1626153-1626161-1627827-203501-203552,DAL,87.0,1,1.0,-1.0,3.0,3.0,,6.0,2.0,,,,,1.0,,,1.0,2.0,,1.0,3.0,4.0,,,,,,,,,,1.0,,2.0,,,1.0,,1.0,1.0,3.0,,,,0.5,,0.3333333333333333,,0.5,,0.3333333333333333,,,,,,1.0,,,,,99.3103448275862,15.333333333333334,13.666666666666666,15.333333333333334,13.666666666666666,0.6666666666666666,,,,,,,0.3333333333333333,,,,,1.0,,0.5127666666666667,,2.2,22.8,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1628382-1628467-1628973,1610612742,"Delon Wright, Willie Cauley-Stein, Justin Jackson, Maxi Kleber, Jalen Brunson","Wright, Cauley-Stein, Jackson, Kleber, Brunson",1626153-1626161-1628382-1628467-1628973,DAL,118.0,1,2.0,3.0,4.0,3.0,1.0,7.0,,1.0,2.0,1.0,1.0,,,,2.0,3.0,,,6.0,3.0,1.0,1.0,2.0,,,,,,,2.0,,4.0,,,1.0,1.0,2.0,1.0,4.0,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,,,,,,1.0,1.0,,,,85.42372881355932,18.75,14.333333333333334,16.75,14.333333333333334,,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,,,,0.4021666666666666,0.3333333333333333,12.1,,,4.0,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,0.25,0.25,,,,,,0.4224,2.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626161-1628382-1628467-1629029,1610612742,"Delon Wright, Willie Cauley-Stein, Justin Jackson, Maxi Kleber, Luka Doncic","Wright, Cauley-Stein, Jackson, Kleber, Doncic",1626153-1626161-1628382-1628467-1629029,DAL,572.0,2,10.0,8.0,22.0,20.0,3.0,42.0,7.0,5.0,10.0,,1.0,1.0,3.0,4.0,10.0,18.0,3.0,5.0,32.0,24.0,3.0,3.0,6.0,10.0,6.0,4.0,3.0,3.0,2.0,7.0,2.0,16.0,1.0,5.0,9.0,3.0,12.0,3.0,26.0,0.6666666666666666,0.6,0.6,0.5555555555555556,1.0,0.6304347826086957,1.0,0.64,1.0,0.21739130434782608,0.16666666666666666,0.14285714285714285,0.2,0.8333333333333334,0.5,0.7777777777777778,0.3,1.0,1.0,1.0,105.73426573426573,13.590909090909092,13.65,13.181818181818182,13.15,0.30434782608695654,0.43478260869565216,0.5,0.625,0.043478260869565216,,,0.043478260869565216,0.17391304347826086,0.75,0.75,0.6666666666666666,0.5217391304347826,0.75,0.4686195652173913,0.1875,6.9,25.3,5.0,10.0,5.0,2.0,0.5,0.625,0.7142857142857143,0.8333333333333334,0.4,1.0,,,,,3.0,1.0,1.0,,,,2.0,2.0,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,,,,,0.3001,0.08,0.1,0.0625,0.045454545454545456,,,,0.40335,9.0,,,,,,0.5,1.0,,2.0,2.0,4.0,2.0,4.0,5.0,0.25,0.5,0.6666666666666666,1.0,3.0,,,,3.0,,,,,,0.2,0.6,,2.0,2.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
