EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,SelfOReb,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyDefPoss,Corner3FGA,SecondChanceFtPoints,LostBallSteals,BadPassTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,OffCorner3ReboundPct,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyFtPoints,HeaveAttempts,FTDefRebounds,DefFTReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,FTOffRebounds,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Travels,BlockedLongMidRange,3SecondViolations,SecondChanceArc3PctAssisted,Charge Fouls,OffensiveGoaltends,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1626209-1629014-201229-203081-203468,1610612757,"Mario Hezonja, Anfernee Simons, Anthony Tolliver, Damian Lillard, CJ McCollum","Hezonja, Simons, Tolliver, Lillard, McCollum",1626209-1629014-201229-203081-203468,POR,73.0,1,1.0,-2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,3.0,5.0,1.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,0.75,1.0,,,,,,,,1.0,,1.0,,,,,,98.63013698630138,15.0,14.333333333333334,13.5,14.333333333333334,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,0.6192,0.6192,0.6192,0.6666666666666666,1.2,,0.5,1.0,1.0,,,1.0,1.0,2.0,2.0,,,1.0,,1.0,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,0.5,0.5,0.6666666666666666,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-201229-203081-2546,1610612757,"Mario Hezonja, Anfernee Simons, Anthony Tolliver, Damian Lillard, Carmelo Anthony","Hezonja, Simons, Tolliver, Lillard, Anthony",1626209-1629014-201229-203081-2546,POR,209.0,1,3.0,4.0,7.0,6.0,,,13.0,1.0,1.0,,,1.0,1.0,3.0,3.0,,,1.0,3.0,3.0,3.0,11.0,7.0,,,,,,,,3.0,3.0,3.0,,,,,2.0,1.0,3.0,,3.0,,,,,1.0,,,11.0,,,1.0,,1.0,0.3333333333333333,,0.9166666666666666,,0.9166666666666666,,0.5,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,89.56937799043062,15.428571428571429,16.833333333333332,15.428571428571429,16.833333333333332,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,1.0,1.0,,,,,0.6666666666666666,1.0,0.51545,,,,10.1,26.266666666666666,,,,,,,,,2.0,6.0,,1.0,2.0,3.0,2.0,1.0,,,8.0,,1.0,,2.0,2.0,1.0,,,,,,,1.0,1.0,0.6666666666666666,,,,,1.0,,,,,,1.0,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203081-203145,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, Damian Lillard, Kent Bazemore","Hezonja, Simons, Whiteside, Lillard, Bazemore",1626209-1629014-202355-203081-203145,POR,1110.0,10,18.0,1.0,40.0,45.0,28.0,5.0,85.0,7.0,11.0,5.0,8.0,5.0,8.0,1.0,7.0,1.0,4.0,11.0,24.0,3.0,11.0,46.0,45.0,5.0,7.0,14.0,3.0,7.0,34.0,8.0,3.0,7.0,1.0,,,1.0,4.0,8.0,10.0,20.0,5.0,25.0,4.0,4.0,,1.0,2.0,,2.0,38.0,34.0,28.0,0.2727272727272727,0.42857142857142855,0.2727272727272727,0.4583333333333333,0.5,0.44285714285714284,0.5476190476190477,0.5238095238095238,0.6296296296296297,0.3142857142857143,,,,,0.7692307692307693,0.3076923076923077,1.0,0.125,0.8571428571428571,0.23809523809523808,0.25,0.16666666666666666,1.0,1.0,110.27027027027027,12.725,13.355555555555556,11.9,13.28888888888889,0.3142857142857143,0.6363636363636364,0.6363636363636364,0.14285714285714285,0.22857142857142856,0.2,0.14285714285714285,0.14285714285714285,0.38095238095238093,0.625,0.19047619047619047,0.25,0.6285714285714286,0.14285714285714285,0.5208914285714286,0.58214,0.5355928571428572,0.7391304347826086,8.379166666666666,25.136363636363637,0.7,3.0,4.0,1.0,3.0,15.0,3.0,8.0,14.0,6.0,2.0,7.0,2.0,9.0,,3.0,1.0,3.0,20.0,,1.0,,9.0,12.0,8.0,16.0,4.0,4.0,4.0,5.0,3.0,0.6363636363636364,0.7,0.6666666666666666,0.6,0.6,0.6666666666666666,,0.5,0.5,0.7,,,0.6,0.42857142857142855,0.2,0.2,1.0,0.375,0.375,1.0,,0.8,0.75,0.10256410256410256,0.14285714285714285,0.17391304347826086,33.0,4.0,2.0,,1.0,,,2.0,,0.11428571428571428,0.3333333333333333,11.0,,2.0,1.0,2.0,2.0,3.0,,,,,2.0,,1.0,,,3.0,,1.0,3.0,,,0.2,0.5,0.5,1.0,,,0.14285714285714285,0.6666666666666666,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203081-203468,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, Damian Lillard, CJ McCollum","Hezonja, Simons, Whiteside, Lillard, McCollum",1626209-1629014-202355-203081-203468,POR,887.0,5,15.0,-7.0,29.0,31.0,7.0,1.0,60.0,5.0,7.0,2.0,2.0,2.0,1.0,2.0,11.0,1.0,3.0,6.0,10.0,2.0,11.0,24.0,31.0,1.0,2.0,2.0,1.0,3.0,9.0,6.0,3.0,11.0,2.0,1.0,,,1.0,5.0,6.0,11.0,1.0,12.0,3.0,2.0,1.0,3.0,6.0,,1.0,22.0,9.0,7.0,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.6,1.0,0.42857142857142855,0.7,0.5,0.75,0.5238095238095238,,0.1,,,0.46153846153846156,0.25,0.7142857142857143,,0.55,0.07692307692307693,1.0,,0.16666666666666666,0.6,97.40698985343856,12.931034482758621,16.516129032258064,12.931034482758621,14.96774193548387,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.18181818181818182,0.18181818181818182,0.4,1.0,0.6,0.3333333333333333,0.8571428571428571,0.18181818181818182,0.5319261904761905,0.5998,0.60448,0.375,4.08,26.218181818181815,0.2413793103448276,1.0,1.0,1.0,,6.0,1.0,2.0,6.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,,,9.0,,3.0,1.0,4.0,8.0,5.0,7.0,4.0,4.0,2.0,4.0,2.0,0.5,0.6,0.5,1.0,1.0,1.0,0.14285714285714285,0.5,,1.0,0.5,,0.5,0.6,0.5,0.5,,,,,0.5,1.0,1.0,0.16666666666666666,0.3076923076923077,0.08333333333333333,2.0,,,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203081-2546,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, Damian Lillard, Carmelo Anthony","Hezonja, Simons, Whiteside, Lillard, Anthony",1626209-1629014-202355-203081-2546,POR,614.0,4,10.0,11.0,22.0,22.0,6.0,3.0,44.0,2.0,3.0,,1.0,3.0,3.0,4.0,7.0,2.0,2.0,6.0,9.0,4.0,8.0,29.0,18.0,,1.0,2.0,2.0,3.0,10.0,4.0,3.0,7.0,4.0,1.0,,1.0,2.0,3.0,6.0,9.0,3.0,12.0,2.0,1.0,,3.0,5.0,,1.0,23.0,10.0,6.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.7058823529411765,0.8,0.725,0.8333333333333334,0.47058823529411764,,0.1111111111111111,0.3333333333333333,,0.5454545454545454,0.6666666666666666,0.75,0.25,0.6,0.42857142857142855,1.0,0.3333333333333333,0.6,0.6666666666666666,103.19218241042346,12.136363636363637,15.772727272727273,11.727272727272727,15.5,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.17647058823529413,0.17647058823529413,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.2,,0.4,1.0,0.6470588235294118,0.5714285714285714,0.5124147058823529,0.538125,0.5063,0.3448275862068966,9.833333333333334,25.5375,0.2727272727272727,,,2.0,2.0,5.0,,6.0,8.0,9.0,,4.0,3.0,7.0,3.0,2.0,1.0,1.0,17.0,,2.0,,1.0,7.0,5.0,6.0,2.0,4.0,3.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.75,,1.0,1.0,,0.4,1.0,0.25,1.0,,0.25,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,,,0.10526315789473684,0.18181818181818182,0.20689655172413793,7.0,1.0,,1.0,2.0,,,,,0.058823529411764705,,2.0,,,,,,1.0,2.0,2.0,2.0,3.0,,,1.0,,1.0,1.0,,3.0,1.0,0.6666666666666666,,,,,,0.6666666666666666,1.0,0.2,,,,1.0,,1.0,1.0,0.3333333333333333,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203081-2772,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, Damian Lillard, Trevor Ariza","Hezonja, Simons, Whiteside, Lillard, Ariza",1626209-1629014-202355-203081-2772,POR,171.0,1,3.0,,6.0,7.0,,,13.0,,,,,1.0,2.0,,,,,,3.0,2.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,1.0,,,1.0,,,6.0,,,1.0,,1.0,,,0.6,,0.6,,0.4,,,,,1.0,,,,0.6666666666666666,,,,1.0,,109.47368421052632,13.5,12.857142857142858,13.5,12.571428571428571,,,,0.2,0.4,,,,,,,,0.4,,0.50634,,,,17.5,22.95,,,,,,,,,,6.0,,,2.0,2.0,,,,,6.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,0.4,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203145-203468,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, Kent Bazemore, CJ McCollum","Hezonja, Simons, Whiteside, Bazemore, McCollum",1626209-1629014-202355-203145-203468,POR,159.0,2,3.0,4.0,7.0,7.0,,2.0,14.0,1.0,4.0,,,,,2.0,3.0,,,1.0,4.0,2.0,3.0,10.0,6.0,1.0,,,,,,,,3.0,2.0,1.0,,,2.0,,1.0,1.0,2.0,3.0,2.0,,,,1.0,,,8.0,,,0.6666666666666666,,0.6666666666666666,0.25,,0.5714285714285714,,0.625,,0.42857142857142855,,0.25,,,0.5,0.6666666666666666,,,0.5,0.5,,,1.0,,126.79245283018868,11.285714285714286,11.428571428571429,10.142857142857142,11.428571428571429,0.5714285714285714,0.25,0.3333333333333333,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,1.0,0.6666666666666666,0.54075,0.5304,,,2.5,26.766666666666666,,,1.0,,,2.0,,2.0,2.0,6.0,,1.0,2.0,3.0,2.0,1.0,,,8.0,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,0.5,0.25,1.0,0.6666666666666666,,,0.3333333333333333,,1.0,,,,,,,1.0,1.0,,0.125,0.2,0.2,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203145-203918,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, Kent Bazemore, Rodney Hood","Hezonja, Simons, Whiteside, Bazemore, Hood",1626209-1629014-202355-203145-203918,POR,157.0,2,3.0,9.0,7.0,7.0,,,14.0,1.0,1.0,,,,2.0,1.0,1.0,,,2.0,3.0,1.0,1.0,11.0,2.0,,,,,,,2.0,,1.0,1.0,,,,,3.0,2.0,5.0,,5.0,1.0,,,,1.0,,,11.0,,,1.0,,1.0,0.6666666666666666,,0.875,,0.9166666666666666,,0.25,,,,,1.0,,1.0,,1.0,,,,,1.0,128.4076433121019,7.857142857142857,14.571428571428571,7.857142857142857,14.571428571428571,0.25,1.0,1.0,,0.5,0.25,1.0,1.0,,,,,0.5,1.0,0.48135,,,,12.5,24.8,,,,,1.0,4.0,,,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,,,5.0,,1.0,,,,2.0,5.0,1.0,,,,,0.5,0.5,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,0.5,0.5,,1.0,,,0.3333333333333333,0.25,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203468-203918,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, CJ McCollum, Rodney Hood","Hezonja, Simons, Whiteside, McCollum, Hood",1626209-1629014-202355-203468-203918,POR,219.0,2,4.0,-7.0,7.0,8.0,3.0,,15.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,2.0,4.0,,2.0,5.0,12.0,,2.0,3.0,,,4.0,2.0,,1.0,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,5.0,4.0,3.0,,,,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.35714285714285715,0.6666666666666666,0.3333333333333333,,,,,1.0,,0.5,,0.6666666666666666,,,,,0.5,98.63013698630137,17.571428571428573,12.0,17.571428571428573,12.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,0.3333333333333333,1.0,,,0.5,,0.4654416666666667,,0.4342,0.8,9.625,24.25,0.42857142857142855,,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,1.0,,,1.0,1.0,0.5,0.5,,,,,,,,0.14285714285714285,0.2,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203468-2546,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, CJ McCollum, Carmelo Anthony","Hezonja, Simons, Whiteside, McCollum, Anthony",1626209-1629014-202355-203468-2546,POR,67.0,2,1.0,3.0,3.0,1.0,,1.0,4.0,,,,,,,1.0,1.0,,,,,1.0,1.0,5.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,1.0,,1.0,,,1.5,,1.25,,1.0,,,,,,,,,,,,,,,85.97014925373134,15.0,22.0,12.0,22.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,0.4905,0.4905,,,,24.3,,,,,,2.0,,3.0,,3.0,,,1.0,1.0,1.0,,,,3.0,,,,,,1.0,2.0,1.0,,,,,,,1.0,,1.5,1.5,,,,,,,,,,,,,,,1.0,,,0.5,1.0,0.6,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-202355-203468-2772,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, CJ McCollum, Trevor Ariza","Hezonja, Simons, Whiteside, McCollum, Ariza",1626209-1629014-202355-203468-2772,POR,166.0,1,3.0,-12.0,5.0,5.0,,,10.0,,,,,2.0,1.0,,1.0,,,,3.0,,2.0,,12.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,86.74698795180723,20.4,12.8,20.4,12.2,,,,0.4,0.2,0.2,,,,,,,0.4,,0.44922000000000006,,,,10.866666666666667,24.25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-203081-203145-203468,1610612757,"Mario Hezonja, Anfernee Simons, Damian Lillard, Kent Bazemore, CJ McCollum","Hezonja, Simons, Lillard, Bazemore, McCollum",1626209-1629014-203081-203145-203468,POR,31.0,2,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,92.9032258064516,6.0,25.0,6.0,25.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-203081-203145-203918,1610612757,"Mario Hezonja, Anfernee Simons, Damian Lillard, Kent Bazemore, Rodney Hood","Hezonja, Simons, Lillard, Bazemore, Hood",1626209-1629014-203081-203145-203918,POR,6.0,1,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,240.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-203081-203145-2546,1610612757,"Mario Hezonja, Anfernee Simons, Damian Lillard, Kent Bazemore, Carmelo Anthony","Hezonja, Simons, Lillard, Bazemore, Anthony",1626209-1629014-203081-203145-2546,POR,24.0,1,,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,,2.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,60.0,23.0,,23.0,,,,,1.0,,,,,,,,,,,0.2935,,0.2935,1.0,12.5,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-203081-203468-203918,1610612757,"Mario Hezonja, Anfernee Simons, Damian Lillard, CJ McCollum, Rodney Hood","Hezonja, Simons, Lillard, McCollum, Hood",1626209-1629014-203081-203468-203918,POR,114.0,3,2.0,8.0,8.0,5.0,8.0,2.0,13.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,15.0,7.0,1.0,1.0,3.0,1.0,2.0,15.0,2.0,3.0,2.0,1.0,1.0,,,2.0,2.0,,2.0,2.0,4.0,,,,,,,,13.0,11.0,6.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.75,0.75,0.4,,0.3333333333333333,,,,1.0,1.0,,1.0,0.6666666666666666,1.0,,,1.0,164.21052631578948,8.625,9.0,7.75,9.0,0.4,0.5,1.0,0.2,,0.4,0.5,0.5,0.4,0.5,0.4,0.5,0.8,0.5,0.47266,0.4825,0.47266,1.0,3.9333333333333336,28.1,1.0,1.0,1.0,,,10.0,1.0,2.0,,,2.0,,,,,,,,,,,,1.0,1.0,5.0,10.0,1.0,,,,,,,,1.0,0.5,0.5,0.5,,1.0,,,,,,,,,,,,,0.5,1.0,0.16666666666666666,0.25,0.13333333333333333,4.0,,,,,,,,,,,10.0,,,,,,,,1.0,,1.0,,,,,,4.0,,,2.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-203081-203468-2546,1610612757,"Mario Hezonja, Anfernee Simons, Damian Lillard, CJ McCollum, Carmelo Anthony","Hezonja, Simons, Lillard, McCollum, Anthony",1626209-1629014-203081-203468-2546,POR,81.0,2,1.0,6.0,3.0,2.0,2.0,,5.0,,,,,,,2.0,3.0,2.0,2.0,,,2.0,3.0,6.0,,,,,2.0,2.0,6.0,,,3.0,2.0,,,,,1.0,1.0,2.0,,2.0,,,,,,,,6.0,6.0,2.0,0.6666666666666666,1.0,0.6666666666666666,,,1.0,1.5,1.0,1.5,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,88.88888888888889,10.666666666666666,24.5,10.666666666666666,24.5,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,1.0,1.0,0.6666666666666666,0.40515000000000007,,0.524475,1.0,,27.566666666666666,0.6666666666666666,,,,,,,,,6.0,,,2.0,2.0,2.0,,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-203145-203468-203918,1610612757,"Mario Hezonja, Anfernee Simons, Kent Bazemore, CJ McCollum, Rodney Hood","Hezonja, Simons, Bazemore, McCollum, Hood",1626209-1629014-203145-203468-203918,POR,24.0,1,,3.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,3.0,3.0,1.0,,,,,,,,0.75,0.75,,,,,,1.0,,,,1.0,,,,,,120.0,5.0,19.0,5.0,19.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
