EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg3aBlocked,ShootingFouls,Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGA,DefTwoPtRebounds,DeadBallTurnovers,Charge Fouls,Charge Fouls Drawn,DefTwoPtReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,FTDefRebounds,Steals,BadPassSteals,DefFTReboundPct,DefAtRimReboundPct,AtRimFGM,SecondChanceAtRimFGM,LongMidRangeFGM,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,Corner3FGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,SelfOReb,Loose Ball Fouls Drawn,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,AtRimAssists,LostBallSteals,Blocked2s,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Offensive Fouls Drawn,PenaltyFg3Pct,OffAtRimReboundPct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,LongMidRangeAssists,2pt And 1 Free Throw Trips,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,PenaltyTurnovers,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,LongMidRangePctBlocked,Travels,HeaveAttempts,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
1626145-1628367-1628395-1629001-203476,1610612763,"Tyus Jones, Josh Jackson, Jordan Bell, De'Anthony Melton, Gorgui Dieng","Jones, Jackson, Bell, Melton, Dieng",1626145-1628367-1628395-1629001-203476,MEM,163.0,1,3.0,-10.0,7.0,7.0,2.0,14.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,13.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.2,0.25,0.4,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,123.68098159509202,1.0,13.857142857142858,9.428571428571429,13.428571428571429,9.428571428571429,0.2,0.4,0.5,0.5,0.4,1.0,0.6,0.49545000000000006,0.16666666666666666,0.25,7.666666666666667,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1628991-1629634,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke","Jones, Jackson, Brooks, Jackson Jr., Clarke",1626145-1628367-1628415-1628991-1629634,MEM,76.0,1,1.0,-6.0,2.0,3.0,1.0,5.0,,,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,8.0,1.0,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,0.5,,0.5,,0.5,,94.73684210526316,,19.5,12.333333333333334,18.5,12.333333333333334,,0.3333333333333333,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.49868333333333337,,,8.3,25.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3979,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1628991-203937,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Jaren Jackson Jr., Kyle Anderson","Jones, Jackson, Brooks, Jackson Jr., Anderson",1626145-1628367-1628415-1628991-203937,MEM,75.0,1,1.0,-3.0,3.0,3.0,,6.0,,,,1.0,,,2.0,,,,3.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,115.2,,13.333333333333334,11.666666666666666,13.333333333333334,11.666666666666666,,0.5,,,,,,0.4161,,,10.75,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629001-1629634,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, De'Anthony Melton, Brandon Clarke","Jones, Jackson, Brooks, Melton, Clarke",1626145-1628367-1628415-1629001-1629634,MEM,81.0,1,1.0,1.0,5.0,5.0,1.0,10.0,,,1.0,1.0,,1.0,2.0,,2.0,4.0,3.0,1.0,2.0,,,,,,3.0,,3.0,2.0,2.0,,2.0,,1.0,2.0,1.0,,,,,2.0,0.5,0.5,0.6666666666666666,,,,1.0,,,,1.0,,,,,177.77777777777777,,7.2,9.0,5.2,9.0,,0.5,1.0,1.0,,,,0.43915,0.3333333333333333,0.3333333333333333,14.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,0.4062,0.5,1.0,2.0,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629139-202685,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Yuta Watanabe, Jonas Valanciunas","Jones, Jackson, Brooks, Watanabe, Valanciunas",1626145-1628367-1628415-1629139-202685,MEM,126.0,1,2.0,-1.0,5.0,4.0,1.0,9.0,1.0,1.0,,3.0,,2.0,5.0,,1.0,5.0,6.0,1.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,2.0,1.0,,,,,3.0,0.4,0.4,0.4166666666666667,,,,,0.3333333333333333,1.0,,0.5,0.3333333333333333,0.3333333333333333,,1.0,102.85714285714285,,14.8,13.0,14.8,13.0,0.2,0.6,,,,1.0,0.2,0.40688,0.16666666666666666,0.16666666666666666,9.059999999999999,,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,0.4284,0.4,1.0,,,,,,,0.2,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629139-203476,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Yuta Watanabe, Gorgui Dieng","Jones, Jackson, Brooks, Watanabe, Dieng",1626145-1628367-1628415-1629139-203476,MEM,248.0,2,4.0,-3.0,8.0,7.0,3.0,15.0,2.0,2.0,,4.0,4.0,1.0,7.0,5.0,1.0,6.0,9.0,4.0,2.0,4.0,,1.0,4.0,,1.0,5.0,6.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,4.0,0.14285714285714285,0.20833333333333334,0.20833333333333334,0.4166666666666667,,,1.0,0.6666666666666666,,0.25,0.5,0.5,0.75,,,87.09677419354838,,21.5,10.857142857142858,18.75,10.857142857142858,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,0.5,0.5833333333333334,0.49688333333333334,,,8.5,25.96,1.0,2.0,2.0,,1.0,1.0,0.25,0.25,0.25,,,0.4843,0.3333333333333333,1.0,1.0,,,1.0,0.5,,0.08333333333333333,,1.0,1.0,,,1.0,1.0,,0.5,0.5,,,0.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.1,0.08333333333333333,0.25,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629630-202685,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Ja Morant, Jonas Valanciunas","Jones, Jackson, Brooks, Morant, Valanciunas",1626145-1628367-1628415-1629630-202685,MEM,195.0,5,3.0,1.0,7.0,7.0,1.0,14.0,1.0,1.0,,,3.0,1.0,1.0,3.0,5.0,7.0,6.0,1.0,2.0,3.0,,1.0,,1.0,4.0,1.0,5.0,2.0,2.0,,2.0,,3.0,5.0,1.0,,,,,5.0,1.0,0.25,0.5833333333333334,0.75,,,1.0,,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,,0.3333333333333333,,103.38461538461539,,12.714285714285714,15.142857142857142,12.571428571428571,13.714285714285714,0.25,,,,0.75,1.0,1.0,0.5072625000000001,0.3333333333333333,0.5,0.7,27.900000000000002,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,0.2857142857142857,,3.0,,,,0.6,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,0.75,1.0,1.0,0.3375,0.25,0.42857142857142855,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629630-203476,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Ja Morant, Gorgui Dieng","Jones, Jackson, Brooks, Morant, Dieng",1626145-1628367-1628415-1629630-203476,MEM,169.0,1,3.0,1.0,6.0,6.0,1.0,12.0,4.0,,,,1.0,4.0,5.0,1.0,1.0,9.0,8.0,,6.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,2.0,1.0,,,1.0,,8.0,0.8,0.6666666666666666,0.6428571428571429,0.16666666666666666,0.2,0.25,,,,1.0,,0.5,,1.0,,102.24852071005917,,12.666666666666666,15.5,11.833333333333334,14.0,0.6666666666666666,,,,0.16666666666666666,,0.8333333333333334,0.5734666666666667,0.14285714285714285,0.16666666666666666,5.54,25.6,,1.0,,,1.0,1.0,,,0.5,,,,0.1111111111111111,1.0,,,,,,,0.16666666666666666,,2.0,1.0,,,3.0,,1.0,0.75,1.0,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,9.0,,9.0,6.0,0.6428571428571429,,0.16666666666666666,0.5734666666666667,,1.0,1.0,2.0,3.0,4.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.8,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629634-203476,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Brandon Clarke, Gorgui Dieng","Jones, Jackson, Brooks, Clarke, Dieng",1626145-1628367-1628415-1629634-203476,MEM,337.0,2,6.0,9.0,12.0,11.0,5.0,23.0,11.0,4.0,,2.0,2.0,6.0,15.0,2.0,2.0,17.0,8.0,5.0,8.0,2.0,1.0,1.0,5.0,3.0,5.0,6.0,11.0,,,,,,4.0,4.0,1.0,,,,,9.0,0.4,0.4411764705882353,0.4444444444444444,0.11764705882352941,0.06666666666666667,0.09090909090909091,,0.5555555555555556,1.0,1.0,1.0,0.6,1.0,1.0,1.0,98.27893175074185,,16.75,12.363636363636363,15.5,12.363636363636363,0.6470588235294118,0.11764705882352941,,,0.11764705882352941,0.6666666666666666,0.7647058823529411,0.5508,0.05555555555555555,0.0625,4.6,26.55,4.0,8.0,8.0,,1.0,1.0,0.8,0.6666666666666666,0.6666666666666666,,,0.56236,0.47058823529411764,2.0,2.0,,,,1.0,1.0,0.11764705882352941,,1.0,1.0,,,6.0,4.0,,0.5454545454545454,0.6,,,1.0,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,,2.0,1.0,0.5,0.5,,,,0.1111111111111111,,0.5,0.5,1.0,0.5,3.0,1.0,1.0,1.0,6.0,,6.0,3.0,1.0,,0.5,0.52835,,0.35294117647058826,0.25,3.0,1.0,1.0,,1.0,1.0,4.0,2.0,2.0,,,,0.3333333333333333,1.0,1.0,1.25,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
1626145-1628367-1628415-1629634-203524,1610612763,"Tyus Jones, Josh Jackson, Dillon Brooks, Brandon Clarke, Solomon Hill","Jones, Jackson, Brooks, Clarke, Hill",1626145-1628367-1628415-1629634-203524,MEM,87.0,1,1.0,-3.0,2.0,3.0,1.0,5.0,1.0,,1.0,2.0,,1.0,3.0,,,2.0,5.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.5,,,,0.5,1.0,,,82.75862068965517,,17.5,17.333333333333332,16.5,17.333333333333332,0.3333333333333333,0.6666666666666666,0.5,0.5,,,0.3333333333333333,0.49910000000000004,,,5.933333333333334,,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,,,0.459,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2020,2019-20,False
