EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,DefensiveGoaltends,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFGM,PtsUnassisted2s,BadPassSteals,BadPassTurnovers,2pt And 1 Free Throw Trips,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefShortMidRangeReboundPct,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,StepOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,Corner3FGA,ShortMidRangeAssists,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Offensive Fouls Drawn,Corner3FGM,Corner3Assists,Charge Fouls,Loose Ball Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SelfOReb,SecondChanceTurnovers,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangeAssists,LongMidRangePctAssisted,Charge Fouls Drawn,OffCorner3ReboundPct,SecondChanceCorner3FGA,Fg3aBlocked,Travels,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,team_id,year,season,team_vs
1626209-1629014-1629018-1629658-203468,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Jaylen Hoard, CJ McCollum","Hezonja, Simons, Trent Jr., Hoard, McCollum",1626209-1629014-1629018-1629658-203468,POR,3.0,1,-2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1.0,480.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-202355-203081,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Hassan Whiteside, Damian Lillard","Hezonja, Simons, Trent Jr., Whiteside, Lillard",1626209-1629014-1629018-202355-203081,POR,285.0,2,-6.0,12.0,10.0,22,19.0,,,,,,111.15789473684211,9.5,9.333333333333334,5.0,10.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,2.0,3.0,13.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,6.0,2.0,4.0,1.0,1.0,12.0,8.0,4.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2222222222222222,0.5,0.45454545454545453,0.8333333333333334,0.5,0.25,0.8,0.18181818181818182,0.2222222222222222,0.3333333333333333,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,1.0,17.1,16.4,0.36363636363636365,0.5,0.5,1.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5454545454545454,1.0,0.4788363636363636,0.5138,0.44028333333333336,0.08333333333333333,0.1,0.07692307692307693,0.6153846153846154,7.788888888888888,25.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-202355-203468,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Hassan Whiteside, CJ McCollum","Hezonja, Simons, Trent Jr., Whiteside, McCollum",1626209-1629014-1629018-202355-203468,POR,35.0,1,,1.0,1.0,2,,,,1.0,1.0,,82.28571428571428,16.0,16.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-203081-203994,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Damian Lillard, Jusuf Nurkic","Hezonja, Simons, Trent Jr., Lillard, Nurkic",1626209-1629014-1629018-203081-203994,POR,85.0,1,-2.0,4.0,4.0,7,2.0,,,,,,118.58823529411764,9.5,9.5,1.0,3.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.6666666666666666,,,1.0,15.666666666666666,15.666666666666666,,,,,,,1.0,,,,,,,,,1.0,,0.56055,,,,,,,,26.566666666666666,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-203468-203994,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., CJ McCollum, Jusuf Nurkic","Hezonja, Simons, Trent Jr., McCollum, Nurkic",1626209-1629014-1629018-203468-203994,POR,192.0,1,1.0,7.0,4.0,15,7.0,1.0,1.0,2.0,2.0,,112.5,16.142857142857142,16.0,3.0,8.0,7.0,,1.0,1.0,,1.0,1.0,2.0,,,2.0,,2.0,3.0,3.0,,2.0,2.0,8.0,,,,3.0,3.0,,2.0,1.0,7.0,,,,2.0,,,,,,,,,,2.0,3.0,,3.0,2.0,1.0,2.0,4.0,2.0,,3.0,2.0,,8.0,7.0,7.0,,,,,,,,1.0,1.0,0.6,0.6,0.6666666666666666,,0.7,0.4,,,,,1.0,0.75,,,,9.875,9.875,0.2,1.0,1.0,,0.4,,0.4,,,,,0.2,1.0,0.4,,0.6,,0.47523,,0.47523,0.3333333333333333,0.5,,0.875,6.2,24.85,0.875,,1.0,,0.5,,1.0,0.5,,2.0,6.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629658-202355-203468,1610612757,"Mario Hezonja, Anfernee Simons, Jaylen Hoard, Hassan Whiteside, CJ McCollum","Hezonja, Simons, Hoard, Whiteside, McCollum",1626209-1629014-1629658-202355-203468,POR,33.0,1,1.0,1.0,1.0,2,1.0,,,,,,87.27272727272727,6.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,2.0,2.0,,2.0,2.0,,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,0.5,1.0,0.5,1.0,,,,,,,1.0,,,27.0,22.0,,,,,,,1.0,,,,,,,1.0,,1.0,,0.5397,,0.5397,0.5,1.0,1.0,1.0,,25.4,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629658-203468-2546,1610612757,"Mario Hezonja, Anfernee Simons, Jaylen Hoard, CJ McCollum, Carmelo Anthony","Hezonja, Simons, Hoard, McCollum, Anthony",1626209-1629014-1629658-203468-2546,POR,106.0,1,3.0,4.0,4.0,9,4.0,,1.0,1.0,1.0,,122.26415094339623,16.0,16.0,2.0,5.0,5.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,,,,1.0,2.0,1.0,1.0,2.0,7.0,2.0,,3.0,1.0,1.0,,1.0,,1.0,,1.0,2.0,,2.0,2.0,,2.0,,,,,2.0,,3.0,1.0,,7.0,7.0,5.0,,1.0,1.0,,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.875,,0.875,0.3333333333333333,,,,,1.0,1.0,,,1.0,8.4,8.4,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.458,,0.458,0.5,0.3333333333333333,,1.0,9.45,25.1,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-202355-203468-2546,1610612757,"Mario Hezonja, Anfernee Simons, Hassan Whiteside, CJ McCollum, Carmelo Anthony","Hezonja, Simons, Whiteside, McCollum, Anthony",1626209-1629014-202355-203468-2546,POR,28.0,1,-3.0,1.0,1.0,2,3.0,,,,,,102.85714285714286,7.0,7.0,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,,,,,1.0,,,,,,,,,,,,,0.3878,,0.3878,,,,,5.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-203468-203994-2546,1610612757,"Mario Hezonja, Anfernee Simons, CJ McCollum, Jusuf Nurkic, Carmelo Anthony","Hezonja, Simons, McCollum, Nurkic, Anthony",1626209-1629014-203468-203994-2546,POR,45.0,1,-5.0,3.0,3.0,5,5.0,,,,,,160.0,8.0,8.0,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,10.5,10.5,,,,,0.5,0.5,,,,,,,,,,,,0.45265,,0.45265,,,,,14.05,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629018-202355-203081-203468,1610612757,"Mario Hezonja, Gary Trent Jr., Hassan Whiteside, Damian Lillard, CJ McCollum","Hezonja, Trent Jr., Whiteside, Lillard, McCollum",1626209-1629018-202355-203081-203468,POR,39.0,1,,1.0,1.0,3,3.0,,,,,,110.76923076923076,11.0,11.0,1.0,2.0,,,,,,,,1.0,,,,,,,1.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,3.0,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,14.0,14.0,,,,,1.0,,,,,,,,,,,,,0.3903,,,0.5,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
