EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG2M,FG2A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg2ptShotDistance,DefLongMidRangeReboundPct,ShortMidRangeFGM,PenaltyFG2M,PenaltyFG2A,ShortMidRangeAssists,Offensive Fouls,PenaltyFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceOffPoss,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsPutbacks,Fg3aBlocked,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SelfOReb,SecondChanceFg3Pct,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3FGM,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,DefensiveGoaltends,AtRimPctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,StepOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,HeaveAttempts,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,Charge Fouls,3SecondViolations,Defensive 3 Seconds Violations,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626144-1626220-1627777-1628378-202334,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Donovan Mitchell, Ed Davis","Mudiay, O'Neale, Niang, Mitchell, Davis",1626144-1626220-1627777-1628378-202334,UTA,54.0,1,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,106.66666666666666,16.5,10.5,16.5,10.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.559725,0.559725,1.0,25.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-1628378-203497,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Donovan Mitchell, Rudy Gobert","Mudiay, O'Neale, Niang, Mitchell, Gobert",1626144-1626220-1627777-1628378-203497,UTA,380.0,2,6.0,3.0,13.0,14.0,2.0,2.0,27.0,,,,,3.0,1.0,1.0,3.0,13.0,10.0,,1.0,,,3.0,,2.0,,4.0,3.0,7.0,7.0,2.0,3.0,13.0,,2.0,,0.3333333333333333,,0.3333333333333333,0.5,,0.5416666666666666,,0.2727272727272727,1.0,0.8571428571428571,1.0,102.31578947368422,13.153846153846153,14.928571428571429,13.153846153846153,14.5,,,,,0.2727272727272727,,,1.0,0.36363636363636365,0.5018272727272728,0.57435,,26.53333333333333,0.15384615384615385,1.0,1.0,4.0,3.0,3.0,1.0,4.0,8.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,0.125,0.25,0.5,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,0.2727272727272727,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-1628396-202711,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Bojan Bogdanovic","Mudiay, O'Neale, Niang, Bradley, Bogdanovic",1626144-1626220-1627777-1628396-202711,UTA,95.0,1,2.0,-5.0,4.0,4.0,,,8.0,,1.0,,,1.0,,,2.0,2.0,7.0,,,,,1.0,,,,,1.0,1.0,1.0,,,2.0,,,,,,,0.25,,0.25,,0.5,1.0,1.0,,121.26315789473685,13.75,10.0,13.75,10.0,0.25,,,,0.25,,,,0.75,0.5414375,,,25.4,,1.0,1.0,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.25,1.0,1.0,,0.25,,,,,,,,2.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-1628396-203903,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Jordan Clarkson","Mudiay, O'Neale, Niang, Bradley, Clarkson",1626144-1626220-1627777-1628396-203903,UTA,309.0,2,5.0,4.0,11.0,9.0,4.0,5.0,20.0,2.0,2.0,,,2.0,2.0,2.0,4.0,12.0,8.0,,2.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,4.0,12.0,2.0,4.0,0.5,0.5,,0.5,0.6,0.25,0.6,0.25,0.4,0.25,0.625,,93.20388349514562,11.727272727272727,20.0,11.727272727272727,19.77777777777778,0.2,1.0,1.0,0.5,0.2,,,0.5,0.4,0.47670500000000005,0.48135,0.16666666666666666,24.5,0.36363636363636365,,,5.0,,1.0,,3.0,6.0,,2.0,4.0,3.0,,,1.0,,,4.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,1.0,0.5,1.0,,,,,,,0.5,0.1,,,,,,,12.516666666666666,,3.0,1.0,2.0,1.0,1.0,0.5,0.6,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-201145-204060,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Jeff Green, Joe Ingles","Mudiay, O'Neale, Niang, Green, Ingles",1626144-1626220-1627777-201145-204060,UTA,20.0,2,,,1.0,1.0,1.0,,2.0,,,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,144.0,10.0,10.0,,10.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-202711-203497,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Bojan Bogdanovic, Rudy Gobert","Mudiay, O'Neale, Niang, Bogdanovic, Gobert",1626144-1626220-1627777-202711-203497,UTA,492.0,3,8.0,3.0,19.0,17.0,1.0,9.0,36.0,,,,,3.0,,1.0,3.0,21.0,18.0,,,2.0,3.0,3.0,1.0,4.0,,9.0,4.0,7.0,9.0,3.0,5.0,19.0,2.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5277777777777778,1.0,0.5526315789473685,1.0,0.16666666666666666,1.0,1.0,1.0,105.3658536585366,12.894736842105264,14.529411764705882,12.105263157894736,14.529411764705882,,,,,0.16666666666666666,,,,0.4444444444444444,0.4475472222222222,0.3037,0.09523809523809523,25.96666666666667,0.05263157894736842,2.0,5.0,6.0,2.0,4.0,1.0,8.0,15.0,2.0,6.0,10.0,,1.0,,3.0,1.0,,2.0,1.0,3.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,2.0,,1.0,1.0,,1.0,1.0,0.375,0.42857142857142855,0.5333333333333333,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.2777777777777778,0.4,0.4,0.5,0.3333333333333333,0.2222222222222222,0.5,0.5,,0.3333333333333333,0.5,0.3333333333333333,9.433333333333334,,4.0,1.0,1.0,2.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,2.0,,2.0,,,0.5,0.09523809523809523,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.5,0.2222222222222222,0.5,0.5,1.0,0.5,0.53085,0.05263157894736842,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-203497-203903,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Rudy Gobert, Jordan Clarkson","Mudiay, O'Neale, Niang, Gobert, Clarkson",1626144-1626220-1627777-203497-203903,UTA,128.0,1,2.0,5.0,4.0,4.0,4.0,,8.0,1.0,2.0,1.0,2.0,,,1.0,2.0,7.0,2.0,1.0,2.0,7.0,3.0,,1.0,2.0,1.0,5.0,1.0,3.0,7.0,,1.0,2.0,7.0,4.0,1.0,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.25,0.5,0.75,0.5,90.0,16.5,15.5,11.75,15.0,0.25,0.5,0.5,1.0,,0.25,0.5,,0.625,0.52155,0.52155,1.0,22.95,1.0,1.0,3.0,2.0,,1.0,,2.0,6.0,,2.0,2.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,0.5,1.0,0.3333333333333333,0.16666666666666666,,,,1.0,,1.0,1.0,,0.375,0.3333333333333333,0.3333333333333333,,0.25,0.125,,,,,,,6.133333333333333,,1.0,2.0,6.0,1.0,,0.3333333333333333,0.5,0.5,1.0,3.0,,5.0,,,0.625,0.7142857142857143,,1.0,3.0,1.0,2.0,,,1.0,3.0,4.0,,,0.3333333333333333,0.625,,,0.75,1.0,0.8,1.0,,,,0.5364333333333333,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.25,1.0,1.0,0.375,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1627777-203497-204060,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Rudy Gobert, Joe Ingles","Mudiay, O'Neale, Niang, Gobert, Ingles",1626144-1626220-1627777-203497-204060,UTA,216.0,5,4.0,13.0,10.0,8.0,3.0,3.0,18.0,,,,,2.0,1.0,2.0,2.0,15.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,2.0,,5.0,3.0,7.0,8.0,1.0,2.0,12.0,6.0,3.0,0.5,1.0,1.0,1.0,0.625,0.75,0.75,0.75,0.25,1.0,0.875,1.0,120.0,9.3,15.375,6.9,15.125,,,,,0.25,,,0.5,0.5,0.444175,0.328825,0.4,27.5,0.3,1.0,2.0,4.0,,,2.0,2.0,6.0,5.0,2.0,2.0,3.0,2.0,,1.0,,,4.0,,,,,,1.0,,1.0,1.0,,4.0,7.0,,,,,,,0.5,0.5,0.3333333333333333,,,,,0.8,1.0,0.75,1.0,,0.25,0.5,0.5,,0.5,,,,,1.0,1.0,1.0,5.916666666666667,1.0,1.0,,1.0,1.0,,,0.25,0.25,1.0,3.0,3.0,3.0,3.0,,0.5,0.2,,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,0.25,,0.25,0.3333333333333333,,0.5,,0.454,0.4,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1628378-1628396-202711,1610612762,"Emmanuel Mudiay, Royce O'Neale, Donovan Mitchell, Tony Bradley, Bojan Bogdanovic","Mudiay, O'Neale, Mitchell, Bradley, Bogdanovic",1626144-1626220-1628378-1628396-202711,UTA,37.0,1,1.0,-2.0,2.0,2.0,,2.0,4.0,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,155.67567567567568,8.5,10.0,8.5,10.0,0.5,,,,,,,,1.0,0.493175,,,22.8,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1626220-1628378-1629752-203903,1610612762,"Emmanuel Mudiay, Royce O'Neale, Donovan Mitchell, Juwan Morgan, Jordan Clarkson","Mudiay, O'Neale, Mitchell, Morgan, Clarkson",1626144-1626220-1628378-1629752-203903,UTA,41.0,1,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.5,0.5,,,,,70.2439024390244,17.0,24.0,17.0,23.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
