EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PenaltyAtRimFGA,FtPoints,PenaltyFG2A,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,PenaltyAtRimFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,BadPassTurnovers,Travels,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyArc3Frequency,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3FGA,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,PtsPutbacks,Defensive 3 Seconds Violations,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyFtPoints,PenaltyAtRimAccuracy,PenaltyArc3FGM,PenaltyFG3M,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,Charge Fouls,SecondChanceArc3FGM,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,SecondChanceTurnovers,Loose Ball Fouls Drawn,OffCorner3ReboundPct,PenaltyCorner3Frequency,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,DefensiveGoaltends,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,Charge Fouls Drawn,Clear Path Fouls,BlockedArc3,BlockedLongMidRange,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101150-1626149-1627826-1629013-202331,1610612746,"Lou Williams, Montrezl Harrell, Ivica Zubac, Landry Shamet, Paul George","Williams, Harrell, Zubac, Shamet, George",101150-1626149-1627826-1629013-202331,LAC,255.0,2,4.0,8.0,9.0,8.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,6.0,13.0,5.0,2.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,13.0,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.75,1.0,0.8333333333333334,1.0,0.5,1.0,1.0,96.0,14.0,16.125,14.0,16.0,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.5210777777777778,8.133333333333333,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1627826-1629013-202695,1610612746,"Lou Williams, Montrezl Harrell, Ivica Zubac, Landry Shamet, Kawhi Leonard","Williams, Harrell, Zubac, Shamet, Leonard",101150-1626149-1627826-1629013-202695,LAC,1.0,2,,-2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1627826-201976-202331,1610612746,"Lou Williams, Montrezl Harrell, Ivica Zubac, Patrick Beverley, Paul George","Williams, Harrell, Zubac, Beverley, George",101150-1626149-1627826-201976-202331,LAC,96.0,1,2.0,-8.0,3.0,4.0,7.0,,1.0,,,,,,,,,1.0,,,1.0,9.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.25,,,,,,,,,105.0,18.333333333333332,10.25,18.333333333333332,10.25,1.0,,,,,,,,,,,,,,,1.0,,0.6348,1.3,,2.0,4.0,2.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6348,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-1629010-201976,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Patrick Beverley","Williams, Harrell, Walton Jr., Robinson, Beverley",101150-1626149-1628476-1629010-201976,LAC,142.0,1,2.0,,5.0,6.0,11.0,1.0,3.0,,,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,6.0,6.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,,,3.0,,1.0,2.0,4.0,1.0,,1.0,5.0,,,1.0,1.0,1.0,0.25,0.5,0.5,0.2,1.0,,1.0,,1.0,,,111.54929577464789,11.2,14.333333333333334,10.8,14.333333333333334,0.6,0.3333333333333333,0.3333333333333333,,,0.2,,,,,,,0.2,1.0,1.0,0.8,1.0,0.5662499999999999,5.4,26.5,,,3.0,,,,1.0,,,,1.0,,2.0,2.0,1.0,,,,0.16666666666666666,0.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.4611,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-1629010-202331,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Paul George","Williams, Harrell, Walton Jr., Robinson, George",101150-1626149-1628476-1629010-202331,LAC,162.0,1,3.0,-4.0,6.0,6.0,12.0,,2.0,,,1.0,,,1.0,2.0,,3.0,1.0,2.0,7.0,11.0,,,3.0,,2.0,1.0,,1.0,1.0,,,3.0,,1.0,1.0,2.0,1.0,,2.0,7.0,,,1.0,0.5,0.5,,0.3,0.5,0.4,1.0,,1.0,,1.0,,,106.66666666666666,17.666666666666668,9.333333333333334,14.666666666666666,9.333333333333334,0.4,,,,,0.2,,,,,,,0.4,0.5,0.5,0.8,0.5,0.44980000000000003,8.200000000000001,25.95,,,1.0,,,,4.0,,,,1.0,,,5.0,1.0,,,,0.2857142857142857,0.25,2.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,0.3333333333333333,0.25,0.5,,1.0,0.5,0.4325,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-1629010-202695,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Kawhi Leonard","Williams, Harrell, Walton Jr., Robinson, Leonard",101150-1626149-1628476-1629010-202695,LAC,99.0,1,2.0,3.0,4.0,4.0,8.0,2.0,3.0,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,7.0,4.0,4.0,,3.0,,1.0,1.0,2.0,1.0,3.0,,2.0,7.0,,1.0,2.0,3.0,,,,7.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,1.0,,0.5,1.0,,,,116.36363636363637,8.0,16.75,8.0,16.25,0.75,0.6666666666666666,1.0,1.0,,,,,,,,,0.25,1.0,1.0,1.0,1.0,0.5246625,2.4,25.7,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-1629010-203090,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Maurice Harkless","Williams, Harrell, Walton Jr., Robinson, Harkless",101150-1626149-1628476-1629010-203090,LAC,403.0,2,7.0,5.0,15.0,15.0,30.0,2.0,3.0,4.0,3.0,3.0,,,1.0,4.0,7.0,10.0,1.0,4.0,19.0,14.0,6.0,8.0,3.0,,3.0,1.0,3.0,1.0,4.0,,1.0,9.0,5.0,2.0,7.0,9.0,1.0,1.0,2.0,19.0,0.42857142857142855,0.42857142857142855,1.0,0.25,0.3333333333333333,0.7,0.6071428571428571,0.6333333333333333,0.2857142857142857,0.4,0.8333333333333334,0.6363636363636364,0.5,,1.0,0.6666666666666666,107.19602977667493,11.533333333333333,15.333333333333334,11.4,14.2,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.21428571428571427,1.0,1.0,,,,,0.2857142857142857,0.25,0.25,0.5,0.3333333333333333,0.4579384615384615,9.67,36.025,3.0,7.0,1.0,3.0,0.2,,2.0,2.0,1.0,,3.0,1.0,,2.0,1.0,0.3333333333333333,,0.37435,0.06666666666666667,0.09090909090909091,1.0,,1.0,,,1.0,2.0,,2.0,,,,2.0,,,1.0,0.5,1.0,,1.0,,0.2957,,,,,,,,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-201976-202331,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Patrick Beverley, Paul George","Williams, Harrell, Walton Jr., Beverley, George",101150-1626149-1628476-201976-202331,LAC,103.0,1,2.0,3.0,3.0,4.0,7.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,6.0,3.0,,,3.0,,1.0,1.0,,1.0,1.0,,,3.0,2.0,,2.0,2.0,,,1.0,6.0,,,1.0,1.0,1.0,,0.75,1.0,0.5,,0.6666666666666666,0.6666666666666666,,,1.0,0.5,97.86407766990291,10.333333333333334,18.0,10.333333333333334,16.0,0.5,,,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,0.503575,2.1,27.6,,,1.0,,,,3.0,,,,,,1.0,3.0,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-201976-203090,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Patrick Beverley, Maurice Harkless","Williams, Harrell, Walton Jr., Beverley, Harkless",101150-1626149-1628476-201976-203090,LAC,290.0,1,5.0,2.0,10.0,9.0,19.0,1.0,2.0,2.0,,3.0,2.0,3.0,,2.0,1.0,7.0,2.0,5.0,9.0,7.0,2.0,,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,,,1.0,3.0,1.0,1.0,0.5,0.4,0.4,0.14285714285714285,0.3333333333333333,0.34615384615384615,0.4166666666666667,1.0,0.5,0.8571428571428571,1.0,1.0,1.0,,94.3448275862069,13.4,17.333333333333332,11.8,15.777777777777779,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,0.25,,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,,,0.5833333333333334,,0.5059791666666666,10.942857142857141,24.880000000000003,,,1.0,,,,1.0,,,,,,,2.0,1.0,,,,0.07692307692307693,0.125,3.0,1.0,1.0,1.0,6.0,,3.0,,3.0,1.0,,,,1.0,,0.5,0.3333333333333333,1.0,0.125,,0.5,0.58375,0.6666666666666666,,,,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
101150-1626149-1628476-202331-202335,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Paul George, Patrick Patterson","Williams, Harrell, Walton Jr., George, Patterson",101150-1626149-1628476-202331-202335,LAC,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,True
