EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFG3A,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,SelfOReb,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,PenaltyOffPoss,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyFG2M,ShortMidRangeAssists,Steals,LostBallSteals,PenaltyFg2Pct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PenaltyFtPoints,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,LiveBallTurnoverPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,BadPassSteals,SecondChanceArc3FGA,BadPassOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceArc3Frequency,Travels,SecondChanceFtPoints,Technical Free Throw Trips,PtsUnassisted3s,PtsPutbacks,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,HeaveAttempts,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,LongMidRangeAssists,LongMidRangePctAssisted,OffLongMidRangeReboundPct,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,DefensiveGoaltends,BlockedLongMidRange,Corner3PctBlocked,OffensiveGoaltends,LongMidRangePctBlocked,Defensive 3 Seconds Violations,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
1626153-1626161-1627827-1628382-1628467,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Justin Jackson, Maxi Kleber","Wright, Cauley-Stein, Finney-Smith, Jackson, Kleber",1626153-1626161-1627827-1628382-1628467,DAL,238.0,1,4.0,-7.0,7.0,8.0,1.0,15.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,5.0,12.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.5,0.5,0.16666666666666666,0.3125,0.3125,0.25,1.0,0.5,1.0,0.75,0.16666666666666666,1.0,1.0,1.0,1.0,90.7563025210084,1.0,17.285714285714285,14.625,16.571428571428573,14.125,0.375,0.375,0.3333333333333333,0.3333333333333333,0.125,1.0,1.0,1.0,0.125,0.25,0.46420625,12.85,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-1628382-1628973,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Justin Jackson, Jalen Brunson","Wright, Cauley-Stein, Finney-Smith, Jackson, Brunson",1626153-1626161-1627827-1628382-1628973,DAL,60.0,1,1.0,-2.0,2.0,2.0,1.0,4.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,0.5,,1.0,1.0,1.0,0.5,1.0,,,1.0,96.0,,15.5,14.5,15.0,14.5,0.5,,,,,,,,0.5,0.5,0.4719,5.3,27.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-1628467-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Maxi Kleber, Seth Curry","Wright, Cauley-Stein, Finney-Smith, Kleber, Curry",1626153-1626161-1627827-1628467-203552,DAL,131.0,1,2.0,-4.0,4.0,3.0,1.0,7.0,3.0,,,,1.0,,2.0,4.0,,1.0,4.0,8.0,,2.0,,,,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,,4.0,,,,0.5,0.4,0.4,0.2,,,,,0.3333333333333333,,,,,76.94656488549619,,22.75,13.333333333333334,19.75,13.333333333333334,0.6,,,,0.2,,,,,0.4,0.46736000000000005,8.45,23.2,,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.2,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-1628973-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Jalen Brunson, Seth Curry","Wright, Cauley-Stein, Finney-Smith, Brunson, Curry",1626153-1626161-1627827-1628973-203552,DAL,88.0,1,1.0,2.0,2.0,3.0,1.0,5.0,2.0,,,1.0,1.0,,,2.0,1.0,1.0,3.0,1.0,,,3.0,,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,,1.0,1.0,1.0,,0.5,0.5,0.3333333333333333,1.0,1.0,,1.0,0.5,,,1.0,,81.81818181818183,,18.5,17.0,17.5,10.666666666666666,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,0.46121666666666666,6.35,22.7,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,0.5,0.5,,,,,,,,1.0,0.61605,1.0,1.0,3.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-1629151-200826,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Ryan Broekhoff, J.J. Barea","Wright, Cauley-Stein, Finney-Smith, Broekhoff, Barea",1626153-1626161-1627827-1629151-200826,DAL,94.0,1,2.0,3.0,3.0,3.0,,6.0,,,,,,2.0,,1.0,1.0,2.0,3.0,,,,3.0,2.0,1.0,1.0,,3.0,,2.0,1.0,3.0,,3.0,1.0,,,,,,3.0,1.0,0.5,0.5,,0.5,0.5,0.6666666666666666,1.0,1.0,,1.0,,,1.0,,1.0,91.91489361702128,,14.0,17.333333333333332,14.0,17.333333333333332,,,,,,,,,0.6666666666666666,1.0,0.50725,2.5,26.4,,,,1.0,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.50725,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-1629151-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Ryan Broekhoff, Seth Curry","Wright, Cauley-Stein, Finney-Smith, Broekhoff, Curry",1626153-1626161-1627827-1629151-203552,DAL,124.0,1,2.0,5.0,5.0,5.0,,10.0,2.0,,,,,1.0,1.0,3.0,1.0,1.0,7.0,2.0,,,3.0,1.0,1.0,2.0,,5.0,,2.0,2.0,4.0,,4.0,,1.0,1.0,,1.0,1.0,7.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.7,0.25,0.6666666666666666,1.0,,0.8,,,0.5,1.0,1.0,116.1290322580645,1.0,13.0,11.8,13.0,11.6,0.5,,,,,,,,0.25,0.5,0.518575,3.966666666666667,24.8,,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,1.0,2.0,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-201584-203501,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Courtney Lee, Tim Hardaway Jr.","Wright, Cauley-Stein, Finney-Smith, Lee, Hardaway Jr.",1626153-1626161-1627827-201584-203501,DAL,44.0,1,1.0,-5.0,1.0,2.0,,3.0,,,,,1.0,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,98.18181818181819,,17.0,13.5,17.0,13.5,,,,,1.0,,,,,1.0,0.57345,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1627827-203501-203552,1610612742,"Delon Wright, Willie Cauley-Stein, Dorian Finney-Smith, Tim Hardaway Jr., Seth Curry","Wright, Cauley-Stein, Finney-Smith, Hardaway Jr., Curry",1626153-1626161-1627827-203501-203552,DAL,87.0,1,1.0,1.0,3.0,3.0,,6.0,,,,,,1.0,2.0,2.0,,1.0,4.0,3.0,,,,1.0,,2.0,,4.0,,1.0,1.0,2.0,,2.0,1.0,,,,,,4.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,,1.0,,,1.0,,,99.3103448275862,,13.666666666666666,15.333333333333334,13.666666666666666,15.333333333333334,,,,,,,,,0.3333333333333333,1.0,0.5343833333333333,2.15,26.0,,,,,2.0,2.0,,,,4.0,2.0,2.0,,,1.0,1.0,1.0,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1628382-1628467-1628973,1610612742,"Delon Wright, Willie Cauley-Stein, Justin Jackson, Maxi Kleber, Jalen Brunson","Wright, Cauley-Stein, Jackson, Kleber, Brunson",1626153-1626161-1628382-1628467-1628973,DAL,118.0,1,2.0,-3.0,3.0,4.0,,7.0,1.0,,,,,1.0,1.0,1.0,,1.0,3.0,6.0,,,,1.0,,1.0,,2.0,,,,,,,1.0,,,,,,3.0,,,,1.0,0.5,0.5,0.5,,,,,,,,,,85.42372881355932,,14.333333333333334,18.75,14.333333333333334,16.75,0.5,,,,,,,,0.5,0.5,0.450275,5.8,25.6,,,,,,,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,,1.0,2.0,,,,,2.0,2.0,,0.5,0.5,,,,,,,0.5,,,0.450275,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626161-1628382-1628467-1629029,1610612742,"Delon Wright, Willie Cauley-Stein, Justin Jackson, Maxi Kleber, Luka Doncic","Wright, Cauley-Stein, Jackson, Kleber, Doncic",1626153-1626161-1628382-1628467-1629029,DAL,572.0,2,10.0,-8.0,20.0,22.0,2.0,42.0,6.0,,1.0,1.0,2.0,2.0,10.0,16.0,1.0,4.0,24.0,32.0,1.0,6.0,3.0,2.0,1.0,8.0,1.0,17.0,1.0,1.0,6.0,7.0,3.0,10.0,3.0,3.0,1.0,2.0,3.0,2.0,22.0,1.0,0.25,0.25,0.625,0.575,0.5714285714285714,0.2,0.75,0.5,0.3333333333333333,0.7,0.2222222222222222,,0.5,0.8,1.0,105.73426573426573,0.6666666666666666,13.65,13.590909090909092,13.15,13.181818181818182,0.3,0.05,,,0.1,0.5,0.5,1.0,0.1,0.65,0.5368225,5.33125,24.8,,,2.0,1.0,7.0,9.0,3.0,,,14.0,7.0,6.0,1.0,1.0,2.0,0.7,0.7,0.16666666666666666,,0.1111111111111111,0.45,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.5,0.5,,,,,2.0,,1.0,1.0,,,,0.08333333333333333,9.0,3.0,,,1.0,5.0,1.0,2.0,12.0,,,,,12.0,9.0,0.5,0.7857142857142857,0.75,,,,,,0.42857142857142855,0.14285714285714285,,,0.5894,0.5,0.45,1.0,5.0,5.0,4.0,0.19047619047619047,0.23529411764705882,,,,4.0,1.0,,,0.8,0.3333333333333333,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
