EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,FtPoints,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyTsPct,DefFTReboundPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Steals,LostBallSteals,ShootingFouls,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,LostBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Assists,Arc3PctAssisted,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,DeadBallTurnovers,Travels,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,Fg2aBlocked,AtRimAssists,SelfOReb,BadPassSteals,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGA,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3Frequency,BlockedShortMidRange,Loose Ball Fouls Drawn,Technical Free Throw Trips,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Charge Fouls Drawn,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,Offensive Fouls,ShortMidRangePctBlocked,HeaveAttempts,Loose Ball Fouls,OffLongMidRangeReboundPct,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Arc3PctBlocked,DefensiveGoaltends,LongMidRangePctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
101150-1626149-1627826-1629013-202331,1610612746,"Lou Williams, Montrezl Harrell, Ivica Zubac, Landry Shamet, Paul George","Williams, Harrell, Zubac, Shamet, George",101150-1626149-1627826-1629013-202331,LAC,255.0,2,4.0,-8.0,8.0,9.0,1.0,17.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,13.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3125,0.3125,0.375,1.0,1.0,0.25,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,1.0,96.0,16.125,14.0,16.0,14.0,0.375,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.5,1.0,0.125,1.0,0.75,0.5712,0.6393,5.24,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1627826-1629013-202695,1610612746,"Lou Williams, Montrezl Harrell, Ivica Zubac, Landry Shamet, Kawhi Leonard","Williams, Harrell, Zubac, Shamet, Leonard",101150-1626149-1627826-1629013-202695,LAC,1.0,2,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,2880.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1627826-201976-202331,1610612746,"Lou Williams, Montrezl Harrell, Ivica Zubac, Patrick Beverley, Paul George","Williams, Harrell, Zubac, Beverley, George",101150-1626149-1627826-201976-202331,LAC,96.0,1,2.0,8.0,4.0,3.0,,7.0,,,,,1.0,1.0,1.0,,,2.0,2.0,9.0,1.0,,,3.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,,,,1.0,9.0,0.5,1.0,1.0,,1.5,1.125,1.0,,1.0,,,1.0,,,,,,105.0,10.25,18.333333333333332,10.25,18.333333333333332,,,,,0.5,1.0,1.0,1.0,0.5,,1.0,0.551625,,,24.5,4.0,2.0,3.0,3.0,9.0,,2.0,4.0,,1.125,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,4.0,1.0,1.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.551625,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-1629010-201976,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Patrick Beverley","Williams, Harrell, Walton Jr., Robinson, Beverley",101150-1626149-1628476-1629010-201976,LAC,142.0,1,2.0,,6.0,5.0,,11.0,1.0,1.0,,2.0,,,,2.0,3.0,,,6.0,6.0,,2.0,,,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,6.0,,,,0.6666666666666666,0.6666666666666666,0.6,,1.0,0.3333333333333333,,,0.3333333333333333,,,,,,111.54929577464789,14.333333333333334,11.2,14.333333333333334,10.8,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,0.3333333333333333,0.4506666666666667,,6.733333333333333,,,,2.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,0.4,0.4,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-1629010-202331,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Paul George","Williams, Harrell, Walton Jr., Robinson, George",101150-1626149-1628476-1629010-202331,LAC,162.0,1,3.0,4.0,6.0,6.0,,12.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,11.0,7.0,,2.0,9.0,2.0,3.0,3.0,1.0,9.0,,1.0,2.0,3.0,,3.0,1.0,,1.0,2.0,11.0,1.0,1.0,1.0,0.5,1.1,1.1,0.6,1.0,0.6666666666666666,,1.0,0.75,,,,1.0,,106.66666666666666,9.333333333333334,17.666666666666668,9.333333333333334,14.666666666666666,0.2,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.4,,0.8,0.54488,,3.95,24.900000000000002,,,,,,,1.0,,,,,,,,,2.0,,,,,,2.0,,,2.0,,,,,,0.5,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-1629010-202695,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Kawhi Leonard","Williams, Harrell, Walton Jr., Robinson, Leonard",101150-1626149-1628476-1629010-202695,LAC,99.0,1,2.0,-3.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,,,,1.0,2.0,3.0,,1.0,4.0,7.0,1.0,4.0,,1.0,,,,,,,,1.0,1.0,2.0,,,1.0,,2.0,,,,0.6666666666666666,0.5,0.5,0.25,,,,,,0.5,,,,,116.36363636363637,16.75,8.0,16.25,8.0,0.5,0.5,0.5,,,,,,0.25,1.0,0.75,0.4476,,6.766666666666667,25.5,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-1629010-203090,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Jerome Robinson, Maurice Harkless","Williams, Harrell, Walton Jr., Robinson, Harkless",101150-1626149-1628476-1629010-203090,LAC,403.0,2,7.0,-5.0,15.0,15.0,3.0,30.0,4.0,8.0,3.0,3.0,,3.0,3.0,6.0,11.0,,6.0,14.0,19.0,3.0,6.0,,3.0,,3.0,,6.0,3.0,2.0,,2.0,4.0,6.0,1.0,1.0,1.0,2.0,10.0,,,,0.5454545454545454,0.35294117647058826,0.3888888888888889,0.35294117647058826,1.0,,0.6,1.0,0.5,0.36363636363636365,1.0,,1.0,,107.19602977667493,15.333333333333334,11.533333333333333,14.2,11.4,0.47058823529411764,0.5,0.5714285714285714,0.17647058823529413,0.17647058823529413,,,,0.17647058823529413,0.75,0.8235294117647058,0.5245441176470588,0.6209666666666667,3.9,24.766666666666666,7.0,3.0,2.0,2.0,10.0,,1.0,2.0,1.0,0.625,,0.7142857142857143,0.4666666666666667,,,,,1.0,,1.0,,,1.0,,1.0,,10.0,7.0,,0.5714285714285714,,,,,,0.14285714285714285,,,0.4636571428571429,,,2.0,6.0,3.0,1.0,,0.5,0.6,,0.6666666666666666,0.6666666666666666,0.5,,,2.0,,,2.0,4.0,2.0,1.0,,,,,,,0.6666666666666666,0.5,0.5,0.16666666666666666,,,,,0.6666666666666666,0.2857142857142857,3.0,4.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.09090909090909091,0.125,0.5,0.3333333333333333,0.1,0.5,0.25,0.5714285714285714,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-201976-202331,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Patrick Beverley, Paul George","Williams, Harrell, Walton Jr., Beverley, George",101150-1626149-1628476-201976-202331,LAC,103.0,1,2.0,-3.0,4.0,3.0,1.0,7.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,3.0,3.0,6.0,,,,1.0,,1.0,,2.0,,,1.0,1.0,1.0,2.0,,,,1.0,3.0,,,,1.0,0.25,0.3,0.75,,1.0,,,1.0,0.3333333333333333,,,,,97.86407766990291,18.0,10.333333333333334,16.0,10.333333333333334,0.25,1.0,1.0,,0.5,,,,0.25,,1.0,0.531225,,3.6,25.46666666666667,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,0.2,0.5,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-201976-203090,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Patrick Beverley, Maurice Harkless","Williams, Harrell, Walton Jr., Beverley, Harkless",101150-1626149-1628476-201976-203090,LAC,290.0,1,5.0,-2.0,9.0,10.0,1.0,19.0,1.0,4.0,1.0,2.0,,1.0,2.0,2.0,7.0,1.0,3.0,7.0,9.0,1.0,4.0,3.0,2.0,1.0,1.0,,3.0,,3.0,3.0,6.0,1.0,7.0,,,,1.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.35,0.35,0.3,,0.5,,1.0,0.6666666666666666,0.14285714285714285,,,1.0,1.0,94.3448275862069,17.333333333333332,13.4,15.777777777777779,11.8,0.4,0.25,0.25,0.2,0.1,,,,0.2,1.0,0.7,0.507545,,5.728571428571429,25.766666666666666,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,0.5,0.5,,,,,0.5,,,,1.0,,,,,,,1.0,0.5,0.5,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,0.5,,0.1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1628476-202331-202335,1610612746,"Lou Williams, Montrezl Harrell, Derrick Walton Jr., Paul George, Patrick Patterson","Williams, Harrell, Walton Jr., George, Patterson",101150-1626149-1628476-202331-202335,LAC,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
