EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,ShortMidRangeFGA,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,Offensive Fouls,LiveBallTurnoverPct,DefAtRimReboundPct,ShortMidRangeFrequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,Fg3aBlocked,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,PtsUnassisted3s,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SelfORebPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Travels,Technical Free Throw Trips,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627747-1627789-1629066-1629185-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Chris Chiozza, Tyler Johnson","LeVert, Luwawu-Cabarrot, Kurucs, Chiozza, Johnson",1627747-1627789-1629066-1629185-204020,BKN,78.0,1,1.0,3.0,3.0,6.0,,,,,,3.0,,,4.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,110.76923076923076,16.333333333333332,9.666666666666666,16.333333333333332,9.666666666666666,,,,,,,,0.34043333333333337,16.5,,-4.0,1.0,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34043333333333337,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1627789-1629066-1629725-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Jeremiah Martin, Tyler Johnson","LeVert, Luwawu-Cabarrot, Kurucs, Martin, Johnson",1627747-1627789-1629066-1629725-204020,BKN,139.0,1,2.0,5.0,5.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,4.0,,2.0,2.0,2.0,1.0,4.0,,2.0,2.0,3.0,,,,,4.0,1.0,1.0,1.0,0.4,0.4,0.6,0.5,,0.5,,,103.59712230215827,12.8,15.0,11.4,14.2,0.2,1.0,1.0,1.0,0.2,0.4,0.8,0.48377,10.3,24.8,-3.0,,,,1.0,1.0,2.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,0.2,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1610612751,2020,2019-20,False
1627747-1627789-1629066-202066-203925,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Garrett Temple, Joe Harris","LeVert, Luwawu-Cabarrot, Kurucs, Temple, Harris",1627747-1627789-1629066-202066-203925,BKN,280.0,2,5.0,11.0,11.0,22.0,1.0,1.0,2.0,5.0,1.0,2.0,7.0,8.0,9.0,2.0,,5.0,1.0,2.0,1.0,5.0,3.0,3.0,6.0,7.0,,,2.0,,5.0,1.0,1.0,0.5,0.2777777777777778,0.35,0.7777777777777778,1.0,0.75,0.8571428571428571,,0.75,113.14285714285714,11.181818181818182,14.272727272727273,10.181818181818182,13.454545454545455,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5555555555555556,0.8888888888888888,0.5614055555555555,5.4,25.485714285714288,-1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,0.5,1.0,0.1111111111111111,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,,0.2,0.2,1.0,0.2,7.0,4.0,1.0,,,,,1.0,1.0,4.0,3.0,,,1.0,3.0,1.0,1.0,5.0,7.0,,,,,,1.0,,1.0,,3.0,,1.0,,1.0,1.0,7.0,7.0,0.2,,1.5,0.4166666666666667,1.5,0.5,,,,0.16666666666666666,0.14285714285714285,,,1.0,,,,,,,,,,1.0,0.6666666666666666,0.25,,0.580375,,,0.375,0.875,0.6363636363636364,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.5,1.0,,,,,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,1.0,,,,,,,1.0,1.0,1610612751,2020,2019-20,False
1627747-1627789-1629066-202066-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Garrett Temple, Tyler Johnson","LeVert, Luwawu-Cabarrot, Kurucs, Temple, Johnson",1627747-1627789-1629066-202066-204020,BKN,92.0,1,2.0,3.0,3.0,6.0,1.0,2.0,,1.0,1.0,3.0,1.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.25,1.0,,1.0,,,93.91304347826086,23.333333333333332,7.333333333333333,23.333333333333332,7.333333333333333,0.5,0.5,1.0,1.0,,0.25,0.75,0.52725,8.166666666666666,27.5,-2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,0.6152,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,0.25,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1627789-1629185-203925-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Chris Chiozza, Joe Harris, Tyler Johnson","LeVert, Luwawu-Cabarrot, Chiozza, Harris, Johnson",1627747-1627789-1629185-203925-204020,BKN,31.0,1,1.0,2.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,139.3548387096774,13.5,4.0,13.5,4.0,1.0,1.0,1.0,,,,1.0,0.466,2.3,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.466,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1610612751,2020,2019-20,False
1627747-1628386-1629066-1629185-204020,1610612751,"Caris LeVert, Jarrett Allen, Rodions Kurucs, Chris Chiozza, Tyler Johnson","LeVert, Allen, Kurucs, Chiozza, Johnson",1627747-1628386-1629066-1629185-204020,BKN,92.0,1,2.0,2.0,3.0,5.0,1.0,1.0,,,1.0,2.0,,2.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,,2.0,1.0,1.0,0.5,0.5,0.5,,,1.0,1.0,,,78.26086956521739,23.0,15.333333333333334,23.0,15.333333333333334,0.5,1.0,1.0,1.0,,,0.5,0.4741,6.65,,-1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1628386-1629066-202066-203925,1610612751,"Caris LeVert, Jarrett Allen, Rodions Kurucs, Garrett Temple, Joe Harris","LeVert, Allen, Kurucs, Temple, Harris",1627747-1628386-1629066-202066-203925,BKN,456.0,2,8.0,17.0,18.0,35.0,4.0,6.0,2.0,2.0,4.0,9.0,4.0,8.0,22.0,8.0,,2.0,4.0,4.0,4.0,8.0,2.0,5.0,8.0,9.0,1.0,,2.0,,8.0,1.0,1.0,0.4444444444444444,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.8333333333333334,0.6666666666666666,0.7777777777777778,,0.6666666666666666,110.52631578947368,14.411764705882353,11.722222222222221,14.411764705882353,10.944444444444445,0.46153846153846156,0.6666666666666666,0.8,1.0,0.15384615384615385,0.15384615384615385,0.7692307692307693,0.5553230769230769,4.533333333333333,24.425,-14.0,3.0,1.0,,4.0,5.0,6.0,1.0,,0.2,1.0,0.23076923076923078,,,,,,,,,,,,,,,4.0,2.0,1.0,,,,,,,1.0,,,,,,2.0,,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,4.0,,,,0.3333333333333333,,0.3333333333333333,0.1111111111111111,,0.2,,0.1111111111111111,0.5,,1.0,,,,,,,,,,,0.3333333333333333,,,0.5410333333333334,,,,0.25,0.23529411764705882,1.0,2.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,2.0,3.0,,,,,1.0,,,0.5,,0.16666666666666666,,,1.0,,,,,0.5,,,,,,,0.6666666666666666,0.5,,,,,,,2.0,1.0,1.0,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1628386-1629066-202066-204020,1610612751,"Caris LeVert, Jarrett Allen, Rodions Kurucs, Garrett Temple, Tyler Johnson","LeVert, Allen, Kurucs, Temple, Johnson",1627747-1628386-1629066-202066-204020,BKN,134.0,1,2.0,4.0,6.0,10.0,,,,2.0,1.0,1.0,2.0,3.0,13.0,,,2.0,,,,,,1.0,1.0,1.0,,,2.0,,3.0,,,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,,1.0,,,107.46268656716417,16.0,11.666666666666666,16.0,11.666666666666666,,,,,,0.6666666666666666,0.6666666666666666,0.46964999999999996,7.4,26.6,-10.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,2.0,1.0,,,,,1.0,,2.0,3.0,2.0,,,,,,,,,1.0,1.0,,,,,3.0,3.0,,,,0.3333333333333333,,0.5,,,,,,,,,1.0,1.0,,,,,,,,,0.6666666666666666,,,0.46964999999999996,0.3333333333333333,1.0,,1.0,0.75,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1628386-1629185-202066-204020,1610612751,"Caris LeVert, Jarrett Allen, Chris Chiozza, Garrett Temple, Tyler Johnson","LeVert, Allen, Chiozza, Temple, Johnson",1627747-1628386-1629185-202066-204020,BKN,172.0,1,3.0,6.0,6.0,12.0,,,,5.0,,1.0,5.0,3.0,5.0,,,5.0,,1.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,3.0,,,,0.25,0.25,0.8333333333333334,1.0,0.5,0.6666666666666666,,0.5,100.46511627906976,15.666666666666666,13.0,15.666666666666666,10.666666666666666,,,,,,0.8333333333333334,0.8333333333333334,0.5185666666666667,18.3,26.32,-2.0,,,,,,2.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.2,0.2,,0.2,0.2,1.0,0.2,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,0.16666666666666666,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1629058-1629066-1629185-202066,1610612751,"Caris LeVert, Dzanan Musa, Rodions Kurucs, Chris Chiozza, Garrett Temple","LeVert, Musa, Kurucs, Chiozza, Temple",1627747-1629058-1629066-1629185-202066,BKN,38.0,1,1.0,1.0,2.0,3.0,,,,2.0,,,2.0,,4.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,113.6842105263158,25.0,6.5,24.0,5.5,,,,,,1.0,1.0,0.4617,,41.3,-4.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,0.4617,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1629058-1629066-1629185-204020,1610612751,"Caris LeVert, Dzanan Musa, Rodions Kurucs, Chris Chiozza, Tyler Johnson","LeVert, Musa, Kurucs, Chiozza, Johnson",1627747-1629058-1629066-1629185-204020,BKN,184.0,1,3.0,6.0,7.0,13.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,8.0,12.0,2.0,,2.0,1.0,2.0,1.0,5.0,,1.0,1.0,2.0,,,2.0,,6.0,0.5,1.0,0.6666666666666666,0.5833333333333334,0.5714285714285714,0.5,1.0,,1.0,,,101.7391304347826,14.333333333333334,14.0,14.166666666666666,14.0,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.5034916666666667,5.3,25.366666666666664,-4.0,1.0,,,,,2.0,,,,1.0,0.16666666666666666,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,0.5,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,2.0,,,,,2.0,2.0,,,,1.0,,1.0,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,0.5,0.3333333333333333,,1.0,,,,,,,,1.0,1.0,,,,,,,0.14285714285714285,0.25,0.25,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1629066-1629185-202066-204020,1610612751,"Caris LeVert, Rodions Kurucs, Chris Chiozza, Garrett Temple, Tyler Johnson","LeVert, Kurucs, Chiozza, Temple, Johnson",1627747-1629066-1629185-202066-204020,BKN,188.0,1,3.0,7.0,6.0,13.0,1.0,2.0,,2.0,3.0,5.0,2.0,13.0,10.0,2.0,,2.0,1.0,2.0,1.0,5.0,1.0,,1.0,2.0,,,1.0,,11.0,0.3333333333333333,0.3333333333333333,0.6,0.8571428571428571,0.9285714285714286,0.2857142857142857,,1.0,1.0,,1.0,99.57446808510639,12.571428571428571,16.666666666666668,12.0,16.666666666666668,0.2857142857142857,0.5,0.5,1.0,,0.2857142857142857,0.5714285714285714,0.5141214285714286,9.120000000000001,25.7,3.0,1.0,1.0,,,1.0,2.0,,,1.0,,0.14285714285714285,2.0,2.0,3.0,2.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,0.5,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,2.0,,,,,4.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,0.5,,0.5,,,,1.0,1.0,,,,,,,,,,,0.4251,,0.14285714285714285,0.2,0.15384615384615385,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,0.2857142857142857,0.5,0.5,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,1610612751,2020,2019-20,False
1627747-1629066-1629185-203925-204020,1610612751,"Caris LeVert, Rodions Kurucs, Chris Chiozza, Joe Harris, Tyler Johnson","LeVert, Kurucs, Chiozza, Harris, Johnson",1627747-1629066-1629185-203925-204020,BKN,161.0,1,3.0,6.0,5.0,11.0,,,2.0,,,1.0,2.0,3.0,8.0,,,,,1.0,,3.0,,1.0,1.0,1.0,,,1.0,,3.0,,,,0.5,0.375,0.6666666666666666,1.0,,1.0,1.0,,98.38509316770187,12.833333333333334,16.8,12.833333333333334,16.8,,,,,0.6666666666666666,,0.6666666666666666,0.51765,18.3,23.45,-5.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,1.0,3.0,,1.0,,1.0,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,0.25,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627789-1628386-1629058-1629185-202066,1610612751,"Timothe Luwawu-Cabarrot, Jarrett Allen, Dzanan Musa, Chris Chiozza, Garrett Temple","Luwawu-Cabarrot, Allen, Musa, Chiozza, Temple",1627789-1628386-1629058-1629185-202066,BKN,215.0,1,4.0,7.0,7.0,14.0,,,1.0,3.0,,1.0,4.0,6.0,8.0,,,3.0,,1.0,,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,,6.0,,,,0.3,0.42857142857142855,0.8,0.5,1.0,0.75,,,93.76744186046511,14.285714285714286,16.428571428571427,14.285714285714286,16.285714285714285,,,,,0.2,0.6,0.8,0.44522000000000006,15.9,26.175,-2.0,,,,,,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,6.0,3.0,,,,,,,,2.0,3.0,,,,,1.0,,3.0,3.0,,,,,,,,,,4.0,2.0,,,,,3.0,6.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.5,,,0.4511875,0.2857142857142857,0.6666666666666666,,0.5,0.8571428571428571,,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.2,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,False
1627789-1628386-1629185-202066-204020,1610612751,"Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Garrett Temple, Tyler Johnson","Luwawu-Cabarrot, Allen, Chiozza, Temple, Johnson",1627789-1628386-1629185-202066-204020,BKN,210.0,2,4.0,7.0,7.0,14.0,,1.0,,4.0,2.0,3.0,4.0,8.0,12.0,4.0,,4.0,2.0,3.0,,7.0,1.0,,1.0,2.0,,,1.0,,6.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5714285714285714,,1.0,1.0,,1.0,96.0,16.142857142857142,13.857142857142858,15.857142857142858,12.428571428571429,0.14285714285714285,,,,,0.5714285714285714,0.7142857142857143,0.5109,11.6,25.2,-4.0,1.0,,,,,2.0,,,,,0.14285714285714285,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,,0.25,0.25,1.0,0.25,,4.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,0.25,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.4445,,0.125,0.25,0.25,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.14285714285714285,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1610612751,2020,2019-20,False
1627789-1628386-1629725-203925-204020,1610612751,"Timothe Luwawu-Cabarrot, Jarrett Allen, Jeremiah Martin, Joe Harris, Tyler Johnson","Luwawu-Cabarrot, Allen, Martin, Harris, Johnson",1627789-1628386-1629725-203925-204020,BKN,55.0,1,1.0,2.0,2.0,4.0,,,,,,2.0,,1.0,3.0,,,,,,,,,1.0,1.0,1.0,,,2.0,,1.0,,,,,0.16666666666666666,,1.0,,1.0,1.0,,104.72727272727273,18.0,9.5,18.0,9.5,,,,,,,,0.37145,11.65,,-2.0,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1610612751,2020,2019-20,False
1627789-1628386-202066-203925-204020,1610612751,"Timothe Luwawu-Cabarrot, Jarrett Allen, Garrett Temple, Joe Harris, Tyler Johnson","Luwawu-Cabarrot, Allen, Temple, Harris, Johnson",1627789-1628386-202066-203925-204020,BKN,221.0,2,4.0,7.0,6.0,13.0,,1.0,2.0,2.0,3.0,4.0,4.0,9.0,10.0,2.0,,2.0,1.0,2.0,,5.0,1.0,,1.0,2.0,,,,,9.0,0.3333333333333333,0.3333333333333333,0.75,0.5625,0.5625,0.5,,0.3333333333333333,0.25,,0.3333333333333333,84.70588235294119,14.428571428571429,20.0,13.0,14.5,0.125,,,,0.25,0.25,0.625,0.4397,10.475,24.475,-1.0,2.0,,,,,2.0,,,,,0.25,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,,0.5,0.5,1.0,0.5,3.0,,2.0,,,2.0,,1.0,,1.0,,,,2.0,,3.0,,1.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,4.0,3.0,,,,0.5,,0.5,,,1.0,,0.25,1.0,,,1.0,1.0,,,,,,,,0.5,0.25,,0.512475,0.4124125,,,,0.4444444444444444,0.42857142857142855,,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.6666666666666666,,,,,,,,,,,0.125,1.0,1.0,0.5,,,0.25,,,,,,1.0,,,,,,,,1.0,,,,,,,1610612751,2020,2019-20,False
1627789-1629185-1629743-203925-204020,1610612751,"Timothe Luwawu-Cabarrot, Chris Chiozza, Donta Hall, Joe Harris, Tyler Johnson","Luwawu-Cabarrot, Chiozza, Hall, Harris, Johnson",1627789-1629185-1629743-203925-204020,BKN,243.0,1,4.0,9.0,9.0,18.0,,,,2.0,4.0,4.0,2.0,8.0,16.0,8.0,,2.0,4.0,4.0,,8.0,2.0,,2.0,2.0,,,3.0,,8.0,1.0,1.0,1.0,0.6666666666666666,0.5714285714285714,0.3333333333333333,,0.6666666666666666,0.4,,0.6666666666666666,106.66666666666667,13.777777777777779,13.222222222222221,13.777777777777779,12.666666666666666,,,,,,0.3333333333333333,0.3333333333333333,0.457675,11.6,25.5,-8.0,2.0,,,2.0,2.0,3.0,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.14285714285714285,0.2,,,0.1111111111111111,,,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,1610612751,2020,2019-20,False
