EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,FG2M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,AtRimFGA,ShortMidRangeFGM,PtsUnassisted2s,DefThreePtRebounds,BadPassTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3FGA,PenaltyArc3FGA,NonHeaveArc3FGA,FTDefRebounds,Offensive Fouls Drawn,3SecondViolations,DefFTReboundPct,Arc3Frequency,PenaltyArc3Frequency,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Travels,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1628365-1628411-1629109-202696-203095,1610612753,"Markelle Fultz, Wes Iwundu, Gary Clark, Nikola Vucevic, Evan Fournier","Fultz, Iwundu, Clark, Vucevic, Fournier",1628365-1628411-1629109-202696-203095,ORL,201.0,1,3.0,-11.0,6.0,7,3.0,13,1.0,1.0,2.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,93.13432835820895,19.5,12.0,19.5,12.0,0.5,0.5,0.3911,1.0,15.45,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-202696-203082-203095,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Iwundu, Vucevic, Ross, Fournier",1628365-1628411-202696-203082-203095,ORL,88.0,1,1.0,-2.0,3.0,3,3.0,6,,1.0,1.0,2.0,4.0,6.0,2.0,4.0,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,4.0,4.0,3.0,,0.6666666666666666,0.6666666666666666,,,,,98.18181818181819,19.333333333333332,10.0,19.333333333333332,10.0,,0.5,0.493475,1.0,18.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.493475,0.3333333333333333,0.5,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-202696-203082-203920,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, Terrence Ross, Khem Birch","Fultz, Iwundu, Vucevic, Ross, Birch",1628365-1628411-202696-203082-203920,ORL,167.0,2,3.0,-4.0,5.0,6,2.0,11,2.0,,3.0,,2.0,6.0,,2.0,2.0,3.0,3.0,,,1.0,1.0,1.0,,2.0,,1.0,4.0,,,,,2.0,2.0,2.0,,0.3333333333333333,0.5,0.5,1.0,0.6,,94.8502994011976,11.0,18.666666666666668,11.0,18.666666666666668,0.6666666666666666,,0.3959,1.0,7.1000000000000005,0.4,2.0,,,,1.0,,1.0,2.0,,,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,,,,0.3333333333333333,0.41985,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-202696-203516-203920,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, James Ennis III, Khem Birch","Fultz, Iwundu, Vucevic, Ennis III, Birch",1628365-1628411-202696-203516-203920,ORL,85.0,1,1.0,-5.0,2.0,2,,4,1.0,,1.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,67.76470588235294,25.0,17.5,25.0,17.5,0.5,,0.4989,,5.1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-201571-202696-203095,1610612753,"Markelle Fultz, Gary Clark, D.J. Augustin, Nikola Vucevic, Evan Fournier","Fultz, Clark, Augustin, Vucevic, Fournier",1628365-1629109-201571-202696-203095,ORL,470.0,5,8.0,-20.0,17.0,19,10.0,36,3.0,2.0,5.0,7.0,9.0,29.0,7.0,7.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,3.0,3.0,,7.0,8.0,1.0,9.0,7.0,10.0,1.0,0.3,0.3888888888888889,0.3333333333333333,0.5,0.8,,110.29787234042554,17.294117647058822,9.263157894736842,17.294117647058822,9.052631578947368,0.2727272727272727,0.18181818181818182,0.4671363636363637,0.7777777777777778,12.639999999999999,0.5882352941176471,6.0,,1.0,1.0,1.0,6.0,,3.0,2.0,,,,,,3.0,,,0.2,,0.09090909090909091,,0.5454545454545454,,,,0.09090909090909091,0.2,0.5454545454545454,0.46529,0.21428571428571427,0.375,25.933333333333334,,1.0,2.0,3.0,,,,,,,,1.0,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,5.0,1.0,5.0,2.0,1.0,1.0,1.0,0.45454545454545453,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-202696-203082-203095,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Clark, Vucevic, Ross, Fournier",1628365-1629109-202696-203082-203095,ORL,567.0,3,9.0,10.0,20.0,21,8.0,41,3.0,3.0,8.0,3.0,31.0,21.0,3.0,14.0,4.0,9.0,11.0,2.0,,,1.0,,,1.0,1.0,1.0,4.0,1.0,2.0,3.0,,29.0,14.0,8.0,,0.7380952380952381,1.0,,0.6666666666666666,0.7777777777777778,1.0,104.12698412698414,12.5,15.095238095238095,12.05,15.0,0.15,0.15,0.5126324999999999,0.45161290322580644,10.725,0.4,4.0,3.0,,,5.0,12.0,1.0,2.0,4.0,4.0,2.0,7.0,1.0,19.0,,0.4,0.5,0.625,0.5,0.7,0.9166666666666666,0.6,1.0,1.0,0.3333333333333333,,,0.7,0.4710083333333333,,,26.15833333333333,2.0,,6.0,3.0,,,,,,,1.0,1.0,0.5,,1.0,,0.1,,,12.0,4.0,12.0,2.0,,,1.0,0.6,0.6666666666666666,2.0,2.0,1.0,1.0,6.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,15.0,3.0,2.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8333333333333334,0.5,0.75,0.5,1.0,0.5,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.16666666666666666,1.0,1.0,0.5,0.5,0.5,0.8333333333333334,0.5,1.0,0.5,0.75,0.5,0.48105,0.06451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-202696-203082-203516,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Terrence Ross, James Ennis III","Fultz, Clark, Vucevic, Ross, Ennis III",1628365-1629109-202696-203082-203516,ORL,30.0,1,,-3.0,1.0,2,1.0,3,,,1.0,,2.0,5.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,1.0,,1.0,1.0,,,,,144.0,14.0,8.0,14.0,8.0,,,0.6275,1.0,1.5,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,0.6275,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-202696-203095-203516,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Evan Fournier, James Ennis III","Fultz, Clark, Vucevic, Fournier, Ennis III",1628365-1629109-202696-203095-203516,ORL,3570.0,5,60.0,-5.0,127.0,125,1.0,252,17.0,20.0,53.0,19.0,133.0,138.0,,,20.0,51.0,60.0,9.0,5.0,12.0,6.0,,5.0,18.0,1.0,9.0,23.0,2.0,20.0,26.0,,121.0,,1.0,,0.559322033898305,,0.6666666666666666,0.5882352941176471,0.6944444444444444,0.8333333333333334,101.6470588235294,14.653543307086615,13.672,14.464566929133857,13.072,0.1574074074074074,0.18518518518518517,0.5172546296296296,,10.475471698113209,0.007874015748031496,,10.0,11.0,,27.0,55.0,,,,28.0,14.0,33.0,7.0,85.0,10.0,0.5185185185185185,0.56,0.5094339622641509,,0.5277777777777778,,0.5092592592592593,0.5,0.5,0.7,0.10185185185185185,,0.6574074074074074,,0.11016949152542373,0.16393442622950818,25.20727272727273,16.0,8.0,26.0,30.0,7.0,,6.0,4.0,7.0,3.0,,0.7894736842105263,0.4375,0.6666666666666666,0.8076923076923077,0.42857142857142855,0.14814814814814814,0.47058823529411764,0.5,44.0,,44.0,1.0,1.0,,0.5,0.4074074074074074,,8.0,9.0,3.0,4.0,14.0,,,20.0,4.0,5.0,,12.0,,57.0,3.0,4.0,14.0,19.0,13.0,5.0,2.0,7.0,9.0,4.0,,3.0,0.95,0.36363636363636365,,0.36363636363636365,0.8,0.8,0.75,0.2692307692307692,0.05714285714285714,0.14754098360655737,0.3333333333333333,,0.5625,0.6428571428571429,0.5555555555555556,0.3181818181818182,0.32558139534883723,0.9285714285714286,0.8,0.75,,,0.3181818181818182,0.501475,0.09022556390977443,,,,,6.0,4.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.01818181818181818,0.05660377358490566,0.125,0.058823529411764705,0.022727272727272728,0.42857142857142855,0.1,0.4,0.75,0.017543859649122806,0.25,0.5454545454545454,0.5454545454545454,1.0,0.3333333333333333,0.05263157894736842,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-201571-202696-203082-203095,1610612753,"Markelle Fultz, D.J. Augustin, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Augustin, Vucevic, Ross, Fournier",1628365-201571-202696-203082-203095,ORL,246.0,2,4.0,3.0,8.0,8,,16,2.0,2.0,5.0,,8.0,5.0,,,2.0,3.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,8.0,,,,0.5714285714285714,,,1.0,1.0,1.0,93.65853658536587,11.375,19.375,11.375,19.375,0.2857142857142857,0.2857142857142857,0.4656214285714286,,12.34,,,1.0,,,1.0,2.0,,,,2.0,1.0,3.0,1.0,8.0,,1.0,1.0,0.2,,0.5714285714285714,,0.2857142857142857,0.5,0.5,1.0,,,0.42857142857142855,,,,25.25,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,0.14285714285714285,,,2.0,,2.0,,,,,0.2857142857142857,,,,,,2.0,,,2.0,,,,,,6.0,,,2.0,2.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-201571-202696-203082-203516,1610612753,"Markelle Fultz, D.J. Augustin, Nikola Vucevic, Terrence Ross, James Ennis III","Fultz, Augustin, Vucevic, Ross, Ennis III",1628365-201571-202696-203082-203516,ORL,136.0,1,2.0,-4.0,3.0,5,,8,,,,3.0,3.0,7.0,,,,1.0,2.0,,,,,,,,,,,,4.0,4.0,,3.0,,,,0.3,,,,1.0,,84.70588235294117,23.666666666666668,13.0,23.666666666666668,13.0,,,0.56255,,,,,,1.0,,,3.0,,,,,,,,,2.0,,,,,,,1.0,,,,0.3333333333333333,,1.0,,0.4,1.0,24.566666666666666,,,,1.0,,,,,,,,1.0,,,1.0,,,,,2.0,,2.0,,1.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
