EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Charge Fouls,PenaltyArc3FGA,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,OffCorner3ReboundPct,HeaveAttempts,FTOffRebounds,Travels,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedLongMidRange,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
1626196-1627732-1627788-1629680-201143,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Al Horford","Richardson, Simmons, Korkmaz, Thybulle, Horford",1626196-1627732-1627788-1629680-201143,PHI,125.0,3,2.0,-5.0,4.0,4.0,2.0,2.0,1.0,8.0,4.0,3.0,1.0,2.0,6.0,5.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,0.75,0.5,1.0,0.3333333333333333,92.16,16.25,15.0,13.25,15.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5087833333333334,0.5875,0.4361,7.216666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-202699,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Tobias Harris","Richardson, Simmons, Korkmaz, Horford, Harris",1626196-1627732-1627788-201143-202699,PHI,4244.0,28,71.0,-19.0,150.0,163.0,12.0,41.0,10.0,313.0,40.0,3.0,4.0,16.0,86.0,192.0,6.0,7.0,5.0,24.0,65.0,9.0,74.0,,11.0,,9.0,3.0,20.0,4.0,,31.0,44.0,5.0,9.0,3.0,0.55,0.14705882352941177,0.8888888888888888,0.8026315789473685,0.16981132075471697,0.2727272727272727,0.1111111111111111,0.9,,106.20169651272384,13.713333333333333,13.417177914110429,13.373333333333333,13.085889570552148,0.3305785123966942,0.1322314049586777,0.42857142857142855,0.5,0.6198347107438017,0.5094658333333333,0.52354,0.528475,7.015116279069768,0.08,29.0,2.0,2.0,16.0,30.0,6.0,1.0,3.0,1.0,13.0,32.0,1.0,51.0,14.0,35.0,29.0,173.0,4.0,1.0,2.0,10.0,2.0,1.0,7.0,11.0,52.0,50.0,39.0,3.0,4.0,32.0,13.0,6.0,1.0,26.0,13.0,39.0,12.0,1.0,19.0,4.0,3.0,91.0,4.0,37.0,4.0,7.0,4.0,3.0,8.0,1.0,2.0,8.0,2.0,3.0,1.0,1.0,43.0,7.0,21.0,4.0,7.0,4.0,3.0,7.0,4.0,163.0,7.0,1.0,0.5098039215686274,0.5306122448979592,0.9285714285714286,0.4,0.4,0.5930232558139535,0.6666666666666666,0.2857142857142857,0.5950413223140496,0.5714285714285714,0.25,0.6223021582733813,0.625,0.4230769230769231,0.2892561983471074,0.02857142857142857,0.06976744186046512,0.075,0.1,0.03125,1.0,0.7551020408163265,0.21052631578947367,0.07142857142857142,0.23529411764705882,0.8,0.8076923076923077,0.5,0.8571428571428571,0.5714285714285714,0.725,0.7837837837837838,0.6551724137931034,0.24793388429752067,0.5333333333333333,0.5925925925925926,0.25,0.375,0.375,0.5,0.024793388429752067,0.3333333333333333,0.3333333333333333,1.0,0.2644628099173554,0.40625,0.41935483870967744,0.9230769230769231,0.6666666666666666,0.14285714285714285,0.5,0.125,0.40625,0.15555555555555556,0.21,0.057803468208092484,0.06358381502890173,26.720000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203118,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Mike Scott","Richardson, Simmons, Korkmaz, Horford, Scott",1626196-1627732-1627788-201143-203118,PHI,910.0,8,15.0,-1.0,30.0,32.0,9.0,23.0,2.0,62.0,10.0,2.0,4.0,2.0,16.0,39.0,2.0,6.0,2.0,7.0,15.0,2.0,17.0,1.0,1.0,,5.0,,6.0,,1.0,4.0,7.0,1.0,8.0,1.0,0.16666666666666666,0.2222222222222222,0.6363636363636364,0.6086956521739131,0.2,0.25,,0.625,0.1111111111111111,98.10989010989012,14.0,15.3125,13.8,13.8125,0.45454545454545453,0.09090909090909091,1.0,0.6666666666666666,0.7272727272727273,0.5663363636363636,0.5827,0.5768,4.99375,0.3,6.0,1.0,3.0,,4.0,1.0,1.0,1.0,,4.0,5.0,,7.0,5.0,6.0,9.0,38.0,1.0,,,2.0,3.0,,7.0,13.0,8.0,6.0,15.0,,,5.0,4.0,1.0,,4.0,5.0,9.0,4.0,1.0,4.0,,,23.0,,7.0,1.0,,,,1.0,2.0,,1.0,1.0,,,,10.0,,2.0,3.0,2.0,1.0,1.0,2.0,,36.0,11.0,2.0,0.5714285714285714,0.5714285714285714,1.0,0.8333333333333334,0.8333333333333334,0.4375,0.5,0.5,0.6590909090909091,0.5,0.5,0.7037037037037037,0.5,0.65,0.2727272727272727,,0.0625,,0.25,,1.0,0.5833333333333334,,0.25,,0.5,0.6666666666666666,,0.6666666666666666,,0.6,0.6,0.6666666666666666,0.18181818181818182,,,,0.5,0.5,,0.045454545454545456,1.0,1.0,1.0,0.22727272727272727,0.8,0.8,1.0,0.5,,0.75,,0.8,0.08333333333333333,0.1111111111111111,0.05263157894736842,0.34210526315789475,26.016666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203516,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, James Ennis III","Richardson, Simmons, Korkmaz, Horford, Ennis III",1626196-1627732-1627788-201143-203516,PHI,236.0,1,4.0,-4.0,9.0,8.0,9.0,4.0,3.0,17.0,3.0,3.0,3.0,,8.0,12.0,3.0,8.0,3.0,1.0,3.0,3.0,6.0,,,,1.0,,1.0,,1.0,2.0,,,9.0,,,0.75,1.0,1.0,0.5,,,1.0,,103.72881355932203,15.11111111111111,12.5,13.222222222222221,12.5,0.3,,1.0,0.3,0.5,0.463385,0.5245333333333334,0.463385,5.0,1.0,3.0,3.0,3.0,1.0,5.0,,,1.0,1.0,,1.0,,4.0,,2.0,,8.0,3.0,,,6.0,4.0,2.0,,8.0,2.0,6.0,,,4.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,8.0,,0.25,0.5,,,,0.5,1.0,0.5,0.4,1.0,0.4,0.4,1.0,0.4,0.2,,0.125,,0.2,,,1.0,,0.75,,1.0,,1.0,,,1.0,1.0,,0.5,0.2,0.25,1.0,,,,0.1,,,,0.1,,,,1.0,,1.0,0.1,,,,0.75,1.0,24.7,,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203526,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Raul Neto","Richardson, Simmons, Korkmaz, Horford, Neto",1626196-1627732-1627788-201143-203526,PHI,198.0,1,3.0,1.0,7.0,7.0,3.0,,1.0,14.0,2.0,1.0,1.0,,3.0,7.0,1.0,2.0,1.0,,2.0,1.0,3.0,,1.0,,,,1.0,,1.0,1.0,3.0,1.0,3.0,,1.0,0.5,,0.6666666666666666,0.25,,,,,101.81818181818183,11.0,17.285714285714285,10.285714285714286,15.714285714285714,0.3333333333333333,,1.0,0.3333333333333333,0.8333333333333334,0.4877833333333333,0.3864,0.40503333333333336,4.5,0.42857142857142855,1.0,,,,1.0,,,,,1.0,3.0,,1.0,1.0,3.0,3.0,8.0,,,,,,1.0,,,,2.0,3.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,3.0,1.0,2.0,,,,,,,8.0,,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,,0.5714285714285714,,,0.5,,,,,,,1.0,,1.0,,1.0,1.0,,,,0.5,0.5,,0.16666666666666666,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.2857142857142857,0.5,,,26.266666666666666,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203954,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Joel Embiid","Richardson, Simmons, Korkmaz, Horford, Embiid",1626196-1627732-1627788-201143-203954,PHI,171.0,3,3.0,14.0,7.0,6.0,3.0,3.0,1.0,13.0,1.0,,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,6.0,1.0,7.0,,,,,,,,,,2.0,,3.0,,,1.0,1.0,1.0,1.0,,,1.0,,109.47368421052632,11.857142857142858,14.666666666666666,10.428571428571429,14.666666666666666,0.16666666666666666,0.3333333333333333,,0.5,0.5,0.49028333333333335,0.3827,0.614775,11.55,0.42857142857142855,1.0,,1.0,,1.0,2.0,,,,2.0,2.0,,3.0,2.0,2.0,2.0,14.0,1.0,,,2.0,1.0,1.0,,5.0,,6.0,3.0,3.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,3.0,,5.0,,,,,,,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,12.0,5.0,,,,0.5,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.25,0.3333333333333333,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.16666666666666666,,,,1.0,1.0,,,,,,0.3333333333333333,1.0,1.0,0.5,,,1.0,,1.0,0.14285714285714285,0.2,0.14285714285714285,0.35714285714285715,26.0,,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203118,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Mike Scott","Richardson, Simmons, Korkmaz, Harris, Scott",1626196-1627732-1627788-202699-203118,PHI,5.0,1,,2.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,288.0,5.0,,5.0,,,1.0,,,,0.2694,,0.2694,23.0,1.0,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203124,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Kyle O'Quinn","Richardson, Simmons, Korkmaz, Harris, O'Quinn",1626196-1627732-1627788-202699-203124,PHI,96.0,1,2.0,1.0,3.0,3.0,3.0,3.0,,6.0,,,,,,3.0,,,,,2.0,,2.0,,,,,,,,,1.0,2.0,,3.0,,,,,0.6666666666666666,,,,,,90.0,11.666666666666666,20.333333333333332,11.666666666666666,18.0,,,,,1.0,0.576375,,0.576375,,1.0,,,,,,,,,,1.0,2.0,,,1.0,2.0,1.0,4.0,,,,,,2.0,1.0,4.0,,,,3.0,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,4.0,,,2.0,,,,,,4.0,4.0,2.0,,,,0.5,0.5,,,,0.75,,0.75,0.5,,0.5,1.0,,,,,,,0.6666666666666666,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,0.5,,,,1.0,24.95,,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203526,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Raul Neto","Richardson, Simmons, Korkmaz, Harris, Neto",1626196-1627732-1627788-202699-203526,PHI,56.0,1,1.0,4.0,2.0,2.0,2.0,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,102.85714285714286,13.5,14.5,13.5,14.5,,,,,1.0,0.57615,,0.57615,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,6.0,,,,,,2.0,,6.0,,,6.0,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,0.5,1.0,,,,1.0,23.65,,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203658,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Norvel Pelle","Richardson, Simmons, Korkmaz, Harris, Pelle",1626196-1627732-1627788-202699-203658,PHI,195.0,2,3.0,1.0,8.0,7.0,,,1.0,15.0,2.0,1.0,,1.0,4.0,5.0,1.0,,1.0,2.0,4.0,1.0,5.0,,,,1.0,,1.0,,,3.0,,,,,,0.3333333333333333,1.0,1.0,0.16666666666666666,0.5,,1.0,,110.76923076923077,10.875,15.428571428571429,10.5,15.428571428571429,0.25,0.125,1.0,,0.75,0.50945625,0.4556,,6.35,,,,,1.0,1.0,,,,,1.0,4.0,,1.0,1.0,4.0,1.0,6.0,,,,,,,,,,2.0,3.0,,,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,2.0,,1.0,1.0,,,,,2.0,,1.0,,,1.0,,,,,,,,,6.0,,,,,1.0,0.25,0.25,0.25,,,0.3125,,,0.3125,,,0.5,,0.25,0.5,,,,1.0,,,,1.0,1.0,,,,,,,0.125,1.0,1.0,,,,,,,,,0.5,0.25,0.25,1.0,,,,,0.25,,,,,26.15,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
