EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,BadPassTurnovers,ShootingFouls,Blocked2s,BlockedShortMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PtsUnassisted3s,2pt And 1 Free Throw Trips,FTDefRebounds,Charge Fouls Drawn,DefFTReboundPct,ShortMidRangeAssists,SecondChanceTurnovers,Technical Free Throw Trips,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Clear Path Fouls,SecondChanceCorner3FGM,AtRimPctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,SelfOReb,Travels,BlockedAtRim,DefensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,SelfORebPct,BlockedLongMidRange,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,3SecondViolations,LostBallOutOfBoundsTurnovers,team_id,year,season,team_vs
1626144-1627777-1628396-203903-204060,1610612762,"Emmanuel Mudiay, Georges Niang, Tony Bradley, Jordan Clarkson, Joe Ingles","Mudiay, Niang, Bradley, Clarkson, Ingles",1626144-1627777-1628396-203903-204060,UTA,802.0,2,13.0,4.0,25.0,24.0,9.0,1.0,3.0,49.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,7.0,1.0,1.0,3.0,4.0,4.0,13.0,5.0,9.0,5.0,28.0,24.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,13.0,4.0,4.0,15.0,7.0,4.0,1.0,2.0,5.0,7.0,4.0,1.0,1.0,1.0,19.0,1.0,2.0,4.0,4.0,8.0,3.0,11.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,25.0,13.0,9.0,1.0,0.5,0.5,1.0,0.5555555555555556,1.0,0.75,0.5555555555555556,0.3076923076923077,0.25,0.5227272727272727,0.5,0.6875,0.56,0.5,0.7222222222222222,0.4090909090909091,0.07692307692307693,0.2,0.3333333333333333,0.5714285714285714,0.2222222222222222,0.5,0.25,0.5333333333333333,0.23076923076923078,0.5,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,87.98004987531172,1.0,13.48,19.375,13.2,18.541666666666668,0.18181818181818182,0.5,0.5,0.5,0.18181818181818182,0.22727272727272727,0.4,0.5,0.5,0.09090909090909091,0.5,0.5,1.0,0.3181818181818182,0.5714285714285714,0.5714285714285714,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.125,0.5,0.75,0.5909090909090909,0.5714285714285714,0.4740931818181818,0.4308,0.45765625,0.08333333333333333,0.13333333333333333,0.10714285714285714,0.4642857142857143,10.784615384615384,25.88888888888889,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1627777-203497-203903-204060,1610612762,"Emmanuel Mudiay, Georges Niang, Rudy Gobert, Jordan Clarkson, Joe Ingles","Mudiay, Niang, Gobert, Clarkson, Ingles",1626144-1627777-203497-203903-204060,UTA,61.0,2,1.0,-5.0,1.0,3.0,,,,4.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,94.42622950819673,,37.0,8.0,37.0,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3663,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626144-1628396-1629752-203903-204060,1610612762,"Emmanuel Mudiay, Tony Bradley, Juwan Morgan, Jordan Clarkson, Joe Ingles","Mudiay, Bradley, Morgan, Clarkson, Ingles",1626144-1628396-1629752-203903-204060,UTA,80.0,1,1.0,-2.0,4.0,3.0,4.0,,,7.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,2.0,,1.0,,2.0,4.0,,,,,1.0,2.0,,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,2.0,2.0,4.0,,,,,,,,,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,1.0,,,1.0,,0.3333333333333333,,,,,,1.0,,126.0,,10.5,12.666666666666666,10.5,11.666666666666666,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.42343333333333333,,0.42343333333333333,,,,1.0,16.25,26.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628378-1628396-1629752,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Tony Bradley, Juwan Morgan","O'Neale, Niang, Mitchell, Bradley, Morgan",1626220-1627777-1628378-1628396-1629752,UTA,66.0,1,1.0,2.0,1.0,2.0,,,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,5.0,3.0,,,,,,,,,,,2.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,5.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.25,,,1.25,,,0.5,,,,,,0.5,,0.5,,,,,,1.0,,65.45454545454545,,26.0,20.0,26.0,18.0,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,1.0,1.0,0.624275,,,0.5,1.0,,,1.7,24.8,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628378-1628396-203903,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Tony Bradley, Jordan Clarkson","O'Neale, Niang, Mitchell, Bradley, Clarkson",1626220-1627777-1628378-1628396-203903,UTA,149.0,2,2.0,3.0,6.0,6.0,,,,12.0,,1.0,,,,,1.0,,1.0,2.0,3.0,,,,,,2.0,2.0,4.0,,6.0,3.0,,,,,,,,,,,,,6.0,3.0,2.0,,,2.0,2.0,2.0,,,,6.0,,,1.0,,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,6.0,,,,,,1.0,0.5,,,0.5,,,0.5,,,0.5,,,0.6666666666666666,,,,,,1.0,,0.5,,,,,,1.0,,115.97315436241611,,14.833333333333334,10.0,14.833333333333334,10.0,0.16666666666666666,,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.8333333333333334,0.6666666666666666,0.5391833333333333,,,,,,,8.75,26.2,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628378-1629752-203497,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Juwan Morgan, Rudy Gobert","O'Neale, Niang, Mitchell, Morgan, Gobert",1626220-1627777-1628378-1629752-203497,UTA,202.0,2,3.0,,7.0,7.0,,,,14.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,3.0,,2.0,3.0,9.0,9.0,,,,,,,,,,,4.0,2.0,,1.0,,,2.0,,2.0,,,1.0,1.0,4.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,1.0,,3.0,,3.0,2.0,,,,,,9.0,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,,0.6,,,0.75,,,0.4,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,99.8019801980198,,13.428571428571429,15.428571428571429,13.428571428571429,13.714285714285714,0.2,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,,,,0.2,,,,,,,,,,,0.6,,0.46812,,,0.3333333333333333,0.5,,,8.299999999999999,25.05,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628378-201144-203497,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Mike Conley, Rudy Gobert","O'Neale, Niang, Mitchell, Conley, Gobert",1626220-1627777-1628378-201144-203497,UTA,135.0,2,2.0,1.0,4.0,3.0,,,,7.0,,,,,,,,,1.0,2.0,2.0,,,,,,,2.0,3.0,,6.0,5.0,,,,,,,,,,,,,3.0,2.0,2.0,,,1.0,1.0,1.0,,,,3.0,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,6.0,,,,,,0.5,0.6666666666666666,,,0.6666666666666666,,,1.0,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,74.66666666666667,,18.0,21.0,18.0,21.0,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,,,1.0,1.0,0.5659500000000001,,,,,,,,24.8,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628378-203497-203903,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Rudy Gobert, Jordan Clarkson","O'Neale, Niang, Mitchell, Gobert, Clarkson",1626220-1627777-1628378-203497-203903,UTA,1369.0,7,23.0,4.0,46.0,45.0,11.0,11.0,4.0,91.0,3.0,6.0,,1.0,5.0,6.0,10.0,,,12.0,19.0,1.0,2.0,3.0,6.0,11.0,21.0,12.0,19.0,6.0,64.0,60.0,,1.0,2.0,3.0,3.0,4.0,3.0,6.0,2.0,17.0,14.0,8.0,30.0,19.0,12.0,,7.0,10.0,17.0,10.0,,2.0,4.0,44.0,1.0,2.0,5.0,7.0,14.0,3.0,17.0,1.0,1.0,,3.0,1.0,3.0,,6.0,1.0,11.0,2.0,6.0,,8.0,4.0,,,,,,61.0,17.0,11.0,,0.6363636363636364,0.6363636363636364,0.8333333333333334,0.631578947368421,0.5,0.5,0.631578947368421,0.5238095238095238,0.75,0.725,0.75,0.75,0.7325581395348837,0.75,0.7272727272727273,0.475,,,0.5,0.7777777777777778,0.2,0.8333333333333334,0.14285714285714285,0.8,0.17647058823529413,0.6666666666666666,0.14285714285714285,0.6,1.0,0.8,1.0,95.71950328707085,,14.369565217391305,15.733333333333333,14.0,15.11111111111111,0.15,0.5,0.5,0.6666666666666666,0.125,0.25,0.6,0.6,0.6666666666666666,,,,,0.475,0.631578947368421,0.631578947368421,0.8333333333333334,,1.0,0.5,1.0,0.1,0.6,0.5,0.625,0.631578947368421,0.48729750000000005,0.568125,0.485205,0.09302325581395349,0.16666666666666666,0.046875,0.265625,11.17142857142857,25.83157894736842,0.2391304347826087,2.0,3.0,7.0,,,0.4,0.4,6.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628378-203497-204060,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Rudy Gobert, Joe Ingles","O'Neale, Niang, Mitchell, Gobert, Ingles",1626220-1627777-1628378-203497-204060,UTA,110.0,2,2.0,3.0,5.0,4.0,,,,9.0,1.0,1.0,,,2.0,,,,,1.0,1.0,,,,,3.0,3.0,1.0,1.0,,9.0,6.0,,,,,,,,,,,,6.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,9.0,,,,,,,1.0,,,1.0,1.0,,1.125,,,1.125,,,0.25,,,1.0,,,1.0,,0.5,,,,,,,1.0,117.81818181818183,,11.0,13.75,11.0,13.75,0.25,1.0,1.0,,0.5,,,,,,,,,0.25,1.0,1.0,,,,,,,,,0.5,1.0,0.51655,,,,,,,9.233333333333333,27.3,,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
1626220-1627777-1628396-201144-203903,1610612762,"Royce O'Neale, Georges Niang, Tony Bradley, Mike Conley, Jordan Clarkson","O'Neale, Niang, Bradley, Conley, Clarkson",1626220-1627777-1628396-201144-203903,UTA,122.0,1,2.0,,4.0,4.0,,4.0,,8.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,2.0,,5.0,5.0,,,,,,,,,,,,2.0,3.0,1.0,,,,1.0,1.0,,1.0,,,3.0,,,2.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,1.0,0.5,,,0.5,0.5,,0.625,,,0.625,,,0.5,,,,,,1.0,,1.0,,,,,,1.0,,94.42622950819673,,12.25,18.25,12.25,18.25,0.5,0.5,0.5,,,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,1.0,,0.5290625,,,,,,,2.8,24.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,True
