EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyArc3FGA,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Offensive Fouls,Technical Free Throw Trips,BlockedShortMidRange,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceFtPoints,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangeAssists,LongMidRangePctAssisted,BlockedLongMidRange,BlockedArc3,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1627863-200782-201145-201566-201569,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, Eric Gordon","House Jr., Tucker, Green, Westbrook, Gordon",1627863-200782-201145-201566-201569,HOU,719.0,4,12.0,5.0,24,24.0,3.0,6.0,3.0,48,5.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,1.0,1.0,6.0,1.0,6.0,10.0,5.0,12.0,2.0,29.0,24.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,8.0,15.0,6.0,1.0,2.0,5.0,7.0,5.0,2.0,19.0,2.0,2.0,6.0,2.0,2.0,10.0,4.0,14.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,27.0,5.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,1.0,0.4166666666666667,0.6,1.0,1.0,0.6136363636363636,0.5,1.25,0.6304347826086957,0.5,1.25,0.5454545454545454,0.08333333333333333,0.16666666666666666,0.8,1.0,1.0,0.5,0.75,0.3333333333333333,0.8,0.4,0.5,1.0,0.4,1.0,0.7142857142857143,1.0,96.13351877607789,15.625,14.333333333333334,14.875,13.916666666666666,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.4,0.09090909090909091,0.5,0.5,0.045454545454545456,0.2727272727272727,0.8333333333333334,0.8333333333333334,1.0,0.2727272727272727,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.8636363636363636,0.55455,0.547775,0.656325,0.043478260869565216,0.09090909090909091,0.06896551724137931,0.1724137931034483,5.1,24.458333333333332,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201566-201935,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, James Harden","House Jr., Tucker, Green, Westbrook, Harden",1627863-200782-201145-201566-201935,HOU,110.0,2,2.0,-3.0,3,4.0,3.0,4.0,,7,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,2.0,2.0,,1.0,,4.0,7.0,,,,,2.0,2.0,,1.0,4.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,2.0,2.0,,,,,4.0,4.0,3.0,0.5,0.5,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,1.0,91.63636363636364,13.0,17.75,13.0,17.75,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,0.3333333333333333,1.0,,,0.6666666666666666,0.5449666666666667,,0.5449666666666667,,,,1.0,8.1,27.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201566-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, Austin Rivers","House Jr., Tucker, Green, Westbrook, Rivers",1627863-200782-201145-201566-203085,HOU,230.0,2,4.0,-3.0,5,7.0,,,1.0,12,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,4.0,1.0,2.0,,7.0,10.0,1.0,1.0,,2.0,,,,,,,4.0,3.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,,3.0,,,3.0,1.0,4.0,,,,,,,,,,,1.0,1.0,,,,,5.0,,,,,1.0,0.5,,0.5,0.5,1.0,,0.5833333333333334,1.0,,0.5833333333333334,1.0,,0.3333333333333333,,,,,,,0.75,1.0,0.75,0.3333333333333333,,,1.0,,0.5,1.0,75.13043478260869,24.0,15.714285714285714,22.0,14.142857142857142,0.3333333333333333,0.5,1.0,,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,0.6666666666666666,0.511975,,,,,0.2857142857142857,,7.625,23.9,,,,,,,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201569-201935,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, James Harden","House Jr., Tucker, Green, Gordon, Harden",1627863-200782-201145-201569-201935,HOU,1616.0,10,27.0,3.0,60,57.0,5.0,22.0,8.0,117,11.0,18.0,3.0,3.0,,,4.0,6.0,1.0,3.0,5.0,1.0,1.0,22.0,2.0,16.0,25.0,10.0,27.0,5.0,67.0,64.0,3.0,3.0,3.0,9.0,1.0,1.0,2.0,2.0,9.0,6.0,26.0,24.0,20.0,,3.0,8.0,11.0,3.0,2.0,30.0,4.0,4.0,8.0,8.0,3.0,19.0,8.0,27.0,5.0,2.0,5.0,2.0,8.0,1.0,3.0,13.0,2.0,1.0,7.0,19.0,2.0,12.0,8.0,3.0,58.0,9.0,5.0,0.1875,0.2,0.8,0.37037037037037035,1.0,0.34615384615384615,0.64,1.0,1.0,0.5961538461538461,0.75,1.3333333333333333,0.5982142857142857,0.75,1.125,0.5192307692307693,,,0.38461538461538464,1.0,0.7272727272727273,0.4444444444444444,0.6153846153846154,0.23529411764705882,0.6666666666666666,0.3076923076923077,0.42857142857142855,,0.26666666666666666,0.5,0.5,0.8,104.25742574257426,14.316666666666666,13.280701754385966,13.45,12.578947368421053,0.34615384615384615,0.6111111111111112,0.6875,0.18181818181818182,0.11538461538461539,0.6666666666666666,0.8,0.019230769230769232,0.09615384615384616,0.6,0.6,1.0,0.4230769230769231,0.5,1.0,,0.3333333333333333,,,0.3333333333333333,1.0,0.8653846153846154,0.5017549019607844,0.5066625,0.4671166666666667,0.05555555555555555,0.1111111111111111,0.13432835820895522,0.13432835820895522,4.316,26.866666666666667,0.08333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,3.0,0.12,0.1111111111111111,1.0,7.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,6.0,5.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.16666666666666666,0.5,0.8,0.75,0.08695652173913043,1.0,0.25,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.16666666666666666,0.5,1.0,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201569-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, Austin Rivers","House Jr., Tucker, Green, Gordon, Rivers",1627863-200782-201145-201569-203085,HOU,814.0,5,14.0,11.0,26,24.0,2.0,6.0,3.0,50,5.0,7.0,1.0,1.0,,,,3.0,,3.0,4.0,,,11.0,1.0,5.0,10.0,7.0,15.0,3.0,34.0,23.0,1.0,1.0,2.0,5.0,,1.0,,,1.0,4.0,6.0,18.0,11.0,,2.0,6.0,8.0,3.0,2.0,22.0,2.0,,4.0,5.0,,9.0,2.0,11.0,2.0,2.0,,,1.0,,,1.0,,,1.0,2.0,1.0,5.0,4.0,2.0,29.0,1.0,2.0,0.4,0.4,0.8571428571428571,0.4666666666666667,,0.4666666666666667,0.5,1.0,,0.62,0.8333333333333334,,0.6296296296296297,0.8333333333333334,0.25,0.6,,,,,0.7142857142857143,,0.5714285714285714,0.25,0.6428571428571429,0.15384615384615385,,,0.2857142857142857,1.0,0.5,1.0,88.45208845208846,13.73076923076923,19.041666666666668,12.76923076923077,17.666666666666668,0.28,0.7142857142857143,0.7142857142857143,0.4,0.12,,,,0.16,0.75,0.75,1.0,0.44,0.3333333333333333,1.0,,0.3333333333333333,,,,,0.88,0.52222,0.522,0.392,0.07407407407407407,0.16666666666666666,0.14705882352941177,0.029411764705882353,3.7299999999999995,25.8,0.07692307692307693,,,,,,2.0,0.2,,1.0,4.0,1.0,,1.0,1.0,3.0,,,,4.0,3.0,,,,1.0,,,,,,,,,,1.0,,,,0.5,0.6666666666666666,,0.5,1.0,,,,0.36363636363636365,0.36363636363636365,0.75,0.3333333333333333,1.0,1.0,,0.36363636363636365,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201569-203463,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, Ben McLemore","House Jr., Tucker, Green, Gordon, McLemore",1627863-200782-201145-201569-203463,HOU,16.0,1,,,1,,,,,1,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,90.0,16.0,,16.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.4326,,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201935-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, James Harden, Austin Rivers","House Jr., Tucker, Green, Harden, Rivers",1627863-200782-201145-201935-203085,HOU,842.0,5,14.0,-2.0,30,30.0,2.0,,1.0,60,4.0,5.0,,,1.0,1.0,,,1.0,1.0,3.0,,,11.0,,4.0,6.0,5.0,14.0,8.0,31.0,33.0,,,1.0,,1.0,1.0,1.0,1.0,5.0,4.0,4.0,9.0,11.0,,2.0,3.0,5.0,1.0,2.0,13.0,1.0,,5.0,3.0,1.0,9.0,1.0,10.0,4.0,2.0,3.0,,3.0,1.0,3.0,6.0,,,4.0,8.0,1.0,9.0,11.0,5.0,31.0,5.0,2.0,0.5,0.5,0.6,0.35714285714285715,1.0,0.35714285714285715,0.6666666666666666,,1.0,0.575,,1.25,0.62,,1.25,0.7,,,0.5,1.0,0.6,,0.8333333333333334,0.1111111111111111,0.7272727272727273,0.09090909090909091,,,0.14285714285714285,0.5,0.8,1.0,102.61282660332542,14.3,13.766666666666667,13.366666666666667,13.4,0.25,0.8,1.0,0.5,,,,0.05,0.15,0.3333333333333333,0.3333333333333333,1.0,0.55,,,,,0.5,1.0,,,0.95,0.5225925,,0.536875,0.2,0.45454545454545453,,0.16129032258064516,4.633333333333334,26.271428571428572,0.06666666666666667,,1.0,,,0.5,1.0,0.16666666666666666,0.2,1.0,4.0,,1.0,,,6.0,,,,4.0,2.0,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,0.6666666666666666,,,,,0.36363636363636365,0.36363636363636365,0.5,1.0,,,1.0,0.36363636363636365,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201935-203463,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, James Harden, Ben McLemore","House Jr., Tucker, Green, Harden, McLemore",1627863-200782-201145-201935-203463,HOU,826.0,6,14.0,12.0,29,29.0,10.0,5.0,3.0,58,8.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,,2.0,5.0,1.0,2.0,11.0,1.0,9.0,9.0,8.0,16.0,5.0,47.0,35.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,12.0,8.0,10.0,18.0,11.0,,4.0,6.0,10.0,2.0,4.0,26.0,3.0,,6.0,5.0,,11.0,3.0,14.0,2.0,,1.0,,3.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,,5.0,7.0,4.0,45.0,12.0,10.0,0.4444444444444444,0.5,0.75,0.5,0.25,0.5,1.0,1.0,1.0,0.84,0.5,0.6428571428571429,0.8392857142857143,0.5,0.6666666666666666,0.64,,,0.25,,1.0,,1.0,0.375,1.0,0.375,,,0.4,1.0,1.0,1.0,101.1138014527845,13.862068965517242,14.620689655172415,13.689655172413794,14.10344827586207,0.32,1.0,1.0,0.5,0.04,1.0,1.0,,0.2,0.4,0.4,1.0,0.44,0.5,1.0,,0.5,0.42857142857142855,1.0,0.2857142857142857,0.5,0.96,0.561156,,0.5892714285714286,0.14285714285714285,0.3333333333333333,0.0425531914893617,0.2553191489361702,2.533333333333333,25.19375,0.3448275862068966,,2.0,,,0.2857142857142857,,,,,6.0,,,,3.0,6.0,2.0,,,6.0,4.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.125,,,0.5454545454545454,0.5454545454545454,0.6666666666666666,,,,,0.5454545454545454,,,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201935-203496,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, James Harden, Robert Covington","House Jr., Tucker, Green, Harden, Covington",1627863-200782-201145-201935-203496,HOU,390.0,3,6.0,-5.0,12,12.0,2.0,2.0,2.0,24,2.0,2.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,,,3.0,,2.0,6.0,2.0,4.0,3.0,13.0,18.0,1.0,1.0,,2.0,,,,1.0,1.0,2.0,2.0,6.0,3.0,,1.0,2.0,3.0,1.0,1.0,8.0,1.0,,2.0,1.0,,3.0,1.0,4.0,,,,,1.0,1.0,,1.0,1.0,,3.0,4.0,,4.0,4.0,1.0,11.0,1.0,2.0,0.5,1.0,1.0,0.5,,0.5,0.3333333333333333,1.0,,0.5,1.0,,0.5416666666666666,1.0,0.25,0.4,,,,,0.3333333333333333,,1.0,0.5,0.6,0.16666666666666666,,,0.5,1.0,1.0,,88.61538461538461,17.583333333333332,14.916666666666666,17.083333333333332,14.666666666666666,0.2,1.0,1.0,0.5,0.3,,,0.1,0.1,1.0,1.0,1.0,0.3,1.0,1.0,,,,,,,0.6,0.48996500000000004,,0.38835,0.09090909090909091,0.14285714285714285,0.15384615384615385,0.07692307692307693,8.683333333333334,26.225,0.16666666666666666,,1.0,,,1.0,,,,,1.0,,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201569-201935,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, Eric Gordon, James Harden","House Jr., Tucker, Westbrook, Gordon, Harden",1627863-200782-201566-201569-201935,HOU,132.0,1,2.0,5.0,5,5.0,3.0,5.0,,10,,,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,7.0,2.0,,,,,1.0,1.0,1.0,1.0,5.0,,4.0,3.0,1.0,,,1.0,1.0,1.0,,3.0,,,1.0,3.0,,4.0,,4.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,7.0,5.0,3.0,,,1.0,0.5,1.0,0.5,1.0,,1.0,0.875,,1.25,0.875,,1.25,0.5,,,,,0.6,,0.5,,0.5714285714285714,,,,,0.5,0.5,,109.09090909090908,8.6,17.8,8.6,16.4,,,,,0.5,1.0,1.0,,0.25,1.0,1.0,1.0,0.25,,,,,,,0.5,1.0,0.5,0.4202375,,0.3667,,,,0.7142857142857143,6.45,25.75,0.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
