EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,HeaveAttempts,Charge Fouls Drawn,3SecondViolations,Fg3aBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,SecondChanceFtPoints,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffFTReboundPct,SecondChanceTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1626196-1627732-1627788-1629680-201143,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Al Horford","Richardson, Simmons, Korkmaz, Thybulle, Horford",1626196-1627732-1627788-1629680-201143,PHI,125.0,3,2.0,5.0,4.0,4.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,0.5,1.0,0.5,0.5,1.5,0.625,1.25,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.25,0.5,92.16,15.0,16.25,15.0,13.25,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,0.4616833333333333,0.5538,1.0,6.4,26.95,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-201143-202699,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Tobias Harris","Richardson, Simmons, Korkmaz, Horford, Harris",1626196-1627732-1627788-201143-202699,PHI,4244.0,28,71.0,19.0,163.0,150.0,41.0,12.0,313.0,40.0,20.0,40.0,6.0,11.0,99.0,25.0,52.0,17.0,192.0,9.0,16.0,10.0,51.0,69.0,40.0,20.0,23.0,50.0,18.0,123.0,12.0,29.0,53.0,15.0,68.0,11.0,3.0,10.0,17.0,44.0,5.0,31.0,24.0,,5.0,177.0,48.0,39.0,3.0,0.92,0.4807692307692308,0.5625,0.4807692307692308,0.5794701986754967,0.640625,0.5962732919254659,0.6710526315789473,0.3443708609271523,0.8529411764705882,0.24489795918367346,0.8301886792452831,0.19736842105263158,0.19230769230769232,0.7272727272727273,0.8888888888888888,106.20169651272384,13.417177914110429,13.713333333333333,13.085889570552148,13.373333333333333,0.26490066225165565,0.26490066225165565,0.5,0.5,0.9,0.34375,0.5454545454545454,0.6556291390728477,0.5,0.5265327814569537,0.53315,0.265625,6.318181818181818,25.521153846153844,0.25153374233128833,14.0,32.0,47.0,3.0,6.0,5.0,10.0,14.0,4.0,12.0,5.0,12.0,3.0,5.0,3.0,4.0,50.0,173.0,3.0,10.0,3.0,4.0,15.0,7.0,16.0,54.0,46.0,6.0,6.0,7.0,27.0,5.0,18.0,7.0,2.0,3.0,15.0,9.0,3.0,8.0,7.0,1.0,4.0,3.0,1.0,6.0,21.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,6.0,1.0,1.0,3.0,3.0,7.0,5.0,1.0,1.0,0.54,0.574468085106383,0.75,0.5050505050505051,0.3,0.4375,0.5357142857142857,0.5357142857142857,0.0707070707070707,0.0851063829787234,0.075,0.4117647058823529,1.0,0.7894736842105263,0.1111111111111111,0.2,0.5,0.1,0.14285714285714285,0.9285714285714286,0.7647058823529411,1.0,0.043478260869565216,0.7142857142857143,0.31125827814569534,0.6808510638297872,0.7441860465116279,0.5625,0.35,0.3783783783783784,0.5,0.07947019867549669,0.3333333333333333,0.3333333333333333,0.5,0.07947019867549669,0.4166666666666667,0.4166666666666667,1.0,0.42857142857142855,0.5,0.2857142857142857,0.75,1.0,0.3125,0.5,0.15625,0.6,0.5308863636363635,0.05128205128205128,0.06796116504854369,0.018867924528301886,0.078125,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-201143-203118,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Mike Scott","Richardson, Simmons, Korkmaz, Horford, Scott",1626196-1627732-1627788-201143-203118,PHI,910.0,8,15.0,1.0,32.0,30.0,23.0,9.0,62.0,11.0,5.0,14.0,3.0,8.0,22.0,6.0,18.0,3.0,39.0,4.0,12.0,3.0,27.0,15.0,13.0,5.0,5.0,9.0,4.0,23.0,5.0,7.0,9.0,9.0,18.0,1.0,,1.0,1.0,7.0,1.0,4.0,5.0,,1.0,33.0,27.0,23.0,1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.45,0.46153846153846156,0.4642857142857143,0.48214285714285715,0.45,0.7777777777777778,0.4166666666666667,0.8,0.391304347826087,0.3333333333333333,0.75,1.0,98.10989010989012,15.3125,14.0,13.8125,13.8,0.275,0.35,0.35714285714285715,0.35714285714285715,0.8,0.3076923076923077,0.375,0.675,0.38461538461538464,0.5083512820512821,0.48871000000000003,0.6923076923076923,5.413636363636363,25.977777777777774,0.71875,7.0,3.0,9.0,2.0,6.0,1.0,4.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,,1.0,9.0,38.0,3.0,9.0,,1.0,6.0,6.0,14.0,8.0,10.0,3.0,4.0,2.0,4.0,1.0,,4.0,,4.0,1.0,1.0,,1.0,,,,,,1.0,2.0,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,2.0,0.4444444444444444,0.5714285714285714,,0.4090909090909091,0.3333333333333333,0.42857142857142855,0.3,0.3,0.09090909090909091,0.1111111111111111,0.09090909090909091,,1.0,1.0,0.36363636363636365,0.5,,0.375,0.3333333333333333,0.75,1.0,,,1.0,0.225,0.3333333333333333,0.375,,0.45454545454545453,0.5,0.8,0.05,0.5,0.5,,0.1,0.25,0.25,1.0,0.6,0.3333333333333333,0.1,,,0.15384615384615385,0.25,0.15384615384615385,0.25,0.6008833333333333,0.024390243902439025,,0.05263157894736842,0.15384615384615385,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-201143-203516,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, James Ennis III","Richardson, Simmons, Korkmaz, Horford, Ennis III",1626196-1627732-1627788-201143-203516,PHI,236.0,1,4.0,4.0,8.0,9.0,4.0,9.0,17.0,,2.0,3.0,1.0,2.0,5.0,2.0,3.0,,12.0,1.0,2.0,,7.0,6.0,3.0,2.0,2.0,3.0,2.0,8.0,,1.0,4.0,,4.0,,,,,,,2.0,,,,12.0,7.0,4.0,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.875,0.75,0.875,0.375,0.25,,0.5,,,,,103.72881355932203,12.5,15.11111111111111,12.5,13.222222222222221,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.75,0.6666666666666666,0.51390625,0.5095,0.5833333333333334,7.82,25.7,0.5,,2.0,3.0,,,1.0,1.0,,1.0,2.0,,,,,,,3.0,8.0,,,,,,2.0,2.0,2.0,4.0,,,,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,0.6,,1.0,,,,,,,1.0,1.0,,,,,,0.25,1.0,1.0,,,0.375,0.6666666666666666,0.6666666666666666,0.5,,,,0.25,0.5,0.5,,,,,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-201143-203526,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Raul Neto","Richardson, Simmons, Korkmaz, Horford, Neto",1626196-1627732-1627788-201143-203526,PHI,198.0,1,3.0,-1.0,7.0,7.0,,3.0,14.0,1.0,1.0,1.0,,,3.0,1.0,2.0,2.0,7.0,,,,,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,1.0,3.0,1.0,4.0,1.0,,1.0,2.0,3.0,1.0,1.0,2.0,,,7.0,,,,1.0,0.5,,0.5,0.5,,0.5833333333333334,,0.4,0.5,,0.75,0.3333333333333333,,1.0,,101.81818181818183,17.285714285714285,11.0,15.714285714285714,10.285714285714286,0.2,0.2,1.0,1.0,1.0,,,0.8,1.0,0.5259400000000001,,,4.866666666666666,24.55,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,1.0,8.0,,1.0,,,,,,2.0,,,,,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,0.3333333333333333,,,,,,,,0.5,,1.0,1.0,,,,1.0,,1.0,,,,0.4,0.5,0.5,1.0,,,,,,,,0.2,,,,,,,,,,,,,,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-201143-203954,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Joel Embiid","Richardson, Simmons, Korkmaz, Horford, Embiid",1626196-1627732-1627788-201143-203954,PHI,171.0,3,3.0,-14.0,6.0,7.0,3.0,3.0,13.0,2.0,,1.0,,,5.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,3.0,,,,,,,,,,0.16666666666666666,,,,,,,,109.47368421052632,14.666666666666666,11.857142857142858,14.666666666666666,10.428571428571429,0.3333333333333333,0.16666666666666666,,,,,,0.3333333333333333,,0.431975,0.43946666666666667,,10.540000000000001,26.5,0.5,,,1.0,,,,1.0,,,2.0,,,,,,,,14.0,,,,,,,3.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,,,1.0,,,,,,,,,,,,0.16666666666666666,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-202699-203118,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Mike Scott","Richardson, Simmons, Korkmaz, Harris, Scott",1626196-1627732-1627788-202699-203118,PHI,5.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-202699-203124,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Kyle O'Quinn","Richardson, Simmons, Korkmaz, Harris, O'Quinn",1626196-1627732-1627788-202699-203124,PHI,96.0,1,2.0,-1.0,3.0,3.0,3.0,3.0,6.0,1.0,,,,,4.0,,,1.0,3.0,,,1.0,3.0,,,,,,,,1.0,,1.0,1.0,2.0,,,,,2.0,,1.0,1.0,,,3.0,3.0,3.0,,,,,,0.25,0.25,0.375,0.375,,,0.3333333333333333,1.0,0.3333333333333333,,,,90.0,20.333333333333332,11.666666666666666,18.0,11.666666666666666,0.25,,,,,,,0.25,,0.501875,0.501875,1.0,11.525,,1.0,1.0,,1.0,,,,1.0,,1.0,2.0,,,,,,,1.0,4.0,,1.0,,,,1.0,4.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,,0.25,,0.25,,,,,,,,1.0,,1.0,,,,,1.0,,,,0.25,,,,,,,0.5,0.5,0.5,,,,,,,,,,,0.25,,,,0.4604,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-202699-203526,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Raul Neto","Richardson, Simmons, Korkmaz, Harris, Neto",1626196-1627732-1627788-202699-203526,PHI,56.0,1,1.0,-4.0,2.0,2.0,,2.0,4.0,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,102.85714285714286,14.5,13.5,14.5,13.5,,,,,,,,1.0,,0.3573,,,3.8,,,,1.0,1.0,,,,,,,,,,,,,,1.0,6.0,,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
1626196-1627732-1627788-202699-203658,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Norvel Pelle","Richardson, Simmons, Korkmaz, Harris, Pelle",1626196-1627732-1627788-202699-203658,PHI,195.0,2,3.0,-1.0,7.0,8.0,,,15.0,1.0,1.0,3.0,,,2.0,1.0,3.0,2.0,5.0,,,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,2.0,5.0,,5.0,,,,1.0,,,3.0,4.0,,,5.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3,,0.35714285714285715,,0.6,0.6666666666666666,,0.8333333333333334,,,0.5,1.0,110.76923076923077,15.428571428571429,10.875,15.428571428571429,10.5,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,,,0.8,0.3333333333333333,0.52943,,,2.9,26.866666666666664,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,1.0,,,,,,,,1.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,False
