EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsUnassisted3s,ShortMidRangeAssists,Steals,LostBallSteals,Offensive Fouls Drawn,ShortMidRangePctAssisted,PenaltyOffPoss,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Fg2aBlocked,FTOffRebounds,BadPassSteals,Travels,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Corner3Assists,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3Frequency,DefAtRimReboundPct,PenaltyDefPoss,NonShootingPenaltyNonTakeFouls,PenaltyAtRimFGM,PenaltyAtRimFGA,LostBallTurnovers,PenaltyTurnovers,AtRimPctBlocked,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,DefLongMidRangeReboundPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,OffLongMidRangeReboundPct,SelfOReb,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Charge Fouls,BlockedAtRim,OffCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,Offensive Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Loose Ball Fouls,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Arc3PctBlocked,team_id,year,season,team_vs
1626153-1626246-1627827-1629029-203552,1610612742,"Delon Wright, Boban Marjanovic, Dorian Finney-Smith, Luka Doncic, Seth Curry","Wright, Marjanovic, Finney-Smith, Doncic, Curry",1626153-1626246-1627827-1629029-203552,DAL,251.0,2,4.0,2.0,10,11.0,1.0,21,3.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,7.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,7.0,1.0,8.0,3.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.4,0.5,0.7142857142857143,1.0,0.7142857142857143,1.0,0.7857142857142857,1.5,0.75,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,120.47808764940238,1.0,12.4,11.545454545454545,12.4,11.545454545454545,0.5714285714285714,0.75,0.75,0.6666666666666666,0.2857142857142857,1.0,1.0,0.14285714285714285,1.0,1.0,0.5714285714285714,0.4823571428571429,0.4439,0.14285714285714285,0.14285714285714285,0.2727272727272727,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626246-1627827-203504-203552,1610612742,"Delon Wright, Boban Marjanovic, Dorian Finney-Smith, Trey Burke, Seth Curry","Wright, Marjanovic, Finney-Smith, Burke, Curry",1626153-1626246-1627827-203504-203552,DAL,177.0,2,3.0,3.0,6,6.0,1.0,12,1.0,1.0,,,,2.0,1.0,2.0,4.0,2.0,9.0,6.0,,1.0,,,4.0,,,2.0,3.0,1.0,7.0,1.0,2.0,,,2.0,1.0,3.0,,,,,,,2.0,3.0,1.0,2.0,,,,,9.0,1.0,1.0,0.5,,0.5833333333333334,,0.6428571428571429,,,,,0.5,1.0,1.0,0.3333333333333333,,,1.0,97.62711864406779,,17.333333333333332,12.166666666666666,15.166666666666666,12.166666666666666,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,,0.16666666666666666,,,0.5,0.4695416666666667,0.4202,0.2857142857142857,0.4,,11.075,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626246-1628467-1629029-203552,1610612742,"Delon Wright, Boban Marjanovic, Maxi Kleber, Luka Doncic, Seth Curry","Wright, Marjanovic, Kleber, Doncic, Curry",1626153-1626246-1628467-1629029-203552,DAL,295.0,2,5.0,5.0,9,10.0,,19,2.0,2.0,,,3.0,3.0,1.0,5.0,6.0,,16.0,11.0,,,,,8.0,2.0,,4.0,4.0,1.0,8.0,,3.0,1.0,,4.0,,4.0,,,,,2.0,2.0,2.0,,,,,,,,16.0,0.8,0.8,0.8333333333333334,,0.8888888888888888,,0.8888888888888888,,,,1.0,,1.0,1.0,,,1.0,1.0,92.7457627118644,,15.222222222222221,15.8,15.222222222222221,15.8,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.1111111111111111,,,0.5555555555555556,0.49338333333333334,,,,,9.15,,2.0,3.0,2.0,3.0,,3.0,2.0,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.6666666666666666,25.933333333333334,6.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1626246-1628467-203504-203552,1610612742,"Delon Wright, Boban Marjanovic, Maxi Kleber, Trey Burke, Seth Curry","Wright, Marjanovic, Kleber, Burke, Curry",1626153-1626246-1628467-203504-203552,DAL,168.0,1,3.0,,6,6.0,1.0,12,1.0,1.0,,,1.0,3.0,,2.0,4.0,3.0,7.0,7.0,1.0,1.0,,2.0,2.0,2.0,,1.0,1.0,,2.0,,2.0,,,2.0,1.0,3.0,,,1.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,,,,,5.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5833333333333334,1.0,,,,,1.0,1.0,,,,1.0,102.85714285714286,,16.5,11.5,16.0,11.5,0.25,1.0,1.0,,0.75,0.3333333333333333,0.5,,,,0.25,0.443325,0.3446,0.5,0.5,0.2857142857142857,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,0.3446,0.2857142857142857,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1627827-1628467-1629029-203552,1610612742,"Delon Wright, Dorian Finney-Smith, Maxi Kleber, Luka Doncic, Seth Curry","Wright, Finney-Smith, Kleber, Doncic, Curry",1626153-1627827-1628467-1629029-203552,DAL,45.0,1,1.0,3.0,1,1.0,,2,,,,,,,,,,,3.0,,,,,,,,,,1.0,,3.0,,1.0,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,3.0,,,,,0.75,,0.75,,,,,,1.0,1.0,1.0,,,,64.0,,24.0,21.0,24.0,21.0,,,,,,,,,,,1.0,0.55965,,,,,,,,1.0,1.0,2.0,3.0,1.0,,1.0,,,1.0,0.5,0.5,1.0,,1.0,,,,0.5,,,,,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1627827-1628467-203501-203552,1610612742,"Delon Wright, Dorian Finney-Smith, Maxi Kleber, Tim Hardaway Jr., Seth Curry","Wright, Finney-Smith, Kleber, Hardaway Jr., Curry",1626153-1627827-1628467-203501-203552,DAL,119.0,1,2.0,-2.0,5,5.0,1.0,10,,,,,1.0,2.0,1.0,2.0,3.0,2.0,6.0,8.0,,,2.0,2.0,,4.0,,,,,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,4.0,,,0.6666666666666666,,0.4,,0.5,1.0,,1.0,1.0,,,1.0,0.3333333333333333,,1.0,,121.00840336134453,1.0,12.2,11.6,12.2,11.6,,,,,0.4,0.5,0.5,0.2,,,0.4,0.43594999999999995,,,,0.3333333333333333,13.033333333333333,1.0,,2.0,,2.0,,2.0,,,,,,,,0.4,,,1.0,1.0,,0.4,,,,,26.5,,,,,,,5.0,2.0,3.0,6.0,,,,,6.0,5.0,0.6666666666666666,0.4,0.5,,,,0.43594999999999995,1.0,1.0,,,,1.0,1.0,0.5,0.5,,,,,2.0,2.0,2.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1627827-1628467-203504-203552,1610612742,"Delon Wright, Dorian Finney-Smith, Maxi Kleber, Trey Burke, Seth Curry","Wright, Finney-Smith, Kleber, Burke, Curry",1626153-1627827-1628467-203504-203552,DAL,62.0,1,1.0,2.0,2,3.0,,5,1.0,1.0,,,,,,1.0,1.0,2.0,4.0,2.0,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,116.1290322580645,1.0,13.0,12.0,13.0,12.0,1.0,1.0,1.0,,,,,,,,1.0,0.5346,,0.5,0.5,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1627827-1629029-203077-203552,1610612742,"Delon Wright, Dorian Finney-Smith, Luka Doncic, Michael Kidd-Gilchrist, Seth Curry","Wright, Finney-Smith, Doncic, Kidd-Gilchrist, Curry",1626153-1627827-1629029-203077-203552,DAL,79.0,1,1.0,5.0,2,3.0,,5,,,,,1.0,1.0,,1.0,1.0,,5.0,,,,,,,2.0,,,1.0,,3.0,,,2.0,,2.0,,2.0,,,,,,1.0,2.0,,,,,,,,5.0,,,1.0,,1.25,,1.25,,,,1.0,,,1.0,,,1.0,,91.13924050632912,,16.0,15.666666666666666,16.0,15.666666666666666,,,,,0.5,1.0,1.0,,,,0.5,0.484725,,,,,13.4,,,,1.0,1.0,3.0,,,1.0,,,1.0,1.0,1.0,0.5,,,,,,,,,,,24.7,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1627827-1629029-203501-204001,1610612742,"Delon Wright, Dorian Finney-Smith, Luka Doncic, Tim Hardaway Jr., Kristaps Porzingis","Wright, Finney-Smith, Doncic, Hardaway Jr., Porzingis",1626153-1627827-1629029-203501-204001,DAL,151.0,2,3.0,-4.0,4,5.0,1.0,9,,1.0,,1.0,,1.0,,,2.0,,3.0,7.0,,1.0,,,,,,,1.0,,3.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,3.0,,,,,0.375,,0.375,,,,,,,,0.3333333333333333,,,,85.82781456953643,,19.5,14.6,18.75,14.6,0.25,,,,0.25,,,,1.0,,0.75,0.48855,,,,,7.8,,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,0.5,0.5,0.5,,,,,,0.5,0.5,0.5,1.0,0.5,27.45,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
1626153-1627827-1629029-203552-204001,1610612742,"Delon Wright, Dorian Finney-Smith, Luka Doncic, Seth Curry, Kristaps Porzingis","Wright, Finney-Smith, Doncic, Curry, Porzingis",1626153-1627827-1629029-203552-204001,DAL,30.0,1,,-2.0,1,1.0,,2,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,19.0,11.0,19.0,11.0,,,,,,,,,,,1.0,0.4821,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,False
