EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,ShortMidRangeFGA,Arc3FGM,FG2M,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,Loose Ball Fouls,PenaltyFg2Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyDefPoss,LongMidRangeFGA,DefThreePtRebounds,LostBallSteals,DeadBallTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,Fg2aBlocked,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,LongMidRangeFGM,PenaltyArc3FGM,LostBallTurnovers,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Accuracy,ShortMidRangeFGM,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Travels,OffTwoPtRebounds,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,PtsPutbacks,OffLongMidRangeReboundPct,Charge Fouls Drawn,ShortMidRangeAssists,SecondChanceTurnovers,ShortMidRangePctAssisted,Charge Fouls,HeaveAttempts,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceArc3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,SelfOReb,SelfORebPct,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Corner3PctBlocked,3SecondViolations,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Clear Path Fouls,team_id,year,season,team_vs
1626169-1626178-1626181-1628449-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Norman Powell, Chris Boucher, Matt Thomas","Johnson, Hollis-Jefferson, Powell, Boucher, Thomas",1626169-1626178-1626181-1628449-1629744,TOR,129.0,1,2.0,6.0,5.0,4.0,1.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,7.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.5,0.5833333333333334,1.0,0.625,0.75,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,122.79069767441861,1.0,13.0,10.2,13.0,10.2,0.25,0.5,0.5,0.5,1.0,0.25,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5779375,0.58165,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.7142857142857143,1.6,24.266666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1626259-1628449-1628778,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Malcolm Miller, Chris Boucher, Paul Watson","Johnson, Hollis-Jefferson, Miller, Boucher, Watson",1626169-1626178-1626259-1628449-1628778,TOR,278.0,2,5.0,10.0,9.0,,,19.0,1.0,,1.0,,,4.0,,3.0,3.0,5.0,5.0,16.0,17.0,,,,,,,6.0,4.0,2.0,3.0,,8.0,,,,,,,,,,,1.0,1.0,4.0,5.0,,,,,,16.0,,,0.6666666666666666,0.6,,0.6,0.6875,,0.8,,,0.625,,,,,,,,,98.41726618705034,,17.2,11.777777777777779,17.2,11.777777777777779,0.125,0.125,,,,0.5,,,,0.75,0.5376,,0.1111111111111111,,,,4.033333333333333,25.14,,-1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.25,0.75,0.75,0.6666666666666666,0.75,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1626259-1628449-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Malcolm Miller, Chris Boucher, Matt Thomas","Johnson, Hollis-Jefferson, Miller, Boucher, Thomas",1626169-1626178-1626259-1628449-1629744,TOR,98.0,1,2.0,3.0,3.0,3.0,,6.0,1.0,,,,,1.0,1.0,2.0,,1.0,,2.0,4.0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,1.0,1.0,,2.0,2.0,3.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,,,,,88.16326530612245,,14.666666666666666,18.0,14.666666666666666,15.666666666666666,0.3333333333333333,,,,,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.47396666666666665,0.47396666666666665,,,,1.0,5.1,24.5,1.0,-2.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,0.5,1.0,1.0,,0.3333333333333333,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1626259-1628778-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Malcolm Miller, Paul Watson, Matt Thomas","Johnson, Hollis-Jefferson, Miller, Watson, Thomas",1626169-1626178-1626259-1628778-1629744,TOR,4.0,2,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,720.0,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1626259-1629608-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Malcolm Miller, Dewan Hernandez, Matt Thomas","Johnson, Hollis-Jefferson, Miller, Hernandez, Thomas",1626169-1626178-1626259-1629608-1629744,TOR,121.0,2,2.0,5.0,5.0,5.0,,10.0,1.0,,,,,1.0,1.0,3.0,,1.0,,2.0,7.0,,,,1.0,,2.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,1.0,1.0,2.0,2.0,5.0,,,,,0.25,0.25,0.25,,0.25,0.25,,,,,1.0,,,,119.00826446280992,1.0,13.4,10.8,13.4,10.8,0.25,,,,,0.25,,,0.25,0.5,0.44625,0.44625,,,,1.0,13.666666666666666,25.6,1.0,-5.0,1.0,,,1.0,,,,,,,1.0,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,2.0,,0.3333333333333333,0.25,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1627775-1628449-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Patrick McCaw, Chris Boucher, Matt Thomas","Johnson, Hollis-Jefferson, McCaw, Boucher, Thomas",1626169-1626178-1627775-1628449-1629744,TOR,329.0,1,5.0,10.0,9.0,,2.0,19.0,1.0,4.0,7.0,,,,,2.0,4.0,7.0,,14.0,16.0,,2.0,,,,,12.0,,4.0,5.0,4.0,14.0,2.0,1.0,,2.0,2.0,4.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,12.0,,,1.0,0.5714285714285714,,0.5714285714285714,0.7777777777777778,,0.7777777777777778,0.5,,0.7777777777777778,0.3333333333333333,,1.0,0.6666666666666666,0.6666666666666666,0.5,,1.0,83.16109422492401,1.0,20.2,14.11111111111111,19.2,12.666666666666666,0.1111111111111111,0.7777777777777778,0.5714285714285714,0.5714285714285714,1.0,,,,,0.8888888888888888,0.5639777777777778,,,,0.14285714285714285,,3.05,23.114285714285717,,-2.0,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,0.59325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1627832-1628449-200768,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Fred VanVleet, Chris Boucher, Kyle Lowry","Johnson, Hollis-Jefferson, VanVleet, Boucher, Lowry",1626169-1626178-1627832-1628449-200768,TOR,95.0,1,2.0,3.0,4.0,,,7.0,3.0,,,,,,,3.0,,,,4.0,1.0,,,,,,,,,,1.0,,2.0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,4.0,,,,,,,0.6666666666666666,,0.6666666666666666,,,,,,,,1.0,,,,106.10526315789474,,12.0,14.75,12.0,14.75,1.0,,,,,,,,,1.0,0.5844333333333334,,0.3333333333333333,0.3333333333333333,,,1.4666666666666668,,,3.0,2.0,,,2.0,2.0,,,1.0,,1.0,2.0,1.0,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,,,,,2.0,,,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1628449-1628778-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Chris Boucher, Paul Watson, Matt Thomas","Johnson, Hollis-Jefferson, Boucher, Watson, Thomas",1626169-1626178-1628449-1628778-1629744,TOR,426.0,2,7.0,15.0,17.0,15.0,,32.0,4.0,,2.0,,2.0,3.0,3.0,6.0,1.0,5.0,3.0,14.0,9.0,,,1.0,5.0,3.0,14.0,3.0,3.0,1.0,3.0,,7.0,,5.0,,8.0,,8.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,,,,1.0,,14.0,14.0,15.0,1.0,0.2,0.2,0.2,0.5,0.5,0.5384615384615384,,0.5384615384615384,0.45454545454545453,1.0,,0.5555555555555556,,0.6153846153846154,,,0.3333333333333333,108.16901408450705,,9.8,16.41176470588235,9.8,14.647058823529411,0.36363636363636365,0.18181818181818182,,,,0.2727272727272727,0.18181818181818182,,0.2727272727272727,0.8181818181818182,0.51575,0.51575,,,,1.0,7.116666666666667,25.72,1.0,5.0,3.0,1.0,1.0,4.0,4.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,0.5,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,3.0,4.0,4.0,6.0,4.0,,0.6666666666666666,0.36363636363636365,0.75,10.0,1.0,3.0,1.0,,,1.0,,,0.75,1.0,0.09090909090909091,,,,,,,,,,,,,,,,1.0,,0.16666666666666666,0.25,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1628449-1629056-200768,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Chris Boucher, Terence Davis, Kyle Lowry","Johnson, Hollis-Jefferson, Boucher, Davis, Lowry",1626169-1626178-1628449-1629056-200768,TOR,556.0,2,9.0,19.0,20.0,2.0,,39.0,3.0,,1.0,,,5.0,,5.0,2.0,6.0,1.0,11.0,16.0,,,,,,,6.0,5.0,2.0,3.0,,8.0,,2.0,,8.0,,8.0,3.0,2.0,7.0,2.0,2.0,7.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,11.0,,2.0,1.0,0.3333333333333333,,0.3333333333333333,0.45454545454545453,,0.4583333333333333,,,0.5454545454545454,0.42857142857142855,,0.4,,0.6153846153846154,,,0.5,101.0071942446043,0.25,14.052631578947368,14.45,14.052631578947368,13.4,0.2727272727272727,0.09090909090909091,,,,0.45454545454545453,,,,0.8181818181818182,0.5169045454545454,,0.08333333333333333,0.16666666666666666,,,7.640000000000001,25.0,0.10526315789473684,-5.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,0.5,0.5,0.4,0.3333333333333333,0.5,1.0,0.09090909090909091,0.4,0.4,1.0,0.4,,,,,,2.0,,,,,3.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,,0.75,1.0,0.09090909090909091,,,,,,,1.0,,,,,,,,,1.0,,0.2,0.3333333333333333,0.5,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626181-1626259-1628778-201188,1610612761,"Stanley Johnson, Norman Powell, Malcolm Miller, Paul Watson, Marc Gasol","Johnson, Powell, Miller, Watson, Gasol",1626169-1626181-1626259-1628778-201188,TOR,136.0,1,2.0,4.0,4.0,,,8.0,,2.0,2.0,,,,,1.0,2.0,2.0,,8.0,5.0,,,,,,,6.0,,2.0,2.0,2.0,6.0,,1.0,,2.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,8.0,,,1.0,1.0,,1.0,1.3333333333333333,,1.3333333333333333,,,0.6666666666666666,1.0,,1.0,,1.0,,,,84.70588235294117,,17.0,17.0,17.0,17.0,,0.6666666666666666,1.0,1.0,1.0,,,,,0.6666666666666666,0.51115,,,,,,10.5,24.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
