EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,ShootingFouls,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Offensive Fouls Drawn,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PenaltyFtPoints,Travels,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceTurnovers,SecondChanceArc3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,FTDefRebounds,StepOutOfBoundsTurnovers,DefFTReboundPct,OffensiveGoaltends,PenaltyArc3FGM,LongMidRangePctBlocked,PenaltyArc3Accuracy,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,Charge Fouls Drawn,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
101123-1626159-1626196-201177-201609,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Goran Dragic","Green, Winslow, Richardson, McRoberts, Dragic",101123-1626159-1626196-201177-201609,MIA,448.0,3,7.0,-4.0,13.0,15.0,4.0,1.0,28.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,8.0,1.0,2.0,2.0,13.0,17.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,13.0,2.0,0.25,0.25,1.0,0.5,0.5,0.5,0.55,0.5909090909090909,0.2,0.125,0.25,0.6666666666666666,0.6,0.25,0.6,0.2,1.0,0.5,1.0,90.0,17.53846153846154,14.666666666666666,16.307692307692307,14.0,0.4,0.5,0.6666666666666666,0.5,0.2,0.5,0.5,0.2,0.5,0.5,0.2,0.5,0.5,1.0,0.6,0.5,0.516005,0.3727,0.09090909090909091,0.1111111111111111,7.275,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-201177-204020,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Tyler Johnson","Green, Winslow, Richardson, McRoberts, Johnson",101123-1626159-1626196-201177-204020,MIA,34.0,1,1.0,-3.0,1.0,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,84.70588235294117,24.0,10.0,24.0,10.0,,,,,,,,,,,1.0,,,,1.0,,0.44565,,,,,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-201177-2207,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Joe Johnson","Green, Winslow, Richardson, McRoberts, Johnson",101123-1626159-1626196-201177-2207,MIA,12.0,1,,-2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,120.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-201609-202355,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Hassan Whiteside","Green, Winslow, Richardson, Dragic, Whiteside",101123-1626159-1626196-201609-202355,MIA,1390.0,7,23.0,17.0,51.0,50.0,16.0,7.0,101.0,11.0,16.0,3.0,12.0,6.0,11.0,4.0,7.0,20.0,39.0,4.0,11.0,8.0,60.0,43.0,5.0,18.0,22.0,9.0,6.0,4.0,5.0,9.0,3.0,12.0,3.0,5.0,27.0,7.0,17.0,22.0,8.0,30.0,6.0,4.0,3.0,2.0,2.0,1.0,5.0,13.0,,10.0,15.0,7.0,50.0,,0.45,0.5294117647058824,0.75,0.36363636363636365,0.4,0.5128205128205128,0.52,0.5267857142857143,0.22,0.1282051282051282,0.125,0.6,0.85,0.3888888888888889,0.88,0.34782608695652173,0.375,1.0,0.8,104.63309352517985,14.588235294117647,12.92,13.92156862745098,12.64,0.32,0.6875,0.7857142857142857,0.45454545454545453,0.24,0.25,0.3333333333333333,0.22,0.5454545454545454,0.5454545454545454,0.14,0.5714285714285714,0.5714285714285714,0.75,0.54,0.6666666666666666,0.4999132653061224,0.46734,0.12727272727272726,0.1590909090909091,8.094871794871796,28.154545454545453,9.0,13.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,10.0,5.0,11.0,2.0,10.0,3.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,6.0,5.0,1.0,10.0,13.0,0.6,0.45454545454545453,0.6,0.38461538461538464,0.5625,0.35714285714285715,0.25,1.0,0.2,0.6,0.2,0.5,0.8,1.0,1.0,0.05263157894736842,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.08,1.0,0.6,0.3076923076923077,0.5,0.07692307692307693,0.07692307692307693,0.4627375,0.16666666666666666,0.16666666666666666,0.2549019607843137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-201609-2405,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Amar'e Stoudemire","Green, Winslow, Richardson, Dragic, Stoudemire",101123-1626159-1626196-201609-2405,MIA,140.0,1,2.0,4.0,6.0,4.0,3.0,,10.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,3.0,,2.0,2.0,6.0,2.0,,2.0,2.0,,1.0,,,1.0,,1.0,,1.0,2.0,,2.0,2.0,,2.0,,,,,,,,2.0,,2.0,2.0,1.0,6.0,1.0,0.5,0.5,,,,0.6666666666666666,0.4,0.5,0.4,,,,0.6666666666666666,,0.6666666666666666,,,1.0,1.0,102.85714285714285,12.5,16.25,12.5,16.25,0.2,1.0,1.0,1.0,0.2,,,0.2,1.0,1.0,0.2,,,,0.6,,0.56918,,0.16666666666666666,0.25,9.866666666666667,24.4,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-201609-2547,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Chris Bosh","Green, Winslow, Richardson, Dragic, Bosh",101123-1626159-1626196-201609-2547,MIA,518.0,3,9.0,9.0,18.0,16.0,2.0,3.0,34.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,6.0,9.0,1.0,5.0,6.0,21.0,12.0,2.0,4.0,8.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,,7.0,1.0,5.0,9.0,3.0,12.0,,,1.0,1.0,2.0,,3.0,4.0,1.0,3.0,6.0,3.0,17.0,,0.3333333333333333,0.5,1.0,0.2,0.2,0.6666666666666666,0.5357142857142857,0.6176470588235294,0.35714285714285715,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.42857142857142855,,1.0,,94.51737451737452,14.333333333333334,16.25,13.5,16.25,0.21428571428571427,0.3333333333333333,0.5,,0.21428571428571427,0.6666666666666666,1.0,0.21428571428571427,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.3333333333333333,0.49365714285714285,0.8398,0.17647058823529413,0.25,9.677777777777777,24.580000000000002,1.0,,1.0,1.0,,,2.0,,,2.0,,4.0,,,,,,4.0,,,2.0,2.0,4.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,0.3333333333333333,1.0,0.5,0.5,,0.5,1.0,1.0,1.0,0.2,1.0,,0.6666666666666666,0.14285714285714285,0.5,1.0,,,,,,0.19047619047619047,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-201609-2617,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Udonis Haslem","Green, Winslow, Richardson, Dragic, Haslem",101123-1626159-1626196-201609-2617,MIA,256.0,2,4.0,-4.0,8.0,7.0,,1.0,15.0,1.0,2.0,,1.0,1.0,2.0,,2.0,2.0,5.0,,2.0,,4.0,8.0,1.0,2.0,2.0,,2.0,,,1.0,,1.0,,,2.0,1.0,2.0,2.0,1.0,3.0,,,,,2.0,,2.0,3.0,,3.0,,,4.0,,0.5,0.5,,,,0.4,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,1.0,0.3333333333333333,1.0,0.2,,,1.0,84.375,19.125,14.714285714285714,17.875,14.714285714285714,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,0.2857142857142857,0.5,0.5,0.2857142857142857,,,,0.5714285714285714,,0.4626642857142857,0.4548,,,10.78,24.45,,3.0,,,,,,,1.0,,,,1.0,3.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,0.3333333333333333,,0.25,,0.25,,,,,1.0,,1.0,,,,,,1.0,,,,,,,0.25,0.4597,,0.5,0.375,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-202355-204020,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Hassan Whiteside, Tyler Johnson","Green, Winslow, Richardson, Whiteside, Johnson",101123-1626159-1626196-202355-204020,MIA,34.0,1,1.0,-1.0,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.35294117647059,26.0,,26.0,,,,,,,,,1.0,,,,,,,,,0.3045,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-202355-2207,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Hassan Whiteside, Joe Johnson","Green, Winslow, Richardson, Whiteside, Johnson",101123-1626159-1626196-202355-2207,MIA,1029.0,3,17.0,-4.0,30.0,30.0,10.0,1.0,60.0,2.0,3.0,2.0,6.0,5.0,8.0,2.0,5.0,9.0,17.0,2.0,9.0,3.0,27.0,31.0,2.0,8.0,10.0,3.0,5.0,2.0,,4.0,1.0,5.0,1.0,1.0,11.0,2.0,9.0,13.0,2.0,15.0,1.0,1.0,,,4.0,,4.0,7.0,,3.0,5.0,1.0,25.0,1.0,0.4444444444444444,0.5,0.5,0.2222222222222222,0.2222222222222222,0.5294117647058824,0.46153846153846156,0.48214285714285715,0.34615384615384615,,,,0.6,0.25,0.6190476190476191,0.13333333333333333,,0.6363636363636364,,83.96501457725948,18.266666666666666,16.033333333333335,17.4,15.666666666666666,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.625,0.625,0.19230769230769232,0.4,0.4,0.5,0.46153846153846156,0.4,0.46075961538461535,0.4843,0.07142857142857142,0.05555555555555555,12.1,24.033333333333335,2.0,5.0,1.0,2.0,,,4.0,,,1.0,,2.0,1.0,2.0,,5.0,3.0,2.0,,2.0,1.0,,4.0,1.0,,,1.0,,2.0,,,,,4.0,,4.0,4.0,1.0,,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.625,,0.6666666666666666,,1.0,0.3333333333333333,,0.5,0.6666666666666666,,0.06666666666666667,0.25,1.0,0.2,0.15384615384615385,1.0,0.5,,,,,0.4272,0.07407407407407407,0.18518518518518517,0.16666666666666666,,,,,3.0,1.0,2.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
101123-1626159-1626196-202355-2547,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Hassan Whiteside, Chris Bosh","Green, Winslow, Richardson, Whiteside, Bosh",101123-1626159-1626196-202355-2547,MIA,569.0,3,9.0,1.0,17.0,17.0,,3.0,34.0,2.0,4.0,2.0,6.0,1.0,5.0,,2.0,5.0,15.0,,3.0,2.0,12.0,11.0,2.0,,10.0,,2.0,,1.0,,,,,,,3.0,5.0,10.0,4.0,14.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,10.0,,,,,,,0.3333333333333333,0.2777777777777778,0.3157894736842105,0.16666666666666666,0.06666666666666667,0.25,0.5,0.7142857142857143,0.3,0.8333333333333334,0.3076923076923077,0.5,0.75,1.0,86.0456942003515,17.41176470588235,16.058823529411764,16.58823529411765,16.0,0.2222222222222222,0.5,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.2,0.2,0.1111111111111111,,,,0.3888888888888889,,0.46014166666666667,0.50505,0.05263157894736842,0.0625,10.520000000000001,24.400000000000002,,,1.0,1.0,,,1.0,,,1.0,,2.0,,,,,,2.0,,,,1.0,5.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,,1.0,0.3333333333333333,,0.25,0.5,,1.0,,0.08333333333333333,,,,0.05555555555555555,0.3333333333333333,1.0,,,,,,0.16666666666666666,,,,,,,,,1.0,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,False
